,DEPTH,GR,NPHI,DENSITY,PEF,LITH,VSHALE,DPHI,EPOR12
1,5309,60.086,10.81,2.7,0,2,0.19945,0.0065789,8.4198
2,5309.5,46.22,6.792,2.727,0,1,0.13949,0.090533,5.1634
3,5310,32.395,2.575,2.754,0,1,0.086464,0.074556,1.5747
4,5310.5,25.297,2.516,2.783,0,1,0.06161,0.057396,1.8054
5,5311,23.812,2.656,2.822,0,1,0.056601,0.03432,1.9939
6,5311.5,22.821,2.656,2.809,0,1,0.053294,0.042012,2.0375
7,5312,21.742,2.656,2.772,0,1,0.049726,0.063905,2.0912
8,5312.5,21.105,2.032,2.736,0,1,0.047635,0.085207,1.503
9,5313,20.472,1.408,2.731,0,1,0.045568,0.088166,0.90526
10,5313.5,19.736,1.234,2.726,0,1,0.04318,0.091124,0.76141
11,5314,19.083,1.061,2.723,0,1,0.041073,0.092899,0.61457
12,5314.5,18.361,0.889,2.719,0,1,0.038758,0.095266,0.47154
13,5315,17.712,0.724,2.715,0,1,0.036689,0.097633,0.33255
14,5315.5,17.38,0.735,2.711,0,1,0.035635,0.1,0.35738
15,5316,17.093,0.745,2.71,0,2,0.034727,0,0.32828
16,5316.5,16.775,0.755,2.712,0,1,0.033723,0.099408,0.40003
17,5317,16.577,0.765,2.715,0,1,0.033099,0.097633,0.41663
18,5317.5,16.559,0.719,2.719,0,1,0.033042,0.095266,0.37013
19,5318,16.562,0.679,2.711,0,1,0.033052,0.1,0.33238
20,5318.5,16.556,0.639,2.702,0,2,0.033033,0.0052632,0.24524
21,5319,16.558,0.598,2.709,0,2,0.033039,0.00065789,0.20186
22,5319.5,16.922,0.557,2.722,0,1,0.034186,0.093491,0.19351
23,5320,17.618,0.523,2.72,0,1,0.03639,0.094675,0.13365
24,5320.5,18.391,0.522,2.68,0,2,0.038854,0.019737,0.065622
25,5321,19.496,0.522,2.684,0,2,0.042404,0.017105,0.021703
26,5321.5,20.742,0.551,2.692,0,2,0.046448,0.011842,0.0004596
27,5322,21.702,0.591,2.692,0,2,0.049594,0.011842,0.0017895
28,5322.5,21.695,0.632,2.694,0,2,0.049571,0.010526,0.042408
29,5323,21.705,0.672,2.693,0,2,0.049604,0.011184,0.082342
30,5323.5,21.325,0.713,2.704,0,2,0.048356,0.0039474,0.1347
31,5324,19.642,0.754,2.722,0,1,0.042876,0.093491,0.28624
32,5324.5,18.431,0.794,2.72,0,1,0.038982,0.094675,0.37356
33,5325,17.665,0.834,2.711,0,1,0.03654,0.1,0.44552
34,5325.5,17.846,0.885,2.704,0,2,0.037115,0.0039474,0.44159
35,5326,19.135,0.856,2.704,0,2,0.041241,0.0039474,0.36309
36,5326.5,19.117,0.819,2.706,0,2,0.041183,0.0026316,0.32612
37,5327,18.031,0.781,2.704,0,2,0.037705,0.0039474,0.33052
38,5327.5,17.615,0.744,2.702,0,2,0.036381,0.0052632,0.31006
39,5328,17.295,0.706,2.71,0,2,0.035366,0,0.28161
40,5328.5,17.281,0.668,2.714,0,1,0.035322,0.098225,0.29325
41,5329,18.136,0.644,2.711,0,2,0.038039,-0.00065789,0.1872
42,5329.5,18.988,0.644,2.709,0,2,0.040768,0.00065789,0.15512
43,5330,19.868,0.644,2.696,0,2,0.043607,0.0092105,0.12532
44,5330.5,20.721,0.644,2.69,0,2,0.04638,0.013158,0.094021
45,5331,21.306,0.674,2.697,0,2,0.048293,0.0085526,0.098755
46,5331.5,21.693,0.755,2.707,0,2,0.049565,0.0019737,0.16121
47,5332,21.56,0.845,2.704,0,2,0.049127,0.0039474,0.25745
48,5332.5,21.427,0.837,2.69,0,2,0.04869,0.013158,0.25929
49,5333,21.306,0.829,2.69,0,2,0.048293,0.013158,0.25606
50,5333.5,21.177,0.82,2.698,0,2,0.047871,0.0078947,0.2495
51,5334,21.053,0.812,2.708,0,2,0.047465,0.0013158,0.24308
52,5334.5,21.31,0.803,2.706,0,2,0.048307,0.0026316,0.22464
53,5335,22.467,0.795,2.702,0,2,0.05212,0.0052632,0.17219
54,5335.5,23.617,0.786,2.699,0,2,0.055948,0.0072368,0.11824
55,5336,24.78,0.778,2.695,0,2,0.059859,0.0098684,0.064623
56,5336.5,25.922,0.769,2.692,0,2,0.063738,0.011842,0.010066
57,5337,26.344,0.791,2.701,0,2,0.065181,0.0059211,0.011789
58,5337.5,26.042,0.851,2.702,0,2,0.064148,0.0052632,0.083859
59,5338,25.761,1.004,2.697,0,2,0.063189,0.0085526,0.25001
60,5338.5,24.212,1.247,2.699,0,2,0.057944,0.0072368,0.55529
61,5339,22.088,1.485,2.694,0,2,0.050867,0.010526,0.87986
62,5339.5,22.045,1.485,2.676,0,2,0.050725,0.022368,0.88749
63,5340,22.089,1.364,2.666,0,2,0.05087,0.028947,0.76803
64,5340.5,22.046,1.247,2.681,0,2,0.050728,0.019079,0.6478
65,5341,22.676,1.13,2.682,0,2,0.052813,0.018421,0.50546
66,5341.5,23.154,1.012,2.681,0,2,0.054403,0.019079,0.36871
67,5342,22.72,0.975,2.68,0,2,0.052959,0.019737,0.34936
68,5342.5,21.657,0.995,2.684,0,2,0.049446,0.017105,0.4102
69,5343,20.97,1.091,2.701,0,2,0.047193,0.0059211,0.52764
70,5343.5,20.961,1.235,2.698,0,2,0.047164,0.0078947,0.67298
71,5344,21.598,1.229,2.671,0,2,0.049252,0.025658,0.6508
72,5344.5,22.466,1.129,2.664,0,2,0.052117,0.030263,0.51873
73,5345,22.587,1.046,2.661,0,2,0.052518,0.032237,0.43191
74,5345.5,21.983,1.046,2.665,0,2,0.05052,0.029605,0.45456
75,5346,21.141,1.164,2.677,0,2,0.047753,0.021711,0.60182
76,5346.5,20.235,1.247,2.668,0,2,0.044797,0.027632,0.72325
77,5347,20.223,1.247,2.663,0,2,0.044759,0.030921,0.72536
78,5347.5,20.235,1.247,2.675,0,2,0.044797,0.023026,0.72094
79,5348,20.222,1.19,2.687,0,2,0.044755,0.015132,0.6605
80,5348.5,21.313,1.11,2.696,0,2,0.048316,0.0092105,0.53481
81,5349,22.06,1.028,2.697,0,2,0.050774,0.0085526,0.42299
82,5349.5,21.902,0.946,2.695,0,2,0.050253,0.0098684,0.3479
83,5350,21.732,0.884,2.692,0,2,0.049693,0.011842,0.2936
84,5350.5,21.594,0.909,2.706,0,2,0.049239,0.0026316,0.31945
85,5351,21.425,1.006,2.704,0,2,0.048684,0.0039474,0.42377
86,5351.5,21.498,1.125,2.69,0,2,0.048924,0.013158,0.5445
87,5352,21.95,1.138,2.679,0,2,0.050411,0.020395,0.54326
88,5352.5,22.418,1.156,2.664,0,2,0.051958,0.030263,0.54764
89,5353,22.804,1.155,2.66,0,2,0.053238,0.032895,0.53259
90,5353.5,22.681,1.094,2.67,0,2,0.05283,0.026316,0.4732
91,5354,22.598,0.989,2.68,0,2,0.052554,0.019737,0.36822
92,5354.5,22.475,0.885,2.69,0,2,0.052147,0.013158,0.26582
93,5355,22.764,0.765,2.699,0,2,0.053105,0.0072368,0.13136
94,5355.5,23.517,0.765,2.686,0,2,0.055614,0.015789,0.10553
95,5356,23.441,0.765,2.668,0,2,0.05536,0.027632,0.11449
96,5356.5,23.256,0.765,2.672,0,2,0.054743,0.025,0.12059
97,5357,23.195,0.765,2.685,0,2,0.054539,0.016447,0.11875
98,5357.5,23.564,0.783,2.682,0,2,0.055771,0.018421,0.12296
99,5358,23.957,0.805,2.674,0,2,0.057088,0.023684,0.13179
100,5358.5,24.26,0.868,2.687,0,2,0.058106,0.015132,0.1783
101,5359,24.659,0.938,2.688,0,2,0.059451,0.014474,0.23183
102,5359.5,25.158,1.008,2.685,0,2,0.061139,0.016447,0.28256
103,5360,25.742,1.058,2.684,0,2,0.063124,0.017105,0.30906
104,5360.5,26.272,1.087,2.682,0,2,0.064934,0.018421,0.317
105,5361,26.846,1.052,2.69,0,2,0.066904,0.013158,0.25573
106,5361.5,27.385,1.016,2.705,0,2,0.068763,0.0032895,0.19249
107,5362,27.587,0.98,2.699,0,2,0.069462,0.0072368,0.15007
108,5362.5,27.37,0.943,2.69,0,2,0.068711,0.013158,0.12504
109,5363,26.661,0.926,2.687,0,2,0.066268,0.015132,0.13834
110,5363.5,25.614,0.926,2.69,0,2,0.062688,0.013158,0.18032
111,5364,24.581,0.925,2.688,0,2,0.059187,0.014474,0.22199
112,5364.5,23.903,0.925,2.688,0,2,0.056907,0.014474,0.24936
113,5365,24.109,0.926,2.697,0,2,0.057598,0.0085526,0.2391
114,5365.5,24.8,0.926,2.717,0,1,0.059927,0.09645,0.2551
115,5366,25.492,0.927,2.719,0,1,0.062273,0.095266,0.22736
116,5366.5,26.19,0.927,2.716,0,1,0.064654,0.097041,0.19968
117,5367,26.27,1.033,2.715,0,1,0.064928,0.097633,0.30269
118,5367.5,25.633,1.131,2.705,0,2,0.062753,0.0032895,0.37961
119,5368,24.641,1.179,2.695,0,2,0.05939,0.0098684,0.47126
120,5368.5,23.748,1.196,2.686,0,2,0.056387,0.015789,0.52725
121,5369,22.71,1.211,2.688,0,2,0.052926,0.014474,0.58313
122,5369.5,22.102,1.303,2.697,0,2,0.050913,0.0085526,0.69632
123,5370,21.864,1.283,2.702,0,2,0.050128,0.0052632,0.6841
124,5370.5,21.929,1.207,2.7,0,2,0.050342,0.0065789,0.60619
125,5371,21.647,1.13,2.694,0,2,0.049413,0.010526,0.5423
126,5371.5,22.187,1.053,2.685,0,2,0.051194,0.016447,0.4469
127,5372,22.705,0.976,2.678,0,2,0.052909,0.021053,0.35162
128,5372.5,24.683,0.898,2.67,0,2,0.059532,0.026316,0.19678
129,5373,31.179,0.823,2.668,0,2,0.082097,0.027632,0.14834
130,5373.5,32.689,0.806,2.678,0,2,0.087526,0.021053,0.23379
131,5374,34.2,0.813,2.693,0,2,0.093031,0.011184,0.29778
132,5374.5,35.883,0.822,2.705,0,2,0.099248,0.0032895,0.36734
133,5375,35.178,0.906,2.713,0,1,0.096633,0.098817,0.20419
134,5375.5,33.446,1.697,2.706,0,2,0.090275,0.0026316,0.61501
