Depth,GR,Caliper,Ring resistivity,Porosity
170.3832,93.37259514,21.901912,1.6897,0.380604938
170.5356,89.87963088,21.912834,1.6533,0.377765432
170.688,86.71092297,21.69541,1.6715,0.36708642
170.8404,87.26028484,21.474684,1.679,0.351993827
170.9928,90.09358559,21.376386,1.6746,0.354246914
171.1452,88.98745436,21.434044,1.7243,0.366314815
171.2976,84.28612743,21.738844,1.6905,0.368006173
171.45,81.22314953,21.91512,1.6886,0.370117284
171.6024,79.47847002,21.93417,1.6759,0.370092593
171.7548,80.33722698,21.72335,1.643,0.368876543
171.9072,79.78590048,21.606002,1.6564,0.369746914
172.0596,86.98422659,21.466302,1.6779,0.373098765
172.212,86.3324166,21.50618,1.6899,0.375092593
172.3644,89.92785959,21.650706,1.6922,0.380388889
172.5168,84.68354286,21.902674,1.6979,0.376228395
172.6692,86.85999396,21.939758,1.7175,0.379864198
172.8216,89.25458291,22.144228,1.8183,0.375179012
172.974,92.95791156,22.306534,2.1121,0.36954321
173.1264,94.03321034,22.266148,2.0403,0.371882716
173.2788,93.14489287,22.090888,1.9397,0.368691358
173.4312,90.84379633,22.130512,1.904,0.369030864
173.5836,88.88332034,22.302724,1.9019,0.35467284
173.736,86.48686633,22.540468,1.8694,0.354722222
173.8884,88.55706915,22.615144,1.8314,0.349697531
174.0408,91.8225005,22.710394,1.7855,0.36654321
174.1932,94.65146982,22.151594,1.7814,0.3605
174.3456,95.50825235,21.889212,1.792,0.363530864
174.498,91.4634342,21.59254,1.8191,0.355882716
174.6504,89.92199668,22.035262,1.8394,0.36012963
174.8028,90.3608682,22.125432,1.9539,0.364216049
174.9552,91.98021108,22.018752,1.9957,0.364419753
175.1076,90.01250375,21.974048,2.0254,0.364240741
175.26,89.78830742,21.867876,1.749,0.35917284
175.4124,89.57283902,21.977604,1.7073,0.350148148
175.5648,89.13924024,21.898102,1.7433,0.347641975
175.7172,90.22290394,21.688044,1.6936,0.352222222
175.8696,91.74718508,21.561044,1.6902,0.361024691
176.022,94.13795096,21.49475,1.7327,0.360814815
176.1744,90.86316238,21.772372,1.7604,0.3505
176.3268,83.44901393,21.918168,1.8158,0.342308642
176.4792,88.00904342,22.036024,1.9524,0.350580247
176.6316,91.48872479,22.062948,1.8973,0.35754321
176.784,99.97807903,21.965666,1.7386,0.377104938
176.9364,91.26019376,21.910548,1.7191,0.381067901
177.0888,86.24441958,21.94306,2.0029,0.393549383
177.2412,87.87201839,21.937726,2.1346,0.386376543
177.3936,95.27852524,21.929852,2.0917,0.385234568
177.546,100.1666433,21.698458,1.9576,0.375839506
177.6984,93.71942966,21.604986,1.8799,0.365783951
177.8508,89.79390773,21.70049,1.8465,0.363790123
178.0032,88.5956304,21.708872,1.9169,0.36312963
178.1556,94.69720116,21.696426,2.0104,0.373753086
178.308,93.38460676,21.687536,2.0318,0.366598765
178.4604,91.63266243,21.659088,2.0406,0.369722222
178.6128,85.74620025,21.779484,2.113,0.362271605
178.7652,89.21356235,21.776944,2.1627,0.362382716
178.9176,91.05663889,22.19071,2.1766,0.362666667
179.07,99.75319378,22.752304,2.1289,0.366277778
179.2224,96.92683842,23.38832,1.9456,0.375450617
179.3748,97.14308571,23.954486,1.8828,0.369975309
179.5272,94.10124431,23.787862,1.8559,0.369771605
179.6796,95.83538732,23.132796,1.7985,0.371932099
179.832,99.85369471,22.282912,1.8347,0.371345679
179.9844,97.45409146,21.953982,2.0683,0.371648148
180.1368,102.0053809,22.084284,2.7914,0.361623457
180.2892,93.94693984,22.178518,3.7214,0.362024691
180.4416,93.07079226,22.075902,3.3421,0.364314815
180.594,92.20488366,21.934678,2.6435,0.362685185
180.7464,94.37747271,21.987002,2.0987,0.343648148
180.8988,91.76185344,21.92655,3.1751,0.325302469
181.0512,85.12417812,22.028658,3.635,0.310209877
181.2036,89.89183183,21.983446,3.2499,0.325969136
181.356,91.62518677,22.129242,3.3365,0.332061728
181.5084,95.20599876,22.104096,3.0625,0.332074074
181.6608,88.68067963,22.178264,2.6864,0.337839506
181.8132,91.06576283,22.081744,1.9937,0.336876543
181.9656,92.8360167,21.951442,2.3409,0.358277778
182.118,93.4896077,21.730462,2.5639,0.360469136
182.2704,95.00469041,21.851112,2.2588,0.368481481
182.4228,91.15810236,22.025102,2.0869,0.372259259
182.5752,92.23859161,22.192996,1.9894,0.37454321
182.7276,89.73397498,22.348698,2.0606,0.374901235
182.88,89.6195137,22.3901,2.0413,0.365376543
183.0324,93.41069682,22.39137,1.907,0.353123457
183.1848,96.33726699,22.284944,1.8584,0.349574074
183.3372,96.11369856,22.330664,1.763,0.350604938
183.4896,96.21108186,22.290786,1.759,0.363611111
183.642,90.66266513,22.266148,1.7773,0.36758642
183.7944,94.56587626,22.008846,1.7473,0.367493827
183.9468,93.90834309,22.156928,1.7619,0.36095679
184.0992,94.44446684,21.706078,1.7536,0.358858025
184.2516,91.85277573,21.585428,1.718,0.364987654
184.404,87.94809556,21.099272,1.6834,0.369314815
184.5564,88.2683588,21.351748,1.6931,0.37267284
184.7088,88.34228623,21.644102,1.7572,0.374450617
184.8612,93.1121716,21.945854,2.0788,0.370981481
185.0136,91.04844324,22.219412,2.7294,0.379611111
185.166,95.71800655,22.25421,2.6346,0.382407407
185.3184,101.7886495,22.212046,2.1554,0.391302469
185.4708,105.2543903,22.001734,2.2117,0.390709877
185.6232,100.2564729,21.847048,2.5626,0.383530864
185.7756,92.22145203,21.79955,2.4945,0.37395679
185.928,92.43241211,21.644102,2.3031,0.361450617
186.0804,94.81303772,21.73859,2.6336,0.364919753
186.2328,94.14725541,21.885148,2.4844,0.378055556
186.3852,92.61385709,21.997416,2.5814,0.38612963
186.5376,88.05253411,21.985732,2.7017,0.381302469
186.69,87.62203036,21.798026,2.9654,0.357185185
186.8424,86.32375845,21.93798,2.7144,0.353635802
186.9948,87.8364022,21.985224,2.4212,0.353438272
187.1472,88.90606177,22.089618,1.9324,0.374703704
187.2996,89.97602123,22.041104,1.9916,0.372697531
187.452,94.95742405,21.918422,2.1111,0.376185185
187.6044,94.301136,21.644356,2.1628,0.368345679
187.7568,99.92072954,21.476462,2.1974,0.372728395
187.9092,97.52026064,21.397976,2.4461,0.363882716
188.0616,97.30628577,21.455634,2.5553,0.358160494
188.214,91.6842124,21.385022,2.2555,0.343487654
188.3664,91.67838724,21.468334,1.789,0.357561728
188.5188,94.26399696,21.511006,1.7652,0.375296296
188.6712,94.47466459,21.529802,1.68,0.398277778
188.8236,91.22724354,21.522182,1.8698,0.3935
188.976,91.66435519,21.607272,1.7884,0.382549383
189.1284,87.54160326,21.842222,2.3247,0.370833333
189.2808,87.53606818,21.988272,2.4027,0.372685185
189.4332,84.71386567,22.10054,2.1699,0.378277778
189.5856,94.02440452,21.878544,1.9663,0.369962963
189.738,93.58508362,21.850604,1.8723,0.362987654
189.8904,97.26176266,21.83638,1.8709,0.359734568
190.0428,94.64655391,21.932138,1.8593,0.373487654
190.1952,99.39619394,21.894038,1.8408,0.377098765
190.3476,91.15990594,21.844508,1.8226,0.386395062
190.5,89.43152684,21.833586,1.818,0.376882716
190.6524,82.7140651,21.891498,1.8483,0.368901235
190.8048,89.62855633,21.925534,2.0617,0.340839506
190.9572,92.64449649,22.008084,2.1176,0.339839506
191.1096,95.89462344,21.98624,2.1488,0.335518519
191.262,93.9407424,21.866098,2.1876,0.355425926
191.4144,93.50192174,21.586952,2.2212,0.351635802
191.5668,90.03257518,21.466556,2.2744,0.345481481
191.7192,83.54233375,21.567394,2.4505,0.336623457
191.8716,80.73291563,21.774912,2.506,0.342555556
192.024,79.42188641,21.762974,2.44,0.343919753
192.1764,85.25120293,21.754846,2.485,0.338395062
192.3288,86.31887192,21.706586,2.7839,0.33117284
192.4812,93.02895403,21.740876,2.8785,0.340067901
192.6336,96.92681791,21.691092,2.5661,0.349345679
192.786,98.21862713,21.628608,2.8048,0.356555556
192.9384,95.61632429,21.54936,2.8434,0.36258642
193.0908,89.98579175,21.596096,2.5365,0.371290123
193.2432,83.71629828,21.730716,2.4045,0.370932099
193.3956,83.06214976,21.874734,2.4418,0.367703704
193.548,87.16665049,21.849334,2.5079,0.365240741
193.7004,89.10778442,21.811996,2.4919,0.372623457
193.8528,91.69753026,21.805646,2.5676,0.372518519
194.0052,88.01548853,21.862034,2.6216,0.379228395
194.1576,84.11774473,21.922994,2.6967,0.382135802
194.31,87.56243287,21.915374,2.7644,0.385265432
194.4624,88.95745666,21.832316,2.7984,0.376820988
194.6148,97.81621822,21.789644,2.8035,0.363555556
194.7672,93.28015333,21.74748,2.8489,0.362685185
194.9196,97.05261615,21.85416,3.3195,0.357487654
195.072,93.57931922,21.887434,2.9134,0.355617284
195.2244,92.70888314,21.856446,2.6761,0.343049383
195.3768,87.30975817,21.730462,2.7743,0.341265432
195.5292,91.20334479,21.714714,2.8034,0.335802469
195.6816,93.8897791,21.836126,2.6161,0.345382716
195.834,92.5873814,21.933662,2.4153,0.350555556
195.9864,89.9887097,21.902674,2.7553,0.376475309
196.1388,91.82916846,21.889212,2.9733,0.366740741
196.2912,95.05557948,22.001988,2.6939,0.350746914
196.4436,92.44877294,21.98751,2.3789,0.317160494
196.596,91.56915719,22.007322,2.4368,0.318376543
196.7484,85.52414786,21.923756,2.4591,0.325925926
196.9008,87.25537142,21.974302,2.6431,0.327555556
197.0532,76.88557752,21.958554,3.0734,0.317685185
197.2056,79.68870701,21.83511,3.1977,0.310018519
197.358,74.49306966,21.878798,3.1598,0.308401235
197.5104,79.46231556,21.815806,3.3479,0.316808642
197.6628,77.7299334,21.938996,3.6989,0.317679012
197.8152,81.61099005,21.963888,3.3084,0.324574074
197.9676,83.75661295,21.99513,3.516,0.321938272
198.12,86.55818599,21.979128,3.9365,0.317617284
198.2724,83.53901608,22.039072,3.4532,0.311790123
198.4248,84.40603921,22.130004,3.0773,0.31004321
198.5772,84.61687428,22.337014,2.879,0.32041358
198.7296,87.6336432,22.439376,3.0761,0.336290123
198.882,86.76507294,22.495764,3.2663,0.343759259
199.0344,85.56468181,22.281896,3.283,0.333709877
199.1868,83.06979227,22.1615,3.5856,0.32137037
199.3392,80.69109463,22.132036,3.2672,0.320216049
199.4916,80.586435,22.06244,2.8725,0.325839506
199.644,81.88419194,21.985224,2.6369,0.335759259
199.7964,84.0368959,21.683726,3.3291,0.33587037
199.9488,85.64588903,21.567394,3.2313,0.328802469
200.1012,86.82726654,21.44649,2.9482,0.333388889
200.2536,87.90068837,21.627338,2.8069,0.331802469
200.406,87.03653034,21.705062,2.758,0.329253086
200.5584,84.76671082,21.735542,2.7901,0.335925926
200.7108,81.72995947,21.65985,2.5484,0.339253086
200.8632,83.55827653,21.656802,2.2779,0.359432099
201.0156,84.73120712,21.67382,2.1521,0.348166667
201.168,87.46551471,21.871432,2.3672,0.351506173
201.3204,87.99932415,22.126194,2.4341,0.343728395
201.4728,90.96470347,22.364954,2.2143,0.349746914
201.6252,92.8339324,22.284436,2.057,0.355018519
201.7776,90.78024213,22.007576,1.954,0.359611111
201.93,88.24422771,21.750782,2.162,0.352290123
202.0824,89.45868322,21.869908,2.3294,0.352598765
202.2348,96.01804759,22.37867,2.5565,0.351419753
202.3872,98.38325435,22.66188,2.9153,0.36
202.5396,96.43772814,22.78634,3.2485,0.372
202.692,90.29954551,22.381464,3.2824,0.382512346
202.8444,101.0579891,22.15388,3.0214,0.380432099
202.9968,104.0637044,21.79574,3.2171,0.367808642
203.1492,107.0742254,21.674074,2.682,0.360191358
203.3016,98.02967092,21.518626,2.6237,0.363351852
203.454,95.22412174,21.490178,2.7259,0.357561728
203.6064,92.62509755,21.469096,2.9103,0.354154321
203.7588,91.54251475,21.651722,3.074,0.351506173
203.9112,90.78735287,21.846286,3.2912,0.361240741
204.0636,90.14409367,21.984716,2.6188,0.364592593
204.216,92.0772693,21.897848,2.7056,0.361432099
204.3684,89.8104513,21.757132,2.3321,0.360345679
204.5208,91.73884699,21.682456,2.2724,0.356462963
204.6732,83.11951374,21.817838,2.3788,0.361074074
204.8256,86.9906668,21.71065,2.6238,0.354475309
204.978,89.78945562,21.585174,2.3675,0.36408642
205.1304,93.43567264,21.445728,2.3117,0.365851852
205.2828,95.35816062,21.575268,2.2744,0.366808642
205.4352,88.89404883,21.562822,2.0668,0.360259259
205.5876,92.3420987,21.414486,1.9802,0.355104938
205.74,85.02764851,21.33346,2.1037,0.355419753
205.8924,89.32761178,21.307552,1.9642,0.362246914
206.0448,85.87867048,21.5138,1.9994,0.359320988
206.1972,88.24110211,21.69287,2.2744,0.349617284
206.3496,87.79614267,21.97735,2.5902,0.338481481
206.502,89.93850243,21.894546,2.9901,0.354685185
206.6544,88.42699253,21.938742,3.0211,0.373376543
206.8068,87.3554265,21.777452,2.2007,0.380216049
206.9592,91.65811073,21.699982,2.1843,0.377833333
207.1116,97.03148869,21.728684,2.5835,0.36595679
207.264,95.62760304,21.792946,2.4931,0.360716049
207.4164,88.95320792,21.802852,2.5112,0.349240741
207.5688,88.51287297,21.800566,2.3884,0.350518519
207.7212,87.53976684,21.816314,2.241,0.348074074
207.8736,92.4816982,21.884894,2.2848,0.361080247
208.026,91.62112499,21.797772,2.3257,0.350222222
208.1784,95.48693048,21.887688,2.3692,0.349907407
208.3308,92.6858631,21.902674,2.3993,0.332160494
208.4832,91.60533654,21.887942,2.3996,0.340012346
208.6356,88.37479143,21.713444,2.4247,0.350641975
208.788,89.98227877,21.730208,2.8392,0.356697531
208.9404,92.55714742,21.777706,3.1599,0.366277778
209.0928,93.62680968,21.876004,3.3974,0.365938272
209.2452,95.00440588,21.762212,3.2155,0.360049383
209.3976,93.27020765,21.68779,3.0072,0.359895062
209.55,94.76953807,21.441664,2.4519,0.360796296
209.7024,94.12898695,21.285962,1.8502,0.365641975
209.8548,93.26409676,21.262086,2.2154,0.358993827
210.0072,92.60528521,21.521674,2.6196,0.352191358
210.1596,90.5630747,21.773896,2.6444,0.340561728
210.312,95.50922091,21.86051,2.7904,0.338648148
210.4644,97.44652229,21.95195,2.8128,0.339703704
210.6168,98.83750805,21.971,2.8026,0.346469136
210.7692,96.68346664,21.981414,2.7813,0.333185185
210.9216,92.59598242,21.878798,2.7369,0.335561728
211.074,90.86304568,21.95957,2.8409,0.33854321
211.2264,87.85046525,21.923502,2.9939,0.355481481
211.3788,91.92679629,21.850096,3.2925,0.353987654
211.5312,92.68236241,21.507196,3.1772,0.354981481
211.6836,91.17366167,21.533358,2.512,0.355746914
211.836,87.08804108,21.71446,2.358,0.354679012
211.9884,85.5798335,21.940266,2.5223,0.348679012
212.1408,85.99590924,21.820124,2.6868,0.352320988
212.2932,87.91492021,21.755862,2.8495,0.341179012
212.4456,93.0581407,21.87194,2.3357,0.340814815
212.598,97.35555308,22.081744,2.0599,0.345
212.7504,98.85208844,22.187662,2.1456,0.363179012
212.9028,96.27116761,22.073108,2.4976,0.370987654
213.0552,94.97765083,22.01545,2.4169,0.36995679
213.2076,96.48449333,21.884894,2.3769,0.356024691
213.36,95.72738837,21.787358,2.546,0.355018519
213.5124,95.92730391,21.66493,2.5446,0.350351852
213.6648,90.98561926,21.671026,2.8068,0.351333333
213.8172,90.98537654,21.800312,2.6754,0.344808642
213.9696,88.62444498,21.932392,2.6732,0.33962963
214.122,88.82586783,21.831808,2.8356,0.338580247
214.2744,87.31888087,21.684234,2.9107,0.342950617
214.4268,87.85491778,21.499322,3.156,0.33741358
214.5792,91.50555734,21.580856,3.4862,0.332160494
214.7316,87.85339231,21.627592,3.2729,0.326506173
214.884,86.02499721,21.695156,3.0051,0.328074074
215.0364,85.59119936,21.677122,3.2311,0.329067901
215.1888,89.55039426,21.633688,2.6838,0.33495679
215.3412,90.81491325,21.673312,2.6747,0.34317284
215.4936,93.81258421,21.764498,2.7956,0.362216049
215.646,95.84903637,21.840698,2.8044,0.363117284
215.7984,100.1503078,21.844762,2.7727,0.359524691
215.9508,97.99115612,21.902674,2.8897,0.351512346
216.1032,101.6309724,21.872702,2.9347,0.357432099
216.2556,94.86726509,21.924518,2.8317,0.370530864
216.408,95.29067273,21.877528,2.633,0.378493827
216.5604,89.71122093,21.987256,2.4135,0.381320988
216.7128,90.24601461,22.141434,2.5527,0.368907407
216.8652,86.70479937,22.16404,2.6429,0.344339506
217.0176,91.20159857,22.035262,2.6272,0.327166667
217.17,95.91231548,21.786088,2.207,0.328993827
217.3224,104.0602992,21.735034,2.0148,0.34337037
217.4748,109.8299062,21.765514,2.0932,0.357006173
217.6272,110.4668487,21.776182,2.0247,0.361969136
217.7796,110.2464153,21.909786,1.8197,0.374580247
217.932,103.60886,21.905468,1.884,0.391592593
218.0844,104.2362238,21.910294,1.9904,0.396395062
218.2368,104.6484826,21.752306,2.1281,0.381654321
218.3892,105.3926405,21.779738,2.1713,0.364537037
218.5416,107.7429348,21.76653,1.9633,0.358493827
218.694,105.385374,21.845016,2.0098,0.366561728
218.8464,107.8430576,21.835618,2.0432,0.382388889
218.9988,107.2048926,21.976842,2.1917,0.389790123
219.1512,108.1686779,22.094444,2.3571,0.399234568
219.3036,102.9059964,22.220174,2.6978,0.390382716
219.456,99.68787055,22.190964,2.8173,0.387938272
219.6084,94.64970704,22.15134,2.972,0.362351852
219.7608,91.76274274,21.928328,3.0048,0.344592593
219.9132,88.96960343,21.683218,3.3607,0.334783951
220.0656,89.0628218,21.54301,3.1794,0.337944444
220.218,92.05075018,21.555964,3.2794,0.342530864
220.3704,89.05257639,21.621242,3.2567,0.340166667
220.5228,88.62854554,21.487638,2.495,0.342790123
220.6752,86.69348314,21.41728,2.3921,0.342148148
220.8276,90.74728202,21.57349,2.621,0.348580247
220.98,93.95313711,21.902674,2.4057,0.346969136
221.1324,92.56539659,22.141434,2.7653,0.350030864
221.2848,94.32037566,21.992844,2.4908,0.354141975
221.4372,95.17132561,21.620988,2.4703,0.352790123
221.5896,96.34322285,21.55825,2.3339,0.353074074
221.742,94.58699957,21.889466,2.4654,0.340975309
221.8944,90.73016675,22.418294,2.9018,0.346703704
222.0468,92.64606125,22.585426,2.7372,0.333345679
222.1992,94.35284677,22.36216,2.1575,0.344216049
222.3516,94.34776861,22.078696,2.202,0.34508642
222.504,99.91002199,21.806154,2.3538,0.364209877
222.6564,99.04897366,21.7043,2.5015,0.361790123
222.8088,102.9912502,21.779992,2.7814,0.365746914
222.9612,99.12577296,21.819362,2.9739,0.351265432
223.1136,101.473264,21.91639,2.67,0.347135802
223.266,96.6653689,21.862034,2.8762,0.340432099
223.4184,93.78253921,21.666708,2.7574,0.341703704
223.5708,92.28049262,21.604732,2.5888,0.335679012
223.7232,95.91103876,21.669248,2.4045,0.328092593
223.8756,94.40904532,21.79193,2.2867,0.310648148
224.028,90.33289042,21.667978,2.7051,0.3135
224.1804,85.18821946,21.46554,3.0365,0.318432099
224.3328,89.78041694,21.594826,3.3382,0.326493827
224.4852,92.34059199,21.665946,2.9121,0.329987654
224.6376,98.645502,21.67001,2.0358,0.324679012
224.79,99.70911905,21.675598,1.9461,0.344074074
224.9424,111.2555912,21.679408,1.9224,0.369024691
225.0948,120.9677743,21.801582,2.2327,0.390074074
225.2472,124.3810963,21.927058,2.3074,0.396265432
225.3996,119.6726407,21.95576,2.4324,0.386228395
225.552,117.5414795,21.946108,2.1222,0.387259259
225.7044,117.9626301,21.78558,2.0107,0.396919753
225.8568,118.0525323,21.78939,1.9706,0.399419753
226.0092,112.2666441,21.744178,2.0046,0.408728395
226.1616,106.064424,21.778468,1.7826,0.410345679
226.314,106.3791782,21.886418,1.8897,0.412012346
226.4664,106.8111924,21.93417,1.9285,0.39345679
226.6188,111.5054132,21.909532,2.3056,0.384648148
226.7712,111.4035489,21.751798,2.3716,0.379055556
226.9236,110.1160675,21.678392,2.2294,0.382759259
227.076,108.1778054,21.65604,2.2345,0.360104938
227.2284,102.512028,21.713952,2.2078,0.349635802
227.3808,99.73018672,21.681948,2.2051,0.338092593
227.5332,95.24998692,21.688806,2.2399,0.345382716
227.6856,94.81789089,21.549614,2.1623,0.341265432
227.838,92.89103689,21.68271,2.0449,0.341061728
227.9904,102.9222122,21.751798,1.9494,0.345635802
228.1428,102.9168134,21.79701,1.8791,0.360537037
228.2952,104.6194189,21.662644,1.8739,0.368290123
228.4476,106.1084315,21.426678,1.8361,0.37
228.6,111.2266249,21.352256,1.7989,0.375296296
228.7524,119.9616532,21.45919,1.8863,0.387333333
228.9048,119.3034525,21.522436,2.1047,0.39145679
229.0572,113.9609017,21.526246,2.4714,0.383234568
229.2096,102.2225885,21.374354,3.9816,0.371790123
229.362,94.33192144,21.476208,4.0356,0.366796296
229.5144,88.99152032,21.646134,4.0346,0.362771605
229.6668,87.07075425,21.8567,4.1051,0.370950617
229.8192,84.28316262,21.929344,4.287,0.364592593
229.9716,87.04424504,21.951188,4.127,0.37382716
230.124,88.52484481,21.966174,3.99,0.360271605
230.2764,89.38259954,22.056344,4.0487,0.369432099
230.4288,88.74636233,22.076156,4.033,0.367376543
230.5812,87.25700331,22.08022,3.7706,0.373
230.7336,81.49242776,21.870416,3.5609,0.381987654
230.886,81.27496382,21.74367,3.3697,0.379685185
231.0384,82.97715364,21.415248,3.1536,0.38962963
231.1908,82.4396717,21.400262,3.1092,0.385444444
231.3432,78.59626371,21.515832,3.1978,0.385882716
231.4956,78.57419814,21.540216,3.0515,0.365783951
231.648,84.00833986,21.395944,3.0526,0.358444444
231.8004,88.4734272,21.072348,3.1191,0.358024691
231.9528,92.52887994,21.124926,3.1054,0.3615
232.1052,93.80344624,21.113496,2.8046,0.363820988
232.2576,98.92490875,21.088096,2.7373,0.364944444
232.41,94.66515055,21.481288,2.6401,0.372623457
232.5624,92.52838044,21.792946,2.8455,0.368055556
232.7148,88.89058294,21.73605,3.1812,0.356981481
232.8672,88.77932461,21.680678,3.2597,0.34462963
233.0196,87.70097522,21.678392,3.2464,0.333049383
233.172,85.99215552,21.877274,3.1645,0.333104938
233.3244,88.43883474,21.807678,3.0974,0.337512346
233.4768,89.50792657,21.61413,3.1147,0.356512346
233.6292,90.99449754,21.303742,3.3318,0.363475309
233.7816,90.35046161,21.252942,3.5363,0.373265432
233.934,91.1982057,21.437854,3.5214,0.377938272
234.0864,88.53871062,21.64715,3.5553,0.366462963
234.2388,87.68190839,21.724366,3.4662,0.344203704
234.3912,86.93169037,21.668232,3.4751,0.336475309
234.5436,88.31217294,21.606002,3.4501,0.352135802
234.696,94.05988434,21.54174,3.3466,0.365469136
234.8484,96.28262816,21.524468,3.4059,0.364351852
235.0008,97.12992836,21.517102,3.4284,0.357635802
235.1532,91.04971857,21.705824,3.1649,0.359407407
235.3056,88.48972953,21.849588,2.9472,0.356123457
235.458,81.87547141,21.923502,2.8376,0.353697531
235.6104,79.102888,21.813266,2.8661,0.337728395
235.7628,80.81133917,21.648166,2.8679,0.332166667
235.9152,88.90671832,21.58873,2.8085,0.333493827
236.0676,88.04648966,21.527008,2.7135,0.352018519
236.22,87.82917108,21.528278,2.7171,0.356561728
236.3724,88.02851452,21.520912,2.6598,0.36304321
236.5248,93.4611581,21.667978,2.6305,0.359808642
236.6772,98.14044021,21.81098,2.7175,0.368839506
236.8296,96.65426566,21.813774,2.812,0.362901235
236.982,100.9070278,21.725636,2.9074,0.365654321
237.1344,98.97646484,21.67255,2.76,0.342814815
237.2868,97.37093306,21.688044,2.7677,0.335611111
237.4392,88.63911447,21.634704,2.756,0.33041358
237.5916,81.83335793,21.629624,2.7095,0.356592593
237.744,82.14397972,21.614892,2.8535,0.371722222
237.8964,86.82182502,21.642578,3.2926,0.383567901
238.0488,89.37120217,21.645626,2.8772,0.374703704
238.2012,93.41840792,21.711412,2.6882,0.36491358
238.3536,94.26497374,21.658072,2.8847,0.352061728
238.506,99.68600421,21.589746,3.0307,0.348641975
238.6584,102.4469214,21.574506,2.8767,0.351179012
238.8108,100.3143213,21.80082,2.8353,0.358401235
238.9632,98.9264077,21.91893,2.8555,0.362814815
239.1156,96.47507995,22.096984,2.6994,0.363888889
239.268,98.17197243,22.044152,2.5296,0.348716049
239.4204,97.95443213,22.237446,2.4315,0.347882716
239.5728,91.35215456,22.22119,2.5962,0.339462963
239.7252,86.66843067,22.190456,2.6255,0.346302469
239.8776,80.70900207,22.150324,2.6907,0.340469136
240.03,86.76961551,22.095968,2.6062,0.340006173
240.1824,90.69944221,22.206204,2.6902,0.339098765
240.3348,92.39619086,22.110954,2.6873,0.344401235
240.4872,88.76819388,21.979636,2.6714,0.351271605
240.6396,85.88504587,21.773388,2.5136,0.35358642
240.792,92.46168491,21.612098,2.978,0.362080247
240.9444,93.44356504,21.642324,3.2569,0.366253086
241.0968,95.2543643,21.61286,4.0648,0.374098765
241.2492,91.10562307,21.4757,3.9048,0.357765432
241.4016,95.22513736,21.372576,3.5159,0.350419753
241.554,98.30258756,21.220176,3.5656,0.338709877
241.7064,96.06602856,21.301964,3.6221,0.346567901
241.8588,94.14839018,21.68271,3.4874,0.358635802
242.0112,89.99933166,22.16277,3.1189,0.375641975
242.1636,92.44744616,22.190202,3.5701,0.382160494
242.316,91.27407638,21.998178,3.8154,0.376228395
242.4684,92.65088173,21.813266,3.6446,0.362623457
242.6208,90.41514001,22.043136,3.3911,0.345734568
242.7732,88.81145897,22.051518,3.5398,0.346666667
242.9256,88.06343333,22.08657,3.6397,0.34882716
243.078,86.45706575,21.952966,3.6419,0.349246914
243.2304,88.90156265,21.952966,3.8475,0.334722222
243.3828,90.06559271,21.895562,4.1339,0.337567901
243.5352,91.45061379,21.929344,3.773,0.352123457
243.6876,93.03922797,21.888196,3.3949,0.362320988
243.84,90.89373204,21.934678,3.4173,0.358364198
243.9924,90.88066277,22.000464,3.7332,0.349925926
244.1448,91.07905785,21.974556,3.8408,0.344796296
244.2972,90.87909673,21.81606,3.3928,0.34687037
244.4496,93.85625937,21.62302,3.4056,0.355611111
244.602,94.07368261,21.636482,3.7959,0.355037037
244.7544,93.21959599,21.7297,3.6761,0.357450617
244.9068,94.48913877,21.831808,3.5514,0.357975309
245.0592,90.87494544,21.866098,3.7858,0.38067284
245.2116,96.27544275,21.729446,3.5994,0.375290123
245.364,96.26157529,21.681694,3.7297,0.374487654
245.5164,97.74294662,21.563838,4.2915,0.359802469
245.6688,100.8254401,21.765514,4.1494,0.3695
245.8212,99.55597736,21.838666,4.0526,0.377296296
245.9736,98.27761185,21.879814,3.7807,0.379487654
246.126,94.23999823,21.788628,3.7347,0.370092593
246.2784,93.3864869,21.542248,3.7157,0.36095679
246.4308,92.32076781,21.369528,3.5458,0.356790123
246.5832,92.63464135,21.136356,3.6426,0.352895062
246.7356,97.08660505,21.157184,3.7849,0.341425926
246.888,100.0527262,21.280882,3.2932,0.342388889
247.0404,99.28687476,21.62175,4.0902,0.345265432
247.1928,91.95344992,21.798534,4.698,0.356487654
247.3452,87.06104768,21.792438,3.868,0.345975309
247.4976,81.77118853,21.648928,3.3121,0.346154321
247.65,82.73029461,21.440394,3.403,0.34254321
247.8024,86.0089962,21.328888,3.9438,0.351154321
247.9548,88.32977684,21.22043,3.9843,0.352944444
248.1072,83.44677923,21.46808,3.8316,0.349475309
248.2596,80.59276992,21.81733,3.8339,0.35508642
248.412,81.96686933,22.104858,3.9306,0.359148148
248.5644,80.26614888,22.143466,3.9464,0.355191358
248.7168,79.83814902,22.077172,4.1584,0.347993827
248.8692,77.82887828,21.956522,4.198,0.343753086
249.0216,81.32404535,21.654262,3.6425,0.345166667
249.174,86.19723404,21.567394,2.5988,0.345382716
249.3264,89.16163278,21.495766,2.9985,0.348864198
249.4788,91.17156257,21.481542,4.3609,0.351722222
249.6312,90.00111346,21.651976,4.2919,0.347592593
249.7836,91.26892887,21.96084,3.994,0.351203704
249.936,93.80840982,22.205188,3.7358,0.344925926
250.0884,93.69796758,21.959824,3.5944,0.343765432
