Depth,GR,Caliper,Ring resistivity,Porosity
435.2544,108.7780648,21.787358,1.9607,0.357006173
435.4068,107.5519864,21.778468,1.8769,0.36595679
435.5592,107.7520426,21.824696,1.8782,0.36737037
435.7116,109.0783966,21.895054,2.1885,0.383833333
435.864,109.1764299,21.905722,2.2246,0.377209877
436.0164,114.8556485,21.754084,2.4983,0.377160494
436.1688,108.0543395,21.601176,2.6784,0.361376543
436.3212,106.3220428,21.442934,2.5454,0.362277778
436.4736,96.16850765,21.462492,2.698,0.364160494
436.626,93.5279134,21.51761,2.7843,0.368092593
436.7784,89.97984829,21.487638,2.4703,0.369598765
436.9308,85.71318741,21.327618,2.3515,0.370450617
437.0832,91.89915121,21.194014,2.4095,0.374290123
437.2356,94.0318544,21.322792,2.5727,0.370716049
437.388,102.6598634,21.44395,2.6762,0.368635802
437.5404,101.7341917,21.585936,2.5369,0.368592593
437.6928,101.8786549,21.648674,2.1267,0.371679012
437.8452,101.3637657,21.577554,1.9469,0.372740741
437.9976,104.4036103,21.636228,1.9238,0.37208642
438.15,104.7722106,21.475192,1.9133,0.371901235
438.3024,110.2513108,21.351748,1.9154,0.370333333
438.4548,109.2444269,21.266912,1.9532,0.367765432
438.6072,108.9201777,21.379942,1.9928,0.345024691
438.7596,105.8746043,21.534882,1.9586,0.330148148
438.912,106.8858914,21.69668,1.8141,0.316987654
439.0644,106.1734944,21.99513,1.8466,0.324419753
439.2168,100.0772661,22.295612,1.8625,0.329203704
439.3692,102.3054589,22.478238,1.7817,0.329611111
439.5216,106.668145,22.221444,1.8432,0.336080247
439.674,110.932736,22.042374,1.8327,0.329055556
439.8264,106.4682461,21.91131,1.8016,0.329611111
439.9788,108.8874193,21.80717,1.7976,0.329969136
440.1312,111.7129595,21.758402,1.7688,0.34412963
440.2836,114.9438901,21.652992,1.6984,0.355895062
440.436,112.4175469,21.643848,1.6972,0.35645679
440.5884,110.1945729,21.700744,2.032,0.361530864
440.7408,105.5290923,21.715984,2.217,0.363055556
440.8932,99.74763189,21.779484,2.2341,0.368537037
441.0456,101.1535552,21.654516,2.1542,0.364790123
441.198,99.74087316,21.675344,2.0053,0.366604938
441.3504,99.53536874,21.510244,2.0169,0.355864198
441.5028,99.12735094,21.481796,2.0761,0.345623457
441.6552,104.8011513,21.306282,2.0065,0.333950617
441.8076,101.9601469,21.568156,1.9164,0.330895062
441.96,94.46738549,21.769324,1.874,0.330401235
442.1124,95.88383506,21.833586,1.9227,0.332858025
442.2648,105.8138811,21.795486,1.9347,0.333506173
442.4172,111.4867371,21.734272,2.014,0.341709877
442.5696,106.618915,21.896324,2.0025,0.340123457
442.722,98.30566796,21.755354,2.0864,0.338154321
442.8744,95.26277238,21.721064,2.1079,0.322814815
443.0268,95.96958757,21.72462,2.1008,0.326679012
443.1792,100.6188454,21.905722,2.0174,0.325969136
443.3316,105.267853,21.9964,2.0035,0.3405
443.484,107.1851625,22.065742,2.0696,0.336290123
443.6364,107.5972713,21.993352,2.1805,0.338277778
443.7888,104.1590301,21.806154,2.1534,0.336253086
443.9412,105.164506,21.643086,2.2186,0.33508642
444.0936,105.5669414,21.571966,2.2573,0.331037037
444.246,114.27748,21.644356,2.2573,0.326981481
444.3984,112.4512629,21.660104,2.2375,0.320339506
444.5508,112.8534723,21.726652,2.2678,0.327549383
444.7032,107.1770138,21.75764,2.2333,0.327746914
444.8556,107.994121,21.775674,2.3324,0.334938272
445.008,108.1938864,21.722842,2.2611,0.330851852
445.1604,110.0144119,21.609304,2.2109,0.331858025
445.3128,110.0114558,21.45411,2.2067,0.331703704
445.4652,107.7799945,21.453094,2.1592,0.328419753
445.6176,106.0550701,21.57222,2.1024,0.327240741
445.77,104.0263439,21.67382,2.0808,0.321888889
445.9224,101.5832989,21.667216,2.0735,0.331191358
446.0748,96.81127455,21.541994,2.0374,0.328919753
446.2272,93.97286395,21.635974,1.9926,0.335154321
446.3796,96.20778224,21.624544,1.9667,0.328438272
446.532,100.265171,21.574252,2.0221,0.324561728
446.6844,102.4905135,21.581364,2.0763,0.319067901
446.8368,100.6558538,21.616924,2.0036,0.315438272
446.9892,96.19734137,21.831808,1.9469,0.315364198
447.1416,91.7389338,21.793708,1.9685,0.318537037
447.294,90.31957852,21.807424,1.9522,0.318432099
447.4464,90.71411652,21.691854,1.9834,0.313864198
447.5988,94.15455318,21.750274,2.0138,0.309555556
447.7512,97.19800928,21.648674,1.9828,0.322962963
447.9036,101.0510287,21.530564,1.9659,0.337592593
448.056,108.5409138,21.419312,1.9662,0.333895062
448.2084,110.7654489,21.481288,1.9731,0.326030864
448.3608,112.9898661,21.659088,2.0004,0.316592593
448.5132,113.1893961,21.691854,1.9921,0.324425926
448.6656,114.6037457,21.744178,1.9828,0.317450617
448.818,113.5882923,21.764752,1.9567,0.321987654
448.9704,110.2395825,21.784564,1.933,0.321191358
449.1228,108.41448,21.731986,1.9566,0.33712963
449.2752,106.3776735,21.793962,1.9635,0.332746914
449.4276,104.1435777,21.930614,1.9494,0.339450617
449.58,99.48450257,22.076664,1.9461,0.339037037
449.7324,103.5295902,22.01291,1.941,0.349820988
449.8848,106.0667113,21.867114,1.9754,0.351864198
450.0372,112.3285785,21.844,1.925,0.340314815
450.1896,112.3358182,21.881846,1.8981,0.324962963
450.342,110.9059244,21.983192,1.8846,0.31282716
450.4944,111.7123373,21.85416,1.8979,0.318271605
450.6468,106.0419936,21.583904,1.9403,0.336166667
450.7992,102.6083319,21.403818,1.9657,0.338
450.9516,97.34479386,21.357844,1.9448,0.342703704
451.104,102.5938749,21.460714,1.9567,0.332845679
451.2564,104.6150897,21.349462,2.0044,0.337462963
451.4088,106.8477871,21.427694,1.9791,0.332537037
451.5612,104.0222769,21.441664,2.0018,0.330296296
451.7136,109.4835506,21.649944,1.9913,0.331067901
451.866,111.5043722,21.722842,1.9747,0.336685185
452.0184,114.7392072,21.724366,1.9702,0.333833333
452.1708,113.2183936,21.542502,1.9456,0.337530864
452.3232,110.5848782,21.405088,1.9387,0.326808642
452.4756,112.200786,21.351748,1.95,0.343080247
452.628,113.5129434,21.326094,1.9783,0.333117284
452.7804,115.6246557,21.276056,1.983,0.34545679
452.9328,110.5539571,21.289518,1.9854,0.335339506
453.0852,109.7312853,21.265134,2.0014,0.344679012
453.2376,111.4579447,21.175726,2.0423,0.332555556
453.39,115.5106531,21.162264,2.1509,0.332635802
453.5424,114.3041606,21.119592,2.1829,0.324240741
453.6948,111.0643002,21.087588,2.1806,0.332839506
453.8472,108.6339025,21.105114,2.0948,0.332358025
453.9996,106.4058504,21.148548,1.9858,0.336339506
454.152,104.5823391,21.390864,1.8145,0.342722222
454.3044,102.3449672,21.512276,1.8291,0.342339506
454.4568,104.3649508,21.563076,1.9588,0.340907407
454.6092,107.2900023,21.411946,2.288,0.340833333
454.7616,111.9380861,21.24329,2.3964,0.349895062
454.914,114.1601139,21.341334,2.4575,0.35032716
455.0664,114.2633101,21.457158,2.4512,0.346716049
455.2188,112.6531309,21.693886,2.3805,0.345191358
455.3712,109.2119589,21.783548,2.3668,0.351
455.5236,111.0292328,21.73605,2.1752,0.342962963
455.676,112.745333,21.668486,2.0931,0.344296296
455.8284,112.3330948,21.51507,1.9005,0.339271605
455.9808,114.1443669,21.603716,1.9321,0.347623457
456.1332,103.7271536,21.61794,1.9822,0.348265432
456.2856,109.076894,21.799804,2.075,0.352611111
456.438,108.0581354,21.837396,2.1291,0.347654321
456.5904,115.6378608,21.801582,2.1471,0.344395062
456.7428,110.5857045,21.534628,2.1733,0.345518519
456.8952,108.3693461,21.51126,2.1458,0.344314815
457.0476,110.1809336,21.54047,2.1094,0.342395062
457.2,110.2843434,21.666454,2.1057,0.34541358
457.3524,107.1751142,21.527008,2.0808,0.347561728
457.5048,105.7960797,21.514816,2.0482,0.343345679
457.6572,107.916057,21.412962,2.1005,0.341277778
457.8096,108.2370545,21.528024,2.1811,0.326962963
457.962,107.1845999,21.504148,2.1015,0.327320988
458.1144,104.1445189,21.539708,2.0852,0.321006173
458.2668,108.1259275,21.428456,2.0679,0.327895062
458.4192,110.250811,21.488146,2.1191,0.335216049
458.5716,109.5454349,21.414232,2.1169,0.331703704
458.724,105.6119616,21.523198,2.1259,0.339771605
458.8764,102.3689321,21.576538,2.0874,0.341314815
459.0288,105.6001411,21.853144,2.1079,0.342358025
459.1812,105.0921638,21.86686,2.0844,0.336012346
459.3336,104.7924242,21.82749,1.9701,0.329265432
459.486,101.859244,21.655786,1.8941,0.328160494
459.6384,104.0694178,21.724366,2.0668,0.326487654
459.7908,106.8906279,21.856446,2.0231,0.325549383
459.9432,108.2014508,22.025102,2.2615,0.325493827
460.0956,107.395721,21.912072,2.039,0.32645679
460.248,104.8630975,21.728176,2.0773,0.314475309
460.4004,108.396484,21.610574,2.0732,0.311506173
460.5528,111.3230486,21.677884,1.9208,0.299858025
460.7052,113.2437054,21.815298,2.0645,0.305740741
460.8576,109.4016924,21.886418,1.9648,0.306709877
461.01,103.6459661,22.001988,2.0379,0.315425926
461.1624,102.4363019,21.891498,2.0679,0.317345679
461.3148,102.529658,21.862796,2.3639,0.314117284
461.4672,107.7691731,21.699474,2.3598,0.30908642
461.6196,112.5027304,21.90115,2.309,0.30362963
461.772,114.5143201,21.811742,2.2924,0.315864198
461.9244,112.2914681,21.746464,2.0803,0.319296296
462.0768,109.0645529,21.657818,1.8152,0.322358025
462.2292,109.5772997,21.762466,1.9124,0.319993827
462.3816,108.7748142,21.853652,1.853,0.331487654
462.534,108.8391284,21.832316,1.7633,0.344333333
462.6864,107.9220535,21.738844,1.7912,0.344524691
462.8388,109.9391761,21.70176,1.7699,0.336771605
462.9912,113.2986521,21.789644,1.8091,0.323981481
463.1436,111.1802021,21.960078,1.8045,0.327216049
463.296,114.6108893,22.010116,1.7575,0.337148148
463.4484,113.2653091,21.92274,1.733,0.352993827
463.6008,114.5751729,21.882608,1.6873,0.356160494
463.7532,112.9457719,21.922486,1.6867,0.355030864
463.9056,111.0615627,22.02561,1.71,0.353703704
464.058,113.2698629,21.91385,1.7292,0.352685185
464.2104,113.8725348,21.863812,1.7516,0.356845679
464.3628,115.2124168,21.741892,1.7823,0.355783951
464.5152,118.8544869,21.767546,1.8982,0.362117284
464.6676,118.1893804,21.664676,1.8975,0.353814815
464.82,117.7469536,21.648166,1.9627,0.348061728
464.9724,107.0376614,21.457158,2.0233,0.332345679
465.1248,102.8518459,21.265642,2.05,0.32841358
465.2772,99.8158847,21.07692,2.1225,0.325623457
465.4296,104.0580272,21.061172,2.0125,0.336111111
465.582,102.7532035,21.278596,2.0356,0.34154321
465.7344,101.5494877,21.735288,2.0859,0.351055556
465.8868,93.47152531,22.084538,1.9977,0.340351852
466.0392,95.2860101,22.102318,1.8921,0.33241358
466.1916,95.98059376,21.87067,2.0734,0.331734568
466.344,103.144401,21.639784,2.1001,0.330296296
466.4964,108.6816127,21.522182,2.0474,0.340166667
466.6488,112.1199671,21.475192,2.0072,0.339555556
466.8012,116.8605649,21.488146,1.9357,0.344703704
466.9536,111.0153493,21.404326,1.7707,0.341987654
467.106,109.7004945,21.570188,1.7968,0.333530864
467.2584,108.385842,21.607018,1.8201,0.336580247
467.4108,115.8506844,21.72716,1.7291,0.334981481
467.5632,115.333687,21.7043,1.7182,0.343790123
467.7156,113.3124851,21.690838,1.8225,0.332061728
467.868,106.8515092,21.662136,1.7235,0.327728395
468.0204,112.9126111,21.536914,1.701,0.31867284
468.1728,113.0003961,21.57476,1.7765,0.322012346
468.3252,112.1804195,21.557742,1.8186,0.324092593
468.4776,109.9519407,21.532596,1.7586,0.330524691
468.63,103.3003594,21.40077,1.7318,0.33258642
468.7824,100.684497,21.30298,1.6867,0.340660494
468.9348,101.4949108,21.322538,1.7113,0.340623457
469.0872,103.5099753,21.618194,1.7174,0.349364198
469.2396,106.9374603,21.830538,1.7144,0.347320988
469.392,101.3765136,21.882608,1.7421,0.34904321
469.5444,106.6195619,21.783294,1.7792,0.342358025
469.6968,111.8510799,21.688044,1.7628,0.347641975
469.8492,115.9937831,21.642324,1.7353,0.348259259
470.0016,114.1751527,21.615146,1.7172,0.355290123
470.154,112.3566157,21.674328,1.7418,0.349438272
470.3064,110.7295051,21.665438,1.7456,0.35291358
470.4588,109.0121101,21.673058,1.761,0.352308642
470.6112,113.4465095,21.635974,1.8199,0.357067901
470.7636,113.2466768,21.538438,1.8685,0.349098765
470.916,111.730988,21.389848,1.9229,0.33541358
471.0684,107.7061098,21.47189,2.0055,0.320216049
471.2208,106.4987106,21.637752,2.0157,0.30554321
471.3732,107.7061374,21.73605,2.0121,0.323820988
471.5256,101.4508889,21.659596,2.0679,0.341660494
471.678,97.81797522,21.552916,2.0362,0.368407407
471.8304,98.82392668,21.413724,2.1683,0.361679012
471.9828,100.2331637,21.329904,2.3075,0.362975309
472.1352,97.00388498,21.276818,2.7043,0.356253086
472.2876,98.30238412,21.233892,2.7136,0.34967284
472.44,96.67755974,21.209,2.5883,0.344135802
472.5924,103.4306034,21.231098,2.3527,0.332123457
472.7448,108.9832358,21.246592,2.3104,0.323265432
472.8972,112.0089908,21.25218,2.2323,0.31337037
473.0496,114.5212993,21.28647,2.2371,0.317493827
473.202,105.4396245,21.251418,2.2717,0.32808642
473.3544,102.9122959,21.31441,2.2275,0.325771605
473.5068,99.08413433,21.328888,2.2097,0.326185185
473.6592,102.2069153,21.431504,2.2438,0.316888889
473.8116,103.3168225,21.455888,2.2344,0.311598765
473.964,103.2435968,21.354542,2.1903,0.308024691
474.1164,100.5180651,21.324062,2.1856,0.313820988
474.2688,100.7198674,21.265134,2.2691,0.315641975
474.4212,101.2550247,21.211286,2.3607,0.306228395
474.5736,103.0691818,21.193252,2.3129,0.313203704
474.726,107.4992499,21.194776,2.2455,0.310549383
474.8784,109.8411701,21.278596,2.1932,0.315679012
475.0308,111.2432696,21.319998,2.0716,0.30982716
475.1832,106.0004201,21.49856,2.0165,0.320882716
475.3356,102.572039,21.556472,2.0854,0.327055556
475.488,98.95145714,21.588984,2.069,0.325697531
475.6404,100.1629309,21.52523,1.9788,0.334055556
475.7928,101.1776933,21.546566,2.0185,0.336530864
475.9452,108.1230036,21.524976,2.0248,0.335524691
476.0976,105.4909459,21.49602,1.9853,0.33062963
476.25,108.9144293,21.56206,2.0267,0.328481481
476.4024,107.0025744,21.677884,2.0139,0.328592593
476.5548,109.4227598,21.870924,2.1543,0.34137037
476.7072,105.9941377,21.982176,2.1713,0.340117284
476.8596,104.2787172,22.0218,2.1607,0.343845679
477.012,105.4561733,21.954744,2.1683,0.324296296
477.1644,105.655091,21.841206,2.1555,0.317666667
477.3168,105.5420884,21.655532,2.1662,0.310111111
477.4692,105.0958953,21.571712,1.9821,0.319024691
477.6216,108.5186227,21.556218,1.9367,0.334697531
477.774,109.5328546,21.626068,1.9889,0.343290123
477.9264,109.9065376,21.604224,2.0191,0.341185185
478.0788,106.4786839,21.54428,2.044,0.328623457
478.2312,107.4729412,21.705316,2.0361,0.332722222
478.3836,108.1701561,21.962364,2.032,0.328530864
478.536,106.9586192,22.286214,2.0881,0.32441358
478.6884,105.5562098,22.291294,2.2569,0.30712963
478.8408,103.6450838,22.133814,2.2152,0.304462963
478.9932,104.8413286,21.881338,2.2073,0.311487654
479.1456,104.6271727,21.661882,2.1496,0.323265432
479.298,106.9342826,21.493988,2.183,0.321635802
479.4504,110.3602309,21.45411,2.2849,0.313222222
479.6028,108.6453539,21.435568,2.2446,0.309765432
479.7552,106.2226514,21.35505,2.3076,0.303950617
479.9076,102.9931141,21.264372,2.3603,0.311549383
480.06,104.6064278,21.231352,2.3928,0.304246914
480.2124,102.7916062,21.264626,2.3898,0.308722222
480.3648,103.5037139,21.31822,2.329,0.297314815
480.5172,99.77167702,21.494242,2.2677,0.295234568
480.6696,97.95711366,21.714968,2.3046,0.296141975
480.822,96.64122526,21.944584,2.3353,0.299679012
480.9744,98.66174999,21.899626,2.3716,0.299185185
481.1268,101.6887959,21.80082,2.2826,0.294722222
481.2792,103.2916552,21.470874,2.2784,0.29567284
481.4316,99.65574304,21.436838,2.3137,0.302901235
481.584,103.2778228,21.502116,2.3102,0.299197531
481.7364,102.882606,21.813266,2.3239,0.30517284
481.8888,109.729336,21.93163,2.3458,0.296888889
482.0412,102.6797098,21.838666,2.3596,0.303425926
482.1936,105.6971689,21.734526,2.3625,0.299074074
482.346,109.1223466,21.70303,2.2929,0.296833333
482.4984,117.3742025,21.816314,2.2953,0.291339506
482.6508,115.760644,21.880068,2.2094,0.290395062
482.8032,112.5366913,21.87956,2.0813,0.296493827
482.9556,106.2887172,21.929598,2.067,0.302290123
483.108,107.0914162,21.862288,2.0182,0.308876543
483.2604,104.8744592,21.94687,1.9666,0.329666667
483.4128,109.4955667,21.98243,2.1545,0.341716049
483.5652,108.8785016,22.218142,2.0999,0.338691358
483.7176,114.3106888,22.268688,2.1624,0.325037037
483.87,108.4811359,22.267418,2.227,0.313345679
484.0224,104.8659037,22.030436,2.1727,0.313123457
484.1748,91.37009265,21.863304,2.2206,0.317018519
484.3272,93.77331876,21.618956,2.7294,0.343938272
484.4796,94.37483356,21.565108,2.4039,0.355833333
484.632,101.0170189,21.367496,2.4713,0.376234568
484.7844,101.2157034,21.280882,2.4405,0.370209877
484.9368,98.78910024,21.140166,2.3192,0.359802469
485.0892,100.6029258,21.146008,2.324,0.33512963
485.2416,102.6225068,21.099018,2.3359,0.319796296
485.394,105.6475112,21.133308,2.4029,0.318771605
485.5464,101.8215298,21.092922,2.4523,0.312104938
485.6988,97.99573763,21.06041,2.4334,0.311932099
485.8512,100.0055575,21.060156,2.4067,0.306265432
486.0036,101.804512,21.101304,2.3956,0.312012346
486.156,103.8043782,21.18106,2.4096,0.306117284
486.3084,97.86212244,21.4503,2.4066,0.303753086
486.4608,96.46081204,21.548598,2.4042,0.301518519
486.6132,96.87057233,21.66874,2.4037,0.314962963
486.7656,98.58246889,21.89099,2.407,0.319623457
486.918,103.0061706,21.895816,2.4006,0.311765432
487.0704,107.0271813,21.884386,2.3944,0.308160494
487.2228,106.4209898,21.627846,2.4019,0.316666667
487.3752,102.3950337,21.603716,2.3405,0.317845679
487.5276,95.14156164,21.52142,2.2283,0.314691358
487.68,98.9612896,21.386038,2.2072,0.310024691
487.8324,102.177327,21.42998,2.2454,0.323469136
487.9848,102.1837791,21.453094,2.5044,0.314024691
488.1372,99.16417021,21.602954,2.6588,0.319975309
488.2896,96.34577412,21.702014,2.5475,0.325555556
488.442,94.13096154,21.799804,2.285,0.337469136
488.5944,91.11164029,21.823172,2.3938,0.338839506
488.7468,100.1601028,21.712682,2.4832,0.32558642
488.8992,103.3755643,21.757132,2.5733,0.319512346
489.0516,109.9995837,21.857462,2.5233,0.323067901
489.204,105.1599011,21.963126,2.5257,0.329246914
489.3564,104.3528105,21.980144,2.5596,0.329067901
489.5088,103.5560518,21.819616,2.423,0.322888889
489.6612,105.3629667,21.743416,2.2753,0.323166667
489.8136,102.7378439,21.742146,2.201,0.329901235
489.966,104.5450929,21.806154,2.0855,0.321166667
490.1184,105.1455558,21.711158,1.9803,0.314290123
490.2708,112.9830646,21.665438,2.092,0.289475309
490.4232,112.0704839,21.695664,2.2609,0.300141975
490.5756,101.8243259,21.83511,2.8138,0.307104938
490.728,94.38458009,21.789898,3.2369,0.320166667
490.8804,88.45602614,21.70303,2.3899,0.330382716
491.0328,91.46970801,21.59635,2.4088,0.332703704
491.1852,93.88848251,21.399754,2.2913,0.332203704
491.3376,96.29872172,21.33346,2.29,0.312728395
491.49,97.69388448,21.268436,2.2475,0.303506173
491.6424,97.88297635,21.35759,2.0633,0.317179012
491.7948,98.08154609,21.444204,2.0195,0.323185185
491.9472,95.67662315,21.547328,2.0344,0.330055556
492.0996,100.1063642,21.539708,2.0337,0.326796296
492.252,100.9986596,21.47697,2.0207,0.328444444
492.4044,103.8103172,21.400516,2.038,0.332401235
492.5568,98.78275608,21.33854,2.0325,0.324098765
492.7092,97.28266092,21.344382,2.1037,0.305351852
492.8616,98.0842344,21.287994,2.2102,0.301506173
493.014,102.9056152,21.33346,2.2936,0.311037037
493.1664,106.1188368,21.27885,2.2808,0.324783951
493.3188,106.1059774,21.288756,2.1682,0.322740741
493.4712,103.490802,21.321522,2.0834,0.317345679
493.6236,105.8998066,21.415248,2.0578,0.322203704
493.776,107.7058982,21.495004,1.9729,0.323259259
493.9284,111.7224164,21.522436,1.9468,0.331950617
494.0808,107.9923814,21.525738,2.0039,0.335660494
494.2332,105.1772754,21.642578,2.0136,0.329783951
494.3856,104.06942,21.573744,1.9843,0.318722222
494.538,104.0669021,21.499322,1.9852,0.310345679
494.6904,106.5755181,21.331936,2.0052,0.31845679
494.8428,109.7878029,21.42617,2.0402,0.324012346
494.9952,108.7857122,21.454872,2.0349,0.334641975
495.1476,107.7886117,21.36648,2.0101,0.330197531
495.3,101.4476889,21.308568,1.9847,0.331290123
495.4524,103.5593408,21.227796,1.9347,0.322055556
495.6048,103.4564258,21.241512,1.9157,0.326969136
495.7572,103.2625847,21.209762,1.9168,0.325512346
495.9096,101.8538206,21.261578,1.9246,0.324283951
496.062,99.94282078,21.321522,1.9143,0.318654321
496.2144,100.7339045,21.380704,1.8555,0.320981481
496.3668,99.32036539,21.271992,1.8588,0.320993827
496.5192,101.2262435,21.34997,1.8625,0.320203704
496.6716,99.02439905,21.38934,1.8756,0.316635802
496.824,101.5680783,21.407374,1.8929,0.324296296
496.9764,102.2686507,21.284946,1.8772,0.331259259
497.1288,103.6721908,21.188426,1.842,0.321944444
497.2812,103.4241993,21.242274,1.8483,0.314691358
497.4336,99.9068768,21.328888,1.9102,0.299487654
497.586,97.89600754,21.375116,1.9578,0.306296296
497.7384,93.18843376,21.321014,1.9573,0.318919753
497.8908,95.39011577,21.476208,1.9412,0.333512346
498.0432,95.77998483,21.713444,1.9317,0.343611111
498.1956,99.59335142,21.941536,1.9294,0.33741358
498.348,95.5705048,22.065234,1.9766,0.330493827
498.5004,98.48958452,22.09292,2.009,0.333617284
498.6528,96.27822573,22.036278,1.9936,0.323123457
498.8052,99.19141081,21.820886,1.9834,0.324944444
498.9576,100.4942669,21.751544,1.9939,0.321006173
499.11,100.0902875,21.70811,2.0261,0.326641975
499.2624,97.3825258,21.824696,2.0287,0.321907407
499.4148,93.56539127,21.760688,2.0182,0.31595679
499.5672,97.9749013,21.773642,2.013,0.311030864
499.7196,101.5669922,21.668486,2.0236,0.306104938
499.872,103.5723054,21.584412,2.0443,0.303833333
500.0244,100.4632753,21.586444,2.0492,0.308351852
500.1768,101.2833593,21.614892,2.0234,0.324777778
500.3292,99.77530374,21.70049,2.0632,0.325475309
500.4816,97.66502856,21.760434,2.0334,0.324506173
500.634,98.06416855,21.811234,2.0335,0.312802469
500.7864,104.5750513,21.776182,2.0213,0.308166667
500.9388,112.3964562,21.594318,1.9943,0.298462963
501.0912,112.3937724,21.601684,2.0279,0.301333333
501.2436,108.683845,21.710904,2.0345,0.305845679
501.396,105.0730846,21.923756,2.2003,0.306635802
501.5484,111.894928,22.018498,2.1159,0.310271605
501.7008,108.6808693,21.975826,2.1385,0.309
501.8532,108.2667423,21.941028,2.0923,0.32432716
502.0056,96.82413835,21.934932,2.1246,0.322092593
502.158,99.13445911,21.869146,2.1715,0.319925926
502.3104,99.53386672,21.744178,2.1738,0.319049383
502.4628,102.5417577,21.652738,2.1305,0.315777778
502.6152,96.92028728,21.588476,2.1163,0.323783951
502.7676,96.12503714,21.569172,2.1064,0.326111111
502.92,93.10803573,21.561044,2.1053,0.33262963
503.0724,101.1325094,21.644102,2.1197,0.327407407
503.2248,101.5314163,21.672296,2.1839,0.325660494
503.3772,102.9382944,21.63445,2.1493,0.327592593
503.5296,100.9293861,21.64334,2.1394,0.325938272
503.682,96.30296636,21.623528,2.1424,0.328351852
503.8344,99.50099801,21.62429,2.1774,0.317654321
503.9868,99.08750367,21.61032,2.1582,0.319
504.1392,100.2931822,21.587714,2.0991,0.318950617
504.2916,97.8833337,21.746972,2.0237,0.341604938
504.444,100.4885747,21.819616,1.9762,0.352302469
504.5964,104.3028372,21.799042,1.9941,0.341641975
504.7488,101.693459,21.722842,1.9728,0.315253086
504.9012,103.5069464,21.79955,1.9452,0.308154321
505.0536,103.5044942,21.847302,1.9267,0.317635802
505.206,103.9030973,21.771864,1.8922,0.322654321
505.3584,95.86787248,21.700998,1.8441,0.31887037
505.5108,90.04845623,21.816314,1.8261,0.311123457
505.6632,94.066984,21.846032,1.8738,0.31162963
505.8156,98.88762181,21.956522,1.8724,0.32158642
505.968,99.68756393,21.86559,1.8513,0.319753086
506.1204,100.2869701,21.90623,1.8412,0.331351852
506.2728,100.0739746,21.78812,1.8026,0.327376543
506.4252,100.8738339,21.84146,1.8769,0.33691358
506.5776,94.85464898,21.797264,1.9259,0.316833333
506.73,94.46131366,21.79574,1.9151,0.312135802
506.8824,99.86431314,21.746972,1.9643,0.305141975
507.0348,104.6749776,21.816314,1.9932,0.326555556
507.1872,105.6752362,21.812504,2.138,0.329506173
507.3396,101.8634539,21.91639,2.3249,0.341222222
507.492,105.4600667,21.875242,2.2388,0.331641975
507.6444,101.0459168,21.899626,2.0328,0.324228395
507.7968,102.8570189,21.76399,1.9928,0.306166667
507.9492,101.857717,21.744686,1.9233,0.312388889
508.1016,107.4591661,21.729954,2.0019,0.318654321
508.254,109.2613289,21.863304,2.051,0.329277778
508.4064,104.6521156,21.912834,2.0785,0.327641975
508.5588,98.6450886,21.866098,2.0746,0.321080247
508.7112,91.22448898,21.6535,2.0648,0.320858025
508.8636,90.81192233,21.677122,2.0856,0.317240741
509.016,96.21216895,21.755354,2.1653,0.312123457
509.1684,101.8185628,21.768562,2.1615,0.300203704
509.3208,103.6202999,21.744686,2.1304,0.288364198
509.4732,92.20188818,21.541232,2.1693,0.28567284
509.6256,89.98983575,21.450046,2.1802,0.281833333
509.778,90.59394287,21.423884,2.1661,0.270191358
509.9304,97.60780804,21.63572,2.1702,0.274253086
510.0828,96.41232171,21.920708,2.1969,0.271722222
510.2352,94.80189423,22.018244,2.2676,0.277259259
510.3876,89.38764059,21.965666,2.3325,0.267790123
510.54,91.68637772,21.774912,2.309,0.268024691
510.6924,94.08918283,21.708618,2.2092,0.269901235
510.8448,100.3003066,21.6154,2.0877,0.282265432
510.9972,102.3970816,21.586952,2.0571,0.290345679
511.1496,105.4104891,21.44649,2.1665,0.297419753
511.302,106.3054163,21.475446,2.2588,0.286339506
511.4544,104.4996587,21.449284,2.2731,0.285222222
511.6068,99.08633026,21.529294,2.2565,0.261623457
511.7592,97.58557609,21.50872,2.2645,0.268623457
511.9116,94.58635704,21.477478,2.2358,0.253654321
512.064,96.48780613,21.422868,2.2631,0.27608642
512.2164,91.86855727,21.464016,2.1364,0.277697531
512.3688,99.28052058,21.373084,2.1126,0.290012346
512.5212,100.5806924,21.30044,2.039,0.293382716
512.6736,108.0002312,21.23567,2.0447,0.290493827
512.826,106.1944202,21.199856,2.0649,0.30354321
512.9784,103.3868595,21.301456,2.0726,0.306351852
513.1308,104.3862601,21.32076,2.0595,0.310487654
513.2832,100.1763973,21.358606,2.0668,0.308024691
513.4356,102.9789504,21.259038,2.0378,0.316209877
513.588,97.65852094,21.166074,2.0231,0.327932099
513.7404,101.4627213,21.165058,2.0631,0.329895062
513.8928,99.04726428,21.222208,2.0988,0.325191358
514.0452,104.8530013,21.247862,2.1494,0.316641975
514.1976,100.2342997,21.291296,2.4549,0.32954321
514.35,98.63852863,21.322284,2.5902,0.349987654
514.5024,97.74513836,21.337778,1.9964,0.35062963
514.6548,96.54131835,21.297392,1.9004,0.336148148
514.8072,95.5328601,21.306028,1.9092,0.324833333
514.9596,95.5306404,21.323046,1.9047,0.334030864
