Depth,GR,Porosity,Caliper,Ring resistivity,MLT2_all_original,SD_all_original
108.6852,88.08474412,0.475,25.441148,1.5667,1.534333897,0.972120104
108.8376,87.08118251,0.437828162,25.42794,1.5062,1.553883512,0.963374899
108.99,84.91950185,0.427267303,25.548336,1.5783,1.576950501,0.95346869
109.1424,82.3448412,0.434307876,25.843484,1.5515,1.514771813,0.981182807
109.2948,84.55433277,0.461396181,25.439624,1.9804,1.505243941,0.985707294
109.4472,91.29502452,0.488961814,24.779732,1.2244,1.517635059,0.979837164
109.5996,95.31175183,0.512231504,23.910798,1.1457,1.485293797,0.995409804
109.752,102.7385535,0.529594272,23.512272,1.2381,1.469413964,1.003349265
109.9044,103.637426,0.529116945,23.450296,1.3066,1.448156494,1.01426932
110.0568,104.579076,0.524642005,23.369016,1.2622,1.424142641,1.026995024
110.2092,102.1291597,0.521837709,23.106634,1.2022,1.389478826,1.046063902
110.3616,102.4166027,0.521718377,23.07463,1.1595,1.365282062,1.059843441
110.514,105.519321,0.511097852,22.866096,1.1164,1.368098971,1.058220044
110.6664,104.2738989,0.498866348,22.709124,1.1193,1.369876357,1.057198309
110.8188,104.0911673,0.485441527,22.587458,1.0638,1.412315519,1.033410101
110.9712,107.2534137,0.485859189,22.489668,1.0279,1.434843991,1.021273879
111.1236,108.3675927,0.48800716,22.615652,1.0177,1.443727429,1.016585741
111.276,110.2554836,0.497195704,22.55901,1.0486,1.467909585,1.004111179
111.4284,107.0587012,0.498329356,22.517608,1.0965,1.470178727,1.002962583
111.5808,106.2170101,0.505131265,22.42947,1.2126,1.474308273,1.000882106
111.7332,108.145315,0.509785203,22.172168,1.3046,1.484552128,0.995776389
111.8856,106.8947903,0.514558473,21.942298,1.2293,1.471354477,1.002368944
112.038,108.8500828,0.503997613,22.091396,1.3478,1.475074799,1.000497327
112.1904,104.6752439,0.499224344,22.090126,1.3922,1.457137802,1.00961539
112.3428,107.0124377,0.493735084,21.861526,1.425,1.458737337,1.00879268
112.4952,107.0558088,0.492541766,21.818092,1.3367,1.439557238,1.018779554
112.6476,111.0241068,0.485620525,21.926804,1.31,1.434451926,1.021482072
112.8,111.2271667,0.489379475,21.949918,1.355,1.44923241,1.013708734
112.9524,109.5660833,0.490513126,21.942552,1.3313,1.434382522,1.021518938
113.1048,105.9810925,0.492661098,21.961094,1.3478,1.424868689,1.026604346
113.2572,104.1473476,0.487470167,22.11578,1.3065,1.432199432,1.022680271
113.4096,105.0321006,0.485680191,22.029928,1.4543,1.421365136,1.028492929
113.562,104.6657239,0.482696897,21.84781,1.3272,1.408957236,1.035249031
113.7144,105.1839256,0.481861575,21.7424,1.3135,1.422046598,1.028124925
113.8668,105.4305808,0.477505967,21.730462,1.3157,1.427596554,1.025139777
114.0192,105.3205415,0.475775656,21.725382,1.3443,1.414553624,1.032188807
114.1716,107.5907591,0.470763723,21.759672,1.3256,1.366666526,1.059044943
114.324,110.4288172,0.469988067,21.872956,1.29,1.356645863,1.064851538
114.4764,112.0938051,0.469212411,21.923248,1.2843,1.310735703,1.092235794
114.6288,107.5651086,0.479295943,21.805646,1.3,1.333933355,1.078241593
114.7812,105.9138212,0.470823389,22.259544,1.3158,1.345315381,1.071492109
114.9336,106.0739997,0.498627685,22.146768,1.2519,1.310488884,1.092386375
115.086,110.0617291,0.488842482,22.095206,1.3186,1.364751004,1.060150051
115.2384,109.047125,0.496897375,21.806408,1.29,1.430901958,1.023372067
115.3908,108.6346188,0.467064439,22.17166,1.3297,1.441316375,1.017852618
115.5432,109.5464039,0.471957041,22.140418,1.2988,1.458743362,1.008789585
115.6956,107.4809839,0.467303103,22.24786,1.2969,1.49331784,0.991470564
115.848,108.7148591,0.467541766,22.122638,1.2416,1.505399477,0.985632862
116.0004,106.9630775,0.459188544,22.375622,1.214,1.515872696,0.980664653
116.1528,109.3265337,0.45650358,22.451822,1.1646,1.52292392,0.977368736
116.3052,107.8710787,0.458174224,22.554692,1.1549,1.537683041,0.970599562
116.4576,106.9578778,0.461634845,22.527006,1.1895,1.573813784,0.954789066
116.61,105.3672987,0.466169451,22.381972,1.1853,1.597671925,0.944961433
116.7624,106.5019833,0.460918854,22.42312,1.1846,1.592254312,0.947149264
116.9148,106.5869223,0.458353222,22.53996,1.1713,1.562585824,0.959584536
117.0672,107.8777617,0.457159905,22.783292,1.1519,1.563556975,0.959165511
117.2196,107.257116,0.45853222,22.965918,1.1308,1.531715995,0.973315027
117.372,108.3826918,0.45823389,23.246334,1.1307,1.518159624,0.97959134
117.5244,109.4055308,0.46026253,23.230332,1.1361,1.548007675,0.965970095
117.6768,105.5417476,0.462112172,23.235666,1.1078,1.547964033,0.965989478
117.8292,104.5399804,0.466706444,22.771862,1.1201,1.569517219,0.956611406
117.9816,104.1894607,0.463365155,22.64283,1.1166,1.547546085,0.966175185
118.134,108.17881,0.455787589,22.70252,1.1627,1.529436223,0.974360149
118.2864,108.0085954,0.451610979,22.74443,1.1685,1.523500763,0.977100865
118.4388,104.4048409,0.437171838,23.175214,1.1845,1.509905081,0.983484933
118.5912,101.535948,0.452326969,22.916642,1.1455,1.525659929,0.976100578
118.7436,100.0811013,0.441945107,22.568662,1.1584,1.56619683,0.958030536
118.896,100.1698315,0.440334129,22.256242,1.2087,1.587632964,0.94903599
119.0484,100.9484541,0.419033413,22.279864,1.1702,1.589836606,0.948133983
119.2008,98.45091025,0.41849642,22.430232,1.2713,1.577177123,0.953373625
119.3532,98.93546499,0.420167064,22.313138,1.2714,1.575500962,0.954077807
119.5056,99.34693986,0.413365155,22.225,1.2687,1.553151731,0.963696534
119.658,99.04143968,0.413902148,22.284944,1.2745,1.577445495,0.953261102
119.8104,101.2031833,0.41778043,22.294342,1.2788,1.548908071,0.965570547
119.9628,100.1046057,0.4174821,22.435312,1.2705,1.535956521,0.971382273
120.1152,103.064242,0.411336516,22.761702,1.2376,1.534985044,0.97182376
120.2676,100.3147274,0.417959427,23.019004,1.3056,1.518733204,0.979322798
120.42,102.0534383,0.435083532,22.872954,1.2375,1.513038684,0.982000488
120.5724,101.3616811,0.449403341,22.82952,1.1424,1.49609026,0.990120974
120.7248,104.0654244,0.471181384,22.72665,1.2305,1.457291652,1.009536178
120.8772,102.1261207,0.484009547,22.934422,1.1819,1.452123452,1.012206536
121.0296,105.6823411,0.503162291,23.170642,0.984,1.453626599,1.011427879
121.182,104.5402286,0.517541766,23.070566,0.9757,1.451493773,1.012533207
121.3344,105.0952267,0.513126492,22.990556,0.9715,1.457858956,1.009244239
121.4868,102.7736625,0.501909308,22.694646,0.9239,1.458187547,1.00907525
121.6392,104.8218789,0.46778043,22.667468,0.9368,1.42388693,1.027132706
121.7916,106.8467749,0.45721957,22.54631,0.9623,1.423966064,1.027090093
121.944,106.5611231,0.456563246,22.560534,1.3458,1.408490839,1.035505024
122.0964,106.4555405,0.457816229,22.56917,1.1571,1.43670756,1.020285776
122.2488,110.7862001,0.461097852,22.555962,1.1243,1.454901605,1.010768684
122.4012,116.3222159,0.456861575,22.635718,1.1095,1.469322683,1.003395448
122.5536,118.4031668,0.461873508,22.57425,1.1433,1.478877683,0.998594874
122.706,114.7230745,0.458114558,22.613112,1.157,1.47324246,1.001417849
122.8584,114.8181029,0.460202864,22.431248,1.1388,1.469932617,1.003086975
123.0108,113.1914015,0.458174224,22.311614,1.1279,1.45606902,1.010166149
123.1632,115.1991102,0.454236277,22.24024,1.1747,1.438570312,1.019300553
123.3156,113.351318,0.456026253,22.11705,1.1428,1.413850967,1.032571867
123.468,107.2989349,0.457458234,22.135084,1.1267,1.400374881,1.039983058
123.6204,102.7790962,0.471420048,21.987764,1.5272,1.389095744,1.046279114
123.7728,98.16912094,0.484725537,22.30628,1.3035,1.368665648,1.057894071
123.9252,102.9343176,0.512649165,22.660102,1.1161,1.392459391,1.044392739
124.0776,101.3627615,0.525238663,22.8473,0.9241,1.401312603,1.039463411
124.23,102.7585437,0.522553699,22.978618,0.9059,1.405972371,1.036889877
124.3824,102.7971446,0.508949881,22.684486,0.9809,1.426717815,1.025611001
124.5348,109.6190297,0.493317422,22.534626,1.0651,1.413453099,1.032788918
124.6872,113.7899868,0.495107399,22.614382,1.0184,1.40071258,1.039795851
124.8396,117.1468275,0.494868735,22.616414,1.0379,1.41298637,1.033043672
124.992,117.3933999,0.50202864,22.429724,1.0602,1.394035256,1.043511531
125.1444,115.9884311,0.510143198,22.183598,1.0774,1.362072058,1.061699464
125.2968,114.130281,0.509486874,22.20468,1.0448,1.358538184,1.063750207
125.4492,109.3808939,0.509009547,22.18055,1.0258,1.356801323,1.064760976
125.6016,110.1179914,0.501073986,22.298406,1.0089,1.385544618,1.048278658
125.754,112.0862169,0.495704057,22.216872,1.0701,1.420830505,1.028781865
125.9064,118.5220806,0.491288783,21.989796,1.0965,1.438629436,1.019269322
126.0588,119.2041457,0.489319809,21.841968,1.031,1.459336771,1.008484846
126.2112,119.4292839,0.495763723,21.81606,1.04,1.475849749,1.000108766
126.3636,114.9444505,0.492899761,21.85924,1.092,1.484014483,0.996042392
126.516,113.4401503,0.495644391,21.995638,1.0942,1.492815089,0.991715932
126.6684,111.1923611,0.49928401,21.92655,1.1299,1.529802213,0.974192083
126.8208,111.7252656,0.495883055,21.726906,1.1506,1.581796226,0.951445647
126.9732,113.5721662,0.48872315,21.730462,1.16,1.61952013,0.936404573
127.1256,117.298372,0.484069212,21.919946,1.0369,1.663208247,0.920611548
127.278,114.8606132,0.486634845,22.052534,1.0191,1.683737022,0.91381777
127.4304,114.0677328,0.488186158,22.087078,1.1154,1.681328978,0.914593444
127.5828,109.1363692,0.486515513,22.025356,1.0552,1.698463317,0.90919854
127.7352,112.6380604,0.488305489,21.911056,1.0908,1.721183817,0.902496837
127.8876,112.0948236,0.487649165,21.804122,1.0419,1.768918041,0.890143411
128.04,116.655671,0.48323389,21.754846,1.0255,1.773657042,0.889047472
128.1924,115.5445965,0.482398568,21.799804,1.0669,1.801754134,0.883044348
128.3448,111.5597994,0.485799523,21.722588,1.1235,1.798913004,0.883612625
128.4972,109.5258391,0.489140811,21.578824,1.0807,1.817055406,0.880135229
128.6496,111.0181486,0.486396181,21.443188,1.1079,1.813634224,0.880763435
128.802,116.3962817,0.487470167,21.366734,1.0694,1.81961227,0.879674127
128.9544,117.1114852,0.483412888,21.401024,1.0896,1.79971762,0.883450797
129.1068,116.7470966,0.482577566,21.344382,1.0975,1.706817256,0.906674013
129.2592,116.4699096,0.474880668,21.42744,1.1143,1.692616977,0.911006685
129.4116,112.6520918,0.474582339,21.488908,1.1157,1.652708145,0.924243409
129.564,111.0706209,0.475238663,21.476208,1.1156,1.643962869,0.92734819
129.7164,109.9457076,0.47326969,21.480018,1.0786,1.646615458,0.926398834
129.8688,114.0631667,0.474940334,21.430234,1.0714,1.601086166,0.943596009
130.0212,116.0549129,0.474582339,21.38807,1.0334,1.609839239,0.940143064
130.1736,117.0420837,0.475894988,21.359114,1.0503,1.592073835,0.947222593
130.326,114.4223817,0.475119332,21.353526,1.0398,1.542109591,0.968603972
130.4784,114.6404385,0.471658711,21.463,1.052,1.527614194,0.975198453
130.6308,111.5456799,0.47022673,21.460968,1.0261,1.515159546,0.981000203
130.7832,109.2185075,0.469570406,21.431504,1.095,1.481074703,0.997500734
130.9356,110.0236323,0.466646778,21.401278,1.0593,1.450759693,1.012914401
131.088,107.7944316,0.469749403,21.395182,1.0313,1.454687186,1.010879459
131.2404,106.5265967,0.473866348,21.488654,1.0543,1.461827777,1.007208424
131.3928,103.8733737,0.477983294,21.49348,1.0482,1.496030754,0.990149878
131.5452,109.2609143,0.473150358,21.556472,1.0051,1.547459421,0.96621371
131.6976,116.4660071,0.46300716,21.5519,0.9791,1.552090598,0.964163724
131.85,118.185973,0.476312649,21.359622,1.2532,1.544084123,0.967719011
132.0024,114.134216,0.483293556,21.40839,1.2516,1.549349999,0.96537469
132.1548,108.4455217,0.510381862,21.364194,1.0412,1.530276339,0.973974522
132.3072,102.7351071,0.496778043,21.47951,0.685,1.541126254,0.96904589
132.4596,105.7200475,0.502565632,21.61667,0.654,1.587751887,0.948987203
132.612,110.3977522,0.483711217,22.142704,0.7497,1.618461263,0.936809332
132.7644,112.6175041,0.497494033,22.19833,0.7505,1.636661659,0.929995344
132.9168,110.5026749,0.497911695,22.269704,0.7062,1.632274475,0.931609882
133.0692,109.6742126,0.503341289,22.282912,0.7813,1.617877758,0.937032817
133.2216,110.4042986,0.499105012,22.272498,0.7216,1.586562516,0.949475688
133.374,109.6487632,0.49725537,22.316694,0.6805,1.595102705,0.945995741
133.5264,109.3687614,0.495584726,22.148038,0.6826,1.620631706,0.935980766
133.6788,109.6224881,0.49451074,21.949664,0.6867,1.647604458,0.926046569
133.8312,110.3205714,0.493436754,21.726398,0.7048,1.682799109,0.914119213
133.9836,107.9989297,0.494093079,22.058884,0.7105,1.696174644,0.90990233
134.136,104.867972,0.496837709,22.013672,0.7134,1.70712182,0.906583297
134.2884,108.1199143,0.497076372,22.140926,0.736,1.695872543,0.909995619
134.4408,107.6694126,0.497434368,21.993352,0.76,1.673350749,0.91720386
134.5932,110.6126799,0.502565632,22.029674,0.7487,1.683597075,0.913862694
134.7456,108.4156882,0.506205251,22.04466,0.7505,1.705780997,0.906983368
134.898,111.9417277,0.51849642,22.258528,0.7053,1.719917814,0.902856527
135.0504,110.5373742,0.513902148,22.60727,0.7939,1.726466225,0.901013671
135.2028,111.5066338,0.52052506,22.235414,0.7732,1.697609053,0.909460625
135.3552,108.3145951,0.518317422,22.282658,0.7529,1.676862917,0.916047061
135.5076,108.0149798,0.530071599,21.876004,0.6978,1.650309435,0.925087817
135.66,105.2071165,0.535501193,21.994876,0.6766,1.612207116,0.939220812
135.8124,111.7322369,0.543198091,21.669248,0.6705,1.576300821,0.953741471
135.9648,115.4711683,0.552326969,21.7043,0.5613,1.55412614,0.963268357
136.1172,117.0052563,0.557875895,21.753068,0.5956,1.488004461,0.99407356
136.2696,109.7436408,0.559009547,21.730716,0.6957,1.472279289,1.001902727
136.422,109.4666408,0.558114558,21.843492,0.7257,1.480259509,0.997906285
136.5744,109.1785654,0.563544153,21.86559,0.7229,1.459713471,1.008291529
136.7268,109.1075121,0.565871122,21.86178,0.7119,1.458449801,1.008940435
136.8792,106.9895498,0.564200477,21.83511,0.7488,1.459363483,1.008471134
137.0316,104.5865004,0.558412888,21.708872,0.7297,1.467393173,1.004373109
137.184,103.1848088,0.561634845,21.688044,0.7225,1.512987682,0.982024587
137.3364,105.3689695,0.571121718,21.503894,0.7901,1.599355202,0.944286961
137.4888,107.0446682,0.591527446,21.606002,0.9224,1.647236655,0.926177467
137.6412,105.7508434,0.607577566,22.003766,0.7678,1.709153422,0.905980558
137.7936,98.99985386,0.619749403,22.726904,0.7196,1.764603052,0.891162041
137.946,93.33855176,0.622852029,23.07844,0.6827,1.780100702,0.887595735
138.0984,91.21016246,0.615692124,23.083012,0.6898,1.785730719,0.886363709
138.2508,85.53812224,0.599045346,22.587712,0.751,1.819043466,0.879776083
138.4032,80.91236228,0.585083532,22.694646,0.8068,1.843536059,0.875709757
138.5556,74.44345068,0.576610979,22.79015,0.8092,1.8749809,0.871471118
138.708,78.04251685,0.582338902,22.978872,0.8683,1.874408154,0.871538363
138.8604,81.19616699,0.586634845,22.909784,0.8683,1.88314985,0.870552479
139.0128,88.77777802,0.598389021,22.844252,0.8714,1.840343028,0.876202134
139.1652,92.39180474,0.603102625,22.803358,0.8734,1.810397059,0.881369666
139.3176,96.48678152,0.610918854,22.640544,0.8587,1.735188992,0.898627156
139.47,97.28421184,0.610441527,22.46249,0.8482,1.72046521,0.902700804
139.6224,93.43396475,0.610023866,22.39137,0.8532,1.750254043,0.894690717
139.7748,91.56696169,0.601551313,22.724618,0.8134,1.756988511,0.893007617
139.9272,91.49916493,0.598448687,22.869652,0.8305,1.758879771,0.892543515
140.0796,94.8383298,0.583711217,22.977094,0.8633,1.771903638,0.889450178
140.232,94.27075509,0.57297136,22.680168,0.8525,1.752876501,0.894029649
140.3844,94.25428332,0.563186158,22.497796,0.8521,1.766847957,0.890629628
140.5368,93.72505591,0.565393795,22.035516,0.844,1.747231202,0.895461636
140.6892,101.4198969,0.579713604,21.710396,0.852,1.778758145,0.887894548
140.8416,109.2353451,0.599224344,21.757132,0.8685,1.796222152,0.884158924
140.994,112.5264741,0.620047733,21.9456,0.8991,1.81218003,0.881034345
141.1464,107.2760238,0.636754177,22.387306,0.8835,1.840346528,0.876201588
141.2988,96.18435787,0.642064439,22.56663,0.8679,1.850851896,0.874624537
141.4512,87.48475487,0.649343675,22.317964,0.8375,1.855479039,0.873969074
141.6036,77.74506738,0.642362768,22.176994,0.7867,1.824338168,0.878840808
141.756,75.1923733,0.635918854,22.083268,0.9088,1.853463492,0.874251638
141.9084,72.14417337,0.618257757,22.596602,0.8473,1.858756475,0.873519336
142.0608,77.80109026,0.595704057,22.09419,0.7778,1.848101043,0.875025577
142.2132,81.40990765,0.555310263,21.77796,0.8241,1.903453658,0.86859785
142.3656,92.33151158,0.509665871,21.699474,0.8868,1.863319992,0.87291323
142.518,100.0526209,0.474343675,22.097492,0.9559,1.915711973,0.867645674
142.6704,106.7801187,0.47571599,22.66823,0.9274,1.932540125,0.866619276
142.8228,111.2441631,0.487052506,22.978872,0.9386,1.935789074,0.866458615
142.9752,113.2589887,0.514558473,22.482048,0.9368,1.959468177,0.865655155
143.1276,113.9050105,0.493317422,22.289516,0.975,2.04789163,0.868374606
143.28,111.4147208,0.508472554,21.655024,0.9446,2.078132886,0.871364326
143.4324,110.6843896,0.485381862,21.946362,0.9638,2.122058602,0.877546927
143.5848,112.4507658,0.489797136,21.830284,0.9755,2.148948678,0.882390024
143.7372,111.5364654,0.462291169,22.008338,0.9551,2.191352456,0.891622964
143.8896,110.5602453,0.461515513,21.934932,0.9781,2.102669547,0.874551329
144.042,106.4269934,0.467422434,21.825204,0.981,2.106152021,0.875058474
144.1944,107.3645947,0.46127685,21.947378,0.9063,2.098428903,0.873952114
144.3468,107.4903619,0.465393795,22.001988,0.9361,2.131339575,0.879128567
144.4992,109.3960351,0.466825776,22.123146,0.9608,2.125860001,0.878183237
144.6516,110.0868592,0.473687351,22.142704,0.9421,2.10451743,0.874818742
144.804,106.080448,0.475119332,22.046438,0.9424,2.087786461,0.872537265
144.9564,106.1097362,0.480429594,21.959824,0.9416,2.066838103,0.870125939
145.1088,105.3123403,0.488424821,21.869908,0.949,2.004544232,0.865915017
145.2612,107.2633023,0.493615752,21.863812,0.9749,1.970474691,0.865502012
145.4136,106.4545844,0.493019093,21.71954,1.0154,1.972288495,0.865490206
145.566,105.7131701,0.482458234,21.63445,1.1022,2.003576871,0.865884802
145.7184,106.3490125,0.47702864,21.599398,1.0753,1.990302582,0.865579296
145.8708,102.5861978,0.478460621,21.738336,0.9723,1.971460578,0.865495123
146.0232,96.8981985,0.484665871,21.749004,1.032,1.964952983,0.865561349
146.1756,94.93799965,0.491288783,21.82622,1.0531,2.004502315,0.865913685
146.328,97.24948206,0.498568019,21.720556,0.937,1.991835123,0.865604178
146.4804,102.3555803,0.501133652,21.655786,0.9262,1.989870635,0.865572773
146.6328,101.862467,0.488782816,21.868638,0.9482,1.969340434,0.865511326
146.7852,100.5836188,0.473210024,22.310852,0.9556,1.976830455,0.86547732
146.9376,98.98274011,0.462052506,22.963886,1.0865,2.023017583,0.866699023
147.09,97.80131694,0.465393795,23.050246,0.9638,2.035744392,0.867467637
147.2424,97.07592302,0.463603819,23.114,0.9233,2.039467709,0.867727665
147.3948,95.33503599,0.467959427,22.804628,0.9407,2.02780512,0.866966317
147.5472,95.93980841,0.467601432,22.646894,0.9296,2.064556916,0.869893412
147.6996,96.06300636,0.469212411,22.544024,1.0087,2.08772734,0.872529761
147.852,99.67733313,0.474582339,22.49297,1.0151,2.076995366,0.871233054
148.0044,100.9578754,0.476491647,22.440392,0.9481,2.069109914,0.870363392
148.1568,101.0350337,0.483412888,22.34565,0.8871,2.007010759,0.865996942
148.3092,99.92126365,0.490095465,22.158198,0.8634,2.052034745,0.868722581
148.4616,100.3620119,0.515632458,21.766784,0.8337,2.050939249,0.868628663
148.614,99.51568123,0.533890215,21.844254,0.8466,2.036824663,0.867541443
148.7664,97.15108685,0.54898568,21.904452,1.3421,2.018909733,0.866490697
148.9188,95.46701695,0.554534606,22.353524,1.0725,2.039063,0.867698631
149.0712,93.44704894,0.562887828,22.109938,1.0428,2.028153169,0.866986777
149.2236,95.86955961,0.566109785,22.090888,1.003,2.007521084,0.866014769
149.376,94.67799073,0.574522673,21.646642,1.0379,2.007993628,0.866031543
149.5284,94.10169369,0.590155131,21.536152,1.0376,1.987234062,0.865537629
149.6808,83.87196059,0.606324582,21.58619,1.0327,1.978530734,0.865478627
149.8332,75.28475916,0.616050119,21.867368,0.9743,1.961357167,0.865618925
149.9856,69.4814257,0.622076372,21.863812,0.9952,1.930407974,0.866731313
150.138,72.36246328,0.630310263,21.554186,0.9702,1.914407214,0.867738837
150.2904,74.29786938,0.633412888,21.569172,0.9292,1.890300251,0.869810555
150.4428,71.72771032,0.635739857,21.622258,0.9114,1.8846785,0.870388983
150.5952,68.84854529,0.624463007,21.864574,0.8922,1.905477944,0.868428756
150.7476,74.14681597,0.606622912,21.703792,0.8334,1.938088973,0.866352233
150.9,82.13344184,0.575119332,21.829776,0.853,1.952239958,0.86583183
151.0524,92.2831801,0.553699284,21.92528,0.8645,1.950574227,0.865881095
151.2048,96.24953044,0.531921241,22.137116,0.9196,1.966322985,0.865543341
151.3572,103.0941689,0.52398568,22.302216,0.9084,1.973955483,0.865482708
151.5096,106.0788144,0.51951074,22.387306,0.9188,1.994048846,0.86564491
151.662,110.6566051,0.539260143,22.785578,0.8803,1.985923646,0.865523149
151.8144,114.158464,0.569570406,22.898354,0.8986,2.003069001,0.865869372
151.9668,111.0716769,0.587171838,23.552404,0.8827,2.033056891,0.867289832
152.1192,107.4698639,0.580727924,24.03729,0.8997,1.988339907,0.865551391
152.2716,103.6265334,0.572016706,23.767288,0.9029,1.947684903,0.865974139
152.424,106.0833132,0.570584726,23.66137,0.9137,1.882323372,0.87064198
152.5764,105.7990231,0.586455847,23.492714,0.9309,1.864742422,0.872729101
152.7288,105.9565045,0.601133652,23.712932,0.856,1.85285482,0.874337865
152.8812,103.1872832,0.582338902,23.310342,0.8954,1.852051845,0.874452252
153.0336,104.1863951,0.580608592,23.548086,0.8758,1.816813008,0.880179316
153.186,103.1944095,0.567601432,24.007826,0.8847,1.809893262,0.881465045
153.3384,103.3457355,0.596778043,23.739094,0.8834,1.805388356,0.882330241
153.4908,102.4140179,0.589558473,23.676864,0.8845,1.783632218,0.886818949
153.6432,104.7076526,0.587112172,23.218902,0.8747,1.79294583,0.884834679
153.7956,106.3302476,0.574821002,23.89124,0.8691,1.791084099,0.885223841
153.948,110.9697437,0.573448687,23.561802,0.8744,1.788001582,0.885876414
154.1004,114.8547078,0.564856802,23.531322,0.8679,1.839166309,0.876386452
154.2528,121.8523522,0.561038186,22.907498,0.8706,1.850836376,0.874626776
154.4052,122.8434337,0.556324582,23.043388,0.8824,1.847707226,0.875083683
154.5576,122.5383257,0.55274463,23.556976,0.8722,1.838253844,0.876530438
154.71,123.0927649,0.543198091,23.666958,0.8502,1.853163783,0.874294044
154.8624,120.2375851,0.524224344,23.68042,0.8713,1.835185429,0.877021424
155.0148,122.2200391,0.516288783,23.311104,0.8582,1.855142945,0.874015875
155.1672,116.6710953,0.51127685,23.065232,0.8477,1.873981585,0.871588686
155.3196,119.1916271,0.529415274,22.413214,0.8398,1.883967419,0.870464707
155.472,116.2444847,0.552088305,21.868892,0.8338,1.941468013,0.866206987
155.6244,117.6484434,0.566408115,21.734018,0.8483,1.924551965,0.867065929
155.7768,116.0129514,0.575954654,21.84654,0.8825,1.887097494,0.870135685
155.9292,114.2787063,0.567124105,22.195282,0.9874,1.89551819,0.869305863
156.0816,111.3615844,0.559427208,22.036532,0.936,1.883531703,0.87051139
156.234,111.7496162,0.52124105,22.133052,0.9648,1.915792069,0.867640018
156.3864,111.5590876,0.487768496,22.218396,0.8976,1.922810628,0.867173033
156.5388,109.5614097,0.475596659,22.771354,0.8807,1.970227798,0.865503913
156.6912,107.0426757,0.490334129,22.386036,0.8833,1.983751685,0.865503518
156.8436,103.2653712,0.491169451,22.24786,0.9131,2.023169904,0.866707121
156.996,103.893619,0.478997613,22.154134,0.9351,1.96696947,0.865535597
157.1484,99.28056536,0.463126492,22.31009,0.9397,1.955231269,0.8657514
157.3008,99.86304817,0.463484487,22.158706,0.917,1.982290069,0.865493376
157.4532,98.8933176,0.461157518,22.112478,0.8805,1.967710914,0.865527309
157.6056,101.3080494,0.467004773,22.156166,0.8387,1.957231246,0.865703386
157.758,99.3759061,0.47398568,22.349206,0.9244,1.946829438,0.866003536
157.9104,97.77530421,0.493317422,22.295358,0.8391,1.918225494,0.867471706
158.0628,96.98899376,0.509606205,22.656292,0.8777,1.889877447,0.869852807
158.2152,97.64469605,0.525835322,22.669246,0.8873,1.865708138,0.872605392
158.3676,100.314174,0.536455847,22.842728,0.8871,1.864474444,0.872763616
158.52,101.3003774,0.539319809,22.681692,0.8944,1.861445387,0.873159371
158.6724,104.0840395,0.544272076,22.75713,0.9042,1.862244035,0.873054023
158.8248,105.3376909,0.558412888,22.476206,0.8959,1.834629026,0.877111576
158.9772,105.2345592,0.567661098,22.03577,0.8902,1.841854538,0.875967637
159.1296,99.91394414,0.566945107,21.967952,0.9036,1.840637953,0.876156179
159.282,94.84500952,0.561873508,22.208744,0.9397,1.820899988,0.879444624
159.4344,93.27864008,0.559188544,22.540976,0.9152,1.818303717,0.879909212
159.5868,96.57505206,0.563902148,22.335998,0.8882,1.801217794,0.883150954
159.7392,100.3839998,0.564856802,22.108922,0.8926,1.807815486,0.881861341
159.8916,99.9753918,0.558412888,21.901912,0.9206,1.831335587,0.877652233
160.044,99.00334772,0.565811456,21.69795,0.9441,1.828216288,0.878175385
160.1964,94.27580974,0.569212411,21.838412,0.9341,1.818569792,0.879861259
160.3488,93.51769565,0.569093079,21.60397,0.9314,1.823323488,0.879017651
160.5012,93.2984798,0.564856802,21.936202,0.9528,1.824987542,0.878728228
160.6536,96.82964504,0.564797136,22.051518,0.9,1.816103364,0.880308755
160.806,102.3383534,0.583770883,22.754844,0.847,1.849405386,0.874834364
160.9584,104.9780878,0.604057279,22.80285,0.8189,1.843975669,0.875642858
161.1108,108.2590715,0.596718377,22.96033,0.9961,1.849782298,0.874779465
161.2632,107.0881088,0.582458234,21.923756,0.976,1.895262106,0.869329908
161.4156,108.2861931,0.535023866,21.54047,0.995,1.881676628,0.870712558
161.568,108.1493644,0.504594272,21.111718,1.01,1.858428046,0.87356386
161.7204,111.5225308,0.482637232,20.931886,1.0062,1.930670563,0.866717233
161.8728,113.6955567,0.461754177,21.146262,0.9871,1.917592731,0.867514819
162.0252,115.1352689,0.46676611,21.356574,0.9923,1.921736377,0.867240844
162.1776,112.7094794,0.475656325,21.85543,1.1067,1.89179539,0.869662771
162.33,111.706637,0.499522673,21.880068,1.033,1.895156717,0.869339825
162.4824,106.437394,0.486455847,22.139148,1.0067,1.881660663,0.870714306
162.6348,106.4553225,0.485441527,22.116542,0.9799,1.928704505,0.866824584
162.7872,104.3941663,0.493914081,22.07514,1.0131,1.850602308,0.874660574
162.9396,106.273254,0.501610979,21.969984,1.035,1.835135099,0.877029565
163.092,105.2788506,0.499403341,22.13229,0.9899,1.869188355,0.872168297
163.2444,104.1514861,0.481980907,22.449028,1.0148,1.870292772,0.872032446
163.3968,101.0239303,0.481921241,22.306788,1.0302,1.849041946,0.874887452
163.5492,96.67727101,0.472673031,22.29485,0.9341,1.836350951,0.876833693
