TopDepth,BotDepth,_CAL,_GR,_SP,_LLD,_LLS,_AC,_DEN,_PEF,Lith_Section
1361.17,1362.94,10.4818,100.477,-3.68112,3.93198,3.74623,108.31,2.24131,0.589531,mudstone
1362.94,1372.27,10.5832,100.854,-3.63488,3.50905,3.31778,113.341,2.15535,0.585343,mudstone
1372.27,1373.1,9.89159,93.8798,-3.96057,4.22552,3.96446,108.154,2.30129,0.580096,mudstone
1373.1,1383.97,9.54946,91.3092,-3.61177,4.3945,4.16167,107.573,2.30328,0.576309,mudstone
1383.97,1384.48,8.81999,88.2004,-3.33735,4.40029,4.03053,111.376,2.34826,0.400782,mudstone
1384.48,1385.18,8.88109,91.7547,-2.9041,4.4225,4.18169,109.094,2.39724,0.224705,mudstone
1385.18,1385.88,8.89086,84.6523,-3.67007,5.58894,5.22479,106.337,2.37625,0.226797,mudstone
1385.88,1387.09,8.87742,84.3708,-4.26213,5.48949,5.35693,107.944,2.33827,0.23113,mudstone
1387.09,1390.84,8.84076,92.8817,-4.04199,8.03673,8.8316,108.325,2.29329,0.244591,mudstone
1390.84,1396.37,8.83465,117.868,-3.02975,15.5906,20.0014,113.048,2.21732,0.256968,oil shale
1396.37,1398.47,10.8447,108.466,-3.0378,4.20524,4.67421,116.748,2.09637,0.493918,mudstone
1398.47,1399.55,9.96613,117.705,-2.75936,5.40741,5.38296,119.401,1.89746,0.731374,mudstone
1399.55,1400.19,10.7811,109.543,-3.59066,4.0295,4.06757,134.654,1.94444,0.734765,mudstone
1400.19,1401.02,10.3522,103.939,-3.30317,5.3234,4.97353,115.374,2.11737,0.736821,mudstone
1401.02,1406.57,10.9693,109.917,-2.99357,4.40995,4.11963,113.66,2.14735,0.735122,mudstone
1406.57,1407.53,10.3706,105.684,-2.55429,5.86607,5.27385,105.4,2.39324,0.732773,mudstone
1407.53,1413.14,10.918,105.576,-2.87897,4.17724,3.92642,109.647,2.10837,0.726112,mudstone
1413.14,1413.71,10.6553,100.26,-2.63672,4.74887,4.58612,98.3036,2.20533,0.719506,mudstone
