starttime,speed,volume,occupancy
2009-01-01T00:00:00,58.22,NA,1.93
2009-01-01T00:05:00,57.37,19,1.54
2009-01-01T00:10:00,129.0523684,NA,1.47
2009-01-01T00:15:00,NA,30,NA
2009-01-01T00:20:00,55.34,35,9.122926625
2009-01-01T00:25:00,NA,74.68058711,2.73
2009-01-01T00:30:00,NA,NA,NA
2009-01-01T00:35:00,57.56,NA,NA
2009-01-01T00:40:00,121.740294,36,2.87
2009-01-01T00:45:00,NA,82.52351918,NA
2009-01-01T00:50:00,57.34,38,3.13
2009-01-01T00:55:00,56.46,NA,3.13
2009-01-01T01:00:00,NA,NA,2.4
2009-01-01T01:05:00,NA,68.08570194,NA
2009-01-01T01:10:00,NA,NA,NA
2009-01-01T01:15:00,56.09,33,3.47
2009-01-01T01:20:00,56.4,30,2.47
2009-01-01T01:25:00,115.2140901,31,9.136100655
2009-01-01T01:30:00,127.6676092,28,2.27
2009-01-01T01:35:00,NA,NA,2
2009-01-01T01:40:00,54.74,38,2.8
2009-01-01T01:45:00,131.4386483,NA,2.93
2009-01-01T01:50:00,NA,19,NA
2009-01-01T01:55:00,58.5,NA,2.13
2009-01-01T02:00:00,NA,NA,NA
2009-01-01T02:05:00,59.39,23,8.681166181
2009-01-01T02:10:00,57.78,27,10.34438472
2009-01-01T02:15:00,56.21,14,1.27
2009-01-01T02:20:00,NA,21,1.4
2009-01-01T02:25:00,NA,66.15918763,2.13
2009-01-01T02:30:00,58.45,NA,NA
2009-01-01T02:35:00,53.29,NA,NA
2009-01-01T02:40:00,58.3,20,NA
2009-01-01T02:45:00,56.64,22,1.2
2009-01-01T02:50:00,56.91,22,2.13
2009-01-01T02:55:00,55.69,53.57248262,0.93
2009-01-01T03:00:00,121.7595416,NA,1.8
2009-01-01T03:05:00,58.29,17,1.13
2009-01-01T03:10:00,59.87,23,9.817541605
2009-01-01T03:15:00,62.33,15,NA
2009-01-01T03:20:00,142.2110177,10,0.33
2009-01-01T03:25:00,NA,16,8.668233058
2009-01-01T03:30:00,134.9992566,22,8.921411229
2009-01-01T03:35:00,59.67,12,1.13
2009-01-01T03:40:00,59,5,0.2
2009-01-01T03:45:00,56.67,65.92806622,1.13
2009-01-01T03:50:00,56.3,20,1.53
2009-01-01T03:55:00,NA,7,NA
2009-01-01T04:00:00,58,NA,0.53
2009-01-01T04:05:00,57,13,0.93
2009-01-01T04:10:00,53.5,NA,NA
2009-01-01T04:15:00,57.23,NA,1.13
2009-01-01T04:20:00,NA,16,NA
2009-01-01T04:25:00,57.47,15,NA
2009-01-01T04:30:00,NA,NA,8.324204138
2009-01-01T04:35:00,61.68,19,NA
2009-01-01T04:40:00,57.65,NA,1.53
2009-01-01T04:45:00,NA,14,1.13
2009-01-01T04:50:00,60.57,NA,NA
2009-01-01T04:55:00,59.95,19,1.07
2009-01-01T05:00:00,56.54,13,7.038031237
2009-01-01T05:05:00,NA,NA,NA
2009-01-01T05:10:00,62.42,52.32897834,0.47
2009-01-01T05:15:00,58.45,22,NA
2009-01-01T05:20:00,136.5671181,13,NA
2009-01-01T05:25:00,58.31,80.61382748,3.07
2009-01-01T05:30:00,57.59,17,NA
2009-01-01T05:35:00,59.96,23,1.47
2009-01-01T05:40:00,120.9548735,NA,NA
2009-01-01T05:45:00,136.9825352,74.35449845,NA
2009-01-01T05:50:00,60.38,NA,8.603615949
2009-01-01T05:55:00,124.7630454,NA,NA
2009-01-01T06:00:00,60.33,9,NA
2009-01-01T06:05:00,58.21,NA,NA
2009-01-01T06:10:00,58.5,8,0.47
2009-01-01T06:15:00,NA,17,1.53
2009-01-01T06:20:00,57.89,36,NA
2009-01-01T06:25:00,61.57,21,1.13
2009-01-01T06:30:00,58.88,78.05520956,NA
2009-01-01T06:35:00,NA,27,9.299850838
2009-01-01T06:40:00,59.12,17,1.07
2009-01-01T06:45:00,129.7672177,15,0.73
2009-01-01T06:50:00,NA,26,2.93
2009-01-01T06:55:00,56.24,NA,1.47
2009-01-01T07:00:00,56.82,11,1.2
2009-01-01T07:05:00,NA,22,1.07
2009-01-01T07:10:00,57.83,24,2.93
2009-01-01T07:15:00,54.5,69.03720894,0.93
2009-01-01T07:20:00,57.22,18,2.67
2009-01-01T07:25:00,131.0409491,26,2.27
2009-01-01T07:30:00,56,30,9.815699382
2009-01-01T07:35:00,56.24,29,NA
2009-01-01T07:40:00,56.73,NA,9.410896821
2009-01-01T07:45:00,59.24,29,NA
2009-01-01T07:50:00,131.7018296,27,1.8
2009-01-01T07:55:00,58.03,33,2.87
2009-01-01T08:00:00,NA,26,1.87
2009-01-01T08:05:00,124.2890041,28,2.07
2009-01-01T08:10:00,NA,NA,4.47
2009-01-01T08:15:00,59.73,NA,10.09237163
2009-01-01T08:20:00,130.545234,97.67582912,10.97932705
2009-01-01T08:25:00,132.9380392,42,3.67
2009-01-01T08:30:00,59.93,NA,9.536111074
2009-01-01T08:35:00,58.61,33,3
2009-01-01T08:40:00,132.9111431,34,2.87
2009-01-01T08:45:00,57.23,NA,2.27
2009-01-01T08:50:00,60.63,35,NA
2009-01-01T08:55:00,58.95,42,3.6
2009-01-01T09:00:00,NA,47,4.67
2009-01-01T09:05:00,58.67,43,NA
2009-01-01T09:10:00,61.46,26,2.62
2009-01-01T09:15:00,NA,43,5.18
2009-01-01T09:20:00,57.5,NA,3.67
2009-01-01T09:25:00,57.94,50,5
2009-01-01T09:30:00,NA,50,4.4
2009-01-01T09:35:00,NA,65,NA
2009-01-01T09:40:00,135.3943152,53,4.67
2009-01-01T09:45:00,NA,65,5.13
2009-01-01T09:50:00,58.49,NA,5.47
2009-01-01T09:55:00,61.66,NA,3.73
2009-01-01T10:00:00,122.0983071,64,6.6
2009-01-01T10:05:00,58.4,45,4.13
2009-01-01T10:10:00,60.56,66,6.73
2009-01-01T10:15:00,NA,62,NA
2009-01-01T10:20:00,60.35,NA,NA
2009-01-01T10:25:00,57,97.91003397,4.4
2009-01-01T10:30:00,NA,57,NA
2009-01-01T10:35:00,62.39,66,6.13
2009-01-01T10:40:00,58.51,112.9891339,6.73
2009-01-01T10:45:00,60.12,77,6.67
2009-01-01T10:50:00,NA,NA,NA
2009-01-01T10:55:00,61.23,75,13.59489952
2009-01-01T11:00:00,61.42,NA,NA
2009-01-01T11:05:00,NA,70,12.2439112
2009-01-01T11:10:00,60.88,75,NA
2009-01-01T11:15:00,59,65,6.2
2009-01-01T11:20:00,59.92,88,7.8
2009-01-01T11:25:00,59.47,83,NA
2009-01-01T11:30:00,NA,89.88282065,NA
2009-01-01T11:35:00,129.7447276,NA,6.87
2009-01-01T11:40:00,125.0084244,110.6225889,6.54
2009-01-01T11:45:00,NA,NA,4.82
2009-01-01T11:50:00,62.49,113.9837433,13.55459906
2009-01-01T11:55:00,NA,NA,NA
2009-01-01T12:00:00,60.36,56,5.53
2009-01-01T12:05:00,60.96,NA,6.67
2009-01-01T12:10:00,58,68,NA
2009-01-01T12:15:00,119.350221,127.2148682,NA
2009-01-01T12:20:00,59.97,154.0557744,8.67
2009-01-01T12:25:00,122.1710336,80,6.8
2009-01-01T12:30:00,60.78,NA,13.80947362
2009-01-01T12:35:00,60.82,NA,NA
2009-01-01T12:40:00,59.7,80,7
2009-01-01T12:45:00,NA,71,5.73
2009-01-01T12:50:00,NA,NA,12.5010763
2009-01-01T12:55:00,NA,78,6.93
2009-01-01T13:00:00,60.85,59,NA
2009-01-01T13:05:00,59.27,78,7.73
2009-01-01T13:10:00,59.6,127.8907663,13.28529803
2009-01-01T13:15:00,59.82,87,8.2
2009-01-01T13:20:00,NA,NA,7.8
2009-01-01T13:25:00,NA,NA,NA
2009-01-01T13:30:00,59.26,NA,NA
2009-01-01T13:35:00,61.37,NA,NA
2009-01-01T13:40:00,NA,108.7354109,8.89
2009-01-01T13:45:00,59.27,66,7.07
2009-01-01T13:50:00,NA,101,11.62
2009-01-01T13:55:00,59.19,112.3769682,6.27
2009-01-01T14:00:00,61.07,76,NA
2009-01-01T14:05:00,NA,87,NA
2009-01-01T14:10:00,60.71,NA,6.07
2009-01-01T14:15:00,133.8112113,67,NA
2009-01-01T14:20:00,NA,NA,7.67
2009-01-01T14:25:00,NA,134.3135309,6.87
2009-01-01T14:30:00,58.59,NA,NA
2009-01-01T14:35:00,57.61,54,NA
2009-01-01T14:40:00,NA,NA,NA
2009-01-01T14:45:00,55.29,138.5392275,15.65259122
2009-01-01T14:50:00,128.0617486,74,6.73
2009-01-01T14:55:00,56.52,NA,8.6
2009-01-01T15:00:00,60.89,NA,7.56
2009-01-01T15:05:00,61.09,74,6.07
2009-01-01T15:10:00,59.79,NA,9.07
2009-01-01T15:15:00,57.41,85,16.50653096
2009-01-01T15:20:00,NA,80,7.93
2009-01-01T15:25:00,55.92,93,NA
2009-01-01T15:30:00,56.56,85,8.13
2009-01-01T15:35:00,56.46,94,8.4
2009-01-01T15:40:00,126.0567663,NA,NA
2009-01-01T15:45:00,NA,NA,NA
2009-01-01T15:50:00,57.8,80,NA
2009-01-01T15:55:00,58.56,80,7.47
2009-01-01T16:00:00,NA,52,NA
2009-01-01T16:05:00,53.51,91,9.79
2009-01-01T16:10:00,57.13,144.6412913,9
2009-01-01T16:15:00,59.07,67,6
2009-01-01T16:20:00,NA,78,6.53
2009-01-01T16:25:00,126.3979918,127.0213533,6.13
2009-01-01T16:30:00,59.74,86,8.07
2009-01-01T16:35:00,58.46,NA,5.33
2009-01-01T16:40:00,NA,91,8.53
2009-01-01T16:45:00,NA,49,6.6
2009-01-01T16:50:00,58.25,76,14.66386817
2009-01-01T16:55:00,134.1608769,63,NA
2009-01-01T17:00:00,57.3,118.490273,5.53
2009-01-01T17:05:00,NA,83,8.53
2009-01-01T17:10:00,56.39,83,14.62688292
2009-01-01T17:15:00,56.59,78,7.47
2009-01-01T17:20:00,56.63,134.6359127,8.73
2009-01-01T17:25:00,58.85,NA,6.13
2009-01-01T17:30:00,57.27,79,NA
2009-01-01T17:35:00,58.63,78,7.53
2009-01-01T17:40:00,59.22,NA,NA
2009-01-01T17:45:00,58.73,64,NA
2009-01-01T17:50:00,57.42,74,13.90272822
2009-01-01T17:55:00,58.34,47,6
2009-01-01T18:00:00,NA,67,NA
2009-01-01T18:05:00,NA,58,NA
2009-01-01T18:10:00,57.16,128.1202978,7.13
2009-01-01T18:15:00,59.25,NA,6.67
2009-01-01T18:20:00,58.39,109.7274579,NA
2009-01-01T18:25:00,130.2159386,65,NA
2009-01-01T18:30:00,59.46,57,4.07
2009-01-01T18:35:00,NA,65,6.2
2009-01-01T18:40:00,57.25,72,13.42751536
2009-01-01T18:45:00,59.38,92.46363208,4.13
2009-01-01T18:50:00,NA,50,11.3746191
2009-01-01T18:55:00,NA,NA,5.73
2009-01-01T19:00:00,58.42,62,12.40860588
2009-01-01T19:05:00,57.36,NA,12.59333158
2009-01-01T19:10:00,NA,62,5.33
2009-01-01T19:15:00,55.21,101.4701496,5.07
2009-01-01T19:20:00,NA,56,5.07
2009-01-01T19:25:00,58.22,NA,NA
2009-01-01T19:30:00,57.18,66,12.71481622
2009-01-01T19:35:00,57.59,116.7925739,6.73
2009-01-01T19:40:00,59.15,96.06317434,5.15
2009-01-01T19:45:00,58.48,40,4.27
2009-01-01T19:50:00,118.7117399,NA,NA
2009-01-01T19:55:00,135.1690705,NA,NA
2009-01-01T20:00:00,133.5399066,104.4258649,4.2
2009-01-01T20:05:00,NA,53,10.99233748
2009-01-01T20:10:00,59.06,47,3.73
2009-01-01T20:15:00,59.42,57,NA
2009-01-01T20:20:00,58.44,50,3.87
2009-01-01T20:25:00,NA,31,2.13
2009-01-01T20:30:00,59.67,57,5.8
2009-01-01T20:35:00,NA,58,14.78429778
2009-01-01T20:40:00,57.71,NA,3.13
2009-01-01T20:45:00,NA,NA,10.5874216
2009-01-01T20:50:00,NA,NA,3.93
2009-01-01T20:55:00,57,32,12.94587728
2009-01-01T21:00:00,59.67,48,4.33
2009-01-01T21:05:00,NA,43,NA
2009-01-01T21:10:00,60.12,NA,3.53
2009-01-01T21:15:00,NA,100.4744352,4.27
2009-01-01T21:20:00,NA,92.6425549,3.8
2009-01-01T21:25:00,61.38,78.45008591,8.324628268
2009-01-01T21:30:00,59.95,42,NA
2009-01-01T21:35:00,124.1469332,35,NA
2009-01-01T21:40:00,NA,NA,NA
2009-01-01T21:45:00,57.67,30,3.36
2009-01-01T21:50:00,NA,NA,8.984952516
2009-01-01T21:55:00,NA,78.81382686,1.4
2009-01-01T22:00:00,60.71,55,4.27
2009-01-01T22:05:00,NA,32,2.4
2009-01-01T22:10:00,NA,31,NA
2009-01-01T22:15:00,61.31,26,NA
2009-01-01T22:20:00,138.2475488,36,2.8
2009-01-01T22:25:00,60.97,71.45871677,2.13
2009-01-01T22:30:00,59.32,22,2.67
2009-01-01T22:35:00,58.9,29,2.07
2009-01-01T22:40:00,NA,30,2.13
2009-01-01T22:45:00,119.4854643,43,3.73
2009-01-01T22:50:00,62.91,NA,NA
2009-01-01T22:55:00,59.68,22,1.53
2009-01-01T23:00:00,NA,NA,0.93
2009-01-01T23:05:00,57.46,NA,1.33
2009-01-01T23:10:00,62.7,27,NA
2009-01-01T23:15:00,60.86,29,8.93919939
2009-01-01T23:20:00,58.65,23,NA
2009-01-01T23:25:00,120.3787671,21,1.47
2009-01-01T23:30:00,119.9641851,NA,7.447018905
2009-01-01T23:35:00,123.6405431,14,0.8
2009-01-01T23:40:00,NA,26,2.73
2009-01-01T23:45:00,58.69,26,2.93
2009-01-01T23:50:00,56.22,NA,8.632221782
2009-01-01T23:55:00,NA,NA,NA
2009-01-02T00:00:00,NA,19,1.57
2009-01-02T00:05:00,53.09,11,1.21
2009-01-02T00:10:00,57.27,NA,0.67
2009-01-02T00:15:00,57.52,23,1.87
2009-01-02T00:20:00,NA,17,8.243891388
2009-01-02T00:25:00,57.86,14,1.2
2009-01-02T00:30:00,60.81,NA,NA
2009-01-02T00:35:00,60.06,17,2.07
2009-01-02T00:40:00,55.79,14,1.2
2009-01-02T00:45:00,58.69,13,1.27
2009-01-02T00:50:00,NA,22,NA
2009-01-02T00:55:00,117.8888526,NA,NA
2009-01-02T01:00:00,57.92,NA,7.933379875
2009-01-02T01:05:00,54.57,7,0.67
2009-01-02T01:10:00,NA,68.31365941,0.4
2009-01-02T01:15:00,48.42,NA,NA
2009-01-02T01:20:00,61.44,9,NA
2009-01-02T01:25:00,135.3093543,61.22719115,NA
2009-01-02T01:30:00,NA,63.88188008,NA
2009-01-02T01:35:00,NA,NA,7.623220742
2009-01-02T01:40:00,NA,13,8.237694896
2009-01-02T01:45:00,57,15,9.763040673
2009-01-02T01:50:00,120.5253872,11,8.215516434
2009-01-02T01:55:00,NA,NA,0.47
2009-01-02T02:00:00,NA,53.11975751,NA
2009-01-02T02:05:00,53.6,NA,0.4
2009-01-02T02:10:00,NA,19,1.5
2009-01-02T02:15:00,46.4,5,NA
2009-01-02T02:20:00,60,8,1.2
2009-01-02T02:25:00,NA,7,NA
2009-01-02T02:30:00,49.13,16,8.435507754
2009-01-02T02:35:00,61,56.59562822,0.6
2009-01-02T02:40:00,61.6,10,0.4
2009-01-02T02:45:00,NA,7,0.27
2009-01-02T02:50:00,57.13,15,2.53
2009-01-02T02:55:00,NA,1,0.2
2009-01-02T03:00:00,NA,NA,NA
2009-01-02T03:05:00,52,NA,1
2009-01-02T03:10:00,116.7534431,NA,7.290948138
2009-01-02T03:15:00,52.7,10,1.53
2009-01-02T03:20:00,55.5,NA,NA
2009-01-02T03:25:00,59.08,NA,NA
2009-01-02T03:30:00,56.67,12,0.87
2009-01-02T03:35:00,56.36,NA,1.07
2009-01-02T03:40:00,58.27,11,NA
2009-01-02T03:45:00,61.33,NA,0.5
2009-01-02T03:50:00,120.2881565,5,NA
2009-01-02T03:55:00,NA,9,7.467105188
2009-01-02T04:00:00,56.5,12,0.67
2009-01-02T04:05:00,56,11,NA
2009-01-02T04:10:00,56.78,18,1.33
2009-01-02T04:15:00,118.49577,NA,2.4
2009-01-02T04:20:00,134.6917027,NA,1.8
2009-01-02T04:25:00,NA,20,9.180135128
2009-01-02T04:30:00,NA,NA,3.33
2009-01-02T04:35:00,60.83,67.37328459,1.89
2009-01-02T04:40:00,58.52,21,2.33
2009-01-02T04:45:00,59.41,22,1.53
2009-01-02T04:50:00,NA,28,NA
2009-01-02T04:55:00,133.6176394,28,3.33
2009-01-02T05:00:00,57.67,18,NA
2009-01-02T05:05:00,58,21,9.509350889
2009-01-02T05:10:00,122.8335611,80.66212346,3.47
2009-01-02T05:15:00,135.0098608,16,NA
2009-01-02T05:20:00,123.1532886,74.14712783,NA
2009-01-02T05:25:00,125.1569571,NA,4
2009-01-02T05:30:00,58,21,2.08
2009-01-02T05:35:00,127.4942946,67.32971855,NA
2009-01-02T05:40:00,NA,40,NA
2009-01-02T05:45:00,NA,87.66360134,NA
2009-01-02T05:50:00,120.1597775,22,1.4
2009-01-02T05:55:00,58.9,52,5.33
2009-01-02T06:00:00,59.32,28,9.286524829
2009-01-02T06:05:00,58.6,35,3.4
2009-01-02T06:10:00,NA,84.43060863,NA
2009-01-02T06:15:00,NA,90.98814296,NA
2009-01-02T06:20:00,58.51,NA,4.07
2009-01-02T06:25:00,128.6574652,81.28256374,11.97156204
2009-01-02T06:30:00,55.04,NA,7
2009-01-02T06:35:00,124.7845508,45,4.73
2009-01-02T06:40:00,NA,40,3.07
2009-01-02T06:45:00,58.54,NA,3.67
2009-01-02T06:50:00,56.75,36,3.47
2009-01-02T06:55:00,133.4013465,NA,2.8
2009-01-02T07:00:00,128.266401,48,4.27
2009-01-02T07:05:00,57.88,25,2.8
2009-01-02T07:10:00,NA,86.78782118,NA
2009-01-02T07:15:00,58.59,46,10.62801434
2009-01-02T07:20:00,NA,NA,4.73
2009-01-02T07:25:00,60.43,102.8551625,9.603476451
2009-01-02T07:30:00,58.47,58,7.27
2009-01-02T07:35:00,NA,NA,6.2
2009-01-02T07:40:00,58.74,47,NA
2009-01-02T07:45:00,60.07,28,3.55
2009-01-02T07:50:00,60.09,NA,4.8
2009-01-02T07:55:00,125.8721901,NA,3.8
2009-01-02T08:00:00,59.11,NA,5.33
2009-01-02T08:05:00,60.11,NA,6.2
2009-01-02T08:10:00,NA,NA,NA
2009-01-02T08:15:00,60.17,78.44158018,9.487069958
2009-01-02T08:20:00,61.68,94.84069734,NA
2009-01-02T08:25:00,61.26,38,NA
2009-01-02T08:30:00,60.95,65,NA
2009-01-02T08:35:00,59.05,58,6.53
2009-01-02T08:40:00,59.97,59,6.27
2009-01-02T08:45:00,NA,NA,NA
2009-01-02T08:50:00,NA,NA,4.8
2009-01-02T08:55:00,58.51,NA,7.13
2009-01-02T09:00:00,NA,55,NA
2009-01-02T09:05:00,61.68,NA,3.47
2009-01-02T09:10:00,NA,104.6060174,NA
2009-01-02T09:15:00,61.59,59,NA
2009-01-02T09:20:00,NA,NA,7.07
2009-01-02T09:25:00,132.6498393,81,6.87
2009-01-02T09:30:00,NA,70,13.61888334
2009-01-02T09:35:00,62.27,67,NA
2009-01-02T09:40:00,59.33,NA,NA
2009-01-02T09:45:00,NA,71,8
2009-01-02T09:50:00,59.68,56,6.6
2009-01-02T09:55:00,NA,81,9.4
2009-01-02T10:00:00,125.7989955,62,6.53
2009-01-02T10:05:00,NA,NA,6.5
2009-01-02T10:10:00,NA,54,5.79
2009-01-02T10:15:00,NA,50,8.1
2009-01-02T10:20:00,NA,87,8.86
2009-01-02T10:25:00,59.33,133.9728799,7.8
2009-01-02T10:30:00,59.22,63,14.77067749
2009-01-02T10:35:00,61.05,75,13.79537523
2009-01-02T10:40:00,59.93,129.8047725,NA
2009-01-02T10:45:00,58.5,48,6.09
2009-01-02T10:50:00,58.92,106.3810126,6.93
2009-01-02T10:55:00,61.5,NA,NA
2009-01-02T11:00:00,NA,NA,NA
2009-01-02T11:05:00,124.1843081,46,NA
2009-01-02T11:10:00,59.3,131.0998048,8.27
2009-01-02T11:15:00,61.43,69,NA
2009-01-02T11:20:00,61.33,91,16.83052351
2009-01-02T11:25:00,60.35,82,7.47
2009-01-02T11:30:00,NA,99,16.88530768
2009-01-02T11:35:00,59.89,79,6.67
2009-01-02T11:40:00,59.88,107,10.71
2009-01-02T11:45:00,NA,NA,8.27
2009-01-02T11:50:00,128.7328625,77,8.27
2009-01-02T11:55:00,57.77,NA,9.33
2009-01-02T12:00:00,NA,156.3173631,NA
2009-01-02T12:05:00,NA,NA,17.63780833
2009-01-02T12:10:00,57.92,143.3101478,8.67
2009-01-02T12:15:00,55.38,74,8.6
2009-01-02T12:20:00,56.24,141.4831477,8.87
2009-01-02T12:25:00,56.98,94,9.73
2009-01-02T12:30:00,NA,89,10.53
2009-01-02T12:35:00,59.41,132.2212924,NA
2009-01-02T12:40:00,NA,70,9.54
2009-01-02T12:45:00,59.63,109.1797062,6.82
2009-01-02T12:50:00,NA,NA,8.33
2009-01-02T12:55:00,130.5219845,93,NA
2009-01-02T13:00:00,NA,83,16.54772551
2009-01-02T13:05:00,61.16,NA,7.53
2009-01-02T13:10:00,59.03,87,NA
2009-01-02T13:15:00,137.7081201,NA,6.27
2009-01-02T13:20:00,58.07,131.9384902,16.93882749
2009-01-02T13:25:00,NA,87,8.8
2009-01-02T13:30:00,57.87,84,NA
2009-01-02T13:35:00,58.84,151.6775688,NA
2009-01-02T13:40:00,132.2365055,85,7.33
2009-01-02T13:45:00,135.1393634,NA,NA
2009-01-02T13:50:00,61.24,86,NA
2009-01-02T13:55:00,61.88,72,6.27
2009-01-02T14:00:00,58.9,82,9.13
2009-01-02T14:05:00,126.2446696,84,9.6
2009-01-02T14:10:00,NA,92,10.07
2009-01-02T14:15:00,61.14,NA,8
2009-01-02T14:20:00,NA,86,7.2
2009-01-02T14:25:00,NA,134.5279165,8.67
2009-01-02T14:30:00,58.19,106,NA
2009-01-02T14:35:00,NA,NA,10.87
2009-01-02T14:40:00,NA,70,NA
2009-01-02T14:45:00,55.42,88,17.40452384
2009-01-02T14:50:00,56.37,82,NA
2009-01-02T14:55:00,58.32,71,8.43
2009-01-02T15:00:00,59.76,98,9.6
2009-01-02T15:05:00,124.2916224,73,NA
2009-01-02T15:10:00,59.55,93,9.53
2009-01-02T15:15:00,57.32,78,10.07
2009-01-02T15:20:00,NA,76,6.33
2009-01-02T15:25:00,NA,NA,8.93
2009-01-02T15:30:00,60.09,NA,NA
2009-01-02T15:35:00,61.93,87,NA
2009-01-02T15:40:00,122.2339413,72,14.60600021
2009-01-02T15:45:00,NA,67,NA
2009-01-02T15:50:00,NA,78,NA
2009-01-02T15:55:00,124.8553723,NA,NA
2009-01-02T16:00:00,58.84,83,9
2009-01-02T16:05:00,NA,83,NA
2009-01-02T16:10:00,60.42,93,NA
2009-01-02T16:15:00,59.84,NA,NA
2009-01-02T16:20:00,NA,77,14.95009428
2009-01-02T16:25:00,58.08,105.8920046,5.73
2009-01-02T16:30:00,NA,70,6.54
2009-01-02T16:35:00,NA,110.5514975,8.64
2009-01-02T16:40:00,61.49,NA,NA
2009-01-02T16:45:00,57.7,NA,8.8
2009-01-02T16:50:00,57.17,76,NA
2009-01-02T16:55:00,127.2142785,150.5883264,15.40193225
2009-01-02T17:00:00,59.8,51,4.87
2009-01-02T17:05:00,57.75,65,6.4
2009-01-02T17:10:00,61.29,77,NA
2009-01-02T17:15:00,57.04,NA,NA
2009-01-02T17:20:00,59.4,NA,7.6
2009-01-02T17:25:00,NA,78,6.87
2009-01-02T17:30:00,57.43,125.2089693,8.73
2009-01-02T17:35:00,NA,NA,NA
2009-01-02T17:40:00,NA,NA,6.53
2009-01-02T17:45:00,57.89,65,NA
2009-01-02T17:50:00,55.95,58,NA
2009-01-02T17:55:00,58.61,66,5.8
2009-01-02T18:00:00,NA,NA,NA
2009-01-02T18:05:00,128.9144358,72,NA
2009-01-02T18:10:00,59.87,52,11.41892264
2009-01-02T18:15:00,NA,116.9747491,6.93
2009-01-02T18:20:00,57.22,121.1687654,NA
2009-01-02T18:25:00,56.47,103.2748632,6.2
2009-01-02T18:30:00,59.11,NA,5.27
2009-01-02T18:35:00,57.61,70,NA
2009-01-02T18:40:00,58.97,NA,5.07
2009-01-02T18:45:00,57.21,56,NA
2009-01-02T18:50:00,61.34,53,5.6
2009-01-02T18:55:00,58.31,130.4540762,6.87
2009-01-02T19:00:00,131.8733324,47,NA
2009-01-02T19:05:00,127.5444392,NA,5.53
2009-01-02T19:10:00,61.06,111.3915147,6.13
2009-01-02T19:15:00,59.41,70,6.33
2009-01-02T19:20:00,NA,NA,NA
2009-01-02T19:25:00,NA,85.81365082,4.55
2009-01-02T19:30:00,58.15,47,NA
2009-01-02T19:35:00,121.5497555,62,6.2
2009-01-02T19:40:00,57.98,44,4.47
2009-01-02T19:45:00,58.71,42,3.2
2009-01-02T19:50:00,59.91,NA,11.90440828
2009-01-02T19:55:00,61.79,NA,3.53
2009-01-02T20:00:00,62.07,NA,3.6
2009-01-02T20:05:00,124.0417458,88.1307308,11.3184443
2009-01-02T20:10:00,NA,55,7.38
2009-01-02T20:15:00,NA,NA,4.18
2009-01-02T20:20:00,NA,101.5088642,4.67
2009-01-02T20:25:00,60.95,119.0399196,5.2
2009-01-02T20:30:00,58.68,62,6.07
2009-01-02T20:35:00,131.4692703,NA,3.27
2009-01-02T20:40:00,57.14,NA,3.33
2009-01-02T20:45:00,NA,30,NA
2009-01-02T20:50:00,NA,38,11.47439544
2009-01-02T20:55:00,60.55,53,NA
2009-01-02T21:00:00,58.94,51,4.93
2009-01-02T21:05:00,59.79,47,NA
2009-01-02T21:10:00,NA,NA,NA
2009-01-02T21:15:00,60.81,43,NA
2009-01-02T21:20:00,NA,45,4
2009-01-02T21:25:00,120.2630825,45,3.87
2009-01-02T21:30:00,61.19,26,NA
2009-01-02T21:35:00,NA,33,2.4
2009-01-02T21:40:00,58.39,36,4.87
2009-01-02T21:45:00,NA,NA,2.27
2009-01-02T21:50:00,61,NA,NA
2009-01-02T21:55:00,128.4205673,NA,NA
2009-01-02T22:00:00,NA,86.26717066,3.33
2009-01-02T22:05:00,NA,36,11.28461277
2009-01-02T22:10:00,58.41,76.79891076,2.8
2009-01-02T22:15:00,NA,NA,NA
2009-01-02T22:20:00,60,27,NA
2009-01-02T22:25:00,137.8576123,24,2.4
2009-01-02T22:30:00,136.9476188,74.8379054,1.75
2009-01-02T22:35:00,NA,NA,1.8
2009-01-02T22:40:00,59.12,34,3.2
2009-01-02T22:45:00,131.1138725,19,NA
2009-01-02T22:50:00,NA,11,1.56
2009-01-02T22:55:00,62.14,NA,7.512185914
2009-01-02T23:00:00,58.6,NA,0.71
2009-01-02T23:05:00,NA,18,6.921665007
2009-01-02T23:10:00,NA,14,1.6
2009-01-02T23:15:00,134.1240149,66.99132688,2.53
2009-01-02T23:20:00,135.4086978,14,9.60300462
2009-01-02T23:25:00,131.8014626,17,7.393076467
2009-01-02T23:30:00,61.39,28,NA
2009-01-02T23:35:00,119.9882716,53.69685915,1.87
2009-01-02T23:40:00,60.16,25,1.4
2009-01-02T23:45:00,139.0378688,73.97071959,2.2
2009-01-02T23:50:00,61.33,21,2.27
2009-01-02T23:55:00,NA,71.79078199,NA
2009-01-03T00:00:00,NA,77.44111986,NA
2009-01-03T00:05:00,NA,NA,9.16591952
2009-01-03T00:10:00,NA,NA,1.4
2009-01-03T00:15:00,58.9,21,1.8
2009-01-03T00:20:00,61,NA,NA
2009-01-03T00:25:00,58.73,11,NA
2009-01-03T00:30:00,NA,15,8.739996576
2009-01-03T00:35:00,NA,9,NA
2009-01-03T00:40:00,55.17,NA,NA
2009-01-03T00:45:00,57.31,13,2
2009-01-03T00:50:00,58.88,8,0.93
2009-01-03T00:55:00,57.1,20,2.2
