,starttime,resolution,speed,volume,occupancy
3239,2014-02-06T18:10:00,0:05:00,54.77,128,12.33
3242,2014-02-06T18:15:00,0:05:00,59,80,10.2
3244,2014-02-06T18:20:00,0:05:00,60.69,117,10.29
3246,2014-02-06T18:25:00,0:05:00,60.94,107,8.73
3248,2014-02-06T18:30:00,0:05:00,61.07,71,5.6
3250,2014-02-06T18:35:00,0:05:00,61.77,94,7.53
3252,2014-02-06T18:40:00,0:05:00,60.44,59,5.77
3254,2014-02-06T18:45:00,0:05:00,58.54,61,6.55
3255,2014-02-06T18:50:00,0:05:00,62.29,31,3.67
3258,2014-02-06T18:55:00,0:05:00,60.09,68,5.87
3260,2014-02-06T19:00:00,0:05:00,61.35,75,6
3262,2014-02-06T19:05:00,0:05:00,60.98,46,3.53
3263,2014-02-06T19:10:00,0:05:00,61.48,63,4.73
3266,2014-02-06T19:15:00,0:05:00,59.85,54,3.93
3267,2014-02-06T19:20:00,0:05:00,63.46,35,2.2
3270,2014-02-06T19:25:00,0:05:00,61.97,61,4.87
3272,2014-02-06T19:30:00,0:05:00,60.74,50,3.73
3273,2014-02-06T19:35:00,0:05:00,62.11,46,3.47
3276,2014-02-06T19:40:00,0:05:00,61.9,48,4.2
3277,2014-02-06T19:45:00,0:05:00,64.1,42,3.47
3280,2014-02-06T19:50:00,0:05:00,60.5,50,3.53
3281,2014-02-06T19:55:00,0:05:00,61.83,47,3.73
3284,2014-02-06T20:00:00,0:05:00,61.76,38,2.8
3285,2014-02-06T20:05:00,0:05:00,61.73,41,2.93
3287,2014-02-06T20:10:00,0:05:00,61.15,62,5.13
3289,2014-02-06T20:15:00,0:05:00,61.5,24,3.22
3291,2014-02-06T20:20:00,0:05:00,62.91,44,3.8
3294,2014-02-06T20:25:00,0:05:00,63.26,31,2.73
3295,2014-02-06T20:30:00,0:05:00,63.3,33,2.33
3297,2014-02-06T20:35:00,0:05:00,62.12,34,2.27
3299,2014-02-06T20:40:00,0:05:00,63.8,25,1.4
3302,2014-02-06T20:45:00,0:05:00,62.69,42,3.13
3304,2014-02-06T20:50:00,0:05:00,62.18,22,1.2
3306,2014-02-06T20:55:00,0:05:00,64.16,32,2.07
3308,2014-02-06T21:00:00,0:05:00,62.87,31,2.07
3309,2014-02-06T21:05:00,0:05:00,63.81,27,2
3312,2014-02-06T21:10:00,0:05:00,62.89,36,2.53
3314,2014-02-06T21:15:00,0:05:00,60.23,39,3.27
3316,2014-02-06T21:20:00,0:05:00,63.38,29,1.93
3318,2014-02-06T21:25:00,0:05:00,64.88,25,1.2
3319,2014-02-06T21:30:00,0:05:00,64.82,11,0.57
3322,2014-02-06T21:35:00,0:05:00,63.18,33,2.2
3324,2014-02-06T21:40:00,0:05:00,65.08,13,0.47
3325,2014-02-06T21:45:00,0:05:00,65.5,16,0.87
3327,2014-02-06T21:50:00,0:05:00,64.71,17,0.8
3330,2014-02-06T21:55:00,0:05:00,61.75,20,1.07
3331,2014-02-06T22:00:00,0:05:00,65.8,10,0.46
3333,2014-02-06T22:05:00,0:05:00,67.5,6,0.09
3336,2014-02-06T22:10:00,0:05:00,66.82,17,0.53
3338,2014-02-06T22:15:00,0:05:00,61.91,11,0.6
3339,2014-02-06T22:20:00,0:05:00,64.36,14,0.47
3342,2014-02-06T22:25:00,0:05:00,61.58,12,0.67
3343,2014-02-06T22:30:00,0:05:00,64.89,9,0.07
3346,2014-02-06T22:35:00,0:05:00,47.57,7,0.13
3347,2014-02-06T22:40:00,0:05:00,66.58,24,1.47
3349,2014-02-06T22:45:00,0:05:00,64.45,20,1.13
3351,2014-02-06T22:50:00,0:05:00,65.44,18,0.67
3353,2014-02-06T22:55:00,0:05:00,64.13,15,0.73
3355,2014-02-06T23:00:00,0:05:00,64.12,17,0.87
3357,2014-02-06T23:05:00,0:05:00,61.94,16,0.93
3359,2014-02-06T23:10:00,0:05:00,55.47,15,1
3361,2014-02-06T23:15:00,0:05:00,61.71,7,0.4
3363,2014-02-06T23:20:00,0:05:00,64,10,0.64
3365,2014-02-06T23:25:00,0:05:00,64.67,12,0.67
3367,2014-02-06T23:30:00,0:05:00,60.93,15,0.4
3369,2014-02-06T23:35:00,0:05:00,52.71,7,0.07
3371,2014-02-06T23:40:00,0:05:00,62.8,5,0
3373,2014-02-06T23:45:00,0:05:00,61,6,0.8
3381,2014-02-07T00:05:00,0:05:00,NA,2,0.07
3389,2014-02-07T00:30:00,0:05:00,55,4,0.33
3391,2014-02-07T00:35:00,0:05:00,59.8,10,0.53
3394,2014-02-07T00:40:00,0:05:00,63,2,0.22
3395,2014-02-07T00:45:00,0:05:00,49,4,0.27
3397,2014-02-07T00:50:00,0:05:00,53,6,0.4
3400,2014-02-07T00:55:00,0:05:00,25.2,5,0.07
3402,2014-02-07T01:00:00,0:05:00,55.36,11,0.62
3404,2014-02-07T01:05:00,0:05:00,34.5,2,0.09
3406,2014-02-07T01:10:00,0:05:00,55.14,7,0.69
3408,2014-02-07T01:15:00,0:05:00,NA,0,0
3410,2014-02-07T01:20:00,0:05:00,NA,0,0
3411,2014-02-07T01:25:00,0:05:00,NA,0,0
3413,2014-02-07T01:30:00,0:05:00,NA,0,0
3416,2014-02-07T01:35:00,0:05:00,57,2,0.13
3418,2014-02-07T01:40:00,0:05:00,56.2,5,0.23
3420,2014-02-07T01:45:00,0:05:00,53,1,0.45
3421,2014-02-07T01:50:00,0:05:00,59.75,4,0.53
3424,2014-02-07T01:55:00,0:05:00,NA,0,0
3426,2014-02-07T02:00:00,0:05:00,64,3,0.2
3428,2014-02-07T02:05:00,0:05:00,68,2,0
3429,2014-02-07T02:10:00,0:05:00,63.4,5,0.13
3431,2014-02-07T02:15:00,0:05:00,56.36,11,0.6
3434,2014-02-07T02:20:00,0:05:00,NA,0,0
3436,2014-02-07T02:25:00,0:05:00,53,4,0.73
3437,2014-02-07T02:30:00,0:05:00,60,4,0.27
3439,2014-02-07T02:35:00,0:05:00,58.29,7,0.87
3442,2014-02-07T02:40:00,0:05:00,59,2,0.07
3444,2014-02-07T02:45:00,0:05:00,55.33,3,0.2
3446,2014-02-07T02:50:00,0:05:00,62.67,3,0
3448,2014-02-07T02:55:00,0:05:00,58.5,2,0.13
3450,2014-02-07T03:00:00,0:05:00,NA,0,0
3451,2014-02-07T03:05:00,0:05:00,64.43,7,0.4
3454,2014-02-07T03:10:00,0:05:00,62.2,5,0.46
3456,2014-02-07T03:15:00,0:05:00,53,2,0.18
3457,2014-02-07T03:20:00,0:05:00,74,1,0
3460,2014-02-07T03:25:00,0:05:00,58.33,6,0.47
3462,2014-02-07T03:30:00,0:05:00,67,4,0.07
3464,2014-02-07T03:35:00,0:05:00,64.17,6,0.33
3465,2014-02-07T03:40:00,0:05:00,67,4,0.8
3468,2014-02-07T03:45:00,0:05:00,69.75,16,1
3469,2014-02-07T03:50:00,0:05:00,67.67,3,0.07
3472,2014-02-07T03:55:00,0:05:00,NA,0,0
3473,2014-02-07T04:00:00,0:05:00,60.25,8,0.47
3476,2014-02-07T04:05:00,0:05:00,60.5,8,0.93
3477,2014-02-07T04:10:00,0:05:00,66,12,0.47
3479,2014-02-07T04:15:00,0:05:00,63.63,30,2
3481,2014-02-07T04:20:00,0:05:00,61.68,19,0.93
3484,2014-02-07T04:25:00,0:05:00,63.93,14,0.47
3486,2014-02-07T04:30:00,0:05:00,60.97,33,2.13
3493,2014-02-07T04:50:00,0:05:00,63.48,33,NA
3502,2014-02-07T05:10:00,0:05:00,62.78,64,5
3504,2014-02-07T05:15:00,0:05:00,62.91,44,5.4
3506,2014-02-07T05:20:00,0:05:00,63.11,66,6.5
3508,2014-02-07T05:25:00,0:05:00,63.17,69,8.09
3510,2014-02-07T05:30:00,0:05:00,61.06,128,11.4
3512,2014-02-07T05:35:00,0:05:00,62.4,110,8.67
3514,2014-02-07T05:40:00,0:05:00,62.47,120,10.4
3516,2014-02-07T05:45:00,0:05:00,62.19,147,11.8
3517,2014-02-07T05:50:00,0:05:00,63.56,115,8.6
3519,2014-02-07T05:55:00,0:05:00,63.24,120,9.87
3522,2014-02-07T06:00:00,0:05:00,58.38,171,14.8
3524,2014-02-07T06:05:00,0:05:00,59.7,159,13.67
3526,2014-02-07T06:10:00,0:05:00,56.45,146,15.77
3528,2014-02-07T06:15:00,0:05:00,53.52,142,18.27
3535,2014-02-07T06:35:00,0:05:00,30.92,146,NA
3544,2014-02-07T06:55:00,0:05:00,49.88,154,16.2
3546,2014-02-07T07:00:00,0:05:00,35.82,143,28.33
3548,2014-02-07T07:05:00,0:05:00,47.11,174,18.73
3550,2014-02-07T07:10:00,0:05:00,36.91,142,27.13
3552,2014-02-07T07:15:00,0:05:00,25.2,156,33.33
3553,2014-02-07T07:20:00,0:05:00,23.2,141,37
3556,2014-02-07T07:25:00,0:05:00,43,150,18.4
3564,2014-02-07T07:45:00,0:05:00,NA,126,27.87
3571,2014-02-07T08:05:00,0:05:00,21.83,144,34.6
3573,2014-02-07T08:10:00,0:05:00,32.34,148,30.73
3575,2014-02-07T08:15:00,0:05:00,29.28,118,37.2
3577,2014-02-07T08:20:00,0:05:00,22.93,140,35.07
3580,2014-02-07T08:25:00,0:05:00,39.27,172,24.13
3581,2014-02-07T08:30:00,0:05:00,30.79,80,36.67
3583,2014-02-07T08:35:00,0:05:00,26.85,149,34.07
3585,2014-02-07T08:40:00,0:05:00,28.25,137,34.92
3588,2014-02-07T08:45:00,0:05:00,45.23,114,19.09
3589,2014-02-07T08:50:00,0:05:00,47.01,171,21.33
3592,2014-02-07T08:55:00,0:05:00,22.67,122,42.27
3594,2014-02-07T09:00:00,0:05:00,25.56,127,32.33
3595,2014-02-07T09:05:00,0:05:00,18.69,109,37.73
3597,2014-02-07T09:10:00,0:05:00,18.47,124,36
3599,2014-02-07T09:15:00,0:05:00,21.25,126,33.4
3601,2014-02-07T09:20:00,0:05:00,20.55,135,36.4
3603,2014-02-07T09:25:00,0:05:00,23.17,139,33.27
3605,2014-02-07T09:30:00,0:05:00,20.39,121,36.13
3608,2014-02-07T09:35:00,0:05:00,28.54,131,25.27
3610,2014-02-07T09:40:00,0:05:00,20.6,106,38.27
3611,2014-02-07T09:45:00,0:05:00,16.35,108,36.8
3614,2014-02-07T09:50:00,0:05:00,24.48,135,30.53
3615,2014-02-07T09:55:00,0:05:00,23.03,77,31.67
3617,2014-02-07T10:00:00,0:05:00,26.36,123,33.87
3620,2014-02-07T10:05:00,0:05:00,51.81,153,17.07
3622,2014-02-07T10:10:00,0:05:00,56.5,149,13.67
3624,2014-02-07T10:15:00,0:05:00,60.69,123,11.07
3625,2014-02-07T10:20:00,0:05:00,60.98,131,11.13
3628,2014-02-07T10:25:00,0:05:00,59.63,131,12.6
3630,2014-02-07T10:30:00,0:05:00,59.84,81,12.33
3632,2014-02-07T10:35:00,0:05:00,60.47,124,11.4
3634,2014-02-07T10:40:00,0:05:00,59.55,130,11.13
3636,2014-02-07T10:45:00,0:05:00,59.94,155,14
3637,2014-02-07T10:50:00,0:05:00,62.43,117,10.8
3639,2014-02-07T10:55:00,0:05:00,63.14,70,8.6
3641,2014-02-07T11:00:00,0:05:00,62.5,112,10.71
3643,2014-02-07T11:05:00,0:05:00,60.51,116,9.67
3646,2014-02-07T11:10:00,0:05:00,64.17,96,8.07
3647,2014-02-07T11:15:00,0:05:00,61.02,98,8.79
3650,2014-02-07T11:20:00,0:05:00,62.23,100,8.2
3652,2014-02-07T11:25:00,0:05:00,61.54,125,11.36
3653,2014-02-07T11:30:00,0:05:00,61.67,60,8.44
3655,2014-02-07T11:35:00,0:05:00,62.74,81,7.21
3658,2014-02-07T11:40:00,0:05:00,62.42,116,9.27
3660,2014-02-07T11:45:00,0:05:00,61.24,75,12.38
3661,2014-02-07T11:50:00,0:05:00,62.82,93,8.07
3664,2014-02-07T11:55:00,0:05:00,62.35,113,11.71
3665,2014-02-07T12:00:00,0:05:00,62.85,84,7.07
3668,2014-02-07T12:05:00,0:05:00,59.78,108,9.79
3670,2014-02-07T12:10:00,0:05:00,59.17,76,8.82
3672,2014-02-07T12:15:00,0:05:00,58.67,97,12.08
3674,2014-02-07T12:20:00,0:05:00,62.1,73,8.45
3676,2014-02-07T12:25:00,0:05:00,62.64,85,8.58
3677,2014-02-07T12:30:00,0:05:00,61.89,99,8.07
3679,2014-02-07T12:35:00,0:05:00,62.14,94,8.5
3682,2014-02-07T12:40:00,0:05:00,60.06,109,11.93
3683,2014-02-07T12:45:00,0:05:00,60.09,105,9.86
3686,2014-02-07T12:50:00,0:05:00,61.51,91,8.87
3688,2014-02-07T12:55:00,0:05:00,61,102,9
3690,2014-02-07T13:00:00,0:05:00,60.14,121,11.27
3691,2014-02-07T13:05:00,0:05:00,62.66,79,6.71
3694,2014-02-07T13:10:00,0:05:00,60.01,137,12.2
3696,2014-02-07T13:15:00,0:05:00,59.93,100,8.5
3698,2014-02-07T13:20:00,0:05:00,60.96,129,10.8
3699,2014-02-07T13:25:00,0:05:00,59.29,119,11.14
3702,2014-02-07T13:30:00,0:05:00,60.63,127,10.8
3704,2014-02-07T13:35:00,0:05:00,58.99,142,14.43
3705,2014-02-07T13:40:00,0:05:00,60.44,95,8.13
3708,2014-02-07T13:45:00,0:05:00,60.64,127,11.71
3710,2014-02-07T13:50:00,0:05:00,62.27,114,10.27
3718,2014-02-07T14:10:00,0:05:00,NA,132,11.73
3732,2014-02-07T14:45:00,0:05:00,59.01,NA,12.79
3739,2014-02-07T15:05:00,0:05:00,58.08,154,14.64
3742,2014-02-07T15:10:00,0:05:00,59.61,132,11.93
3744,2014-02-07T15:15:00,0:05:00,59.6,130,11.57
3746,2014-02-07T15:20:00,0:05:00,59.14,134,11.67
3748,2014-02-07T15:25:00,0:05:00,56.53,154,14.64
3750,2014-02-07T15:30:00,0:05:00,60.7,129,11.53
3751,2014-02-07T15:35:00,0:05:00,57.36,156,16.71
3753,2014-02-07T15:40:00,0:05:00,53.34,143,15.27
3756,2014-02-07T15:45:00,0:05:00,58.23,150,14
3757,2014-02-07T15:50:00,0:05:00,57.77,151,13.4
3759,2014-02-07T15:55:00,0:05:00,60.01,132,11.93
3761,2014-02-07T16:00:00,0:05:00,58.51,162,13.47
3763,2014-02-07T16:05:00,0:05:00,59.71,139,13.07
3765,2014-02-07T16:10:00,0:05:00,59.88,157,13.87
3773,2014-02-07T16:30:00,0:05:00,56.09,139,NA
3781,2014-02-07T16:50:00,0:05:00,58.71,147,13.47
3783,2014-02-07T16:55:00,0:05:00,57.55,139,14
3785,2014-02-07T17:00:00,0:05:00,56.34,136,12.33
3788,2014-02-07T17:05:00,0:05:00,57.14,130,12.07
3790,2014-02-07T17:10:00,0:05:00,57.73,157,13.6
3791,2014-02-07T17:15:00,0:05:00,58.1,137,13.14
3793,2014-02-07T17:20:00,0:05:00,53.94,113,17.33
3795,2014-02-07T17:25:00,0:05:00,54.93,160,15.64
3798,2014-02-07T17:30:00,0:05:00,56.68,164,15.4
3800,2014-02-07T17:35:00,0:05:00,58.34,152,14.57
3802,2014-02-07T17:40:00,0:05:00,57.25,142,12.8
3804,2014-02-07T17:45:00,0:05:00,55.48,157,15.21
3806,2014-02-07T17:50:00,0:05:00,57.23,130,11.4
3807,2014-02-07T17:55:00,0:05:00,52.8,141,14.71
3816,2014-02-07T18:15:00,0:05:00,55.21,NA,15.14
3830,2014-02-07T18:50:00,0:05:00,61.22,98,NA
3837,2014-02-07T19:10:00,0:05:00,60.5,52,6.09
3840,2014-02-07T19:15:00,0:05:00,59.16,64,6.58
3841,2014-02-07T19:20:00,0:05:00,61.28,74,6
3844,2014-02-07T19:25:00,0:05:00,60.65,62,5.5
3846,2014-02-07T19:30:00,0:05:00,60.07,45,3.27
3847,2014-02-07T19:35:00,0:05:00,63.21,57,4.5
3849,2014-02-07T19:40:00,0:05:00,63.56,45,3.53
3852,2014-02-07T19:45:00,0:05:00,61.98,58,4.36
3854,2014-02-07T19:50:00,0:05:00,62.38,58,4.2
3855,2014-02-07T19:55:00,0:05:00,62.47,55,4.29
3858,2014-02-07T20:00:00,0:05:00,64.65,46,3.07
3860,2014-02-07T20:05:00,0:05:00,62.32,31,2.14
3861,2014-02-07T20:10:00,0:05:00,62.08,24,2.55
3864,2014-02-07T20:15:00,0:05:00,65.92,24,3.5
3866,2014-02-07T20:20:00,0:05:00,62.35,46,3.4
3868,2014-02-07T20:25:00,0:05:00,59.53,43,3.14
3870,2014-02-07T20:30:00,0:05:00,61.35,40,2.67
3871,2014-02-07T20:35:00,0:05:00,63.37,19,1.29
3874,2014-02-07T20:40:00,0:05:00,62.12,33,2.53
3876,2014-02-07T20:45:00,0:05:00,62.81,42,3.07
3877,2014-02-07T20:50:00,0:05:00,61.33,24,1.6
3880,2014-02-07T20:55:00,0:05:00,61.65,26,4
3882,2014-02-07T21:00:00,0:05:00,61.88,34,2.47
3884,2014-02-07T21:05:00,0:05:00,63.03,35,2.5
3886,2014-02-07T21:10:00,0:05:00,64.67,36,2.33
3888,2014-02-07T21:15:00,0:05:00,64.07,56,3.93
3890,2014-02-07T21:20:00,0:05:00,59.82,39,2.73
3892,2014-02-07T21:25:00,0:05:00,63.31,26,1.64
3893,2014-02-07T21:30:00,0:05:00,63.03,37,2.6
3896,2014-02-07T21:35:00,0:05:00,54.46,24,1.71
3898,2014-02-07T21:40:00,0:05:00,65.18,28,1.93
3900,2014-02-07T21:45:00,0:05:00,60,19,1.57
3902,2014-02-07T21:50:00,0:05:00,64.51,37,2.33
3904,2014-02-07T21:55:00,0:05:00,63.96,24,1.79
3906,2014-02-07T22:00:00,0:05:00,60.78,18,0.93
3907,2014-02-07T22:05:00,0:05:00,63,10,0.71
3909,2014-02-07T22:10:00,0:05:00,63,18,1.07
3912,2014-02-07T22:15:00,0:05:00,61,10,1.13
3913,2014-02-07T22:20:00,0:05:00,68.14,21,0.93
3915,2014-02-07T22:25:00,0:05:00,65.33,18,1.07
3917,2014-02-07T22:30:00,0:05:00,61.68,19,1.07
3919,2014-02-07T22:35:00,0:05:00,62.55,11,0.64
3921,2014-02-07T22:40:00,0:05:00,61.31,13,0.93
3923,2014-02-07T22:45:00,0:05:00,59.62,26,1.57
3926,2014-02-07T22:50:00,0:05:00,64.08,13,0.67
3928,2014-02-07T22:55:00,0:05:00,58.5,2,0.29
3929,2014-02-07T23:00:00,0:05:00,62.17,6,0.33
3932,2014-02-07T23:05:00,0:05:00,60.91,11,1.29
3934,2014-02-07T23:10:00,0:05:00,65.47,15,1
3936,2014-02-07T23:15:00,0:05:00,59.6,5,0.36
3938,2014-02-07T23:20:00,0:05:00,63.44,9,0.47
3939,2014-02-07T23:25:00,0:05:00,62.4,5,0.38
3941,2014-02-07T23:30:00,0:05:00,60.25,8,0.53
3944,2014-02-07T23:35:00,0:05:00,59.5,6,0.29
3946,2014-02-07T23:40:00,0:05:00,62,11,0.6
3948,2014-02-07T23:45:00,0:05:00,67.83,6,0.21
3949,2014-02-07T23:50:00,0:05:00,55,2,0.13
3952,2014-02-07T23:55:00,0:05:00,69.43,7,0.43
3954,2014-02-08T00:00:00,0:05:00,30.44,18,3.33
3955,2014-02-08T00:05:00,0:05:00,60,1,0.07
3958,2014-02-08T00:10:00,0:05:00,59.2,5,0.2
3960,2014-02-08T00:20:00,0:05:00,NA,0,0
3962,2014-02-08T00:25:00,0:05:00,70,2,0
3970,2014-02-08T00:45:00,0:05:00,56,NA,0.36
3984,2014-02-08T01:20:00,0:05:00,NA,0,NA
3992,2014-02-08T01:40:00,0:05:00,66.8,5,0
3994,2014-02-08T01:45:00,0:05:00,62,1,0
3996,2014-02-08T01:50:00,0:05:00,NA,0,0
3997,2014-02-08T01:55:00,0:05:00,62.5,4,0
4000,2014-02-08T02:00:00,0:05:00,NA,0,0
4001,2014-02-08T02:05:00,0:05:00,53,3,0
4004,2014-02-08T02:10:00,0:05:00,60.33,3,0.2
4006,2014-02-08T02:15:00,0:05:00,66,3,0.21
4008,2014-02-08T02:20:00,0:05:00,NA,0,0
4010,2014-02-08T02:25:00,0:05:00,60,2,0.14
4012,2014-02-08T02:30:00,0:05:00,64,4,0
4013,2014-02-08T02:35:00,0:05:00,NA,0,0
4015,2014-02-08T02:40:00,0:05:00,62.43,7,0.6
4017,2014-02-08T02:45:00,0:05:00,59,2,0.14
4020,2014-02-08T02:50:00,0:05:00,61.33,6,0.27
4021,2014-02-08T02:55:00,0:05:00,NA,0,0
4023,2014-02-08T03:00:00,0:05:00,NA,0,0
4026,2014-02-08T03:05:00,0:05:00,57,4,0.14
4027,2014-02-08T03:10:00,0:05:00,NA,0,0
4029,2014-02-08T03:15:00,0:05:00,61.55,11,0.92
4031,2014-02-08T03:20:00,0:05:00,62.67,6,0.4
4034,2014-02-08T03:25:00,0:05:00,64.2,5,0.14
4035,2014-02-08T03:30:00,0:05:00,62.33,6,0.44
4037,2014-02-08T03:35:00,0:05:00,59.53,17,1.93
4040,2014-02-08T03:40:00,0:05:00,59.94,16,1.53
4041,2014-02-08T03:45:00,0:05:00,62.5,4,0.14
4044,2014-02-08T03:50:00,0:05:00,64,2,0.11
4046,2014-02-08T03:55:00,0:05:00,64,3,0.14
4048,2014-02-08T04:00:00,0:05:00,63.33,6,0.33
4049,2014-02-08T04:05:00,0:05:00,64,6,0.5
4051,2014-02-08T04:10:00,0:05:00,65.16,19,1.27
4054,2014-02-08T04:15:00,0:05:00,64,15,0.86
4056,2014-02-08T04:20:00,0:05:00,62.57,14,0.87
4058,2014-02-08T04:25:00,0:05:00,63.67,21,1.5
4059,2014-02-08T04:30:00,0:05:00,62.12,41,2.87
4062,2014-02-08T04:35:00,0:05:00,63.53,47,3.93
4064,2014-02-08T04:40:00,0:05:00,65.18,66,4.6
4066,2014-02-08T04:45:00,0:05:00,61.9,39,3.14
4068,2014-02-08T04:50:00,0:05:00,65.44,25,1.67
4069,2014-02-08T04:55:00,0:05:00,68.95,21,1.07
4072,2014-02-08T05:00:00,0:05:00,62.76,41,2.73
4073,2014-02-08T05:05:00,0:05:00,63.11,38,2.93
4082,2014-02-08T05:25:00,0:05:00,60.06,NA,10.71
4096,2014-02-08T06:00:00,0:05:00,NA,158,14.4
4103,2014-02-08T06:20:00,0:05:00,30.43,95,26
4105,2014-02-08T06:25:00,0:05:00,23.69,136,32.36
4108,2014-02-08T06:30:00,0:05:00,39.04,106,23.55
4109,2014-02-08T06:35:00,0:05:00,31.75,110,26.25
4112,2014-02-08T06:40:00,0:05:00,26.3,149,30.67
4113,2014-02-08T06:45:00,0:05:00,20.27,108,34.93
4115,2014-02-08T06:50:00,0:05:00,22.85,131,33.67
4118,2014-02-08T06:55:00,0:05:00,18.41,111,38.93
4120,2014-02-08T07:00:00,0:05:00,26.6,140,28.87
4121,2014-02-08T07:05:00,0:05:00,41.47,146,20.5
4123,2014-02-08T07:10:00,0:05:00,29.26,133,31
4126,2014-02-08T07:15:00,0:05:00,30.03,69,24.38
4128,2014-02-08T07:20:00,0:05:00,23.63,137,32.53
4129,2014-02-08T07:25:00,0:05:00,22.19,115,33.43
4132,2014-02-08T07:30:00,0:05:00,33.69,141,22.53
4134,2014-02-08T07:35:00,0:05:00,27.9,147,30.71
4135,2014-02-08T07:40:00,0:05:00,27.82,119,26.73
4137,2014-02-08T07:45:00,0:05:00,21.16,135,36.29
4140,2014-02-08T07:50:00,0:05:00,23.64,133,33.87
4141,2014-02-08T07:55:00,0:05:00,28.73,121,27.93
4143,2014-02-08T08:00:00,0:05:00,25.78,126,31.53
4146,2014-02-08T08:05:00,0:05:00,22.78,117,29.43
4148,2014-02-08T08:10:00,0:05:00,20.53,129,35
4150,2014-02-08T08:15:00,0:05:00,31.81,134,27.07
4152,2014-02-08T08:20:00,0:05:00,41.47,130,19.27
4154,2014-02-08T08:25:00,0:05:00,50.57,132,14.57
4155,2014-02-08T08:30:00,0:05:00,51.39,75,12.11
4157,2014-02-08T08:35:00,0:05:00,49.32,135,14.64
4160,2014-02-08T08:40:00,0:05:00,49.87,106,15.09
4162,2014-02-08T08:45:00,0:05:00,49.79,116,14.92
4164,2014-02-08T08:50:00,0:05:00,50.17,140,15.6
4166,2014-02-08T08:55:00,0:05:00,49.64,140,16.36
4168,2014-02-08T09:00:00,0:05:00,49.36,140,14.53
4169,2014-02-08T09:05:00,0:05:00,51.16,126,15.71
4172,2014-02-08T09:10:00,0:05:00,50.69,144,14.67
4180,2014-02-08T09:30:00,0:05:00,NA,123,22.07
4188,2014-02-08T09:50:00,0:05:00,28.98,146,30.13
4189,2014-02-08T09:55:00,0:05:00,47.88,130,15.93
4192,2014-02-08T10:00:00,0:05:00,28.39,125,28.13
4194,2014-02-08T10:05:00,0:05:00,38.53,126,20.86
4196,2014-02-08T10:10:00,0:05:00,25.85,114,29.13
4198,2014-02-08T10:15:00,0:05:00,54.93,125,12.86
4200,2014-02-08T10:20:00,0:05:00,54.31,112,11.87
4208,2014-02-08T10:40:00,0:05:00,NA,74,10.67
4216,2014-02-08T11:00:00,0:05:00,59.3,100,9.8
4217,2014-02-08T11:05:00,0:05:00,58.25,48,12.17
4220,2014-02-08T11:10:00,0:05:00,59.87,128,10.93
4222,2014-02-08T11:15:00,0:05:00,59.12,95,11
4224,2014-02-08T11:20:00,0:05:00,60.69,108,10
4226,2014-02-08T11:25:00,0:05:00,59.83,77,9.42
4228,2014-02-08T11:30:00,0:05:00,58.85,101,9.21
4235,2014-02-08T11:50:00,0:05:00,60.43,51,NA
4244,2014-02-08T12:10:00,0:05:00,59.7,94,9
4246,2014-02-08T12:15:00,0:05:00,58.91,81,8.75
4248,2014-02-08T12:20:00,0:05:00,57.37,133,13.67
4250,2014-02-08T12:25:00,0:05:00,58.75,88,10.67
4252,2014-02-08T12:30:00,0:05:00,58.2,70,11.33
4253,2014-02-08T12:35:00,0:05:00,58.17,112,12
4255,2014-02-08T12:40:00,0:05:00,58.25,117,12.64
4258,2014-02-08T12:45:00,0:05:00,58.02,102,13.33
4259,2014-02-08T12:50:00,0:05:00,58.77,106,10.47
4261,2014-02-08T12:55:00,0:05:00,57.49,91,10.58
4263,2014-02-08T13:00:00,0:05:00,59.84,118,9.87
4265,2014-02-08T13:05:00,0:05:00,58.95,97,12.08
4267,2014-02-08T13:10:00,0:05:00,58.24,123,11.6
4269,2014-02-08T13:15:00,0:05:00,58.54,74,8.58
4277,2014-02-08T13:35:00,0:05:00,57.76,NA,12.08
4291,2014-02-08T14:10:00,0:05:00,57.92,124,NA
4299,2014-02-08T14:30:00,0:05:00,58.97,116,9.87
4301,2014-02-08T14:35:00,0:05:00,56.57,102,11.67
4303,2014-02-08T14:40:00,0:05:00,39.47,147,24.07
4306,2014-02-08T14:45:00,0:05:00,35.29,98,20.5
4308,2014-02-08T14:50:00,0:05:00,37.58,113,22.07
4309,2014-02-08T14:55:00,0:05:00,47.83,117,17.67
4312,2014-02-08T15:00:00,0:05:00,59.19,113,9.87
4320,2014-02-08T15:20:00,0:05:00,NA,110,12.15
4327,2014-02-08T15:40:00,0:05:00,56.59,155,13.87
4329,2014-02-08T15:45:00,0:05:00,55.09,133,15.42
4331,2014-02-08T15:50:00,0:05:00,58.05,147,13.4
4334,2014-02-08T15:55:00,0:05:00,56.97,119,13.83
4336,2014-02-08T16:00:00,0:05:00,57.34,149,13.67
4338,2014-02-08T16:05:00,0:05:00,55.73,131,15.17
4340,2014-02-08T16:10:00,0:05:00,53.89,76,13.75
4347,2014-02-08T16:30:00,0:05:00,58,110,NA
4355,2014-02-08T16:50:00,0:05:00,56.48,132,13.13
4357,2014-02-08T16:55:00,0:05:00,59.33,86,9.17
4360,2014-02-08T17:00:00,0:05:00,56.04,158,14.4
4362,2014-02-08T17:05:00,0:05:00,56.4,113,12.5
4363,2014-02-08T17:10:00,0:05:00,56.16,148,13.6
