,starttime,resolution,speed,volume,occupancy
13446,2011-03-24T11:40:00-07:00,0:05:00,39.35,43,19
13448,2011-03-24T11:45:00-07:00,0:05:00,54.77,109,15.18
13450,2011-03-24T11:50:00-07:00,0:05:00,25.96,93,32
13452,2011-03-24T11:55:00-07:00,0:05:00,22.43,129,34.07
13454,2011-03-24T12:00:00-07:00,0:05:00,33.11,151,29.07
13456,2011-03-24T12:05:00-07:00,0:05:00,30.99,71,23.11
13458,2011-03-24T12:10:00-07:00,0:05:00,17,15,33.33
13460,2011-03-24T12:15:00-07:00,0:05:00,12.78,49,25.82
13462,2011-03-24T12:20:00-07:00,0:05:00,11.01,76,48.42
13464,2011-03-24T12:25:00-07:00,0:05:00,NA,0,0
13466,2011-03-24T12:30:00-07:00,0:05:00,19,6,1.75
13469,2011-03-24T12:35:00-07:00,0:05:00,36.74,65,26.89
13470,2011-03-24T12:40:00-07:00,0:05:00,37.74,139,29.29
13472,2011-03-24T12:45:00-07:00,0:05:00,54.31,70,16.67
13474,2011-03-24T12:50:00-07:00,0:05:00,27.78,126,33.71
13477,2011-03-24T12:55:00-07:00,0:05:00,52.76,68,16.33
13478,2011-03-24T13:00:00-07:00,0:05:00,56.49,35,18.33
13480,2011-03-24T13:05:00-07:00,0:05:00,55.43,135,16.64
13482,2011-03-24T13:10:00-07:00,0:05:00,26.25,96,31.17
13484,2011-03-24T13:15:00-07:00,0:05:00,36.74,91,28.78
13486,2011-03-24T13:20:00-07:00,0:05:00,54.6,111,17.56
13488,2011-03-24T13:25:00-07:00,0:05:00,52.07,100,17.11
13490,2011-03-24T13:30:00-07:00,0:05:00,60.16,138,13.21
13492,2011-03-24T13:35:00-07:00,0:05:00,62.33,66,13.83
13494,2011-03-24T13:40:00-07:00,0:05:00,23.33,51,44.83
13496,2011-03-24T13:45:00-07:00,0:05:00,32.72,95,28.18
13498,2011-03-24T13:50:00-07:00,0:05:00,36.21,121,28.07
13500,2011-03-24T13:55:00-07:00,0:05:00,45.83,115,21.09
13502,2011-03-24T14:00:00-07:00,0:05:00,24.31,52,42.13
13505,2011-03-24T14:05:00-07:00,0:05:00,22.4,107,39.27
13506,2011-03-24T14:10:00-07:00,0:05:00,30.16,97,31.17
13508,2011-03-24T14:15:00-07:00,0:05:00,27.9,49,38
13510,2011-03-24T14:20:00-07:00,0:05:00,36.09,91,30
13513,2011-03-24T14:25:00-07:00,0:05:00,52.37,70,17.83
13514,2011-03-24T14:30:00-07:00,0:05:00,25.84,83,36.5
13516,2011-03-24T14:35:00-07:00,0:05:00,44.1,119,20.09
13518,2011-03-24T14:40:00-07:00,0:05:00,61.34,99,15.63
13520,2011-03-24T14:45:00-07:00,0:05:00,61.62,122,14
13522,2011-03-24T14:50:00-07:00,0:05:00,61.93,73,11.88
13524,2011-03-24T14:55:00-07:00,0:05:00,63.95,60,12.17
13526,2011-03-24T15:00:00-07:00,0:05:00,58.55,157,14.93
13528,2011-03-24T15:05:00-07:00,0:05:00,60.77,105,15
13530,2011-03-24T15:10:00-07:00,0:05:00,57.89,87,14.38
13532,2011-03-24T15:15:00-07:00,0:05:00,55.14,87,14
13534,2011-03-24T15:20:00-07:00,0:05:00,41.49,76,21.5
13536,2011-03-24T15:25:00-07:00,0:05:00,17.96,76,46.67
13538,2011-03-24T15:30:00-07:00,0:05:00,39.1,147,29.36
13540,2011-03-24T15:35:00-07:00,0:05:00,59.65,66,14.33
13542,2011-03-24T15:40:00-07:00,0:05:00,56.91,90,17.75
13544,2011-03-24T15:45:00-07:00,0:05:00,55.47,100,15.56
13547,2011-03-24T15:50:00-07:00,0:05:00,56.01,85,12.56
13548,2011-03-24T15:55:00-07:00,0:05:00,58.77,86,11.56
13550,2011-03-24T16:00:00-07:00,0:05:00,60.79,84,11.56
13552,2011-03-24T16:05:00-07:00,0:05:00,55.2,118,14.36
13554,2011-03-24T16:10:00-07:00,0:05:00,55.72,153,16.21
13556,2011-03-24T16:15:00-07:00,0:05:00,55.89,99,12.64
13558,2011-03-24T16:20:00-07:00,0:05:00,57.02,114,12.25
13560,2011-03-24T16:25:00-07:00,0:05:00,62.1,58,11
13562,2011-03-24T16:30:00-07:00,0:05:00,60.09,68,11
13564,2011-03-24T16:35:00-07:00,0:05:00,58.1,79,11.11
13566,2011-03-24T16:40:00-07:00,0:05:00,57.23,103,15.44
13568,2011-03-24T16:45:00-07:00,0:05:00,59.02,121,14.73
13571,2011-03-24T16:50:00-07:00,0:05:00,59.78,83,12.88
13572,2011-03-24T16:55:00-07:00,0:05:00,59.21,106,13.09
13575,2011-03-24T17:00:00-07:00,0:05:00,58.49,79,13.75
13577,2011-03-24T17:05:00-07:00,0:05:00,59.63,131,14.91
13578,2011-03-24T17:10:00-07:00,0:05:00,59.8,155,13.71
13580,2011-03-24T17:15:00-07:00,0:05:00,57.26,113,14.5
13583,2011-03-24T17:20:00-07:00,0:05:00,60.07,147,13.36
13584,2011-03-24T17:25:00-07:00,0:05:00,61.12,98,13.56
13586,2011-03-24T17:30:00-07:00,0:05:00,62.32,103,14.11
13588,2011-03-24T17:35:00-07:00,0:05:00,61.39,112,12.36
13590,2011-03-24T17:40:00-07:00,0:05:00,56.02,135,14.67
13592,2011-03-24T17:45:00-07:00,0:05:00,60.2,60,13.67
13594,2011-03-24T17:50:00-07:00,0:05:00,61.84,70,12.29
13596,2011-03-24T17:55:00-07:00,0:05:00,61.57,46,11.8
13598,2011-03-24T18:00:00-07:00,0:05:00,56.34,121,13.75
13600,2011-03-24T18:05:00-07:00,0:05:00,61.76,50,10.33
13602,2011-03-24T18:10:00-07:00,0:05:00,61.2,80,13.75
13604,2011-03-24T18:15:00-07:00,0:05:00,63.6,101,10.45
13607,2011-03-24T18:20:00-07:00,0:05:00,62,89,13.25
13608,2011-03-24T18:25:00-07:00,0:05:00,61.33,57,8.44
13610,2011-03-24T18:30:00-07:00,0:05:00,59.73,110,9.86
13612,2011-03-24T18:35:00-07:00,0:05:00,58.94,66,9.33
13615,2011-03-24T18:40:00-07:00,0:05:00,59.51,41,6.25
13616,2011-03-24T18:45:00-07:00,0:05:00,57.18,77,11
13618,2011-03-24T18:50:00-07:00,0:05:00,53.27,104,11.29
13620,2011-03-24T18:55:00-07:00,0:05:00,55.5,40,9.33
13622,2011-03-24T19:00:00-07:00,0:05:00,55.54,52,7.89
13624,2011-03-24T19:05:00-07:00,0:05:00,51.58,76,10.09
13626,2011-03-24T19:10:00-07:00,0:05:00,52.76,87,10.42
13628,2011-03-24T19:15:00-07:00,0:05:00,49.8,30,8.33
13630,2011-03-24T19:20:00-07:00,0:05:00,52.61,56,10
13632,2011-03-24T19:25:00-07:00,0:05:00,54.59,54,8.89
13634,2011-03-24T19:30:00-07:00,0:05:00,56.55,62,10
13636,2011-03-24T19:35:00-07:00,0:05:00,57.26,80,10.36
13639,2011-03-24T19:40:00-07:00,0:05:00,60.8,55,5.42
13641,2011-03-24T19:45:00-07:00,0:05:00,58.43,30,6.5
13642,2011-03-24T19:50:00-07:00,0:05:00,55.44,59,9.88
13644,2011-03-24T19:55:00-07:00,0:05:00,60.6,47,6.22
13646,2011-03-24T20:00:00-07:00,0:05:00,58.74,62,5.29
13649,2011-03-24T20:05:00-07:00,0:05:00,57.97,29,6
13650,2011-03-24T20:10:00-07:00,0:05:00,58.04,50,5.33
13652,2011-03-24T20:15:00-07:00,0:05:00,59.43,30,3.36
13654,2011-03-24T20:20:00-07:00,0:05:00,62.64,47,4
13656,2011-03-24T20:25:00-07:00,0:05:00,62.47,36,3.73
13658,2011-03-24T20:30:00-07:00,0:05:00,59.98,58,6.08
13660,2011-03-24T20:35:00-07:00,0:05:00,60.55,31,4.33
13662,2011-03-24T20:40:00-07:00,0:05:00,61.56,32,3.56
13664,2011-03-24T20:45:00-07:00,0:05:00,61.55,40,4.36
13666,2011-03-24T20:50:00-07:00,0:05:00,61.9,42,4.17
13668,2011-03-24T20:55:00-07:00,0:05:00,61.83,35,4.56
13670,2011-03-24T21:00:00-07:00,0:05:00,62.6,25,3.11
13673,2011-03-24T21:05:00-07:00,0:05:00,60.54,39,5.22
13674,2011-03-24T21:10:00-07:00,0:05:00,59.93,27,3
13676,2011-03-24T21:15:00-07:00,0:05:00,61.27,30,3.18
13678,2011-03-24T21:20:00-07:00,0:05:00,61.09,23,3.38
13681,2011-03-24T21:25:00-07:00,0:05:00,59.49,37,3.82
13682,2011-03-24T21:30:00-07:00,0:05:00,62.97,30,3.67
13684,2011-03-24T21:35:00-07:00,0:05:00,60.75,24,2
13686,2011-03-24T21:40:00-07:00,0:05:00,59.94,16,3.86
13688,2011-03-24T21:45:00-07:00,0:05:00,58.57,28,3.55
13690,2011-03-24T21:50:00-07:00,0:05:00,60.79,39,6
13692,2011-03-24T21:55:00-07:00,0:05:00,61.41,37,3.73
13694,2011-03-24T22:00:00-07:00,0:05:00,63.06,17,2
13696,2011-03-24T22:05:00-07:00,0:05:00,60.72,18,2.33
13698,2011-03-24T22:10:00-07:00,0:05:00,62.68,50,3.86
13701,2011-03-24T22:15:00-07:00,0:05:00,60.92,24,2.36
13703,2011-03-24T22:20:00-07:00,0:05:00,63.71,14,1
13705,2011-03-24T22:25:00-07:00,0:05:00,61,16,3
13707,2011-03-24T22:30:00-07:00,0:05:00,63.15,26,1.86
13709,2011-03-24T22:35:00-07:00,0:05:00,61.06,17,1.1
13710,2011-03-24T22:40:00-07:00,0:05:00,66.26,27,1.79
13712,2011-03-24T22:45:00-07:00,0:05:00,63.5,8,0.7
13714,2011-03-24T22:50:00-07:00,0:05:00,61.4,30,2.07
13716,2011-03-24T22:55:00-07:00,0:05:00,51,2,0.5
13718,2011-03-24T23:00:00-07:00,0:05:00,65,4,0.33
13720,2011-03-24T23:05:00-07:00,0:05:00,61,15,1.27
13722,2011-03-24T23:10:00-07:00,0:05:00,59.75,4,0.25
13724,2011-03-24T23:15:00-07:00,0:05:00,60.11,9,1
13726,2011-03-24T23:20:00-07:00,0:05:00,63.25,8,0.56
13728,2011-03-24T23:25:00-07:00,0:05:00,68,8,0.78
13730,2011-03-24T23:30:00-07:00,0:05:00,62,10,0.5
13732,2011-03-24T23:35:00-07:00,0:05:00,62.33,3,0
13734,2011-03-24T23:40:00-07:00,0:05:00,60.17,6,0.86
13736,2011-03-24T23:45:00-07:00,0:05:00,66.23,13,0.91
13738,2011-03-24T23:50:00-07:00,0:05:00,71.5,6,0.29
13741,2011-03-24T23:55:00-07:00,0:05:00,64,7,0.4
13742,2011-03-25T00:00:00-07:00,0:05:00,57.86,7,1
13745,2011-03-25T00:05:00-07:00,0:05:00,63.71,7,0.67
13747,2011-03-25T00:10:00-07:00,0:05:00,60.75,8,1.44
13748,2011-03-25T00:15:00-07:00,0:05:00,63,2,0
13751,2011-03-25T00:20:00-07:00,0:05:00,59.56,9,0.17
13753,2011-03-25T00:25:00-07:00,0:05:00,62.5,2,0
13755,2011-03-25T00:30:00-07:00,0:05:00,63.4,5,0.36
13757,2011-03-25T00:35:00-07:00,0:05:00,62.67,6,0.55
13758,2011-03-25T00:40:00-07:00,0:05:00,0,1,0
13760,2011-03-25T00:45:00-07:00,0:05:00,NA,0,0
13762,2011-03-25T00:50:00-07:00,0:05:00,61.67,6,0.33
13765,2011-03-25T00:55:00-07:00,0:05:00,62,2,0.18
13766,2011-03-25T01:00:00-07:00,0:05:00,60.91,11,0.36
13768,2011-03-25T01:05:00-07:00,0:05:00,62,2,0.33
13770,2011-03-25T01:10:00-07:00,0:05:00,63,3,0.38
13773,2011-03-25T01:15:00-07:00,0:05:00,68.75,8,0.55
13775,2011-03-25T01:20:00-07:00,0:05:00,60,2,0.33
13776,2011-03-25T01:25:00-07:00,0:05:00,64.33,3,0.09
13778,2011-03-25T01:30:00-07:00,0:05:00,65.4,10,0.33
13780,2011-03-25T01:35:00-07:00,0:05:00,NA,0,0
13782,2011-03-25T01:40:00-07:00,0:05:00,NA,0,0
13784,2011-03-25T01:45:00-07:00,0:05:00,57,2,0.18
13786,2011-03-25T01:50:00-07:00,0:05:00,64.33,3,0.08
13788,2011-03-25T01:55:00-07:00,0:05:00,62,3,0.27
13790,2011-03-25T02:00:00-07:00,0:05:00,NA,0,0
13792,2011-03-25T02:05:00-07:00,0:05:00,57.33,3,0.91
13794,2011-03-25T02:10:00-07:00,0:05:00,56,1,0.13
13796,2011-03-25T02:15:00-07:00,0:05:00,65,4,0.11
13798,2011-03-25T02:20:00-07:00,0:05:00,58,2,0.89
13800,2011-03-25T02:25:00-07:00,0:05:00,71.5,8,1.09
13802,2011-03-25T02:30:00-07:00,0:05:00,NA,0,0
13805,2011-03-25T02:35:00-07:00,0:05:00,54.9,10,3.11
13806,2011-03-25T02:40:00-07:00,0:05:00,60,2,0
13808,2011-03-25T02:45:00-07:00,0:05:00,60,3,0
13811,2011-03-25T02:50:00-07:00,0:05:00,71,1,0.13
13812,2011-03-25T02:55:00-07:00,0:05:00,65,4,0.36
13814,2011-03-25T03:00:00-07:00,0:05:00,NA,0,0
13817,2011-03-25T03:05:00-07:00,0:05:00,59,2,0
13818,2011-03-25T03:10:00-07:00,0:05:00,59.75,4,0.44
13820,2011-03-25T03:15:00-07:00,0:05:00,NA,0,0
13822,2011-03-25T03:20:00-07:00,0:05:00,56.33,3,1.38
13824,2011-03-25T03:25:00-07:00,0:05:00,NA,0,0
13826,2011-03-25T03:30:00-07:00,0:05:00,NA,NA,NA
13828,2011-03-25T03:35:00-07:00,0:05:00,NA,NA,NA
13830,2011-03-25T03:40:00-07:00,0:05:00,NA,NA,NA
13832,2011-03-25T03:45:00-07:00,0:05:00,NA,NA,NA
13834,2011-03-25T03:50:00-07:00,0:05:00,NA,NA,NA
13837,2011-03-25T03:55:00-07:00,0:05:00,NA,NA,NA
13839,2011-03-25T04:00:00-07:00,0:05:00,NA,NA,NA
13840,2011-03-25T04:05:00-07:00,0:05:00,NA,NA,NA
13843,2011-03-25T04:10:00-07:00,0:05:00,NA,NA,NA
13845,2011-03-25T04:15:00-07:00,0:05:00,NA,NA,NA
13846,2011-03-25T04:20:00-07:00,0:05:00,NA,NA,NA
13848,2011-03-25T04:25:00-07:00,0:05:00,NA,NA,NA
13850,2011-03-25T04:30:00-07:00,0:05:00,NA,NA,NA
13852,2011-03-25T04:35:00-07:00,0:05:00,NA,NA,NA
13855,2011-03-25T04:40:00-07:00,0:05:00,NA,NA,NA
13856,2011-03-25T04:45:00-07:00,0:05:00,NA,NA,NA
13858,2011-03-25T04:50:00-07:00,0:05:00,NA,NA,NA
13860,2011-03-25T04:55:00-07:00,0:05:00,NA,NA,NA
13862,2011-03-25T05:00:00-07:00,0:05:00,NA,NA,NA
13864,2011-03-25T05:05:00-07:00,0:05:00,NA,NA,NA
13866,2011-03-25T05:10:00-07:00,0:05:00,NA,NA,NA
13868,2011-03-25T05:15:00-07:00,0:05:00,NA,NA,NA
13870,2011-03-25T05:20:00-07:00,0:05:00,NA,NA,NA
13872,2011-03-25T05:25:00-07:00,0:05:00,NA,NA,NA
13874,2011-03-25T05:30:00-07:00,0:05:00,NA,NA,NA
13877,2011-03-25T05:35:00-07:00,0:05:00,NA,NA,NA
13878,2011-03-25T05:40:00-07:00,0:05:00,NA,NA,NA
13880,2011-03-25T05:45:00-07:00,0:05:00,NA,NA,NA
13883,2011-03-25T05:50:00-07:00,0:05:00,NA,NA,NA
13884,2011-03-25T05:55:00-07:00,0:05:00,NA,NA,NA
13886,2011-03-25T06:00:00-07:00,0:05:00,NA,NA,NA
13888,2011-03-25T06:05:00-07:00,0:05:00,NA,NA,NA
13890,2011-03-25T06:10:00-07:00,0:05:00,NA,NA,NA
13892,2011-03-25T06:15:00-07:00,0:05:00,NA,NA,NA
13894,2011-03-25T06:20:00-07:00,0:05:00,NA,NA,NA
13896,2011-03-25T06:25:00-07:00,0:05:00,NA,NA,NA
13898,2011-03-25T06:30:00-07:00,0:05:00,NA,NA,NA
13900,2011-03-25T06:35:00-07:00,0:05:00,NA,NA,NA
13902,2011-03-25T06:40:00-07:00,0:05:00,NA,NA,NA
13904,2011-03-25T06:45:00-07:00,0:05:00,NA,NA,NA
13907,2011-03-25T06:50:00-07:00,0:05:00,NA,NA,NA
13908,2011-03-25T06:55:00-07:00,0:05:00,NA,NA,NA
13910,2011-03-25T07:00:00-07:00,0:05:00,NA,NA,NA
13912,2011-03-25T07:05:00-07:00,0:05:00,NA,NA,NA
13914,2011-03-25T07:10:00-07:00,0:05:00,NA,NA,NA
13916,2011-03-25T07:15:00-07:00,0:05:00,NA,NA,NA
13918,2011-03-25T07:20:00-07:00,0:05:00,NA,NA,NA
13920,2011-03-25T07:25:00-07:00,0:05:00,NA,NA,NA
13922,2011-03-25T07:30:00-07:00,0:05:00,NA,NA,NA
13924,2011-03-25T07:35:00-07:00,0:05:00,NA,NA,NA
13926,2011-03-25T07:40:00-07:00,0:05:00,NA,NA,NA
13928,2011-03-25T07:45:00-07:00,0:05:00,NA,NA,NA
13930,2011-03-25T07:50:00-07:00,0:05:00,NA,NA,NA
13932,2011-03-25T07:55:00-07:00,0:05:00,NA,NA,NA
13934,2011-03-25T08:00:00-07:00,0:05:00,NA,NA,NA
13936,2011-03-25T08:05:00-07:00,0:05:00,NA,NA,NA
13939,2011-03-25T08:10:00-07:00,0:05:00,NA,NA,NA
13941,2011-03-25T08:15:00-07:00,0:05:00,NA,NA,NA
13942,2011-03-25T08:20:00-07:00,0:05:00,NA,NA,NA
13944,2011-03-25T08:25:00-07:00,0:05:00,NA,NA,NA
13947,2011-03-25T08:30:00-07:00,0:05:00,NA,NA,NA
13948,2011-03-25T08:35:00-07:00,0:05:00,NA,NA,NA
13950,2011-03-25T08:40:00-07:00,0:05:00,NA,NA,NA
13952,2011-03-25T08:45:00-07:00,0:05:00,NA,NA,NA
13954,2011-03-25T08:50:00-07:00,0:05:00,NA,NA,NA
13956,2011-03-25T08:55:00-07:00,0:05:00,NA,NA,NA
13958,2011-03-25T09:00:00-07:00,0:05:00,NA,NA,NA
13960,2011-03-25T09:05:00-07:00,0:05:00,NA,NA,NA
13962,2011-03-25T09:10:00-07:00,0:05:00,NA,NA,NA
13964,2011-03-25T09:15:00-07:00,0:05:00,NA,NA,NA
13967,2011-03-25T09:20:00-07:00,0:05:00,NA,NA,NA
13969,2011-03-25T09:25:00-07:00,0:05:00,NA,NA,NA
13971,2011-03-25T09:30:00-07:00,0:05:00,NA,NA,NA
13972,2011-03-25T09:35:00-07:00,0:05:00,NA,NA,NA
13974,2011-03-25T09:40:00-07:00,0:05:00,NA,NA,NA
13976,2011-03-25T09:45:00-07:00,0:05:00,NA,NA,NA
13978,2011-03-25T09:50:00-07:00,0:05:00,NA,NA,NA
13980,2011-03-25T09:55:00-07:00,0:05:00,NA,NA,NA
13982,2011-03-25T10:00:00-07:00,0:05:00,NA,NA,NA
13984,2011-03-25T10:05:00-07:00,0:05:00,NA,NA,NA
13986,2011-03-25T10:10:00-07:00,0:05:00,NA,NA,NA
13988,2011-03-25T10:15:00-07:00,0:05:00,NA,NA,NA
13990,2011-03-25T10:20:00-07:00,0:05:00,NA,NA,NA
13992,2011-03-25T10:25:00-07:00,0:05:00,NA,NA,NA
13994,2011-03-25T10:30:00-07:00,0:05:00,NA,NA,NA
13996,2011-03-25T10:35:00-07:00,0:05:00,NA,NA,NA
13998,2011-03-25T10:40:00-07:00,0:05:00,NA,NA,NA
14000,2011-03-25T10:45:00-07:00,0:05:00,NA,NA,NA
14002,2011-03-25T10:50:00-07:00,0:05:00,NA,NA,NA
14005,2011-03-25T10:55:00-07:00,0:05:00,NA,NA,NA
14006,2011-03-25T11:00:00-07:00,0:05:00,NA,NA,NA
14008,2011-03-25T11:05:00-07:00,0:05:00,NA,NA,NA
14010,2011-03-25T11:10:00-07:00,0:05:00,NA,NA,NA
14013,2011-03-25T11:15:00-07:00,0:05:00,NA,NA,NA
14014,2011-03-25T11:20:00-07:00,0:05:00,NA,NA,NA
14016,2011-03-25T11:25:00-07:00,0:05:00,NA,NA,NA
14018,2011-03-25T11:30:00-07:00,0:05:00,NA,NA,NA
14020,2011-03-25T11:35:00-07:00,0:05:00,NA,NA,NA
14022,2011-03-25T11:40:00-07:00,0:05:00,NA,NA,NA
14024,2011-03-25T11:45:00-07:00,0:05:00,NA,NA,NA
14026,2011-03-25T11:50:00-07:00,0:05:00,NA,NA,NA
14028,2011-03-25T11:55:00-07:00,0:05:00,NA,NA,NA
14030,2011-03-25T12:00:00-07:00,0:05:00,NA,NA,NA
14032,2011-03-25T12:05:00-07:00,0:05:00,NA,NA,NA
14034,2011-03-25T12:10:00-07:00,0:05:00,NA,NA,NA
14036,2011-03-25T12:15:00-07:00,0:05:00,NA,NA,NA
14038,2011-03-25T12:20:00-07:00,0:05:00,NA,NA,NA
14041,2011-03-25T12:25:00-07:00,0:05:00,NA,NA,NA
14042,2011-03-25T12:30:00-07:00,0:05:00,NA,NA,NA
14044,2011-03-25T12:35:00-07:00,0:05:00,NA,NA,NA
14046,2011-03-25T12:40:00-07:00,0:05:00,NA,NA,NA
14049,2011-03-25T12:45:00-07:00,0:05:00,NA,NA,NA
14050,2011-03-25T12:50:00-07:00,0:05:00,NA,NA,NA
14052,2011-03-25T12:55:00-07:00,0:05:00,NA,NA,NA
14054,2011-03-25T13:00:00-07:00,0:05:00,NA,NA,NA
14056,2011-03-25T13:05:00-07:00,0:05:00,NA,NA,NA
14058,2011-03-25T13:10:00-07:00,0:05:00,NA,NA,NA
14060,2011-03-25T13:15:00-07:00,0:05:00,NA,NA,NA
14062,2011-03-25T13:20:00-07:00,0:05:00,NA,NA,NA
14064,2011-03-25T13:25:00-07:00,0:05:00,NA,NA,NA
14066,2011-03-25T13:30:00-07:00,0:05:00,NA,NA,NA
14068,2011-03-25T13:35:00-07:00,0:05:00,NA,NA,NA
14070,2011-03-25T13:40:00-07:00,0:05:00,NA,NA,NA
14072,2011-03-25T13:45:00-07:00,0:05:00,NA,NA,NA
14074,2011-03-25T13:50:00-07:00,0:05:00,NA,NA,NA
14076,2011-03-25T13:55:00-07:00,0:05:00,NA,NA,NA
14078,2011-03-25T14:00:00-07:00,0:05:00,NA,NA,NA
14080,2011-03-25T14:05:00-07:00,0:05:00,NA,NA,NA
14083,2011-03-25T14:10:00-07:00,0:05:00,NA,NA,NA
14084,2011-03-25T14:15:00-07:00,0:05:00,NA,NA,NA
14086,2011-03-25T14:20:00-07:00,0:05:00,NA,NA,NA
14088,2011-03-25T14:25:00-07:00,0:05:00,NA,NA,NA
14090,2011-03-25T14:30:00-07:00,0:05:00,NA,NA,NA
14092,2011-03-25T14:35:00-07:00,0:05:00,NA,NA,NA
14094,2011-03-25T14:40:00-07:00,0:05:00,NA,NA,NA
14096,2011-03-25T14:45:00-07:00,0:05:00,NA,NA,NA
14098,2011-03-25T14:50:00-07:00,0:05:00,NA,NA,NA
14100,2011-03-25T14:55:00-07:00,0:05:00,NA,NA,NA
14102,2011-03-25T15:00:00-07:00,0:05:00,NA,NA,NA
14104,2011-03-25T15:05:00-07:00,0:05:00,NA,NA,NA
14107,2011-03-25T15:10:00-07:00,0:05:00,NA,NA,NA
14108,2011-03-25T15:15:00-07:00,0:05:00,NA,NA,NA
14111,2011-03-25T15:20:00-07:00,0:05:00,NA,NA,NA
14113,2011-03-25T15:25:00-07:00,0:05:00,NA,NA,NA
14114,2011-03-25T15:30:00-07:00,0:05:00,NA,NA,NA
14116,2011-03-25T15:35:00-07:00,0:05:00,NA,NA,NA
14119,2011-03-25T15:40:00-07:00,0:05:00,NA,NA,NA
14120,2011-03-25T15:45:00-07:00,0:05:00,NA,NA,NA
14122,2011-03-25T15:50:00-07:00,0:05:00,NA,NA,NA
14124,2011-03-25T15:55:00-07:00,0:05:00,NA,NA,NA
14126,2011-03-25T16:00:00-07:00,0:05:00,NA,NA,NA
14128,2011-03-25T16:05:00-07:00,0:05:00,NA,NA,NA
14130,2011-03-25T16:10:00-07:00,0:05:00,NA,NA,NA
14132,2011-03-25T16:15:00-07:00,0:05:00,NA,NA,NA
14134,2011-03-25T16:20:00-07:00,0:05:00,NA,NA,NA
14136,2011-03-25T16:25:00-07:00,0:05:00,NA,NA,NA
14138,2011-03-25T16:30:00-07:00,0:05:00,NA,NA,NA
14140,2011-03-25T16:35:00-07:00,0:05:00,NA,NA,NA
14143,2011-03-25T16:40:00-07:00,0:05:00,NA,NA,NA
14144,2011-03-25T16:45:00-07:00,0:05:00,NA,NA,NA
14146,2011-03-25T16:50:00-07:00,0:05:00,NA,NA,NA
14148,2011-03-25T16:55:00-07:00,0:05:00,NA,NA,NA
14151,2011-03-25T17:00:00-07:00,0:05:00,NA,NA,NA
14152,2011-03-25T17:05:00-07:00,0:05:00,NA,NA,NA
14154,2011-03-25T17:10:00-07:00,0:05:00,NA,NA,NA
14156,2011-03-25T17:15:00-07:00,0:05:00,NA,NA,NA
14158,2011-03-25T17:20:00-07:00,0:05:00,NA,NA,NA
14160,2011-03-25T17:25:00-07:00,0:05:00,NA,NA,NA
14162,2011-03-25T17:30:00-07:00,0:05:00,NA,NA,NA
14164,2011-03-25T17:35:00-07:00,0:05:00,NA,NA,NA
14166,2011-03-25T17:40:00-07:00,0:05:00,NA,NA,NA
14168,2011-03-25T17:45:00-07:00,0:05:00,NA,NA,NA
14170,2011-03-25T17:50:00-07:00,0:05:00,NA,NA,NA
14172,2011-03-25T17:55:00-07:00,0:05:00,NA,NA,NA
14175,2011-03-25T18:00:00-07:00,0:05:00,NA,NA,NA
14177,2011-03-25T18:05:00-07:00,0:05:00,NA,NA,NA
14178,2011-03-25T18:10:00-07:00,0:05:00,NA,NA,NA
14180,2011-03-25T18:15:00-07:00,0:05:00,NA,NA,NA
14182,2011-03-25T18:20:00-07:00,0:05:00,NA,NA,NA
14185,2011-03-25T18:25:00-07:00,0:05:00,NA,NA,NA
14186,2011-03-25T18:30:00-07:00,0:05:00,NA,NA,NA
14188,2011-03-25T18:35:00-07:00,0:05:00,NA,NA,NA
14190,2011-03-25T18:40:00-07:00,0:05:00,NA,NA,NA
14192,2011-03-25T18:45:00-07:00,0:05:00,NA,NA,NA
14194,2011-03-25T18:50:00-07:00,0:05:00,NA,NA,NA
14196,2011-03-25T18:55:00-07:00,0:05:00,NA,NA,NA
14198,2011-03-25T19:00:00-07:00,0:05:00,NA,NA,NA
14200,2011-03-25T19:05:00-07:00,0:05:00,NA,NA,NA
14202,2011-03-25T19:10:00-07:00,0:05:00,NA,NA,NA
14204,2011-03-25T19:15:00-07:00,0:05:00,NA,NA,NA
14206,2011-03-25T19:20:00-07:00,0:05:00,NA,NA,NA
14209,2011-03-25T19:25:00-07:00,0:05:00,NA,NA,NA
14210,2011-03-25T19:30:00-07:00,0:05:00,NA,NA,NA
14212,2011-03-25T19:35:00-07:00,0:05:00,NA,NA,NA
14214,2011-03-25T19:40:00-07:00,0:05:00,NA,NA,NA
14217,2011-03-25T19:45:00-07:00,0:05:00,NA,NA,NA
14218,2011-03-25T19:50:00-07:00,0:05:00,NA,NA,NA
14220,2011-03-25T19:55:00-07:00,0:05:00,NA,NA,NA
14222,2011-03-25T20:00:00-07:00,0:05:00,NA,NA,NA
14224,2011-03-25T20:05:00-07:00,0:05:00,NA,NA,NA
14226,2011-03-25T20:10:00-07:00,0:05:00,NA,NA,NA
14228,2011-03-25T20:15:00-07:00,0:05:00,NA,NA,NA
14230,2011-03-25T20:20:00-07:00,0:05:00,NA,NA,NA
14232,2011-03-25T20:25:00-07:00,0:05:00,NA,NA,NA
14234,2011-03-25T20:30:00-07:00,0:05:00,NA,NA,NA
14237,2011-03-25T20:35:00-07:00,0:05:00,NA,NA,NA
14238,2011-03-25T20:40:00-07:00,0:05:00,NA,NA,NA
