AC,CAL,GR,K,RD,SP,Core Lithology
0.183597666,0.11663277,0.073891138,0.284477552,0.017433478,0.795155947,3
0.197389881,0.048943319,0.151194305,0.358767868,0.017943757,0.383726957,3
0.191255817,0.047219029,0.149003304,0.364606402,0.019624717,0.386594627,3
0.224603501,0.142320276,0.103616103,0.244413127,0.008866864,0.39203137,3
0.01555513,0.131488195,0.03913562,0.263338031,0.684769558,0.30853653,6
0.237518973,0.488239455,0.079033905,0.205556674,0.007163623,0.374447875,3
0.025004478,0.032761517,0.009749195,0.022750151,0.066589327,0.544705233,5
0.078558118,0.218542754,0.014403171,0.089591303,0.263389513,0.26189886,5
0.165041496,0.18945088,0.099650619,0.290517415,0.012957127,0.390622887,3
0.155950387,0.066893625,0.109616632,0.241997181,0.031793232,0.133203002,3
0.210757865,0.071535945,0.096727382,0.321522046,0.01203154,0.398262496,3
0.24167015,0.252674861,0.096518172,0.197906181,0.013217928,0.387929869,2
0.067248439,0.090105226,0.026421346,0.063217234,0.091513708,0.435395727,5
0.054886039,0.10460695,0.01931961,0.046909603,0.097577145,0.469357056,5
0.140964041,0.018171368,0.14216213,0.339238977,0.028195715,0.439818362,2
0.074221536,0.220134406,0.014751221,0.081940809,0.32614609,0.257149457,5
0.251584581,0.225439915,0.069029854,0.257298168,0.065992846,0.385090368,2
0.030789729,0.065876735,0.018724312,0.123615865,0.271972929,0.303573038,6
0.192481373,0.31948006,0.100145116,0.3191061,0.007452914,0.37565917,3
0.234813323,0.074675038,0.150640849,0.462250856,0.007927762,0.413958624,3
0.30422691,0.398841631,0.098294557,0.284276223,0.007519028,0.384008654,2
0.246421535,0.573613936,0.074556807,0.234749346,0.005360663,0.373242214,3
0.229955094,0.365284287,0.073516462,0.215421784,0.010549651,0.376864831,2
0.168193374,0.166592979,0.186573651,0.443728609,0.021836776,0.130600126,1
0.210563033,0.049562296,0.147711906,0.376283471,0.015696632,0.379698697,3
0.1440405,0.07626669,0.086763271,0.275619086,0.014150456,0.140476405,3
0.199577026,0.256875055,0.094842588,0.238171935,0.011558519,0.381946635,2
0.216536831,0.12092139,0.047810235,0.135494262,0.026792358,0.359123586,1
0.203222269,0.454151561,0.057840913,0.280048319,0.244772203,0.303882904,2
0.193087866,0.113626315,0.134560193,0.413529293,0.012455981,0.435790102,2
0.013135443,0.13294721,0.038321602,0.320515402,0.545391587,0.306637896,6
0.07653438,0.170174198,0.017092473,0.083350111,0.52188627,0.239802587,5
0.181401093,0.154346096,0.187330611,0.452788403,0.021914213,0.131214225,1
0.247128586,0.118224423,0.038171351,0.128649084,0.023201049,0.343371118,1
0.070243194,0.037713326,0.027090818,0.068250453,0.16650601,0.43211678,5
0.220618874,0.340525245,0.078081048,0.227300181,0.010916744,0.377929643,2
0.214667073,0.432177911,0.086173679,0.265753976,0.139966052,0.301939199,2
0.065592368,0.155628261,0.019795088,0.0867727,0.613332768,0.240625141,5
0.075041716,0.079317358,0.041241035,0.104288303,0.083457007,0.147913192,5
0.249787099,0.432354762,0.109626141,0.405476143,0.022016853,0.312463379,2
0.268512961,0.422893271,0.088277192,0.250654319,0.007831331,0.386797449,2
0.234766186,0.385931559,0.071608845,0.207569962,0.010131054,0.375985938,2
0.028282054,0.040056592,0.042066464,0.120193276,0.085981369,0.338604814,5
0.063772889,0.05822796,0.020139334,0.03603785,0.073310246,0.430184342,5
0.18652643,0.130338668,0.150262369,0.368431649,0.012982331,0.418764367,2
0.018983543,0.13104607,0.041330425,0.215824441,0.693654686,0.309545004,6
0.000571926,0.031788841,0.021816819,0.06221059,0.228263216,0.569122684,5
0.209111221,0.312008135,0.084416313,0.23736662,0.011207132,0.37915784,2
0.206603545,0.049341233,0.150587595,0.368028991,0.016134588,0.380848019,3
0.196318305,0.066318861,0.090291316,0.300382525,0.013833039,0.399501961,3
0.20045377,0.282827836,0.090597523,0.241795853,0.011414969,0.380504349,2
0.087080444,0.179724114,0.017295977,0.081135494,0.420017233,0.239244828,5
0.049069363,0.096383411,0.028515349,0.148379303,0.175781243,0.30138144,6
0.233597194,0.140993899,0.102969453,0.328165895,0.010022205,0.393034209,3
0.244853452,0.241135379,0.068600022,0.272397826,0.068728333,0.384341056,2
0.193766635,0.143956141,0.101575353,0.224481578,0.041308811,0.123794339,3
0.505940803,0.640065435,0.210178266,0.5794242,0.020903518,0.307821021,2
0.024765652,0.063312406,0.018815604,0.124018522,0.375658805,0.306277325,6
0.029727581,0.042620921,0.074714666,0.254278236,0.025604874,0.346661333,5
0.194344846,0.11818021,0.136994639,0.413327965,0.012109707,0.434550638,2
0.023772637,0.066097798,0.02479331,0.14395007,0.4761727,0.308649209,6
0.026368301,0.061588116,0.017735319,0.119790618,0.320561518,0.304925181,6
0.20929034,0.049429658,0.148151248,0.36984095,0.015862829,0.380211385,3
0.224336393,0.087010346,0.124185269,0.434064828,0.006528057,0.420803849,3
0.168869001,0.018922982,0.120290156,0.372860882,0.016915895,0.943931131,2
0.231416334,0.07162437,0.145427711,0.453191061,0.009079815,0.412781133,3
0.195787231,0.097577151,0.146745735,0.439098047,0.013091181,0.438105647,2
0.240498016,0.118799186,0.039907795,0.125629152,0.023105349,0.346159913,1
0.003239866,0.024980104,0.025498919,0.048721562,0.163315035,0.561037995,5
0.579866949,0.456317977,0.21636328,0.47131065,0.003508393,0.309657682,2
0.23881052,0.244318684,0.067236352,0.300181196,0.073783632,0.383867805,2
0.045955195,0.026306482,0.085361563,0.215019126,0.159945078,0.691981791,5
0.0000001,0.025952781,0.025993416,0.052546809,0.196734802,0.564052148,5
0.248919783,0.591829516,0.077375439,0.225689551,0.00536322,0.372442196,3
0.036518416,0.02971085,0.025797519,0.064022549,0.33144831,0.43501262,5
0.2244998,0.120213989,0.044898409,0.126837125,0.025279786,0.354131924,1
0.192091709,0.111327261,0.139550807,0.411717334,0.012419819,0.436207013,2
0.236500819,0.019718808,0.131617937,0.257499497,0.032228631,0.420082706,2
0.22355078,0.288575471,0.097647907,0.18663177,0.013940792,0.389276378,2
0.084547629,0.083252277,0.018577865,0.057580028,0.076968763,0.133388921,5
0.537003925,0.490715359,0.22775002,0.462452184,0.002488931,0.281882409,2
0.0185436,0.129365992,0.038770453,0.201932756,0.791148185,0.310018254,6
0.044937041,0.027942347,0.075971829,0.208576606,0.167274532,0.694590301,5
0.166754132,0.047174817,0.077131995,0.251660962,0.015449712,0.790282598,3
0.045801215,0.027190733,0.055480641,0.219649688,0.168905451,0.706134223,5
0.247757076,0.453842073,0.1094854,0.400644252,0.02062007,0.313297201,2
0.227145744,0.485542488,0.075372727,0.356150594,0.025118703,0.315691621,2
0.024661951,0.066230436,0.021476377,0.1308637,0.416956293,0.307556227,6
0.235928893,0.402643912,0.071302638,0.202335414,0.00969529,0.375298598,2
0.180838594,0.060040676,0.085804708,0.283873566,0.016215677,0.4008203,3
0.159696188,0.108497657,0.07142436,0.188443729,0.055957857,0.128149367,3
0.065642647,0.019718808,0.076327486,0.165089591,0.148672564,0.636408708,5
0.232632462,0.119506588,0.042148246,0.124018522,0.024182523,0.349805066,1
0.243382785,0.500530551,0.105084378,0.385544594,0.021059487,0.313978907,2
0.193442963,0.051330798,0.171723531,0.360781156,0.039774689,0.947688962,2
0.177630152,0.053143514,0.105396292,0.344674854,0.02081074,0.406330283,3
0.315643432,0.421434256,0.103427814,0.291524059,0.007267359,0.384994591,2
0.151783498,0.140949686,0.030183325,0.117576002,0.041720467,0.298412359,5
0.245780475,0.522769476,0.07851088,0.206563318,0.007215856,0.375208455,3
0.016827822,0.135953665,0.05320976,0.343265553,0.418729301,0.305449137,6
0.384701923,0.843796976,0.175169793,0.504529897,0.025486527,0.310677424,2
0.023684649,0.074763463,0.029200037,0.15381518,0.558112021,0.30956754,6
0.022430811,0.026837032,0.009829075,0.023958124,0.075848489,0.546727814,5
0.063175823,0.039923954,0.033519277,0.11294544,0.089694677,0.3498107,6
0.240645711,0.089574675,0.28152655,0.527884035,0.02235509,0.186685897,3
0.195840653,0.062428155,0.171497203,0.404469499,0.03803419,0.947260783,2
0.173086169,0.06852949,0.066365277,0.222669619,0.015136312,0.796085546,3
0.234319958,0.283181537,0.087590602,0.294342662,0.00646998,0.380887457,3
0.181878745,0.113493678,0.06088397,0.249647675,0.016954248,0.797077117,3
0.233672613,0.444469007,0.08418428,0.216831085,0.005489602,0.370864696,3
0.079488283,0.118135998,0.029806747,0.102275015,0.588231233,0.24018006,7
0.240950528,0.152268105,0.091375405,0.257298168,0.007102988,0.388825664,3
0.183295991,0.123176231,0.095046093,0.32071673,0.043703869,0.404555596,2
0.093924701,0.182155805,0.019095185,0.07851822,0.328849434,0.239160319,5
0.123413455,0.147979485,0.158678324,0.236561305,0.054861324,0.94556497,2
0.220889125,0.030418251,0.050855194,0.0720757,0.032987291,0.380887457,5
0.189854285,0.055973119,0.11435239,0.370847594,0.018332401,0.407676793,3
0.178758292,0.054381466,0.073811258,0.24380914,0.048885916,0.394431424,2
0.109728084,0.0520382,0.091343072,0.087779344,0.104919749,0.27695272,7
0.211769734,0.183084269,0.111470995,0.204147373,0.011187407,0.365816694,3
0.211851438,0.049562296,0.149604307,0.372055567,0.015531532,0.379270519,3
0.250610421,0.665797153,0.316734723,0.404469499,0.011757955,0.431598459,7
0.187145492,0.045848439,0.151110621,0.362593115,0.020798686,0.388312976,3
0.170936733,0.096648687,0.294259843,0.477149185,0.027420983,0.435891513,7
0.057685962,0.135909453,0.026337661,0.098449768,0.671490996,0.241464596,5
0.169161249,0.054779379,0.085566969,0.282665593,0.018750632,0.402189345,3
0.167737719,0.051419224,0.096696951,0.318703443,0.021693956,0.404961239,3
0.227406567,0.446812273,0.080264442,0.228709483,0.008212305,0.375805652,2
0.234863602,0.53006455,0.096175828,0.373867526,0.022021601,0.314621175,2
0.223302527,0.44004775,0.075739796,0.35353332,0.027605443,0.316035291,2
0.088318569,0.027013883,0.106765667,0.217837729,0.059991869,0.618751972,5
0.231010958,0.151428066,0.10125393,0.308637004,0.009082737,0.39121445,3
0.129343259,0.182421081,0.158575621,0.252667606,0.066393179,0.946534006,2
0.164387866,0.051817137,0.089562884,0.295953292,0.020773848,0.403575292,3
0.325897248,0.446635423,0.106254053,0.298167908,0.007076324,0.385862217,2
0.224597216,0.067910514,0.139373929,0.439702033,0.010763697,0.41155857,3
0.192229977,0.144354054,0.086310616,0.203543386,0.047441649,0.1265775,3
0.018562455,0.138517995,0.083948443,0.359371854,0.309024185,0.304187137,6
0.209504027,0.061499691,0.240880813,0.54016509,0.017724231,0.411710686,7
0.192556792,0.09978778,0.149231533,0.427420978,0.012826727,0.437542254,2
0.018694438,0.128614378,0.035624692,0.195087578,0.893164059,0.310598549,6
0.20218526,0.453002034,0.05043297,0.284880209,0.307110184,0.304733628,2
0.021048133,0.091077903,0.033918678,0.165492249,0.645156318,0.310390093,6
0.302891369,0.076576178,0.142285754,0.282262935,0.003775768,0.344340154,7
0.169871442,0.355336458,0.0974425,0.31588484,0.031876513,0.309753459,2
0.182557515,0.053187727,0.170713616,0.316287497,0.037464373,0.946939649,2
0.247483683,0.584003891,0.081070852,0.219649688,0.0053424,0.372047821,3
0.163149741,0.174418605,0.083094485,0.144352728,0.059642674,0.125512688,7
0.330909457,0.462817225,0.107794601,0.305013086,0.006989025,0.386600261,2
0.230080792,0.524980104,0.084595093,0.36500906,0.023335468,0.315229639,2
0.20268491,0.05959855,0.1233199,0.396215019,0.015579382,0.409000766,3
0.189574606,0.316473605,0.097434893,0.307831689,0.007355023,0.375721143,3
0.190831587,0.10871872,0.145184267,0.411113348,0.012367951,0.436545049,2
0.195033043,0.086524007,0.170572875,0.44674854,0.029367857,0.946460765,2
0.166977246,0.05066761,0.081892477,0.26514999,0.015513268,0.788930455,3
0.177077081,0.132107171,0.091710141,0.322126032,0.043748066,0.406679587,2
0.238788523,0.086921921,0.279204317,0.52043487,0.022949015,0.182167485,3
0.20644328,0.092094792,0.124272757,0.264546004,0.013506124,0.36907874,3
0.25603429,0.126226899,0.200155196,0.327561909,0.010981031,0.215289359,2
0.234200545,0.414094969,0.070939373,0.198308838,0.009281808,0.374836616,2
0.157590746,0.019895658,0.131705424,0.321119388,0.021985805,0.938145085,2
0.212806742,0.049915996,0.24286831,0.546808939,0.018231222,0.411840267,7
0.298809326,0.064152445,0.115459302,0.170928126,0.004208245,0.320198765,7
0.192437379,0.025554868,0.133417144,0.251862291,0.02008678,0.37418308,3
0.182189848,0.10425325,0.096615169,0.239782565,0.015573903,0.394707486,3
0.214704782,0.063754532,0.131937458,0.419971814,0.012961876,0.41029657,3
0.01822307,0.110929348,0.035968938,0.175558687,0.730731875,0.311133772,6
0.09520682,0.171279512,0.021354655,0.076102275,0.268203371,0.239667373,5
0.086090572,0.107967106,0.072266907,0.137104892,0.04650693,0.140132735,6
0.340129406,0.054248828,0.165496675,0.322528689,0.00299227,0.320576238,7
0.015297449,0.130382881,0.033614372,0.191262331,0.942232244,0.311223915,6
0.215173008,0.02816341,0.150543851,0.254479565,0.015048283,0.373738,3
0.089377575,0.027853922,0.036159129,0.070867727,0.17663122,0.438663406,7
0.19045135,0.102617384,0.150541949,0.41896517,0.012565561,0.437147879,2
0.328885719,0.464674153,0.109375089,0.311656936,0.007017881,0.387174922,2
0.209689432,0.06870634,0.144935116,0.413529293,0.015600932,0.961554063,2
0.294937827,0.058846936,0.149465468,0.292128045,0.005324502,0.344216208,7
0.201820736,0.333760722,0.099215081,0.177773304,0.014420023,0.390498941,2
0.173064172,0.132814572,0.091103432,0.316086169,0.043804318,0.408752873,2
0.230322761,0.06251658,0.114447485,0.191061003,0.003575602,0.332475098,7
0.076125861,0.082898576,0.025681502,0.061203946,0.072488029,0.132166359,5
0.017126355,0.03572376,0.015841015,0.038856453,0.099634331,0.552294136,5
0.161063154,0.021000973,0.139240795,0.32574995,0.020454604,0.938370442,2
0.120201871,0.101909983,0.161742302,0.215824441,0.045926521,0.944240997,2
0.220933119,0.410823238,0.085469972,0.363801087,0.028945243,0.316362059,2
0.019087244,0.036165886,0.013402766,0.029997987,0.08692595,0.548823635,5
0.189970555,0.105712265,0.149242944,0.413327965,0.012403017,0.436838013,2
0.57662394,0.511627907,0.227856527,0.468894705,0.002191969,0.28916708,2
0.236849631,0.090679989,0.272404985,0.519226898,0.022761633,0.191598684,3
0.221388775,0.430011495,0.097528086,0.259110127,0.113483076,0.301088475,2
0.007422468,0.023609515,0.020230626,0.048922891,0.133599443,0.559111191,5
0.028813128,0.043682023,0.066521234,0.241795853,0.027551748,0.346272592,5
0.267658215,0.127155363,0.209993781,0.237165291,0.0148525,0.200021409,7
0.265163109,0.248430454,0.215130842,0.505536541,0.010047043,0.407896516,7
0.233788884,0.23737731,0.068788312,0.336219046,0.078160631,0.38368752,7
0.012748921,0.025687506,0.016961241,0.046305617,0.11376908,0.556209717,5
0.197641277,0.123927845,0.170392193,0.491443527,0.02711635,0.945835399,2
0.18301317,0.09996463,0.080178856,0.269579223,0.016844302,0.794727769,3
0.269603391,0.434476965,0.09225599,0.251056976,0.007605596,0.386876324,2
0.218881099,0.088823061,0.120826494,0.427622307,0.006785206,0.421755983,3
0.20946946,0.319170572,0.073600146,0.206563318,0.005761727,0.376571866,3
0.16255896,0.017287116,0.114538777,0.37487417,0.02381068,0.939232433,3
0.300308274,0.721902909,0.314022599,0.401248238,0.009684332,0.430099833,7
0.240318896,0.04483155,0.128493097,0.257902154,0.033717095,0.419293956,2
0.133846391,0.185073835,0.162822588,0.277431045,0.053453949,0.946629783,2
0.180112688,0.116588558,0.061089376,0.226293537,0.015830685,0.797403885,3
0.219314757,0.030329826,0.055803966,0.071471713,0.035404996,0.39360887,5
0.144712984,0.019497745,0.139699156,0.326957922,0.029001494,0.438161987,2
0.181916455,0.129498629,0.161554013,0.377692772,0.012684273,0.421355974,2
0.31564029,0.072154921,0.142631902,0.274813771,0.004216646,0.344435931,7
0.18173105,0.056415244,0.076745907,0.249245017,0.046851377,0.395817371,2
0.173456978,0.074763463,0.085838942,0.14737266,0.063875391,0.882690314,2
0.215732364,0.138827483,0.087834047,0.439500705,0.045605451,0.90324289,7
0.238046904,0.28976921,0.088012826,0.29293336,0.006639829,0.380312796,3
0.205026035,0.318463171,0.071274109,0.210388565,0.005899798,0.376408482,3
0.161515667,0.042974622,0.299343651,0.509764445,0.026711268,0.436178843,7
0.054967743,0.113449465,0.034531093,0.115764043,0.697666782,0.242078695,5
0.177033087,0.108586082,0.064100101,0.217837729,0.015308718,0.797122189,3
0.190435638,0.097002387,0.121258228,0.371854238,0.016858913,0.382988912,4
0.320030293,0.458174905,0.111332155,0.318300785,0.007103719,0.387597467,2
0.278188566,0.097400301,0.159965918,0.364807731,0.003630392,0.345095101,7
0.162395553,0.154611371,0.082331819,0.135292933,0.047459182,0.111822238,3
0.243938999,0.559642762,0.085380582,0.212401852,0.00533546,0.371675981,3
0.185583694,0.084490229,0.081843028,0.155023153,0.039409786,0.112954658,3
0.184078461,0.050137059,0.080831211,0.257902154,0.044207207,0.397597692,2
0.230118502,0.419135202,0.069695523,0.193275619,0.008934804,0.374611259,2
0.153587264,0.017242904,0.116958008,0.354137306,0.025778741,0.939204264,3
0.270954645,0.021310461,0.300842356,0.660358365,0.01841276,0.400223104,7
0.226470117,0.209125475,0.092178011,0.447956513,0.042431278,0.384228377,7
0.014021614,0.01666814,0.003398715,0.020334206,0.099412614,0.533104971,5
0.252411045,0.554912017,0.077225188,0.205758003,0.00703724,0.376053545,3
0.208724699,0.161994871,0.112414343,0.207569962,0.011601255,0.366064587,3
0.001832049,0.023963215,0.023197607,0.077108919,0.307445134,0.588965385,5
0.028725139,0.039658679,0.037201376,0.10469096,0.085041536,0.338362555,5
0.055721931,0.021619949,0.028096929,0.129051741,0.311591283,0.652825979,5
0.234788183,0.476390485,0.087788401,0.210187236,0.005422028,0.371073151,3
0.027135059,0.035325847,0.049101632,0.117173344,0.042944478,0.34064993,5
0.241717286,0.195552215,0.095656606,0.23575599,0.012752943,0.216111912,3
0.213274968,0.317844195,0.077073035,0.205758003,0.005698901,0.376752152,3
0.186473008,0.069192678,0.087136046,0.270787195,0.043292578,0.399761121,2
0.084132825,0.187019188,0.021558159,0.067445138,0.33843697,0.259121332,5
0.222378646,0.431956849,0.074695647,0.207167304,0.008322616,0.375214089,2
0.165742263,0.065036696,0.169192087,0.268169921,0.039341847,0.945322711,2
0.158542909,0.01958617,0.1220266,0.320112744,0.025527802,0.938364808,2
0.150457384,0.071049607,0.17984469,0.474330582,0.044178717,0.536051517,7
0.586117283,0.516093377,0.231567156,0.48117576,0.002230687,0.297465858,2
0.178453474,0.067645238,0.17403245,0.334407087,0.024356025,0.382070582,3
0.201805024,0.316606243,0.070547579,0.215623113,0.006098503,0.376273268,3
0.217608407,0.042090371,0.246289847,0.549023555,0.019147313,0.412003651,7
0.189137806,0.066009373,0.094104647,0.287296155,0.042447715,0.402279488,2
0.196274311,0.119860288,0.147059551,0.405274814,0.011706087,0.433671745,2
0.306002395,0.066318861,0.143603779,0.269579223,0.004778427,0.344621851,7
0.173724087,0.119727651,0.08538819,0.3191061,0.033558204,0.373095732,7
0.072468049,0.097621364,0.038215095,0.121803906,0.618922819,0.241194168,7
0.056645811,0.123220444,0.162529694,0.354137306,0.010676033,0.378194438,7
0.237468693,0.181404191,0.09215709,0.22589088,0.012607201,0.209920224,3
0.16590567,0.009859404,0.120430897,0.31588484,0.024850962,0.938759183,3
0.197025356,0.070519056,0.165915095,0.45339239,0.013004977,0.476675531,2
0.165669986,0.020912548,0.142605276,0.336621703,0.019959302,0.939001442,2
0.161653935,0.015960739,0.120579246,0.3191061,0.025384252,0.938652139,3
0.581403607,0.509505703,0.231424512,0.491846185,0.002637595,0.305099833,2
0.275130962,0.019011407,0.297156453,0.650291927,0.017959829,0.397597692,7
0.061192937,0.091785304,0.029304642,0.13589692,0.186635161,0.301618065,6
0.238889081,0.51940932,0.088117432,0.208375277,0.005364681,0.371349214,3
0.173808933,0.118843399,0.120906375,0.380712704,0.017646064,0.383608645,4
0.304333753,0.449111327,0.113313947,0.321522046,0.007186634,0.387867896,2
0.170512502,0.124679459,0.09212666,0.300986511,0.043737839,0.410724749,2
0.219500162,0.030329826,0.055212472,0.076504933,0.035394038,0.407800739,5
0.049484167,0.029401362,0.05648485,0.209583249,0.148710186,0.696843873,5
0.229031214,0.225130427,0.07658995,0.386349909,0.064686285,0.383805832,7
0.026940227,0.043682023,0.056256621,0.229917455,0.03071752,0.345866949,5
0.223865025,0.038597577,0.246586546,0.54499698,0.020586101,0.412195204,7
0.181077421,0.490538509,0.068660884,0.172136098,0.029939501,0.37131541,7
0.150737062,0.441727827,0.095211559,0.26353936,0.006670877,0.407045793,7
0.243118819,0.207754885,0.098106267,0.235152003,0.012567753,0.223452923,3
0.260927086,0.022592625,0.302479902,0.656533119,0.019468383,0.405699283,7
0.225360832,0.420594217,0.068765489,0.189249044,0.008668524,0.374599991,2
0.275504913,0.623618357,0.161000557,0.475135897,0.033939178,0.311319692,2
0.227654821,0.189495092,0.117905159,0.496275418,0.029858411,0.384960788,7
0.045543534,0.123795207,0.143208181,0.321320717,0.010779769,0.375394375,7
0.057679677,0.093819082,0.041313307,0.132273002,0.694905726,0.242270248,5
0.139003152,0.382571403,0.091468599,0.260116771,0.007390454,0.411603642,7
0.179364785,0.095720223,0.095896247,0.236359976,0.013170809,0.796744715,3
0.212967007,0.049208595,0.148858758,0.363801087,0.015444233,0.378909947,3
0.180065552,0.062649217,0.094488833,0.237970606,0.014937242,0.795713706,3
0.207448864,0.075161376,0.237948066,0.525065432,0.017446263,0.411626177,7
0.287333097,0.067203113,0.113741876,0.170726797,0.004042779,0.319010006,7
0.176417167,0.511760545,0.097480539,0.263740689,0.006211371,0.402910488,7
0.224534367,0.084003891,0.265337485,0.491242199,0.025063913,0.178156127,3
0.222762025,0.414581307,0.096388842,0.387155224,0.029216271,0.316705729,2
0.210522181,0.084667079,0.125933125,0.356955909,0.014730135,0.38268468,4
0.21327811,0.090945265,0.119915479,0.423998389,0.00709897,0.422764457,3
0.265876445,0.023034751,0.30345368,0.655123817,0.018981847,0.402938658,7
0.189448908,0.314616677,0.091691122,0.288705456,0.007194305,0.37578875,3
0.236808779,0.138562207,0.107876383,0.312260922,0.010206665,0.39376662,3
0.221970128,0.423025909,0.070043573,0.191866318,0.008473106,0.374797179,2
0.186017353,0.380007074,0.101288164,0.173948057,0.014406143,0.391541218,2
0.288005581,0.2464851,0.233259856,0.545198309,0.007734901,0.411248704,7
0.027100492,0.034308957,0.038158037,0.09824844,0.053589098,0.339556948,5
0.232208231,0.169687859,0.087328139,0.209381921,0.01203154,0.204787714,3
0.181511079,0.073613936,0.087603916,0.249647675,0.01587123,0.795009465,3
0.137227667,0.347776108,0.088117432,0.254680894,0.00887563,0.416522062,7
0.169799166,0.021885224,0.14297805,0.35192269,0.019851183,0.939739487,2
0.191504071,0.049385445,0.101708487,0.301590497,0.040858437,0.405102087,2
0.066073163,0.082765939,0.039462748,0.076504933,0.064172719,0.130667733,6
0.200221229,0.31483774,0.071595532,0.223072277,0.006338849,0.376154956,3
0.018961546,0.134096737,0.125611702,0.334809744,0.20987639,0.300609591,6
0.286069832,0.441462552,0.114576815,0.322126032,0.007217682,0.387963672,2
0.426471374,0.464806791,0.171478184,0.563921884,0.026669628,0.307150584,2
0.174437423,0.07763728,0.074617668,0.143346084,0.045855659,0.113056069,3
0.147283509,0.065080909,0.167474662,0.219851017,0.041481948,0.943784649,2
0.202524645,0.086214519,0.127228326,0.257298168,0.013744279,0.368560418,3
0.176894819,0.153992395,0.077225188,0.144755386,0.024537562,0.127777527,3
0.066252282,0.066937837,0.03784232,0.082343467,0.078278247,0.435863343,5
0.028216062,0.038862853,0.061625715,0.131065029,0.033921645,0.341816154,5
0.257090154,0.579538421,0.076160118,0.205154017,0.006650787,0.377022581,3
0.080870962,0.100539393,0.016270847,0.037245822,0.40921153,0.432866093,7
0.078064753,0.070209568,0.018374361,0.035836521,0.334093576,0.432584396,5
0.234118841,0.153329207,0.244517266,0.302395812,0.016919913,0.191373327,4
0.142101608,0.342912724,0.088242958,0.249849003,0.00996851,0.421806689,7
0.132828237,0.071933858,0.165177153,0.195691564,0.043149393,0.94335647,2
0.04133265,0.030108763,0.037142417,0.081538152,0.957211126,0.260760806,5
0.176040073,0.019099832,0.128107009,0.388564526,0.016574735,0.942545184,2
0.138553781,0.069369529,0.178857598,0.477149185,0.045150328,0.539595258,7
0.214487953,0.314881952,0.0808198,0.210992551,0.005721912,0.376966241,3
0.277663777,0.138650632,0.159100548,0.324944635,0.003227867,0.34449227,7
0.078294152,0.095941286,0.018081466,0.039057781,0.376898523,0.433018209,7
0.024740512,0.042488284,0.049491524,0.217233743,0.035640958,0.345433137,5
0.210805002,0.573967636,0.098733898,0.261526072,0.005892127,0.399130121,7
0.233226385,0.071093819,0.124527613,0.254479565,0.035458325,0.41832492,2
0.306074671,0.054337254,0.131500018,0.200724784,0.004990647,0.345714833,7
0.237424699,0.297241135,0.089928051,0.290316086,0.006804565,0.379783206,3
0.166009371,0.272968432,0.097636495,0.291725388,0.033707964,0.309742191,3
0.221725017,0.030683526,0.050421559,0.0867727,0.029753214,0.422336278,5
0.168966417,0.012689009,0.117648401,0.310247634,0.024913057,0.93872538,3
0.173903206,0.533424706,0.0684783,0.174552043,0.030336181,0.37544508,2
0.075720485,0.057653197,0.036172442,0.041272398,0.069302533,0.438792987,5
0.167093516,0.030108763,0.134803637,0.327964566,0.035477684,0.425006761,2
0.227375143,0.166681404,0.081867753,0.194080934,0.011126408,0.200601704,3
0.072031249,0.078521532,0.020656654,0.041876384,0.331136372,0.433175959,7
0.295566317,0.257670882,0.214938749,0.500704651,0.010250862,0.407457069,7
0.174085468,0.030462464,0.133749979,0.3338031,0.037100566,0.421688376,2
0.27031987,0.441904678,0.09749195,0.258506141,0.007397394,0.387067878,2
0.272623286,0.437439208,0.114637676,0.319710087,0.007205628,0.387935503,2
0.171942317,0.113493678,0.093216455,0.285282867,0.043287464,0.412583946,2
0.06607002,0.123972058,0.173556973,0.4058788,0.011523819,0.381157885,7
0.050329486,0.027500221,0.091211841,0.22911214,0.121997457,0.688607067,5
0.235564368,0.152842869,0.104293183,0.289913429,0.008648799,0.390927119,3
0.070280904,0.019895658,0.075688444,0.160257701,0.12637409,0.633017082,5
0.174981067,0.02113361,0.120048613,0.378900745,0.020277815,0.938973273,3
0.236547955,0.152798656,0.095806857,0.246829072,0.007136228,0.388718619,3
0.204190143,0.440976214,0.047222544,0.286289511,0.344970872,0.305358994,2
0.027744695,0.040277655,0.065123329,0.137306221,0.032194661,0.342390814,5
0.184788654,0.129056504,0.172238948,0.384739279,0.01209327,0.423778564,2
0.229863963,0.139800159,0.111653578,0.2323334,0.008826685,0.392397575,3
0.109882064,0.05548678,0.107058562,0.087376686,0.099849839,0.285741651,7
0.238552839,0.055177292,0.249928203,0.666599557,0.009059725,0.962044215,3
0.028561732,0.036210098,0.037458134,0.092007248,0.057079228,0.339083698,5
0.023031019,0.040852418,0.048019445,0.201530099,0.039228614,0.344982422,5
0.057742526,0.026660182,0.0726587,0.221662976,0.144557462,0.708292018,5
0.135018525,0.118224423,0.09131074,0.297563922,0.057549692,0.27789922,2
0.174145175,0.023742152,0.14045992,0.361586471,0.01970398,0.940404291,2
0.192534795,0.037890176,0.111524248,0.320314073,0.039050363,0.40818948,2
0.155727273,0.069988505,0.143550525,0.405073485,0.026207565,0.577032722,7
0.231714867,0.077106729,0.13718483,0.344876183,0.013334083,0.382673412,4
0.148735321,0.021796799,0.136950895,0.318703443,0.030480827,0.436133772,2
0.187651427,0.575426651,0.069826755,0.174149386,0.029640347,0.377490197,2
