AC,CAL,GR,K,RD,SP,Core Lithology
0.233795169,0.094084358,0.02330031,0.098047111,0.023302959,0.078441204,3
0.194523966,0.109470333,0.074132681,0.067243809,0.053015994,-0.049550412,2
0.229125487,0.351843664,0.082908098,0.326152607,0.005975773,0.375214089,3
0.168683596,0.135953665,0.092410044,0.204751359,0.024875069,0.197125569,3
0.222912863,0.339817844,0.085426228,0.332997785,0.00636734,0.37534367,3
0.016708409,0.015164913,0.005679106,0.028588685,0.092135028,0.526265381,5
0.250289891,0.091431603,0.098741506,0.317092813,0.037988166,0.104892505,4
0.179201378,0.023653727,0.143700776,0.224481578,0.021285222,0.373304187,3
0.238467993,0.198602883,0.082145432,0.253875579,0.038418816,0.385360797,2
0.045279568,0.019497745,0.040407998,0.158244413,0.292102446,0.646431469,5
0.237449839,0.305199399,0.081392275,0.306623717,0.008036977,0.356717898,2
0.237060175,0.120567689,0.049788222,0.136903564,0.045668277,0.139445396,2
0.261313607,0.07746043,0.116010856,0.251459634,0.003418902,0.342920404,7
0.081414605,0.084932355,0.008284724,0.079323535,0.086138434,0.139039753,5
0.250060492,0.053143514,0.036387358,0.084759412,0.026613742,0.22002186,5
0.229028072,0.156866213,0.044325934,0.134890276,0.062606818,0.263234101,2
0.27061526,0.063356619,0.047859685,0.043889672,0.076809142,-0.059398522,2
0.207178614,0.076222478,0.164336509,0.523253473,0.011528932,0.461137152,2
0.072923704,0.085330268,0.044069176,0.118985303,0.082087985,0.174223644,5
0.206330152,0.10734813,0.235376683,0.370444937,0.017702315,0.210100509,7
0.243357645,0.049252807,0.035272839,0.081538152,0.027708813,0.228906567,5
0.078542406,0.080643735,0.007158792,0.074491645,0.083695161,0.136611529,5
0.194052598,0.140728623,0.053719472,0.189651701,0.077506802,0.361241943,2
0.226400983,0.267839774,0.05935103,0.260519428,0.015343784,0.350007888,2
0.230618151,0.272084181,0.059486066,0.250855647,0.013743913,0.349269843,2
0.18221813,0.103015298,0.078881752,0.194080934,0.045437793,0.888470726,2
0.240168058,0.036431161,0.036267538,0.095429837,0.025111397,0.304271646,5
0.086131424,0.091741091,0.012109466,0.088785988,0.085929866,0.141941227,5
0.062308507,0.078344681,0.05196591,0.128850413,0.07148537,0.164950196,5
0.246748349,0.031744628,0.029251389,0.088785988,0.035796197,0.341771082,5
0.213450945,0.212662481,0.077559924,0.209381921,0.051183448,0.370397079,2
0.147126386,0.029268724,0.129516325,0.343869539,0.026573928,0.952680624,2
0.208809546,0.087540897,0.154783211,0.520032213,0.011568746,0.445987515,2
0.175251317,0.13896012,0.108355665,0.340648279,0.032617641,0.392606031,2
0.290528969,0.033999469,0.06545236,0.050332192,0.08133663,-0.054384324,2
0.198917112,0.169201521,0.07094698,0.194080934,0.011341185,0.398144184,3
0.165296035,0.016093377,0.073075219,0.249446346,0.048089268,0.392515888,2
0.22848757,0.081262711,0.024759075,0.100865714,0.023245612,0.081128589,3
0.254884154,0.055796268,0.034565328,0.087175357,0.025294031,0.211187858,5
0.224682063,0.279158193,0.077630295,0.287698812,0.008730254,0.3510727,2
0.014420705,0.015341763,0.004511333,0.023958124,0.098727007,0.528000631,5
0.251040937,0.156335662,0.080642922,0.258506141,0.019560795,0.078345428,3
0.048940523,0.179591476,0.020668065,0.04912422,0.257083903,0.678009645,5
0.203228554,0.130250243,0.058670146,0.065230521,0.058547967,-0.046986974,2
0.186099056,0.107436555,0.094165508,0.066035837,0.047745917,-0.051792716,2
0.244806315,0.066584137,0.096314667,0.308637004,0.045523266,0.106847478,4
0.15733935,0.035591122,0.11766742,0.350916046,0.017983936,0.947243882,2
0.170063132,0.069015828,0.226528994,0.524058788,0.028045224,0.132059314,7
0.232739305,0.372667787,0.081494978,0.316488826,0.005683559,0.375050705,3
0.236535386,0.098196127,0.021664666,0.07529696,0.021722447,0.070570604,3
0.193116148,0.154478734,0.059157035,0.196295551,0.07502408,0.362768738,2
0.194369986,0.172473251,0.064851356,0.202738071,0.06817057,0.364470185,2
0.239992081,0.170351048,0.06865708,0.23736662,0.020087511,0.076170731,3
0.188810991,0.177999823,0.102364646,0.326152607,0.033467618,0.391591923,2
0.048151768,0.019630383,0.054687545,0.16690155,0.224375676,0.643653941,5
0.290522684,0.039039703,0.063337435,0.043688343,0.105853372,-0.052880065,2
0.22766739,0.20421788,0.082995586,0.270988524,0.035619773,0.387197458,2
0.24072113,0.045892652,0.031936887,0.077108919,0.028540527,0.23557714,5
0.195564117,0.075382439,0.124704491,0.289309442,0.031358564,0.422274305,2
0.171989454,0.074630825,0.219550883,0.513187034,0.025669891,0.138262271,7
0.077929628,0.082544876,0.035181547,0.097845782,0.096525176,0.185592915,5
0.236441112,0.149350075,0.089781604,0.266156634,0.008077156,0.390865146,3
0.241783278,0.119948713,0.236398009,0.385544594,0.01534488,0.213655519,2
0.255518929,0.056238394,0.031908358,0.089389974,0.023949482,0.203993329,5
0.197993231,0.188124503,0.070931765,0.206563318,0.060205916,0.366329382,2
0.231771431,0.13723583,0.052080025,0.118783974,0.043788611,0.153017533,2
0.202640915,0.201830401,0.095751702,0.308435675,0.033337583,0.390341191,2
0.039956257,0.044035724,0.006417047,0.047714918,0.050559937,0.536389552,5
0.221366777,0.270227253,0.060748934,0.26837125,0.017340701,0.350960022,2
0.18712978,0.173357503,0.07453969,0.200523455,0.012103498,0.396155406,3
0.216389136,0.164691838,0.06895568,0.194886249,0.01035131,0.400335782,3
0.248533261,0.153373419,0.047083705,0.129655728,0.057551883,0.247081624,2
0.244290953,0.031877266,0.030219461,0.086370042,0.035741407,0.352013567,5
0.223346521,0.073481298,0.025088106,0.100664385,0.023185343,0.082858205,3
0.204293844,0.201344062,0.075330885,0.207972619,0.054911001,0.368312525,2
0.215700939,0.208639137,0.088931449,0.290114757,0.033974244,0.388865101,2
0.22751341,0.147493147,0.091900332,0.263338031,0.008446076,0.391265155,3
0.203960745,0.246573526,0.084648346,0.297765251,0.015285341,0.355315049,2
0.245519651,0.150588027,0.088596713,0.267364606,0.007718464,0.390465137,3
0.233113257,0.283093112,0.059274954,0.239178579,0.012377448,0.348723352,2
0.157037675,0.087142983,0.066559272,0.254479565,0.015298856,0.139304548,3
0.041043545,0.187019188,0.01629367,0.046104288,0.245996944,0.67540677,5
0.029909843,0.056592095,0.026145568,0.112341454,0.081976578,0.333923018,5
0.172577092,0.078388894,0.196389412,0.482182404,0.024305252,0.143834227,7
0.214390537,0.332964895,0.089382202,0.335212402,0.006808217,0.37544508,3
0.197942952,0.069855867,0.174751373,0.341050936,0.018368197,0.379118403,3
0.19964616,0.12366257,0.113140873,0.29293336,0.011761608,0.37150133,3
0.253501475,0.054735167,0.029354092,0.090396618,0.022872309,0.198432641,7
0.243656178,0.037713326,0.036204775,0.09321522,0.024409354,0.296603867,5
0.178180081,0.025510655,0.138881334,0.227904168,0.021505113,0.373202776,3
0.209048372,0.131886108,0.218455382,0.508556473,0.017869608,0.134380493,1
0.248501837,0.15974003,0.077662628,0.249043688,0.019634214,0.076762293,3
0.184754088,0.164691838,0.095493042,0.068250453,0.044446823,-0.045634831,7
0.249202603,0.229197984,0.15543937,0.342862895,0.019070241,0.117957588,3
0.031924154,0.100362543,0.005840768,0.055164083,0.100025897,0.480850273,5
0.087608375,0.09686975,0.018208894,0.098651097,0.084136404,0.144707486,5
0.240853112,0.164072862,0.071846584,0.238373264,0.019802602,0.07625524,3
0.205189443,0.157794677,0.10094582,0.274209785,0.011398532,0.368971695,3
0.292128476,0.082987002,0.130050762,0.287497483,0.002998114,0.343095056,7
0.092677148,0.066009373,0.002276587,0.056170727,0.202030813,0.245013972,6
0.042991864,0.193827925,0.013168831,0.044694987,0.241520593,0.673209537,5
0.25732898,0.146476258,0.049736871,0.122206563,0.049655535,0.231605219,2
0.094980564,0.063754532,0.005350075,0.054358768,0.177800075,0.227757245,6
0.219858401,0.282739411,0.062880977,0.244211798,0.008574285,0.348413485,2
0.109728084,0.077239367,0.034740304,0.069055768,0.202457445,0.261853788,3
0.21900994,0.070916969,0.025422842,0.098651097,0.023421671,0.085444179,3
0.207461434,0.172871165,0.101052327,0.259311456,0.011221377,0.36794632,3
0.115368782,0.069413741,0.032747101,0.066639823,0.22723645,0.258456529,3
0.218170905,0.274383235,0.064098199,0.24884236,0.008658296,0.348751521,2
0.083042395,0.073216023,0.023916529,0.071673042,0.11787505,0.198376301,5
0.221099669,0.273985321,0.074395145,0.271995168,0.008701763,0.350362825,2
0.200871716,0.152754443,0.066977692,0.199315482,0.050313746,0.892048272,2
0.164400436,0.142010788,0.079459933,0.170928126,0.024408623,0.195801596,7
0.091118492,0.067379963,0.002674087,0.059995973,0.209187496,0.263510164,6
0.206405571,0.090458927,0.152468585,0.508556473,0.012088887,0.443519854,2
0.250902669,0.053055089,0.026174097,0.089591303,0.022338288,0.192939559,7
0.23260418,0.142895039,0.053398049,0.108717536,0.041992957,0.16785167,2
0.142789805,0.025996994,0.153385306,0.406885444,0.027954273,0.442460675,2
0.091357319,0.065036696,0.012788449,0.056976042,0.146945945,0.212292108,5
0.051828435,0.066805199,0.064237039,0.150191262,0.06006127,0.158612025,5
0.049433888,0.197409143,0.01058984,0.045097644,0.241967315,0.671474287,5
0.242468332,0.043682023,0.029055492,0.071471713,0.029099386,0.240033578,5
0.222944287,0.293217791,0.060931518,0.237567948,0.00847895,0.348193762,2
0.291443422,0.033734194,0.058344919,0.039661768,0.088304104,-0.061781674,2
0.217847233,0.270315678,0.065895505,0.254278236,0.008675829,0.349196602,2
0.256826188,0.137103192,0.051631174,0.114153413,0.043952251,0.216551359,2
0.067861217,0.039216553,0.014914785,0.068451782,0.19422432,0.432184387,5
0.114463757,0.06287028,0.034008068,0.063217234,0.192547743,0.258405823,7
0.18268007,0.125033159,0.108057065,0.062411919,0.044447553,-0.051088475,2
0.083105244,0.080201609,0.00952477,0.069257097,0.080294522,0.135084734,5
0.28746508,0.439649836,0.077624589,0.273001812,0.008278784,0.380667733,2
0.160261829,0.044300999,0.149990395,0.408898732,0.028799867,0.44146347,2
0.167718864,0.149792201,0.074566317,0.158244413,0.023077589,0.195131158,7
0.086143993,0.070651693,0.00460833,0.066035837,0.199599594,0.282023257,6
0.255657196,0.217393227,0.114048084,0.35353332,0.007573087,0.388882003,3
0.25495643,0.221504996,0.106274974,0.326756594,0.007085455,0.38894961,3
0.204240423,0.122822531,0.057722994,0.215220455,0.039047076,0.391867986,1
0.254758456,0.157087276,0.068253875,0.20132877,0.008266365,0.405197864,3
0.245283968,0.136970554,0.053401853,0.107308234,0.041038148,0.184077388,2
0.18203901,0.148775312,0.108538248,0.06221059,0.043312668,-0.048310948,2
0.210182796,0.123132019,0.060250634,0.229917455,0.039192818,0.399203362,1
0.030142384,0.033778407,0.054978537,0.159653715,0.070497688,0.339337225,5
0.218799395,0.270580953,0.069459686,0.261123415,0.00869044,0.349737459,2
0.266545787,0.055973119,0.038797079,0.031407288,0.082157751,-0.062328165,2
0.108669078,0.107746043,0.044402011,0.09321522,0.172079989,0.270141299,3
0.215578384,0.07025378,0.026951979,0.09321522,0.024078421,0.089551314,3
0.255503216,0.132637722,0.052808457,0.108717536,0.041490714,0.200674945,2
0.172338266,0.035856398,0.120611578,0.251862291,0.0217608,0.373242214,3
0.210179654,0.17313644,0.047498322,0.064223878,0.06196687,-0.048671519,4
0.233166679,0.29542842,0.059921603,0.228105496,0.010570471,0.348357146,2
0.141080312,0.09549916,0.097746806,0.291524059,0.028300912,0.393907468,3
0.248574113,0.052259263,0.022431137,0.087175357,0.022317833,0.186449272,7
0.252134509,0.21332567,0.122709386,0.386148581,0.008364622,0.388825664,3
0.291773379,0.033999469,0.055900964,0.037245822,0.092641653,-0.062446478,2
0.121025193,0.070342205,0.023011219,0.059794645,0.244145039,0.255126876,4
0.253429199,0.151516491,0.086297303,0.270988524,0.007234484,0.389670753,3
0.209139503,0.184941197,0.10194052,0.240185222,0.011051163,0.36710123,3
0.553803465,0.345388629,0.181525979,0.405677471,0.005355184,0.309657682,2
0.030934282,0.031567778,0.055982746,0.164686934,0.069451562,0.339506242,5
0.135210214,0.071668583,0.027845877,0.056372056,0.301478493,0.252608509,4
0.247926768,0.037845963,0.035676044,0.088785988,0.024742477,0.289431875,5
0.291286299,0.035989035,0.056540006,0.036440507,0.102515194,-0.05822103,2
0.144973808,0.09377487,0.107298203,0.318904771,0.027140457,0.393687745,3
0.203068289,0.074321337,0.164123495,0.503925911,0.012050169,0.466078109,2
0.249312589,0.225749403,0.100970545,0.311455607,0.0068389,0.388983414,3
0.200478909,0.104297462,0.21930934,0.320112744,0.017423251,0.208759634,7
0.013129158,0.01613759,0.003267483,0.019931548,0.102732894,0.529826024,5
0.031792171,0.030639314,0.05372708,0.171733441,0.066943271,0.339618921,5
0.231252926,0.082987002,0.024201816,0.066035837,0.020111618,0.072350926,3
0.245783617,0.491157485,0.069571899,0.221864304,0.005629135,0.370983008,3
0.137246522,0.019320895,0.148413711,0.383732635,0.027945872,0.441942354,2
0.200727163,0.12264568,0.056110174,0.203342058,0.038108704,0.384617118,1
0.134694852,0.074011849,0.024420535,0.055969398,0.304642438,0.252287375,4
0.129324405,0.074277124,0.02098188,0.057177371,0.286025859,0.253121197,4
0.180492925,0.127155363,0.108907219,0.352325347,0.032000339,0.43082661,2
0.17352297,0.158811566,0.070789122,0.142540769,0.021356449,0.19575089,7
0.138569494,0.021796799,0.152430547,0.39601369,0.027796477,0.442398702,2
0.225144003,0.145680432,0.094758904,0.344272196,0.009839936,0.392070807,3
0.170415086,0.036784862,0.086183188,0.174350715,0.056942252,0.884211475,2
0.142506984,0.096737112,0.086987697,0.261526072,0.026977913,0.394132826,3
0.279756649,0.463303564,0.076513873,0.269377894,0.008377406,0.379535313,2
0.268685796,0.062472367,0.18475162,0.450976445,0.004900426,0.341371073,7
0.11140301,0.125519498,0.05077151,0.103885645,0.168037576,0.274811827,3
0.222740028,0.145061455,0.096350804,0.256492853,0.008740482,0.391653896,3
0.252068518,0.117074896,0.032526479,0.135695591,0.026637484,0.339585117,1
0.217476424,0.12366257,0.064054456,0.247835716,0.038784814,0.406527471,1
0.311674518,0.083959678,0.140830793,0.310247634,0.002862235,0.34373169,7
0.171144135,0.06132284,0.143033205,0.404469499,0.029832477,0.440466264,2
0.180470928,0.077769918,0.134174105,0.400644252,0.0313666,0.43919863,2
0.111396725,0.055442568,0.053683336,0.070062412,0.147284548,0.263065083,7
0.243920144,0.20903705,0.128084186,0.408496074,0.009431933,0.388848199,3
