"DEPT,m","LITHOLOGY_GEOLINK,_",LITH,"GR,gAPI","NPHI,m3/m3","RHOB,g/cm3","DTC,us/ft","RDEP,ohm.m","RMED,ohm.m","Igr,m3/m3",GR_s,GR_std,RHOB_std,NPHI_std,DTC_std,"DPHI,m3/m3","deltaPHI,m3/m3","APHI,m3/m3",log10RMED,log10RDEP,M,N,"DT_m,us/ft","rho_m,g/cm3","Vp,km/s",rho_Vp,rho_Vp2,GR_grad,RHOB_grad,NPHI_grad,DTC_grad,log10RDEP_grad,log10RMED_grad,DPHI_grad,deltaPHI_grad,APHI_grad,M_grad,N_grad,DTm_grad,rhom_grad,rhoVp_grad,rhoVp2_grad,"groupTop,m","DgroupTop,m",Cromer Knoll,Hegre,Rogaland,Rotliegend,Shetland,Vestland,Viking,Zechstein,LITH_g,prob_c,prob_a
2395.582275,5,5,58.86750031,0.37304765,2.27204752,119.7253342,0.686907172,0.817259193,0.216955456,0.449971313,2.792119804,0.031124117,0.024655454,5.551957445,0.256112561,0.116935089,0.314580106,-0.087640186,-0.163101949,0.544591807,0.492868655,78.50569242,3.028938116,2.545827016,5.784239957,14.72567435,-15.30546369,-0.215164227,-0.009402727,-20.24726277,0.268294836,-0.122406203,0.125827033,-0.13522976,0.058212153,0.257933848,0.093160139,-30.56775884,-0.372768052,0.441809201,3.710692082,2387,8.582275,0,0,1,0,0,0,0,0,1,0.000137337,2.08E-07
2395.734619,5,5,56.53580475,0.371615201,2.239268541,116.6407852,0.658036828,0.897910237,0.207402808,0.380861544,2.673535033,0.036444646,0.024915989,5.411095504,0.275281555,0.096333646,0.323448378,-0.046767077,-0.1817498,0.583886481,0.507061043,73.84887777,2.97214914,2.613151049,5.851546938,15.29097602,19.67321988,-0.128204918,0.144074424,45.39205285,-0.183909818,0.097938866,0.074973636,0.069100788,0.10952403,-0.310774634,-0.064822733,47.49342856,0.257127466,-2.466012214,-11.70100507,2387,8.734619,0,0,1,0,0,0,0,0,1,0.000230918,9.62E-08
2395.886963,5,5,59.53290176,0.393564075,2.219737291,123.5559921,0.68103683,0.841812491,0.219681518,0.46969333,3.139934156,0.047255114,0.02581036,5.200863967,0.286703339,0.106860736,0.340133707,-0.074784634,-0.166829401,0.536541831,0.497185689,81.08421665,3.011320967,2.46689768,5.475864773,13.5083981,7.738018169,0.152698761,0.057606141,39.27953316,-0.426245239,0.094633697,-0.089297521,0.146903662,-0.01584569,-0.381918417,-0.107422185,55.32062155,0.449357849,-1.301118109,-7.15751433,2387,8.886963,0,0,1,0,0,0,0,0,1,0.000193475,8.26E-08
2396.039307,5,5,60.7117424,0.402340025,2.243000031,129.5399933,0.704024017,0.724902272,0.224511072,0.504633313,4.457801745,0.050707883,0.025580504,5.022398651,0.273099397,0.129240628,0.337719711,-0.139720539,-0.152412525,0.478358851,0.480820563,89.51198142,3.079777939,2.352941223,5.277647236,12.41799374,-29.73722868,0.131395215,0.070327876,-22.10808452,-0.248683348,0.060136982,-0.076839307,0.147167183,-0.003255715,0.125273632,-0.105700855,-49.58841061,0.473075418,1.242230312,5.177043875,2387,9.039307,0,0,1,0,0,0,0,0,1,0.000110152,1.57E-07
2396.191895,5,5,56.17419815,0.413071215,2.263049364,126.1665649,0.71905756,0.664252758,0.205921354,0.370143786,5.130706852,0.049211782,0.028349603,4.886568789,0.261374641,0.151696574,0.337222928,-0.177666634,-0.143236343,0.497474104,0.464691881,81.94538502,3.151963571,2.415853919,5.467196675,13.20794851,-28.21525807,0.202046146,-0.076993095,-14.15837288,0.320450432,0.070255121,-0.118155641,0.041162546,-0.097574368,0.031743748,-0.01305899,-9.881944897,0.060735516,1.120802198,4.262761963,2387,9.191895,0,0,1,0,0,0,0,0,1,9.46E-05,2.53E-07
2396.344238,5,5,51.87580109,0.401341856,2.29382968,124.0096359,0.736998379,0.743278801,0.18831139,0.242742409,5.52530422,0.047996682,0.030097572,4.754510081,0.243374456,0.1579674,0.322358156,-0.128848254,-0.132533467,0.502310042,0.462702435,80.43993989,3.161216202,2.457873439,5.637943044,13.85735046,3.316551029,0.1212031,-0.11551452,-56.2871672,0.599248833,-0.003839461,-0.070879006,-0.044635514,-0.093196763,0.382528644,0.045289805,-70.98818956,-0.20843405,3.069153214,14.86095607,2387,9.344238,0,0,1,0,0,0,0,0,1,0.000128644,4.55E-07
2396.496582,5,5,52.38105774,0.383743912,2.312294245,115.4346237,0.736006439,0.917157054,0.19038136,0.25771785,5.519213901,0.04699893,0.031374624,4.73864124,0.232576465,0.151167447,0.308160188,-0.037556289,-0.133118386,0.560585986,0.469602066,69.62531514,3.129462525,2.640455528,6.105510121,16.12132795,24.74815647,-0.023592396,-0.188808814,-10.57425104,0.28903857,0.015667208,0.013796723,-0.202605537,-0.087506046,0.090905532,0.152737709,18.54941253,-0.659907763,0.504027146,2.847372189,2387,9.496582,0,0,1,0,0,0,0,0,1,0.000178492,5.04E-07
2396.648926,5,5,56.15129089,0.354980022,2.308700085,113.8237,0.740062535,1.015025616,0.205827506,0.369464832,5.386629741,0.045713474,0.030959951,4.663420703,0.234678313,0.120301709,0.294829167,0.006477003,-0.130731581,0.574434898,0.492870739,72.45120684,3.028929537,2.677825358,6.182295633,16.55510802,-19.21263371,0.011814197,-0.176245963,-12.89255698,0.044347066,0.146375314,-0.006908887,-0.169337076,-0.091577425,0.093200375,0.130044337,11.38419248,-0.514647844,0.744742235,3.937392177,2387,9.648926,0,0,1,0,0,0,0,0,1,0.000246919,4.51E-07
2396.80127,5,5,53.22436142,0.328130007,2.310499907,111.8595963,0.779054463,1.030939102,0.193836263,0.282712761,5.248883166,0.044495423,0.030261078,4.635479721,0.233625785,0.094504222,0.280877896,0.013233012,-0.10843218,0.588633416,0.512682213,74.18552026,2.950526025,2.724844361,6.295752644,17.15494609,21.92085296,-0.021317314,0.12515034,14.0874819,-0.106846457,0.121559298,0.012466266,0.112684075,0.068808303,-0.098165626,-0.087375468,-0.431373604,0.34130004,-0.834922528,-4.351881535,2387,9.80127,0,0,1,0,0,0,0,0,1,0.000461987,6.12E-07
2396.953857,5,5,56.56919861,0.347226322,2.307247162,114.0091629,0.813048005,0.992955148,0.207539619,0.381851314,5.192043295,0.044299519,0.029742495,4.529602478,0.235527975,0.111698347,0.291377149,-0.003070368,-0.089883811,0.573654618,0.499349853,74.11969825,3.002603974,2.673469241,6.16835432,16.49090554,12.653575,-0.217039096,0.230609417,12.50038006,-0.040545117,0.052015509,0.126923448,0.103685969,0.178766432,-0.000391091,-0.095928935,-22.65407104,0.396314291,-1.235923873,-5.028336361,2387,9.953857,0,0,1,0,0,0,0,0,1,0.000356033,6.67E-07
2397.106201,5,5,58.49689484,0.382358283,2.274182558,115.9135208,0.828019261,0.978932679,0.215437135,0.438986835,5.507861232,0.043993632,0.029035471,4.454681229,0.254864001,0.127494282,0.318611142,-0.009247174,-0.081959561,0.573595037,0.484735655,70.66848646,3.062980079,2.629546477,5.980068733,15.72486867,-12.76693122,-0.481690227,0.156827423,-2.776087014,-0.124702239,0.040979381,0.281690191,-0.124862768,0.219258807,0.2532112,0.063844944,-35.93046467,-0.266372003,-1.127520203,-2.597739917,2387,10.106201,0,0,1,0,0,0,0,0,1,0.000333713,3.92E-07
2397.258545,5,5,56.55192947,0.40625,2.200799942,115.4906006,0.840007961,0.937033653,0.207468869,0.381339469,6.142677632,0.045310766,0.028649329,4.45125697,0.297777812,0.108472188,0.352013906,-0.028244811,-0.075716598,0.612170244,0.494462049,65.19469575,3.022399902,2.639175731,5.808297795,15.32911858,-45.33355938,-0.324922465,0.064131216,18.43656856,0.062935289,0.016815909,0.190013137,-0.125881921,0.127072177,0.012631095,0.083844884,17.97456065,-0.334298266,-1.742372462,-6.878243968,2387,10.258545,0,0,1,0,0,0,0,0,1,0.000633772,1.27E-07
2397.410889,5,5,49.6456337,0.416020006,2.151299954,118.2993012,0.844977617,0.957950354,0.17917469,0.176641862,6.525262221,0.045061284,0.028063665,4.470164648,0.326725173,0.089294833,0.37137259,-0.018656998,-0.073154795,0.614094516,0.507235314,67.93301222,2.971471567,2.57651556,5.542857805,14.28125938,-42.30761967,0.152692073,-0.066881006,-5.030096731,-0.093878554,-0.047563113,-0.08929361,0.022412603,-0.078087308,-0.03700531,-0.00899865,5.161665218,0.03506999,0.633204571,2.253321513,2387,10.410889,0,0,1,0,0,0,0,0,1,0.001592212,6.31E-08
2397.563477,5,5,43.18999863,0.405814767,2.174598932,117.5317688,0.8309744,0.926868796,0.152726808,-0.014698489,6.353548997,0.044006311,0.028179762,4.509001179,0.31310004,0.092714727,0.359457403,-0.032981739,-0.080412355,0.60844795,0.505862228,68.72062039,2.976822827,2.593341301,5.639477224,14.6250892,4.094070617,0.404793414,0.2239923,-7.484361605,-0.128746461,-0.027433758,-0.236721294,0.460713595,-0.006364497,-0.138685408,-0.346820076,-61.46827084,1.51338093,1.422688112,4.666100286,2387,10.563477,0,0,1,0,0,0,0,0,1,0.001662767,9.70E-08
