"DEPT,m","LITHOLOGY_GEOLINK,_",LITH,"GR,gAPI","NPHI,m3/m3","RHOB,g/cm3","DTC,us/ft","RDEP,ohm.m","RMED,ohm.m","Igr,m3/m3",GR_s,GR_std,RHOB_std,NPHI_std,DTC_std,"DPHI,m3/m3","deltaPHI,m3/m3","APHI,m3/m3",log10RMED,log10RDEP,M,N,"DT_m,us/ft","rho_m,g/cm3","Vp,km/s",rho_Vp,rho_Vp2,GR_grad,RHOB_grad,NPHI_grad,DTC_grad,log10RDEP_grad,log10RMED_grad,DPHI_grad,deltaPHI_grad,APHI_grad,M_grad,N_grad,DTm_grad,rhom_grad,rhoVp_grad,rhoVp2_grad,"groupTop,m","DgroupTop,m",Cromer Knoll,Hegre,Rogaland,Rotliegend,Shetland,Vestland,Viking,Zechstein,LITH_g,prob_c,prob_a
1568.031738,6,6,52.35055924,0.535487354,2.030534983,150.9782867,0.52404803,0.501008809,0.27927281,-0.356791044,3.123521285,0.020747321,0.028386052,7.420361927,0.397347963,0.138139391,0.466417659,-0.300154638,-0.280628907,0.368951214,0.450749032,107.1470868,3.218529446,2.018833283,4.099311607,8.27582671,-9.079261999,-0.000438199,-0.013952771,-16.05355905,0.061984536,0.10669744,0.000256257,-0.014209028,-0.006848257,0.155945871,0.013731902,-31.95512482,-0.067274451,0.442158607,1.801802231,1568,0.031738,0,0,1,0,0,0,0,0,1,0.000113486,1.95E-09
1568.184082,6,6,50.96738815,0.533361733,2.030468226,148.5326233,0.544033706,0.512021661,0.269109128,-0.425421804,3.095452206,0.021324339,0.028015876,7.432242767,0.397387002,0.135974731,0.465374368,-0.290711666,-0.264374192,0.392708632,0.452841005,102.2789153,3.208280587,2.052074376,4.166671817,8.550320469,-1.577385056,0.034100672,-0.060697703,-13.66071255,0.146518685,0.107943621,-0.019941913,-0.04075579,-0.040319808,0.118972071,0.043696963,-17.64461529,-0.209998826,0.459635841,1.754187571,1568,0.184082,0,0,1,0,0,0,0,0,1,0.000147871,2.24E-09
1568.336548,6,6,50.72689056,0.524107397,2.035667419,146.4498291,0.565045655,0.539048016,0.267341927,-0.437354913,3.012100589,0.024153667,0.027976772,7.209523965,0.394346539,0.129760858,0.459226968,-0.268372548,-0.24791646,0.410847827,0.459503306,99.58871134,3.176262906,2.081258764,4.236750656,8.817774431,26.35900626,0.123775968,0.041600083,-12.6276834,0.154281031,0.09416068,-0.072383607,0.113983689,-0.015391762,0.071523977,-0.093383891,-34.81423394,0.456407978,0.631216603,2.101647565,1568,0.336548,0,0,1,0,0,0,0,0,1,0.000194175,2.76E-09
1568.488892,6,6,54.74252701,0.53044492,2.054523945,144.5260773,0.584020853,0.569024861,0.296849234,-0.238105391,2.951058486,0.028688072,0.027533707,6.951227623,0.38331933,0.14712559,0.456882125,-0.244868759,-0.233571646,0.421744076,0.445276831,94.28497168,3.245793923,2.108961898,4.332912718,9.137947828,13.34947634,0.12069877,0.068781176,-13.89419014,0.151206071,0.062736938,-0.070584076,0.139365252,-0.00090145,0.082054016,-0.11419754,-44.45699822,0.599403362,0.681081834,2.349297979,1568,0.488892,0,0,1,0,0,0,0,0,1,0.00013983,3.82E-09
1568.641357,6,6,56.77785492,0.540931642,2.072926283,142.4076996,0.597026408,0.600046456,0.311805032,-0.137115643,2.927412754,0.031660858,0.027099062,6.742611324,0.372557729,0.168373913,0.456744686,-0.221815125,-0.224006458,0.434254442,0.427865703,87.50683545,3.337181956,2.140333641,4.43675386,9.496133544,7.881071785,0.061047577,0.073054659,-18.22122433,0.134397311,0.052004842,-0.035700337,0.108754996,0.018677161,0.143871971,-0.091639617,-57.23051022,0.517458068,0.712233061,2.793917965,1568,0.641357,0,0,1,0,0,0,0,0,1,0.000102591,5.09E-09
1568.793701,6,6,57.97848892,0.552061081,2.082226515,139.6318054,0.608017623,0.629012823,0.320627413,-0.077542085,2.859241158,0.031972523,0.026498025,6.53565616,0.367118997,0.184942084,0.459590039,-0.201340501,-0.216083833,0.456172473,0.413904957,78.7881106,3.416013588,2.182883687,4.545258293,9.921770183,2.979079795,0.013315323,-0.139860553,-16.66451209,0.071492679,0.051024848,-0.007786738,-0.132073814,-0.073823645,0.1480932,0.123909108,-2.664213062,-0.691701121,0.582117005,2.500314621,1568,0.793701,0,0,1,0,0,0,0,0,1,8.64E-05,5.80E-09
1568.946167,6,6,58.4326973,0.530737102,2.084256649,137.0910339,0.61900723,0.644999981,0.323964982,-0.055004985,2.774782983,0.03119533,0.02573167,6.43342728,0.365931784,0.164805318,0.448334443,-0.190440298,-0.208304278,0.478751651,0.432796883,78.38190869,3.310552685,2.22334008,4.634011344,10.30298315,-19.057611,-0.010033221,-0.22009554,-22.6744414,-4.24E-05,0.013631995,0.005867381,-0.225962921,-0.10711408,0.21385593,0.207289233,3.325636479,-1.031389509,0.763379212,3.489253314,1568,0.946167,0,0,1,0,0,0,0,0,1,0.000115916,6.43E-09
1569.098511,6,6,55.52938461,0.497206867,2.082728148,133.6367188,0.621974349,0.644990385,0.302631144,-0.199062763,2.702305045,0.030393757,0.025006843,6.346111969,0.366825644,0.130381223,0.432016256,-0.190446759,-0.206227526,0.511331319,0.464376154,78.88854945,3.153426682,2.280810192,4.750307587,10.83454996,-19.69077292,-0.009582504,-0.184004457,-19.35693956,-0.053577142,-0.074278653,0.005603804,-0.189608261,-0.089200327,0.183552249,0.174290083,1.703118594,-0.764512841,0.681246958,3.193624639,1568,1.098511,0,0,1,0,0,0,0,0,1,0.000202155,6.89E-09
1569.250855,6,6,52.5296135,0.469174892,2.081268311,130.6878052,0.605977595,0.632981598,0.280588519,-0.347906656,2.638813269,0.030340638,0.02581566,6.243519871,0.36767935,0.101495542,0.418427121,-0.198608916,-0.217543433,0.539294403,0.490928202,79.14800935,3.036957738,2.332275684,4.854091473,11.32107951,-17.38937999,-0.048428065,-0.007437825,-9.138359624,-0.105452328,-0.066508021,0.028320506,-0.035758331,0.010441341,0.109416382,0.029065064,-15.64274299,-0.119517833,0.2289158,1.339806378,1568,1.250855,0,0,1,0,0,0,0,0,1,0.000287476,6.55E-09
1569.40332,6,6,49.87834168,0.468040884,2.073884726,129.2945252,0.591992796,0.609976769,0.261106703,-0.479458565,2.572107556,0.030647613,0.027201213,6.124394998,0.371997236,0.096043648,0.42001906,-0.214686705,-0.227683578,0.555976571,0.495359607,76.76303854,3.018735451,2.357408326,4.888993121,11.52535309,-3.368559182,-0.117346939,0.114616401,5.258304233,-0.138864284,-0.014526068,0.068623941,0.04599246,0.091620171,0.011987703,-0.053491534,-14.78313313,0.22163984,-0.472538354,-1.572947159,1568,1.40332,0,0,1,0,0,0,0,0,1,0.00031559,5.54E-09
