"DEPT,m","LITHOLOGY_GEOLINK,_",LITH,"GR,gAPI","NPHI,m3/m3","RHOB,g/cm3","DTC,us/ft","RDEP,ohm.m","RMED,ohm.m","Igr,m3/m3",GR_s,GR_std,RHOB_std,NPHI_std,DTC_std,"DPHI,m3/m3","deltaPHI,m3/m3","APHI,m3/m3",log10RMED,log10RDEP,M,N,"DT_m,us/ft","rho_m,g/cm3","Vp,km/s",rho_Vp,rho_Vp2,GR_grad,RHOB_grad,NPHI_grad,DTC_grad,log10RDEP_grad,log10RMED_grad,DPHI_grad,deltaPHI_grad,APHI_grad,M_grad,N_grad,DTm_grad,rhom_grad,rhoVp_grad,rhoVp2_grad,"groupTop,m","DgroupTop,m",Cromer Knoll,Hegre,Rogaland,Rotliegend,Shetland,Vestland,Viking,Zechstein,LITH_g,prob_c,prob_a
2148.125,6,6,83.26300049,0.318239987,2.437953949,136.2048645,0.569000006,0.902999997,0.379100583,0.82978705,7.965693496,0.007802351,0.024656352,2.477050161,0.159091258,0.159148729,0.238665622,-0.044312251,-0.244887729,0.367154564,0.474118113,111.5605279,3.109179068,2.237805466,5.455666672,12.2087207,-30.08751235,0.049467454,0.002532646,-17.2675526,0.055241104,0.069359251,-0.028928336,0.031460982,-0.013197845,0.106901783,-0.01797875,-25.62986817,0.080438608,0.817906689,3.443599264,2148,0.125,0,0,1,0,0,0,0,0,1,8.09E-06,1.48E-07
2148.275049,6,6,78.74839935,0.318620008,2.445376491,133.6138855,0.582800019,0.920400024,0.357198864,0.69272768,7.837339458,0.007722607,0.024673126,2.457273179,0.15475059,0.163869418,0.236685299,-0.036023379,-0.234480443,0.38319507,0.47142042,107.7147918,3.121248801,2.28119996,5.578392753,12.72542933,-46.85064693,-0.000414527,0.020266693,-17.69523133,0.020062658,0.017829461,0.000242413,0.02002428,0.010254553,0.12254162,-0.013887136,-28.51462992,0.06276524,0.75278637,3.47151863,2148,0.275049,0,0,1,0,0,0,0,0,1,1.10E-05,3.20E-07
2148.425049,6,6,71.72080231,0.321660012,2.445314312,130.9596008,0.58640002,0.926799989,0.323105829,0.479375938,7.713979441,0.007426561,0.023921247,2.421491838,0.154786952,0.16687306,0.238223482,-0.03301398,-0.231806024,0.401576313,0.469337349,103.4375973,3.130663587,2.327435243,5.691310709,13.24615712,-49.19610252,-0.028894594,0.065327573,-14.88032357,-0.003758489,-0.011897361,0.016897423,0.04843015,0.041112498,0.111317065,-0.03592413,-30.617907,0.1649762,0.589453474,2.926799661,2148,0.425049,0,0,1,0,0,0,0,0,1,1.62E-05,8.89E-07
2148.574756,5,5,64.35580139,0.331440007,2.440988589,128.7319122,0.584000015,0.925600004,0.287375944,0.255780907,7.71003507,0.007822518,0.023054196,2.362167579,0.157316615,0.174123392,0.244378311,-0.033576652,-0.233587142,0.418241256,0.463959256,98.85388233,3.155361679,2.367711199,5.77955602,13.68431952,-26.35508166,-0.039482293,0.047245361,-6.388341822,-0.022580458,-0.037876698,0.02308906,0.024156301,0.035167211,0.056023179,-0.020157495,-16.09661007,0.094258418,0.194780516,1.148833335,2148,0.574756,0,0,1,0,0,0,0,0,1,2.19E-05,1.67E-06
2148.724951,5,5,60.3973999,0.338536024,2.435058546,127.7724152,0.576399994,0.918400002,0.268172521,0.135607276,7.905251331,0.009045054,0.022374788,2.288884667,0.160784476,0.177751548,0.24966025,-0.036968124,-0.239276032,0.426655658,0.460931701,96.43625198,3.169518822,2.385491342,5.80881108,13.85686854,-0.069303094,-0.038960446,-0.013502396,2.052856733,-0.029776955,-0.042490236,0.022783887,-0.036286283,0.004640745,-0.002732884,0.022012471,4.97775267,-0.102871405,-0.18581916,-0.664300038,2148,0.724951,0,0,1,0,0,0,0,0,1,2.46E-05,1.49E-06
2148.875,5,5,60.38700104,0.336510003,2.42921257,128.0804443,0.568000019,0.90899998,0.268122073,0.135291576,8.200343777,0.009959196,0.021849295,2.216367579,0.164203175,0.172306828,0.250356589,-0.041436126,-0.24565165,0.426245591,0.46423465,97.18315879,3.154083071,2.379754317,5.7809291,13.75719098,7.006657933,-0.03164704,-0.12155998,9.302674,-0.037185435,-0.070167383,0.018507041,-0.140067021,-0.05152647,-0.055836612,0.095651057,30.0179069,-0.430522231,-0.489852884,-2.141602678,2148,0.875,0,0,1,0,0,0,0,0,1,2.47E-05,1.29E-06
2149.025,5,5,61.43799973,0.318276006,2.424465514,129.4758454,0.554400027,0.897399986,0.273220791,0.167198983,8.484075642,0.010434003,0.021617136,2.208987752,0.166979232,0.151296774,0.242627619,-0.047013942,-0.256176757,0.417870099,0.478582308,101.6858448,3.089504736,2.354106971,5.707451168,13.43595058,4.245340933,0.005437213,-0.183653433,4.990315333,-0.046835686,-0.110716097,-0.003179657,-0.180473776,-0.093416545,-0.036606956,0.127028472,29.64428237,-0.533374362,-0.205988432,-0.997009083,2148,1.025,0,0,1,0,0,0,0,0,1,2.68E-05,1.13E-06
2149.175,5,5,62.07480087,0.290727991,2.425281096,130.2243927,0.533600009,0.883000004,0.276310109,0.186531712,8.648314699,0.010453474,0.021773035,2.423847275,0.166502283,0.124225708,0.228615137,-0.054039294,-0.272784172,0.412379056,0.497636579,106.1324872,3.009498582,2.340575248,5.676552903,13.28639922,-5.1399994,0.016162867,-0.093639967,-2.367798,-0.029661896,-0.092622099,-0.009451969,-0.084187998,-0.051545968,0.011916149,0.059954053,7.454415774,-0.237802063,0.141429754,0.574172196,2148,1.175,0,0,1,0,0,0,0,0,1,3.07E-05,1.04E-06
2149.325,5,5,61.30380096,0.276681996,2.427705526,129.869223,0.51680001,0.873999977,0.272569751,0.163124825,8.654265696,0.010187962,0.021834405,2.773481717,0.165084488,0.111597508,0.220883242,-0.058488579,-0.286677487,0.414166478,0.506629687,107.2506495,2.973828272,2.346976314,5.697767366,13.37252505,-8.317200706,0.000232398,-0.039415467,-5.35225407,-0.014593596,-0.063353898,-0.000135905,-0.039279561,-0.019775686,0.03742017,0.02752442,-2.920946593,-0.106367144,0.236831462,1.113849602,2148,1.325,0,0,1,0,0,0,0,0,1,3.32E-05,9.90E-07
2149.475195,5,5,60.054599,0.27076199,2.427740431,129.0653412,0.505600011,0.86960001,0.266509488,0.125200138,8.546710553,0.010188617,0.021674203,3.071851757,0.165064075,0.105697915,0.217913033,-0.060680464,-0.296192925,0.419786801,0.510763717,106.811938,2.957852459,2.361594425,5.733338267,13.53981969,-5.748773134,-0.020634586,0.015315024,-6.95331525,-0.015351143,-0.049654967,0.012067009,0.003248014,0.013691017,0.054887584,-0.003352153,-11.29670579,0.012862094,0.262269656,1.359816431,2148,1.475195,0,0,1,0,0,0,0,0,1,3.56E-05,9.27E-07
