,Unnamed: 0,"DEPT,m","LITHOLOGY_GEOLINK,_",LITH,"GR,gAPI","NPHI,m3/m3","RHOB,g/cm3","DTC,us/ft","RDEP,ohm.m","RMED,ohm.m","Igr,m3/m3",GR_s,GR_std,RHOB_std,NPHI_std,DTC_std,"DPHI,m3/m3","deltaPHI,m3/m3","APHI,m3/m3",log10RMED,log10RDEP,M,N,"DT_m,us/ft","rho_m,g/cm3","Vp,km/s",rho_Vp,rho_Vp2,GR_grad,RHOB_grad,NPHI_grad,DTC_grad,log10RDEP_grad,log10RMED_grad,DPHI_grad,deltaPHI_grad,APHI_grad,M_grad,N_grad,DTm_grad,rhom_grad,rhoVp_grad,rhoVp2_grad,"groupTop,m","DgroupTop,m",Cromer Knoll,Hegre,Rogaland,Rotliegend,Shetland,Vestland,Viking,Zechstein,LITH_g,prob_c,prob_a
2467,2467,2450.989258,9,9,12.72700024,0.062010001,2.579695702,63.35816956,6.176000118,7,0.041866697,-1.532359179,1.134135309,0.008330304,0.00801773,0.660830818,0.076201344,-0.014191343,0.069105672,0.84509804,0.790707296,0.795354639,0.593778914,55.05205751,2.684128513,4.810744887,12.41025791,59.70258477,0.045948446,0.008217823,-0.006367182,-0.045372578,0.123141855,-0.016201575,-0.004805744,-0.001561438,-0.005586463,-0.003847286,0.000940962,0.859992302,-0.002668197,0.048426469,0.275752183,2310,140.989258,0,0,0,0,1,0,0,0,2,4.77E-05,0.001412837
2468,2468,2451.141602,9,9,12.73400021,0.061039999,2.580947638,63.35125732,6.140999794,7.309000015,0.041922519,-1.532035872,1.049466983,0.008333327,0.007636595,0.655302795,0.075469218,-0.014429219,0.068254608,0.863857963,0.788239083,0.794768528,0.593922264,55.18307218,2.683722029,4.811269786,12.41763539,59.74459396,-8.2051686,0.032021701,0.032033004,-3.562692805,0.048342194,-0.014893648,-0.018726141,0.050759145,0.006653432,0.006417532,-0.032192314,-8.403189317,0.0920225,0.859763078,7.561195814,2310,141.141602,0,0,0,0,1,0,0,0,2,4.53E-05,0.001437788
2469,2469,2451.293945,9,9,11.48400021,0.065920003,2.58582592,62.80850601,6.109000206,7.434000015,0.031954257,-1.589769578,0.90758398,0.00828519,0.007092143,0.647235526,0.072616421,-0.006696418,0.069268212,0.871222558,0.78597014,0.795746194,0.589017991,53.90290511,2.697741013,4.852845731,12.54861428,60.89648922,-12.94990324,0.041354661,0.025559015,-6.264845466,-0.251621616,0.037949663,-0.024184012,0.049743027,0.000687501,0.018679709,-0.031352629,-10.44721901,0.091108441,1.474797826,13.43558585,2310,141.293945,0,0,0,0,1,0,0,0,2,4.41E-05,0.00143416
2470,2470,2451.446533,9,9,9.508000374,0.069820002,2.592136145,61.85256577,6.190999985,6.804999828,0.016196432,-1.681035013,0.920131314,0.008266147,0.006602238,0.634134299,0.068926231,0.000893771,0.069373116,0.832828119,0.791760803,0.798596493,0.584233956,52.30878486,2.711643067,4.927847155,12.77365073,62.94659839,9.793622499,0.035937129,0.057698373,-4.841112876,-0.301985981,0.019731721,-0.021015865,0.078714238,0.018341254,0.012338338,-0.049257339,-13.81388304,0.146187988,1.191070286,10.92643769,2310,141.446533,0,0,0,0,1,0,0,0,2,4.45E-05,0.00132345
2471,2471,2451.598877,9,9,11,0.078610003,2.597610951,61.11505127,6.234000206,6.120999813,0.028094545,-1.612124079,0.978805799,0.008264915,0.006632952,0.621141299,0.06572459,0.012885413,0.072167297,0.786822366,0.794766812,0.800476165,0.576729896,50.20432266,2.73391393,4.987314645,12.95510314,64.61117561,9.793622525,0.02288501,0.035249114,-0.546022751,-0.288942768,0.053455951,-0.013383047,0.048632161,0.010933033,-0.008031165,-0.030258987,-5.937039964,0.091705355,0.23019338,1.727656636,2310,141.598877,0,0,0,0,1,0,0,0,2,4.91E-05,0.001879162
2472,2472,2451.751221,9,9,12.49199963,0.083979994,2.601097345,61.03186798,6.352000237,5.531000137,0.039992659,-1.543213144,0.97446274,0.008214153,0.006636243,0.616898927,0.063685763,0.020294231,0.073832879,0.742803669,0.802910506,0.799252665,0.572120121,49.29985024,2.747884691,4.994112098,12.99017172,64.87437374,1.542565575,0.01621968,0.012865633,2.133434989,-0.044673708,0.027690308,-0.009485193,0.022350826,0.00169022,-0.021388532,-0.013809975,0.367704664,0.042346589,-0.371106336,-4.099270531,2310,141.751221,0,0,0,0,1,0,0,0,2,5.46E-05,0.002640873
2473,2473,2451.903565,9,9,12.72700024,0.085939996,2.603568316,61.356884,6.414000034,5.445000172,0.041866697,-1.532359179,0.981165599,0.008114938,0.006884416,0.622000106,0.062240751,0.023699245,0.074090373,0.735997898,0.807128958,0.795994251,0.570016254,49.35586784,2.75433594,4.967657586,12.9336359,64.24987447,-8.310193445,0.013745495,-0.035249345,2.994130351,0.135971195,0.013745137,-0.008038301,-0.027211044,-0.021643823,-0.025461542,0.017073446,8.610220046,-0.052308167,-0.558706978,-5.86715206,2310,141.903565,0,0,0,0,1,0,0,0,2,5.64E-05,0.003110935
2474,2474,2452.055908,9,9,11.46100044,0.080570005,2.605662346,61.8130188,6.445000172,5.710999966,0.031770843,-1.590831868,0.96681336,0.008081139,0.007404372,0.624713454,0.061016172,0.019553833,0.070793088,0.756712158,0.809222933,0.792115363,0.572617274,50.66757459,2.746367157,4.930999912,12.8485208,63.35605492,-1.677617506,0.003410937,-0.060817391,2.494748211,0.413270609,0.046430086,-0.0019947,-0.058822691,-0.031406045,-0.017214315,0.036648524,11.74507152,-0.11068962,-0.498670719,-4.985268564,2310,142.055908,0,0,0,0,1,0,0,0,2,5.22E-05,0.00282355
2475,2475,2452.208496,9,9,11.20501614,0.071290001,2.606182814,62.19368744,6.551000118,6.603471279,0.029729469,-1.602655006,0.967473577,0.008084742,0.007708281,0.622059022,0.060711805,0.010578196,0.066000903,0.819772293,0.816307607,0.789488665,0.578209399,52.45973157,2.729477249,4.900818761,12.77242963,62.59536276,8.252440332,-0.005846847,-0.03524916,0.592672307,0.370961283,0.063687201,0.003419209,-0.038668368,-0.015914976,-0.000816489,0.02406407,5.787086829,-0.071524352,-0.150150721,-1.330430067,2310,142.208496,0,0,0,0,1,0,0,0,2,4.19E-05,0.00277041
2476,2476,2452.36084,9,9,12.46222591,0.065920003,2.605292082,62.28397751,6.698999882,7.52118063,0.039755225,-1.544588302,1.091159631,0.008261958,0.007716585,0.627055867,0.061232701,0.004687302,0.063576352,0.876286019,0.82600997,0.789364278,0.581875415,53.34135952,2.718580943,4.893714281,12.74955507,62.39267972,5.020048902,-0.009753092,0.003150738,-0.839116211,0.26642913,0.056043385,0.005703562,-0.002552825,0.00442715,0.010032324,0.001573972,-1.356620626,-0.004646844,0.124293685,1.451818249,2310,142.36084,0,0,0,0,1,0,0,0,2,3.46E-05,0.00324156
2477,2477,2452.513184,9,9,13.22700024,0.066399999,2.603806257,62.15614319,6.831999779,8.258000374,0.045854001,-1.509265697,1.263854991,0.009163372,0.00765804,0.617170088,0.062101604,0.004298395,0.064250802,0.916874898,0.834547844,0.790892642,0.582115201,53.13468651,2.717873024,4.903779009,12.76849047,62.61385552,-1.595084973,-0.011061499,-0.009583643,-1.419403058,0.092718738,0.083471172,0.006468713,-0.016052357,-0.001557465,0.014320072,0.010000936,-0.125466099,-0.029436594,0.238167769,2.606846529,2310,142.513184,0,0,0,0,1,0,0,0,2,3.08E-05,0.003692016
2478,2478,2452.665527,9,9,12.98400021,0.064939998,2.602121115,61.93990707,7.034999847,8.531000137,0.043916171,-1.520489131,1.359075523,0.01115161,0.007483442,0.577994032,0.063087067,0.001852931,0.064013533,0.930999949,0.847264092,0.793074205,0.583638773,53.11557263,2.713388565,4.92089841,12.80477366,63.01099034,-3.338428907,-0.01893124,0.009633785,-1.411598946,0.033312104,0.088819995,0.0110709,-0.001437115,0.010352343,0.018214905,0.000884937,-2.914213211,-0.00259731,0.19935294,2.425438646,2310,142.665527,0,0,0,0,1,0,0,0,2,2.82E-05,0.003631895
2479,2479,2452.818115,9,9,12.47459602,0.066409998,2.599232435,61.72451401,7.257999897,8.631434441,0.039853872,-1.544016964,1.351774793,0.014052378,0.007483442,0.52732542,0.064776354,0.001633644,0.065593176,0.936082976,0.860816958,0.795853581,0.583773804,52.67089866,2.712992247,4.938070313,12.83519253,63.38108318,-9.838243777,-0.020243291,0.032032788,-0.374874166,-0.342333174,0.05330843,0.011838182,0.020194605,0.021935485,0.012442099,-0.01266504,-5.10587301,0.037286801,-0.022030649,0.276401922,2310,142.818115,0,0,0,0,1,0,0,0,2,2.70E-05,0.003497148
2480,2480,2452.970459,9,9,10.97579861,0.071290001,2.596148491,61.66740418,7.394999981,7.654742241,0.027901549,-1.613241868,1.346444642,0.017356484,0.007670871,0.495292464,0.06657983,0.004710171,0.068934915,0.883930571,0.868938177,0.79774906,0.581844361,51.89304954,2.718672667,4.942643432,12.83183629,63.42319135,-4.912395565,0.001829485,0.028750689,0.167993488,-0.307796328,0,-0.001069874,0.029820563,0.013840408,-0.001966519,-0.018676182,-4.082877132,0.055437461,-0.025903071,-0.300681434,2310,142.970459,0,0,0,0,1,0,0,0,2,3.12E-05,0.002942649
2481,2481,2453.122803,9,9,10.22742462,0.075669996,2.596427202,61.69299698,7.394999981,6.871311665,0.021933559,-1.647806991,1.228339715,0.020812516,0.007730592,0.525938775,0.066416841,0.009253155,0.071043418,0.837039647,0.868938177,0.797449473,0.578999157,51.27104771,2.727118232,4.94059302,12.82789011,63.37738434,1.736694652,0.017620353,-0.022317846,-0.513796211,0.079648589,0.035627617,-0.0103043,-0.012013547,-0.016311073,-0.005573957,0.007576505,2.75944231,-0.022555277,0.194135493,1.488857718,2310,143.122803,0,0,0,0,1,0,0,0,2,3.61E-05,0.002796684
2482,2482,2453.275147,9,9,10.49199963,0.072270006,2.599111557,61.61472321,7.487999916,7.065999985,0.024043441,-1.635587074,1.212407959,0.023921643,0.007566195,0.62630992,0.064847043,0.007422963,0.068558524,0.849173632,0.874365831,0.796600314,0.580153392,51.69143219,2.723682071,4.946869423,12.85746549,63.60420288,4.767040311,0.011264131,-0.067240361,-0.42000249,0.028823151,-0.052169048,-0.006587211,-0.06065315,-0.036913786,-0.002981569,0.037921219,9.395276303,-0.11155436,0.14351557,1.144707384,2310,143.275147,0,0,0,0,1,0,0,0,2,3.30E-05,0.003052971
2483,2483,2453.427734,9,9,11.21938801,0.062010001,2.600830317,61.55063629,7.352000237,7.137919903,0.029844079,-1.601991213,1.214702852,0.025823064,0.007434531,0.767235497,0.06384192,-0.001831919,0.06292596,0.85357167,0.866405512,0.796145365,0.585939677,53.12502922,2.706660325,4.952020135,12.8793641,63.77887034,1.591055572,-0.006012741,-0.02881637,1.153969503,0.21979416,-0.006210889,0.003516223,-0.032332592,-0.012650073,-0.004220651,0.020213253,5.379351081,-0.058567134,-0.270468825,-2.527892018,2310,143.427734,0,0,0,0,1,0,0,0,2,3.02E-05,0.002848847
2484,2484,2453.580078,9,9,11.46177578,0.05762,2.599914312,61.72643662,7.335999966,7.710028648,0.031777026,-1.590796057,1.219237744,0.02602291,0.007004012,0.901216657,0.064377595,-0.006757595,0.060998798,0.887055992,0.865459321,0.795502374,0.589019045,53.94454108,2.697737974,4.937916506,12.8381598,63.39376116,3.194987988,-0.032622453,0.012799979,2.269903114,-0.232864241,0.0301506,0.019077458,-0.006277479,0.015938718,0.002039073,0.004022251,0.575477257,-0.011581343,-0.629664735,-5.410139641,2310,143.580078,0,0,0,0,1,0,0,0,2,2.75E-05,0.002786472
2485,2485,2453.732422,9,9,11.94851303,0.05957,2.594944477,62.07224274,7.414000034,7.105268955,0.035658566,-1.568315141,1.252730044,0.025408526,0.006548104,1.01613578,0.067283932,-0.007713932,0.063426966,0.851580522,0.870052584,0.795813015,0.589631811,54.03221158,2.695973626,4.910407241,12.74223415,62.56955885,14.39168435,-0.064568831,0.051265531,2.123143544,0.066514281,0.1104918,0.03775955,0.01350598,0.04451254,0.019022858,-0.008323531,-5.142557235,0.023992791,-0.748996775,-5.787873476,2310,143.732422,0,0,0,0,1,0,0,0,2,3.13E-05,0.002747029
2486,2486,2453.884766,9,9,14.14099979,0.067379996,2.585107803,62.39569092,7.706999779,7.272999764,0.05314279,-1.467050832,1.308689742,0.025068526,0.006746315,1.110909392,0.073036373,-0.005656377,0.070208184,0.861713573,0.886885347,0.798711033,0.588363771,53.24877384,2.699628784,4.884952562,12.62812899,61.68781105,5.021565481,-0.076497771,0.009649324,1.938786554,-0.060210178,-0.021907673,0.044735539,-0.035086215,0.027192432,0.026509673,0.022472341,0.675378791,-0.064541161,-0.762465544,-5.614820309,2310,143.884766,0,0,0,0,1,0,0,0,2,3.33E-05,0.003515495
2487,2487,2454.037109,9,9,14.90600014,0.068850003,2.573453903,62.69105148,7.647999764,7.120999813,0.059243368,-1.431717788,1.359386099,0.02510348,0.007613733,1.198317509,0.079851519,-0.011001516,0.074350761,0.852540974,0.883547866,0.802749596,0.591787275,53.35166308,2.689796389,4.861937757,12.5119727,60.83243248,-3.14240399,-0.073517131,-0.003211275,1.527223897,0.155185015,-0.01305503,0.042992474,-0.046203749,0.0198906,0.028000639,0.029904429,2.106852417,-0.084736091,-0.659788742,-4.672429245,2310,144.037109,0,0,0,0,1,0,0,0,2,3.73E-05,0.002901576
2488,2488,2454.189697,9,9,14.426507,0.068360001,2.562236071,62.92408752,7.612999916,7.520043373,0.055419598,-1.45386412,1.338300134,0.025094632,0.008421778,1.295315386,0.086411654,-0.018051653,0.077385828,0.876220345,0.881555825,0.807022158,0.596350332,53.67314347,2.676866679,4.843931827,12.41129685,60.11947585,-14.28654762,-0.061830082,-0.048049165,-0.711512235,0.010122611,-0.084365875,0.036157943,-0.084207108,-0.005945611,0.036716099,0.054688721,6.167281059,-0.151659416,-0.159434981,-0.092652611,2310,144.189697,0,0,0,0,1,0,0,0,2,3.77E-05,0.002109346
2489,2489,2454.342041,9,9,12.25003719,0.061039999,2.552816629,62.8156929,7.390999794,7.546793461,0.038063103,-1.554388655,1.324325142,0.024898167,0.008581492,1.401658103,0.0919201,-0.030880101,0.076480049,0.877762464,0.86870319,0.812615635,0.60468183,54.61269174,2.653762277,4.852290505,12.38700789,60.10536078,0.150728417,-0.048849951,0,-4.371962992,-0.049070673,-0.104489323,0.028567223,-0.028567223,0.014283612,0.053977762,0.019114251,-4.656175968,-0.052025594,0.631798811,7.32668133,2310,144.342041,0,0,0,0,1,0,0,0,2,3.76E-05,0.001075881
2490,2490,2454.494385,9,9,12.27299976,0.061039999,2.545374632,62.14965057,7.125,7.418000221,0.03824622,-1.553328084,1.326720744,0.02471008,0.008593189,1.496462744,0.096272145,-0.035232146,0.078656072,0.870286842,0.852784869,0.820838823,0.607593771,53.90335127,2.64583649,4.904291294,12.48325865,61.22153672,4.877120399,-0.05095801,0.025599951,-6.825359384,-0.15274468,-0.080753913,0.029800006,-0.004200054,0.027699978,0.071592797,0.003487108,-10.99803971,-0.00943755,1.140089986,12.52430552,2310,144.494385,0,0,0,0,1,0,0,0,2,3.94E-05,0.000760607
2491,2491,2454.646729,9,9,13.01599979,0.064939998,2.537611485,61.10984802,6.926000118,7.031000137,0.044171355,-1.519011167,1.484577954,0.024712892,0.008611262,1.559002109,0.100811997,-0.035871999,0.082875998,0.847017106,0.840482495,0.831745556,0.608125012,52.22786591,2.644398736,4.987739294,12.65694452,63.12953952,1.580478022,-0.033948639,0.067240335,-6.319511885,-0.28654011,0,0.019853005,0.04738733,0.04354667,0.059664498,-0.030406137,-16.77780708,0.082851733,1.157826975,12.50056309,2310,144.646729,0,0,0,0,1,0,0,0,2,4.26E-05,0.000598332
2492,2492,2454.799316,9,9,13.25716019,0.075199999,2.532431364,60.14557266,6.926000118,6.357623577,0.046094515,-1.5078727,1.513658587,0.024943205,0.008980411,1.59778437,0.103841308,-0.028641309,0.089520653,0.803294811,0.840482495,0.840849583,0.60348543,49.66779066,2.657040833,5.067704517,12.83361386,65.03696294,-3.444505593,0.028209152,0.048049165,-3.27939164,-0.413455311,0.011091602,-0.01649658,0.064545745,0.015776293,0.005904921,-0.042345126,-10.87128654,0.1175269,0.849757145,7.918181003,2310,144.799316,0,0,0,0,1,0,0,0,2,4.91E-05,0.000555221
2493,2493,2454.95166,9,9,12.73241043,0.082520001,2.536728859,59.64597702,6.953000069,5.499299526,0.041909841,-1.532109299,1.555604091,0.025186715,0.009665648,1.63287354,0.101328153,-0.018808152,0.091924077,0.740307375,0.842172234,0.841749162,0.597034404,48.01161538,2.674945351,5.11015169,12.96306926,66.24325031,-6.511651722,0.121555224,-0.006432797,-0.639171612,-0.23488073,-0.003281868,-0.071084926,0.064652129,-0.038758861,-0.061679777,-0.042526911,0.291551099,0.12061564,0.761321921,4.607861563,2310,144.95166,0,0,0,0,1,0,0,0,2,5.70E-05,0.000596476
2494,2494,2455.104004,9,9,11.74039936,0.081540003,2.555247068,59.54860306,6.945000172,5.064361572,0.03399894,-1.57792728,1.555769159,0.025338505,0.010394043,1.669615405,0.090498791,-0.008958788,0.086019397,0.704524705,0.841672261,0.832352618,0.590555685,48.05603144,2.69332042,5.118507817,13.07905209,66.94523037,-6.553587473,0.163476921,-0.060849111,-0.348782492,0.442135023,-0.023907555,-0.095600538,0.034751427,-0.078224825,-0.083904988,-0.022588408,8.868456102,0.065148134,0.914179011,5.075866907,2310,145.104004,0,0,0,0,1,0,0,0,2,5.65E-05,0.000808406
2495,2495,2455.256348,9,9,10.74199963,0.072270006,2.580151796,59.49546814,6.887000084,5.914000034,0.026037093,-1.624040333,1.605487821,0.025441745,0.01073482,1.695955077,0.075934622,-0.003664616,0.074102314,0.771881323,0.838030088,0.819570197,0.587114476,49.40708752,2.703245347,5.123079115,13.21832178,67.71850824,-3.326510145,0.119667104,-0.080019425,-0.834099405,0.499627079,0.009489275,-0.069980762,-0.010038663,-0.075000094,-0.056139858,0.006106773,10.99649466,-0.017687948,0.800090464,5.059132,2310,145.256348,0,0,0,0,1,0,0,0,2,4.05E-05,0.001223293
2496,2496,2455.408936,9,9,10.2344141,0.060060002,2.59841156,59.36819458,6.909999847,7.048852444,0.021989297,-1.647484168,1.620884402,0.025616242,0.010975142,1.689159608,0.065256398,-0.005196396,0.0626582,0.848118419,0.839478038,0.811003928,0.588046296,51.08502064,2.700546379,5.134061974,13.34040598,68.49047107,1.70908043,0.049692254,-0.057698778,-1.480325778,0.431887025,0.017685066,-0.029059797,-0.028638981,-0.043379288,-0.01587649,0.017732101,6.827232232,-0.051044233,0.590002801,4.754959883,2310,145.408936,0,0,0,0,1,0,0,0,2,2.80E-05,0.001640603
2497,2497,2455.561279,9,9,10.49478054,0.051269997,2.605981827,59.14267731,6.953000069,8.201879501,0.024065618,-1.635458632,1.548123496,0.025909609,0.010944541,1.631891536,0.060829341,-0.009559344,0.056049669,0.913913385,0.842172234,0.808585256,0.590747658,52.12510168,2.692770147,5.153638694,13.43028878,69.21485592,11.37052421,-0.015516988,-0.00643279,-2.263392716,-0.253874769,0.19222255,0.009074262,-0.015507052,0.001320736,0.021938352,0.009727638,-1.456134192,-0.027804512,0.436553962,4.927424727,2310,145.561279,0,0,0,0,1,0,0,0,2,2.11E-05,0.001903626
2498,2498,2455.713623,9,9,12.22701168,0.05029,2.603617907,58.79786301,7.438000202,7.503036976,0.037879483,-1.555452134,1.368643653,0.026260507,0.010853774,1.515422599,0.06221175,-0.01192175,0.056250875,0.875237087,0.871456186,0.811927432,0.592229605,51.90326838,2.688534297,5.183861703,13.49679516,69.96551952,0.045873352,-0.042348941,0.054481975,-2.1715209,-0.238027982,0.227179117,0.024765462,0.029716513,0.039623719,0.03512438,-0.018408652,-10.24083197,0.052735517,0.280510434,4.060940074,2310,145.713623,0,0,0,0,1,0,0,0,2,2.08E-05,0.002438762
2499,2499,2455.865967,9,9,12.23400021,0.058590002,2.5971663,58.46704483,8.055000305,6.90199995,0.037935214,-1.555129355,1.253964583,0.026438552,0.010730597,1.332284464,0.06598462,-0.007394618,0.062287311,0.838974952,0.906065561,0.817278421,0.589425158,50.34313907,2.696568236,5.213193024,13.53952924,70.58417937,-4.923068844,-0.022331007,0.035249166,-0.630006958,0.286984093,0.145569462,0.013059069,0.022190098,0.024154118,0.015404235,-0.013858203,-5.894561901,0.040032059,0.029526731,0.916006406,2310,145.865967,0,0,0,0,1,0,0,0,2,2.20E-05,0.002738706
2500,2500,2456.018311,9,9,11.48400021,0.063960001,2.593764305,58.37106705,8.477000237,7.632999897,0.031954257,-1.589769578,1.232419889,0.026094255,0.010729484,1.103930227,0.067974091,-0.00401409,0.065967046,0.882695257,0.928242195,0.819625164,0.587313944,49.44513793,2.70266688,5.22176492,13.54402746,70.72372745,-17.85479799,0.016164156,-0.028770478,1.188906919,0.227532606,0.046621788,-0.009452723,-0.019317756,-0.019111601,-0.01574811,0.012076603,5.533603856,-0.034901466,-0.190867299,-2.429620109,2310,146.018311,0,0,0,0,1,0,0,0,2,1.97E-05,0.002939331
2501,2501,2456.170898,9,9,8.759590149,0.05957,2.596230745,58.55247879,8.616999626,8.268253326,0.010228153,-1.71560181,1.19963925,0.02505432,0.01072189,0.896532752,0.066531728,-0.006961728,0.063050864,0.917413774,0.935356074,0.817222207,0.589156676,50.28949394,2.69734137,5.205586451,13.51490359,70.35299901,6.500897036,0.039312838,-0.070498352,0.784128354,0.447355207,0.071546335,-0.022989964,-0.047508389,-0.046744158,-0.02494577,0.029544592,11.10526035,-0.084471684,0.02360811,-0.817597522,2310,146.170898,0,0,0,0,1,0,0,0,2,1.72E-05,0.002364624
2502,2502,2456.323242,9,9,9.749962807,0.048829999,2.60221982,58.67193604,8.836000443,9.673099518,0.018125987,-1.669859503,1.115521532,0.023095288,0.010676248,0.756928093,0.063029345,-0.014199346,0.055929672,0.985565656,0.946255729,0.813421868,0.593657617,51.98131373,2.684472616,5.194987771,13.51850014,70.22844293,-0.150728417,0.016128906,-0.025665586,-0.883987948,0.19529608,-0.012610542,-0.009432109,-0.016233477,-0.017548847,-0.002667032,0.010027276,2.756498828,-0.028378849,0.28812896,2.560809755,2310,146.323242,0,0,0,0,1,0,0,0,2,1.28E-05,0.003022472
2503,2503,2456.475586,9,9,9.727000237,0.044920001,2.604676962,58.53726578,8.796999931,10.35900021,0.01794287,-1.670920074,0.99396898,0.020046443,0.010226938,0.680698211,0.06159242,-0.016672419,0.05325621,1.015317842,0.944334589,0.813015562,0.595185213,52.40124978,2.680149269,5.206939309,13.56239486,70.61856693,9.741113552,-0.002726231,0,-1.614205088,-0.065134236,0.027733891,0.001594287,-0.001594287,0.000797144,0.011443594,0.001011439,-1.690125529,-0.002854453,0.361314861,3.844851956,2310,146.475586,0,0,0,0,1,0,0,0,2,1.14E-05,0.003038813
2504,2504,2456.62793,9,9,11.21100044,0.044920001,2.604261637,58.29135132,8.883000374,10.125,0.029777191,-1.602378609,0.886579995,0.01652591,0.009034152,0.637041239,0.0618353,-0.016915299,0.05337765,1.005395032,0.94855968,0.814758925,0.595339299,52.1437693,2.67971441,5.22890589,13.61743901,71.20430706,-8.131694157,-0.012054683,0.025624545,-1.517273901,-0.033283584,0.076501381,0.007049522,0.018575022,0.016337033,0.015597886,-0.01151252,-5.282076256,0.032578018,0.292579507,3.396748763,2310,146.62793,0,0,0,0,1,0,0,0,2,1.13E-05,0.003547672
2505,2505,2456.780518,9,9,9.970201492,0.048829999,2.602422237,58.05983353,9.125,10.00728703,0.019882305,-1.659687346,0.850974046,0.014821471,0.007763334,0.612488389,0.062910973,-0.014080974,0.055870486,1.000316356,0.960232873,0.817138975,0.593582627,51.33778785,2.684685425,5.249756531,13.66208313,71.72261016,4.91241526,-0.015202523,0.012800083,-0.592801441,-0.129713437,0.031689402,0.008890364,0.003909718,0.010845224,0.011468356,-0.002359924,-2.480867605,0.006701913,0.059775782,1.047738877,2310,146.780518,0,0,0,0,1,0,0,0,2,1.14E-05,0.003272522
2506,2506,2456.932861,9,9,10.71857357,0.050780002,2.600106239,57.96952438,9.227000237,9.562147141,0.025850279,-1.625122311,0.852800065,0.015439453,0.007344576,0.615050932,0.064265357,-0.013485355,0.05752268,0.980555422,0.965060532,0.818886099,0.593223109,50.95984503,2.685706414,5.257934984,13.67118956,71.88222584,-1.743167437,-0.01106612,0.032032742,0.484824936,-0.162886048,-0.116025705,0.006471415,0.025561326,0.019252078,0.002636129,-0.01593327,-4.169027768,0.045462098,-0.172303648,-1.505226589,2310,146.932861,0,0,0,0,1,0,0,0,2,1.20E-05,0.003475452
2507,2507,2457.085205,9,9,10.45301247,0.055659998,2.598420382,58.04338455,8.859000206,9.031101227,0.023732534,-1.637387773,0.89643773,0.015455326,0.007378135,0.622032802,0.065251239,-0.009591241,0.060455618,0.95574071,0.947384712,0.819287698,0.590795771,50.32471867,2.692632292,5.251244265,13.64494013,71.6529136,0.052433768,0.022071214,-0.006367156,0.162184267,0.019785703,-0.017429872,-0.012907143,0.006539987,-0.009637149,-0.012301616,-0.004165623,1.105617633,0.011947361,0.077741682,0.207940161,2310,147.085205,0,0,0,0,1,0,0,0,2,1.41E-05,0.003052936
2508,2508,2457.237549,9,9,10.46100044,0.05469,2.601782799,58.06809235,8.805000305,9.093999863,0.023796234,-1.637018833,0.898192049,0.016459752,0.0075108,0.606095357,0.063284913,-0.008594913,0.058987456,0.958754943,0.944729375,0.81741362,0.590161163,50.49315288,2.694452401,5.249009876,13.65678361,71.68459204,-8.126200409,0.036142161,0.003211275,-1.222124151,-0.039583843,-0.092647514,-0.021135766,0.024347041,-0.008962246,-0.010777004,-0.015268469,-1.764259545,0.044012101,0.47867388,4.034221953,2310,147.237549,0,0,0,0,1,0,0,0,2,1.38E-05,0.0032415
2509,2509,2457.390137,9,9,9.221039772,0.055180002,2.607297659,57.88161087,8.522999764,8.968399048,0.013908033,-1.694288852,0.818518522,0.02048131,0.00773942,0.577753995,0.060059849,-0.004879847,0.057619925,0.952714924,0.930592476,0.815769179,0.587831378,50.22394805,2.701168119,5.265921001,13.7298235,72.3001659,8.347955535,0.022213628,0.016016371,-2.228086305,-0.121705644,-0.039404792,-0.012990426,0.029006797,0.001512972,0.002582552,-0.018050889,-4.722909036,0.052484314,0.649296715,6.238843773,2310,147.390137,0,0,0,0,1,0,0,0,2,1.41E-05,0.002926014
2510,2510,2457.542481,9,9,10.49280071,0.05762,2.610681772,57.54217529,8.406000137,8.59357357,0.024049829,-1.635550075,0.77247769,0.023771838,0.007968845,0.561531049,0.058080835,-0.000460835,0.057850418,0.934173799,0.924589393,0.816162615,0.585081433,49.50444119,2.70916379,5.296984146,13.82873996,73.25061631,3.282061204,0.025753832,0.006367224,-1.506392614,-0.089671211,-0.002714497,-0.01506072,0.021427944,-0.004346748,-0.003688449,-0.013275885,-2.543622953,0.038916583,0.500435086,4.586712138,2310,147.542481,0,0,0,0,1,0,0,0,2,1.47E-05,0.003509287
2511,2511,2457.694824,9,9,10.99279976,0.058590002,2.614605188,57.31268692,8.397999764,8.327468872,0.028037126,-1.612456636,0.733923826,0.024734443,0.00791737,0.610695477,0.05578644,0.002803562,0.057188221,0.920513018,0.924175858,0.815600706,0.583058945,49.11693804,2.715092459,5.318194044,13.90497774,73.9493698,3.276793769,0.051892323,-0.025599971,1.137292837,-0.115792172,-0.007818112,-0.030346388,0.004746416,-0.027973179,-0.033094601,-0.002869819,4.991267609,0.008448028,4.78E-05,-1.46274914,2310,147.694824,0,0,0,0,1,0,0,0,2,1.48E-05,0.00402216
