,Unnamed: 0,"DEPT,m","LITHOLOGY_GEOLINK,_",LITH,"GR,gAPI","NPHI,m3/m3","RHOB,g/cm3","DTC,us/ft","RDEP,ohm.m","RMED,ohm.m","Igr,m3/m3",GR_s,GR_std,RHOB_std,NPHI_std,DTC_std,"DPHI,m3/m3","deltaPHI,m3/m3","APHI,m3/m3",log10RMED,log10RDEP,M,N,"DT_m,us/ft","rho_m,g/cm3","Vp,km/s",rho_Vp,rho_Vp2,GR_grad,RHOB_grad,NPHI_grad,DTC_grad,log10RDEP_grad,log10RMED_grad,DPHI_grad,deltaPHI_grad,APHI_grad,M_grad,N_grad,DTm_grad,rhom_grad,rhoVp_grad,rhoVp2_grad,"groupTop,m","DgroupTop,m",Cromer Knoll,Hegre,Rogaland,Rotliegend,Shetland,Vestland,Viking,Zechstein,LITH_g,prob_c,prob_a
1462,1462,2297.827148,4,4,49.57400131,0.306940407,2.372548103,113.3382416,0.749000013,0.933000028,0.335707118,0.169491964,2.464266352,0.054274435,0.038147498,4.830532792,0.197340291,0.109600116,0.252140349,-0.030118343,-0.125518175,0.551250322,0.504943755,79.82936134,2.980418592,2.68929521,6.380482249,17.15900035,-8.014760476,0.028713084,0.01369435,-4.452817308,-0.074290967,-0.053789305,-0.016791277,0.030485627,-0.001548464,0.020843642,-0.020475259,-8.607912709,0.080804316,0.329867819,1.570653183,2075,222.827148,0,0,1,0,0,0,0,0,1,0.00030895,1.69E-06
1463,1463,2297.979492,4,4,48.35300064,0.309026659,2.376922369,112.6598816,0.735000014,0.90899998,0.325970115,0.113097649,2.560553411,0.055101993,0.03745723,4.695039915,0.19478224,0.114244419,0.25190445,-0.041436126,-0.133712653,0.554425726,0.501824472,78.51799748,2.992728644,2.705488288,6.430735632,17.39827994,-4.198796957,-0.153615514,0.174019792,0.247049571,-0.158303686,-0.03114883,0.089833634,0.084186158,0.131926713,0.061100087,-0.071616566,-28.56477116,0.29071778,-0.429563068,-1.199928681,2075,222.979492,0,0,1,0,0,0,0,0,1,0.000284758,1.72E-06
1464,1464,2298.13208,4,4,47.71231461,0.335579991,2.353482485,112.6975784,0.726999998,0.859822154,0.320860895,0.083506305,2.617521114,0.054336442,0.033504439,4.274650197,0.208489775,0.127090216,0.272034883,-0.065591369,-0.13846559,0.563748866,0.490896644,74.15935618,3.037088689,2.704583316,6.365189462,17.21518522,9.508122407,-0.23151536,0.188481148,5.448208659,-0.393651364,-0.075494601,0.135389099,0.053092049,0.161935124,0.057679953,-0.05676705,-25.47889555,0.239792366,-0.927041337,-3.315089696,2075,223.13208,0,0,1,0,0,0,0,0,1,0.000228574,1.12E-06
1465,1465,2298.284424,4,4,49.16082001,0.364293963,2.318212509,113.5275803,0.708000004,0.748924792,0.332412159,0.150408373,2.760647517,0.051281933,0.028775415,3.570225563,0.229115492,0.135178471,0.296704727,-0.125561793,-0.14996674,0.572536061,0.482248524,70.27779932,3.073619617,2.684810065,6.223960277,16.7101512,19.75252166,-0.19006786,0.143563252,9.887003098,-0.18445808,-0.044638878,0.111150795,0.032412457,0.127357023,0.007718146,-0.040258315,-11.65971578,0.175336546,-1.038555539,-4.188030041,2075,223.284424,0,0,1,0,0,0,0,0,1,0.000148978,5.78E-07
1466,1466,2298.436768,5,5,52.16999817,0.386164963,2.289256811,115.0338059,0.697000027,0.702000022,0.356409177,0.289393179,2.807727791,0.047426585,0.02612839,2.887533939,0.246048649,0.140116314,0.316106806,-0.153662874,-0.156767205,0.573711874,0.476115411,68.50151158,3.100331088,2.649655793,6.065742572,16.07212995,8.855036595,-0.09881327,-0.072449479,12.04753484,-0.008133575,-0.078790088,0.057785538,-0.130235017,-0.007331971,-0.050058732,0.093780953,33.25093883,-0.401651986,-0.883000491,-3.959710779,2075,223.436768,0,0,1,0,0,0,0,0,1,0.000116871,3.30E-07
1467,1467,2298.589111,5,5,53.51900101,0.375127792,2.274203301,116.8691635,0.677999973,0.699999988,0.367166947,0.351699526,2.861527348,0.044867377,0.028907929,2.618059303,0.254851871,0.120275921,0.314989831,-0.154901967,-0.168770323,0.566085776,0.490402283,73.56705935,3.039142219,2.608044595,5.931223628,15.46889573,3.892547186,-0.026412483,0.007419922,10.40809238,0.080224133,-0.050826025,0.015445897,-0.008025975,0.011432909,-0.070170904,0.004355958,15.31341384,-0.018087997,-0.589100377,-2.874955332,2075,223.589111,0,0,1,0,0,0,0,0,1,0.000128747,2.36E-07
1468,1468,2298.741699,5,5,54.112957,0.376259983,2.270173073,118.4573135,0.666000009,0.720011234,0.371903514,0.379132551,2.865329493,0.043611784,0.029231383,2.640325593,0.257208729,0.119051254,0.316734356,-0.142660727,-0.176525765,0.555378539,0.49106695,75.90370254,3.036382208,2.5730787,5.84133398,15.03021204,7.971566455,0.010862673,0.003610257,5.744482224,0.027549887,-0.021482743,-0.00635244,0.009962697,-0.001371092,-0.049910617,-0.007032835,8.562678127,0.029227901,-0.253447377,-1.370888998,2075,223.741699,0,0,1,0,0,0,0,0,1,0.000126665,2.02E-07
1469,1469,2298.894043,5,5,55.32737732,0.376809984,2.271827936,119.3324509,0.661000013,0.727003217,0.381588041,0.435222939,2.86289522,0.042612362,0.029662704,2.718748574,0.256240973,0.120569011,0.316525479,-0.138463667,-0.179798532,0.547774955,0.48999554,77.20817518,3.040834903,2.55420875,5.802722793,14.82136533,-23.02678012,0.047507188,0.026345435,1.032199496,0.008106853,0.118270236,-0.027781981,0.054127416,-0.000718273,-0.028415469,-0.03879688,-3.08959555,0.163562216,0.071057361,0.053223643,2075,223.894043,0,0,1,0,0,0,0,0,1,0.000114428,1.98E-07
1470,1470,2299.046387,4,4,51.81938553,0.380823553,2.279065371,119.4897003,0.689000011,0.729073584,0.353613179,0.273199446,2.809318789,0.041584483,0.029647115,2.79017393,0.252008555,0.128814998,0.316416054,-0.137228637,-0.161780771,0.543446029,0.484085068,76.73749383,3.065752625,2.550847391,5.813547955,14.82947363,-22.9965318,0.109512537,-0.090986839,-2.59189269,0.174147495,0.077548386,-0.06404242,-0.026944419,-0.077514629,-0.025927265,0.029306182,12.04117437,-0.123916409,0.406797745,1.363857172,2075,224.046387,0,0,1,0,0,0,0,0,1,0.000143272,2.75E-07
1471,1471,2299.198731,4,4,48.31600189,0.366962254,2.295748949,119.094841,0.708000004,0.774999976,0.325675064,0.111388789,2.736462317,0.041231197,0.029669065,2.843508134,0.242252077,0.124710177,0.304607165,-0.110698311,-0.14996674,0.539496166,0.488549689,78.5718945,3.046874704,2.559304733,5.875521151,15.03724909,-13.16757686,0.166738477,-0.103168959,-6.471437934,0.319733857,0.106523408,-0.097507881,-0.005661078,-0.10033842,-0.019104269,0.016431331,7.585491051,-0.068490793,0.7522388,2.765237812,2075,224.198731,0,0,1,0,0,0,0,0,1,0.000204442,4.15E-07
1472,1472,2299.351318,4,4,46.30680084,0.351220012,2.321191073,118.1073837,0.735000014,0.867139399,0.309652472,0.01858989,2.708921894,0.041209081,0.029179947,2.86233863,0.227373642,0.12384637,0.289296827,-0.061911081,-0.133712653,0.536581103,0.491056897,79.72934182,3.036423899,2.580702245,5.990303013,15.45918843,-0.805086777,0.175856076,-0.040566015,-10.03303642,0.272244292,0.110316197,-0.10283981,0.062273795,-0.071702913,0.004428337,-0.033968802,-8.550692329,0.142369727,0.975320988,3.880465386,2075,224.351318,0,0,1,0,0,0,0,0,1,0.000282647,7.13E-07
1473,1473,2299.503662,4,4,46.1841507,0.345040023,2.347981691,116.5789108,0.763999999,0.954033673,0.308674385,0.012925053,2.7191072,0.040486137,0.028433452,2.849209813,0.211706613,0.13333341,0.278373318,-0.020436296,-0.116906642,0.537255733,0.485881953,78.42669515,3.058113073,2.614537983,6.138887313,16.05035405,4.694228063,0.12851792,0.009371429,-11.15683256,0.061769963,0.099007053,-0.075156678,0.084528107,-0.032892625,0.031092835,-0.052513918,-18.65716894,0.226163851,0.937182418,4.045329059,2075,224.503662,0,0,1,0,0,0,0,0,1,0.000307402,1.21E-06
1474,1474,2299.656006,4,4,46.89928818,0.346467704,2.367560625,114.8792343,0.791000009,0.97493124,0.314377327,0.045955082,2.747962385,0.039467805,0.028299187,2.823267139,0.200256944,0.14621076,0.273362324,-0.011026013,-0.101823512,0.54199254,0.477881773,75.58438741,3.092567779,2.653220942,6.281661432,16.66663566,-11.10833016,0.069509538,-0.15491128,-9.820846899,-0.128381054,0.16114173,-0.040648852,-0.114262427,-0.097780066,0.043924695,0.088302391,11.44313021,-0.376075532,0.730953299,3.40857746,2075,224.656006,0,0,1,0,0,0,0,0,1,0.000278396,1.84E-06
1475,1475,2299.80835,4,4,45.20700073,0.3228679,2.378149986,113.3830872,0.837000012,0.931999981,0.300881996,-0.032206539,2.740201269,0.039301009,0.0282795,2.830972972,0.194064336,0.128803564,0.258466118,-0.030584096,-0.077274536,0.548684204,0.491334112,77.32767964,3.035274928,2.688231532,6.393017781,17.18591199,9.977488037,0.031273633,-0.0494665,-7.140660221,0.003057267,0.093805743,-0.018288674,-0.031177826,-0.033877587,0.039226765,0.024658576,-2.361175711,-0.101369273,0.491406065,2.426632502,2075,224.80835,0,0,1,0,0,0,0,0,1,0.000432003,3.02E-06
1476,1476,2299.960693,4,4,46.72700119,0.315332025,2.382914305,112.2952576,0.86500001,0.933000028,0.313003405,0.037997669,2.903883611,0.039936922,0.027786419,2.917962849,0.191278184,0.124053841,0.253305105,-0.030118343,-0.062983888,0.554660127,0.495090674,76.96797104,3.019832029,2.71427304,6.467880055,17.55559246,-2.757673015,0.019604674,-0.170013546,-4.15074711,0.174660303,0.048932794,-0.011464722,-0.158548825,-0.090739134,0.022103624,0.115669811,20.96257495,-0.455656592,0.293941245,1.454946659,2075,224.960693,0,0,1,0,0,0,0,0,1,0.000482118,3.68E-06
1477,1477,2300.113281,4,4,46.30621338,0.289389998,2.385905743,111.6619034,0.879999995,0.992048085,0.309647787,0.018562757,3.168881133,0.04073471,0.02651106,3.046986256,0.189528805,0.099861193,0.239459402,-0.003467277,-0.05551733,0.558032875,0.512740499,80.16660843,2.950304301,2.729668589,6.512731962,17.77759986,21.32428392,-0.00671542,0.165412632,-2.284701728,0.084622034,-0.02930551,0.003927146,0.161485486,0.084669889,0.01920339,-0.116955295,-29.59850049,0.460876515,0.115284762,0.680556035,2075,225.113281,0,0,1,0,0,0,0,0,1,0.000762735,4.19E-06
1478,1478,2300.265625,4,4,49.55484009,0.31458962,2.384882689,111.3138428,0.870999992,1.021937609,0.335554315,0.168606965,3.73809071,0.040590801,0.025634376,3.135361931,0.190127082,0.124462538,0.252358351,0.009424382,-0.059981849,0.560958396,0.494923061,75.65745447,3.020516072,2.738203826,6.530294904,17.88127849,-0.661932994,-0.051995609,0.008260273,-1.279395316,-0.11074196,-0.049522024,0.030406789,-0.022146516,0.019333531,0.030473857,0.012689936,-3.238513863,-0.0516049,-0.067436142,0.020902724,2075,225.265625,0,0,1,0,0,0,0,0,1,0.00049032,3.51E-06
1479,1479,2300.417969,4,4,49.45399857,0.315848023,2.37696147,111.1189346,0.856000006,0.98299998,0.334750143,0.163949401,4.042230046,0.039144445,0.02477563,3.137432545,0.194759374,0.121088649,0.255303699,-0.007446491,-0.067526232,0.565600905,0.496856297,75.16408632,3.012654375,2.743006773,6.520021412,17.8844629,-4.292911634,-0.093036208,0.028783116,0.877002048,-0.229390193,-0.087930501,0.054407139,-0.025624023,0.041595127,0.032177671,0.012799137,-3.529959669,-0.051643786,-0.3062897,-0.980128701,2075,225.417969,0,0,1,0,0,0,0,0,1,0.000464836,2.94E-06
1480,1480,2300.570313,4,4,48.79999924,0.320232958,2.362787962,111.2525406,0.829999983,0.907000005,0.329534754,0.133743157,4.115717673,0.037095567,0.023347224,3.080031182,0.203047975,0.117184983,0.261640467,-0.042392711,-0.080921917,0.57050298,0.498806169,74.62631814,3.004786755,2.739712627,6.473360014,17.73514617,-2.301763453,-0.090752089,-0.03455704,4.425626036,-0.105632544,-0.076459382,0.053071397,-0.087628437,0.009257179,0.00557332,0.059175886,12.23000398,-0.23360911,-0.503091185,-2.071257037,2075,225.570313,0,0,1,0,0,0,0,0,1,0.000411852,2.17E-06
1481,1481,2300.7229,4,4,48.44878006,0.314960003,2.348940373,111.9278336,0.808000028,0.873955131,0.326733918,0.117521409,4.270321928,0.035618977,0.02115086,3.04209678,0.211145981,0.103814022,0.263052992,-0.058510864,-0.092588624,0.571353397,0.50783564,76.49245776,2.969141041,2.723183148,6.396594839,17.41909927,7.289476251,-0.052890793,-0.032492366,7.739419997,-0.092800999,-0.174590326,0.030930288,-0.063422654,-0.000781039,-0.035181946,0.044263523,16.51481326,-0.169383386,-0.580221493,-2.755492937,2075,225.7229,0,0,1,0,0,0,0,0,1,0.000427631,1.63E-06
1482,1482,2300.875244,4,4,49.55928803,0.310009986,2.340882778,113.1068878,0.759999991,0.84596318,0.335589785,0.168812402,4.398771731,0.036589031,0.02023273,3.106293315,0.215858025,0.094151961,0.262934005,-0.072648539,-0.119186413,0.565993638,0.514578922,79.00839047,2.943336499,2.694796013,6.308201576,16.99931645,5.279839048,-0.011380691,0.109248451,8.75349144,-0.078833914,-0.099232731,0.006655375,0.102593076,0.057951913,-0.060556007,-0.077207381,-4.845827068,0.29839876,-0.512822463,-2.666117679,2075,225.875244,0,0,1,0,0,0,0,0,1,0.000351322,1.14E-06
1483,1483,2301.027588,4,4,50.36363983,0.326653332,2.339148998,114.4404297,0.734000027,0.822889626,0.342004176,0.20596297,4.489632582,0.040183443,0.021484187,3.286972851,0.216871931,0.109781401,0.271762631,-0.084658413,-0.134303924,0.556768294,0.50281684,78.27015779,2.98879576,2.663394318,6.230076151,16.59314942,6.723997401,-0.012875263,-0.098128525,8.565390826,-0.24924012,-0.086751529,0.007529393,-0.105657918,-0.045299566,-0.058694363,0.078225695,28.23080192,-0.302243321,-0.494943719,-2.531295968,2075,226.027588,0,0,1,0,0,0,0,0,1,0.000235196,9.47E-07
1484,1484,2301.179932,4,4,51.38800049,0.31170404,2.337187529,115.7453156,0.712000012,0.754000008,0.350173052,0.25327508,4.365774255,0.043560797,0.024216761,3.503246635,0.218018989,0.093685051,0.264861514,-0.12262865,-0.147519999,0.54782656,0.514734056,82.57095108,2.942750803,2.633367827,6.154674445,16.20752167,-2.798122985,-0.089913997,0.189896735,10.01834286,-0.155278471,-0.068781298,0.052581285,0.13731545,0.12123901,-0.038479331,-0.108514122,-15.45863327,0.423175451,-0.759464403,-3.358436398,2075,226.179932,0,0,1,0,0,0,0,0,1,0.000214448,8.83E-07
1485,1485,2301.33252,4,4,50.9610405,0.340680003,2.323467732,117.2739945,0.694999993,0.71396631,0.346768213,0.233555094,4.339286438,0.04504513,0.025112714,3.63383363,0.226042262,0.114637741,0.283361132,-0.146322281,-0.1580152,0.541955076,0.498176103,80.21214914,3.007322299,2.5990416,6.038789291,15.69506458,20.6258277,-0.173296883,0.014309683,9.549626173,-0.084699075,-0.070598082,0.101343206,-0.087033523,0.057826445,-0.001215925,0.055527335,12.16317122,-0.220002943,-0.930600294,-3.651421657,2075,226.33252,0,0,1,0,0,0,0,0,1,0.000143252,6.38E-07
1486,1486,2301.484863,4,4,54.10324097,0.342859983,2.297067165,118.7288132,0.677999973,0.693065703,0.371826032,0.378683797,4.14288908,0.044794501,0.025797826,3.632382027,0.24148119,0.101378793,0.292170587,-0.159225592,-0.168770323,0.541769838,0.506635304,82.06512314,2.97380639,2.567194786,5.89701885,15.13879605,13.29677802,-0.141037927,0.156565293,4.262563015,0.163793215,-0.059481263,0.08247832,0.074086973,0.119521807,0.026485553,-0.066722935,-19.70623587,0.265268861,-0.570663484,-1.997586815,2075,226.484863,0,0,1,0,0,0,0,0,1,0.000132036,3.70E-07
1487,1487,2301.637207,5,5,56.12892532,0.366711766,2.275580883,119.3781891,0.663999975,0.734052837,0.387980073,0.472244008,4.038990153,0.043210443,0.025467775,3.530935471,0.254046267,0.112665499,0.310379017,-0.134272679,-0.177831937,0.545804753,0.496470465,79.06299634,3.01421851,2.553230138,5.810081692,14.83447568,24.26137846,0.0052944,-0.055257857,-1.459082077,0.125164455,-0.065137935,-0.00309614,-0.052161717,-0.029176999,0.009167367,0.041233047,7.193010554,-0.165195474,0.084688366,0.398282653,2075,226.637207,0,0,1,0,0,0,0,0,1,0.000120345,2.15E-07
1488,1488,2301.789551,5,5,59.82500076,0.358293563,2.276387453,119.1559067,0.648999989,0.76700002,0.417454829,0.642954515,3.734057305,0.040322965,0.023574177,3.35729776,0.253574589,0.104718974,0.305934076,-0.115204625,-0.187755311,0.547201347,0.502752072,80.15880834,2.989051971,2.557993126,5.822983457,14.89515165,-9.649222943,0.118575467,0.023569317,-4.27918986,0.080617643,-0.084703982,-0.069342379,0.092911695,-0.022886531,-0.01706727,-0.064261477,-10.72611345,0.259288463,0.515252263,1.86312758,2075,226.789551,0,0,1,0,0,0,0,0,1,0.000105673,1.86E-07
1489,1489,2301.941895,5,5,58.35499954,0.361884207,2.294451714,118.5039978,0.629999995,0.788999975,0.405732144,0.57505962,3.585897246,0.036424218,0.02277735,3.112782822,0.243010694,0.118873513,0.30244745,-0.102923011,-0.200659454,0.54460125,0.492962222,78.52474931,3.028553012,2.572065043,5.901479047,15.17898796,-12.20822121,0.104013107,-0.07775378,-2.203812907,-0.099367534,0.031450272,-0.060826379,-0.016927401,-0.069290079,-0.026411462,0.020208187,9.825002802,-0.082640322,0.378351618,1.259000455,2075,226.941895,0,0,1,0,0,0,0,0,1,8.58E-05,2.18E-07
1490,1490,2302.094482,5,5,56.49218369,0.350019991,2.310322762,118.1677246,0.637000024,0.761929512,0.390876916,0.48902181,3.421249659,0.032314484,0.021796083,2.783791388,0.233729379,0.116290612,0.291874685,-0.118085204,-0.195860551,0.540571205,0.496045728,80.02391701,3.015943173,2.579384441,5.959210586,15.37109506,-3.337734929,-0.033354881,-0.050528219,4.313895526,-0.16960147,0.066350849,0.019505778,-0.070033997,-0.01551122,-0.019236494,0.051388018,14.931726,-0.205597519,-0.301906192,-1.332467143,2075,227.094482,0,0,1,0,0,0,0,0,1,8.83E-05,3.16E-07
1491,1491,2302.246826,5,5,55.9836998,0.34232232,2.305241346,118.8249207,0.65200001,0.717921615,0.386821956,0.465536482,3.341648848,0.028888824,0.020750442,2.375796145,0.236700967,0.105621353,0.289511644,-0.143922971,-0.185752398,0.53764064,0.503874385,82.29867588,2.984621625,2.565118398,5.913216989,15.16810169,2.857342068,-0.164001195,0.059097779,8.402830436,-0.201195268,0.047694154,0.095907131,-0.036809353,0.077502455,0.003237947,0.018385548,3.232775813,-0.072015265,-0.829901235,-3.167301472,2075,227.246826,0,0,1,0,0,0,0,0,1,0.000101385,3.43E-07
1492,1492,2302.39917,5,5,56.41899872,0.351325512,2.280256748,120.1050415,0.662999988,0.66900003,0.390293295,0.485641618,3.25225929,0.026311345,0.019220832,1.935995524,0.251311843,0.100013669,0.301318678,-0.174573863,-0.178486479,0.538133922,0.506675313,82.79116988,2.973650531,2.537778485,5.786786515,14.68558231,9.983983025,-0.15632017,0.130314538,6.682231004,0.042296709,0.034192369,0.091415304,0.038899234,0.110864921,0.013768142,-0.04067912,-11.38370691,0.160419342,-0.712622727,-2.603467149,2075,227.39917,0,0,1,0,0,0,0,0,1,0.000111045,2.54E-07
1493,1493,2302.551514,5,5,57.93999863,0.37117815,2.256442308,121.1230393,0.671000004,0.67900002,0.402422674,0.555891988,3.334012615,0.024121351,0.016663785,1.542369604,0.265238416,0.105939734,0.318208283,-0.168130213,-0.173277477,0.540231416,0.500478093,81.05693043,2.998089456,2.516449323,5.678222718,14.28895972,-19.60973596,-0.038957782,0.106049342,1.750548536,0.190705877,-0.004244823,0.022782329,0.083267014,0.064415835,0.002831458,-0.069213896,-15.82779949,0.28228371,-0.17970433,-0.65728063,2075,227.551514,0,0,1,0,0,0,0,0,1,0.000115815,1.71E-07
1494,1494,2302.704102,5,5,54.94778824,0.387360007,2.250497818,121.390152,0.670000017,0.72605449,0.378560967,0.417690872,3.446443932,0.021901706,0.015505146,1.256193386,0.268714726,0.118645281,0.328037367,-0.139030785,-0.173925186,0.540663462,0.489916883,78.64179816,3.041162562,2.510912007,5.650801994,14.18866658,15.49767242,0.042452505,-0.12228982,-5.175105518,0.130273203,-0.029940944,-0.024826026,-0.097463793,-0.073557923,0.022911165,0.080743384,13.18069796,-0.328165285,0.349771176,1.492831418,2075,227.704102,0,0,1,0,0,0,0,0,1,0.000138287,1.49E-07
1495,1495,2302.856445,5,5,57.30875015,0.368730009,2.25696516,120.6017609,0.662999988,0.760003209,0.397388714,0.526736536,4.340731246,0.020229884,0.012113577,1.145917519,0.264932655,0.103797354,0.316831332,-0.119184574,-0.178486479,0.544153818,0.502217572,80.64978523,2.991168878,2.527326201,5.704087184,14.416089,3.077018196,0.051834414,0.005701491,-9.276777556,0.007372464,0.029940747,-0.030312523,0.036014014,-0.012305516,0.051042636,-0.025088626,-15.69561128,0.100233036,0.576521034,2.596378489,2075,227.856445,0,0,1,0,0,0,0,0,1,0.000142939,1.53E-07
1496,1496,2303.008789,5,5,57.77751541,0.369598597,2.264861822,119.1884995,0.670000017,0.761971235,0.401126934,0.548387381,4.893755517,0.021512571,0.011393811,1.289625252,0.260314724,0.109283873,0.31495666,-0.118061423,-0.173925186,0.551929857,0.498395471,78.25865303,3.00643878,2.557293628,5.791916705,14.81163168,6.199684333,0.043568076,-0.081451866,-5.396225647,-0.068040951,0.038038737,-0.025478407,-0.055973458,-0.053465136,0.023527923,0.046982126,5.637533728,-0.186462696,0.3762388,1.644085328,2075,228.008789,0,0,1,0,0,0,0,0,1,0.000132345,1.78E-07
1497,1497,2303.161133,5,5,58.72200012,0.357189894,2.271499157,118.3664169,0.67900002,0.744000018,0.40865883,0.592010263,5.24673321,0.025643508,0.011418083,1.583327816,0.256433242,0.100756652,0.306811568,-0.128427054,-0.168130213,0.555514195,0.505552916,79.11749747,2.978032307,2.575054633,5.849234428,15.06209822,-10.57061741,0.051948404,0.115868273,0.149550423,0.030361704,0.016717792,-0.030379183,0.146247456,0.042744545,-0.023724376,-0.111089625,-20.12756609,0.449729802,0.126355384,0.306282713,2075,228.161133,0,0,1,0,0,0,0,0,1,0.000133426,2.14E-07
1498,1498,2303.313721,5,5,57.10905075,0.374870002,2.27942586,118.3892365,0.683000028,0.751979113,0.39579619,0.517513027,5.219068063,0.02943909,0.012918729,1.866496989,0.251797743,0.123072259,0.313333872,-0.123794222,-0.165579279,0.55189414,0.488601972,76.04627241,3.046655678,2.57455829,5.868514744,15.10883328,-12.08201143,0.057512235,-0.079622578,0.943808092,-0.04962703,0,-0.033632886,-0.045989692,-0.056627732,-0.031966423,0.03999572,15.59406639,-0.165470549,0.101161492,0.139827556,2075,228.313721,0,0,1,0,0,0,0,0,1,0.000116214,2.44E-07
1499,1499,2303.466065,5,5,55.2684288,0.36273998,2.288187504,118.53302,0.683000028,0.739001632,0.38111795,0.432500286,5.007535536,0.031888376,0.014940231,2.072821778,0.246673974,0.116066006,0.304706977,-0.131354603,-0.165579279,0.547024247,0.49469508,78.42193486,3.021447233,2.571435287,5.88392609,15.13013517,-14.64162357,0.044618486,-0.002621394,-0.030999783,0.003787198,0.004170784,-0.026092682,0.023471288,-0.014357038,-0.018608246,-0.01502037,0.405967333,0.061662195,0.116276997,0.302967809,2075,228.466065,0,0,1,0,0,0,0,0,1,0.000128161,2.99E-07
1500,1500,2303.618408,5,5,53.03787994,0.362340629,2.294984818,118.5282974,0.684000015,0.739984036,0.363330195,0.329478004,4.875339505,0.03310435,0.015971283,2.212095077,0.242698937,0.119641692,0.302519783,-0.130777649,-0.164943889,0.544189411,0.492406831,78.48378115,3.030841037,2.571537742,5.901640077,15.1762902,-20.96490948,0.032093479,-0.0636758,-0.758361997,-0.038724723,0.004164664,-0.018768117,-0.044907683,-0.041221958,-0.007601745,0.036828761,9.699157542,-0.150182198,0.120406543,0.407127007,2075,228.618408,0,0,1,0,0,0,0,0,1,0.000136078,3.46E-07
1501,1501,2303.770752,4,4,49.84400177,0.352640003,2.299874067,118.4127655,0.685000002,0.730000019,0.337860266,0.181962465,4.850704314,0.033316968,0.016500987,2.31058312,0.239839727,0.112800276,0.296239865,-0.136677129,-0.164309427,0.543031331,0.498017472,79.9613896,3.00796168,2.574046717,5.919983291,15.23831355,-2.159601822,0.011291485,-0.070564151,-1.590291708,0.023334975,0.045414682,-0.006603208,-0.063960943,-0.038583679,0.007507168,0.04989327,9.274931307,-0.198141073,0.108793189,0.48568407,2075,228.770752,0,0,1,0,0,0,0,0,1,0.000166586,4.04E-07
1502,1502,2303.923096,4,4,49.51499939,0.341889978,2.301594257,118.1704941,0.69599998,0.736000001,0.335236601,0.166766844,4.98686429,0.033331471,0.016395131,2.371727893,0.238833768,0.10305621,0.290361873,-0.133122185,-0.157390773,0.544175003,0.505618413,81.37436974,2.977776076,2.579323989,5.93655728,15.31230461,-6.183995596,0.001626563,0.071172209,-1.714448712,0.091629399,0.060688841,-0.000951206,0.072123415,0.035110501,0.012489493,-0.055302106,-14.48343389,0.219991125,0.090524976,0.456659143,2075,228.923096,0,0,1,0,0,0,0,0,1,0.00019939,4.52E-07
1503,1503,2304.075684,4,4,48.57139587,0.352750003,2.301842451,117.9088898,0.711000025,0.760080099,0.327711732,0.123184661,5.015122781,0.032979977,0.016763219,2.354189075,0.238688625,0.114061378,0.295719314,-0.119140638,-0.148130384,0.54608075,0.497179975,79.16437153,3.011344082,2.585046732,5.950370305,15.38198531,1.54700787,0.0308276,0.074634043,-2.195373598,0.181614393,0.063441009,-0.018027836,0.092661879,0.028303103,0.003918274,-0.068854371,-16.34404326,0.284554214,0.191023984,0.782426119,2075,229.075684,0,0,1,0,0,0,0,0,1,0.00021415,4.79E-07
1504,1504,2304.228027,4,4,48.80707169,0.364119977,2.30653882,117.57444,0.726999998,0.810078383,0.329591154,0.134069812,4.860770405,0.031308064,0.016395354,2.224122279,0.235942211,0.128177766,0.300031094,-0.091472957,-0.13846559,0.546677672,0.486690493,76.67447094,3.054693925,2.592400102,5.979471472,15.50118245,-44.76101934,0.076627166,0.051593991,-4.666959644,0.167162043,0.069722903,-0.044811208,0.0964052,0.003391391,0.003625543,-0.067430482,-16.65915449,0.290814035,0.438647914,1.763111231,2075,229.228027,0,0,1,0,0,0,0,0,1,0.000216634,5.28E-07
1505,1505,2304.380371,4,4,41.98799896,0.371980012,2.318212509,116.8634567,0.745000005,0.859000027,0.275211716,-0.18088246,4.769553614,0.0287584,0.014732665,2.007456056,0.229115492,0.14286452,0.300547752,-0.066006823,-0.127843724,0.547230001,0.476417864,74.13654871,3.098997698,2.608171954,6.04629685,15.76978187,8.283890669,0.123146832,-0.105419478,-7.775127343,0.170677292,0.068058267,-0.072015691,-0.033403787,-0.088717585,0.007750067,0.034967139,6.728539433,-0.152354378,0.730866523,2.985678322,2075,229.380371,0,0,1,0,0,0,0,0,1,0.000310026,7.26E-07
1506,1506,2304.532715,4,4,43.25,0.355919987,2.33697319,115.6789627,0.763000011,0.912000001,0.285275681,-0.122594463,4.663464276,0.026254711,0.014208823,1.811632353,0.218144333,0.137775654,0.28703216,-0.040005161,-0.117475456,0.548410678,0.481744898,75.16160132,3.075787422,2.634878314,6.15763998,16.22463205,11.32036687,0.115534295,-0.087752674,-8.186443888,0.012321559,0.080904966,-0.067563915,-0.020188759,-0.077658295,0.013660244,0.023693017,2.742604127,-0.101330251,0.748266789,3.153843837,2075,229.532715,0,0,1,0,0,0,0,0,1,0.000335947,1.05E-06
