"DEPT,m","LITHOLOGY_GEOLINK,_",LITH,"GR,gAPI","NPHI,m3/m3","RHOB,g/cm3","DTC,us/ft","RDEP,ohm.m","RMED,ohm.m","Igr,m3/m3",GR_s,GR_std,RHOB_std,NPHI_std,DTC_std,"DPHI,m3/m3","deltaPHI,m3/m3","APHI,m3/m3",log10RMED,log10RDEP,M,N,"DT_m,us/ft","rho_m,g/cm3","Vp,km/s",rho_Vp,rho_Vp2,GR_grad,RHOB_grad,NPHI_grad,DTC_grad,log10RDEP_grad,log10RMED_grad,DPHI_grad,deltaPHI_grad,APHI_grad,M_grad,N_grad,DTm_grad,rhom_grad,rhoVp_grad,rhoVp2_grad,"groupTop,m","DgroupTop,m",Cromer Knoll,Hegre,Rogaland,Rotliegend,Shetland,Vestland,Viking,Zechstein,LITH_g,prob_c,prob_a
2323.082031,6,6,109.990799,0.375099987,2.34890008,134.4803009,0.334771186,0.342045128,0.41345979,0.779629052,10.04621093,0.030189175,0.016440923,6.953283552,0.211169544,0.163930443,0.293134765,-0.465916591,-0.475251929,0.40417893,0.463266347,101.754524,3.158585457,2.266502887,5.323788813,12.06638271,67.53729848,-0.031508172,-0.023630737,-6.305478391,0.225496344,0.35525043,0.018425832,-0.042056569,-0.002602453,0.056386968,0.028440899,-6.752272708,-0.131292181,0.179489205,0.979575482,2323,0.082031,0,0,1,0,0,0,0,0,1,1.14E-07,1.69E-09
2323.234375,6,6,120.2797012,0.371499986,2.344099999,133.5196991,0.379200012,0.370200008,0.456563063,0.976802644,10.83302574,0.030842283,0.016225311,7.069504968,0.213976609,0.157523377,0.292738297,-0.431563576,-0.421131658,0.412769146,0.467599148,100.7258557,3.138583881,2.282809146,5.351132916,12.21561516,-45.10776732,-0.104857741,-0.135004011,-11.95239141,0.47525941,0.170924059,0.061320316,-0.196324327,-0.036841847,0.122585617,0.138570443,-0.053963769,-0.606339761,0.242970319,1.670994706,2323,0.234375,0,0,1,0,0,0,0,0,1,1.27E-07,6.78E-10
2323.386963,6,6,113.3967972,0.350899994,2.328099966,131.6959076,0.402670026,0.437477082,0.42772853,0.844900632,10.7248535,0.032148676,0.016164813,7.124961585,0.223333353,0.127566641,0.287116674,-0.359044693,-0.395050697,0.43147424,0.488743335,100.7176215,3.046063709,2.314422641,5.388207271,12.4705889,-48.66022685,-0.045948439,-0.118810015,-15.65802723,0.297098537,0.293601447,0.026870432,-0.145680448,-0.045969792,0.133529514,0.106931352,-7.747596644,-0.433215378,0.544144612,2.792658676,2323,0.386963,0,0,1,0,0,0,0,0,1,4.01E-07,2.57E-09
2323.539307,6,6,105.9837036,0.332800001,2.321099997,129.3105011,0.446352243,0.485530466,0.396672874,0.702838217,10.3789404,0.033030453,0.015586328,7.125088155,0.227426902,0.105373099,0.280113452,-0.313783514,-0.350322278,0.451816661,0.505033684,99.53732166,2.980065946,2.357117076,5.471104438,12.8960337,-58.12213098,0.088615657,0.13128277,-14.83100241,0.10930495,0.200745572,-0.051822022,0.183104791,0.039730374,0.081126927,-0.131902192,-41.06290344,0.538572628,0.851248143,3.547560993,2323,0.539307,0,0,1,0,0,0,0,0,1,1.26E-06,1.20E-08
2323.69165,5,5,97.1292038,0.352800012,2.334599972,127.0511017,0.478916615,0.504508317,0.35957874,0.533153103,10.10513926,0.033971446,0.015073278,7.088981338,0.21953218,0.133267832,0.286166096,-0.29713167,-0.319740096,0.46417578,0.484939309,93.28167576,3.062113716,2.39903461,5.600786134,13.43647978,38.95065707,0.225804666,0.00722033,-22.23659219,0.029185944,0.061146636,-0.132049512,0.139269842,-0.062414591,0.085867691,-0.085260696,-35.4863173,0.372533358,1.563660031,6.270121292,2323,0.69165,0,0,1,0,0,0,0,0,1,1.90E-06,3.50E-08
2323.843994,5,5,103.0631027,0.353899986,2.368999958,123.6634903,0.489300013,0.5097,0.384437608,0.646868652,10.47632803,0.034052378,0.014598839,7.032423435,0.199415229,0.154484757,0.276657608,-0.292685366,-0.310424773,0.477257207,0.471950353,87.87554824,3.118866938,2.464753255,5.839000358,14.39169514,21.27485493,0.391220626,-0.075486872,-19.84642191,0.362921421,0.176764126,-0.228783992,0.15329712,-0.152135432,0.008225784,-0.076403357,-18.57185773,0.351694029,1.948999452,7.291765722,2323,0.843994,0,0,1,0,0,0,0,0,1,1.25E-06,2.09E-08
2323.996338,5,5,106.3041992,0.342400014,2.428600073,120.640007,0.520600021,0.57889998,0.398015526,0.708980103,10.30787941,0.033642081,0.015368297,6.974280126,0.164561361,0.177838653,0.253480687,-0.237396465,-0.283495819,0.478510356,0.46031076,85.04623714,3.172445413,2.526524971,6.13591873,15.50255189,-68.75835059,-0.207749849,-0.028180643,-17.42738747,0.117760634,0.372763665,0.12149114,-0.149671783,0.046655248,0.195922644,0.088632071,-21.90346466,-0.406361615,0.369643894,3.244904633,2323,0.996338,0,0,1,0,0,0,0,0,1,1.20E-06,2.02E-08
2324.148926,5,5,95.8125,0.338099986,2.396899939,117.9807968,0.593449056,0.603354275,0.354062676,0.507920167,10.02166761,0.033106393,0.016305674,6.905084357,0.183099451,0.155000535,0.260599718,-0.219427606,-0.226616557,0.508405801,0.473834951,81.70403128,3.110439507,2.583471196,6.192321953,15.9976854,-2.885562149,-0.158193477,-0.09320992,-7.987166544,0.155687105,0.143103967,0.092510805,-0.185720725,-0.000349557,0.116767288,0.122499639,2.978674932,-0.524933266,0.010634584,1.122071862,2323,1.148926,0,0,1,0,0,0,0,0,1,4.53E-06,1.32E-07
2324.30127,5,5,95.37290192,0.323900014,2.372800112,116.7639999,0.623999834,0.637221456,0.352221068,0.499495834,9.763713103,0.032737183,0.016882363,6.815931591,0.197192917,0.126707097,0.260546465,-0.195709609,-0.204815526,0.526194596,0.492497036,82.15781453,3.030469073,2.610393533,6.193942068,16.16862632,-51.00270501,-0.026259336,0.017722974,-6.240465266,0.059232646,-0.00045615,0.015356337,0.002366637,0.016539655,0.055685411,-0.003499657,-12.07904119,0.014444036,0.264643463,1.567722033,2323,1.30127,0,0,1,0,0,0,0,0,1,8.55E-06,2.10E-07
2324.453613,5,5,87.60299683,0.326599985,2.368799686,115.8133087,0.623899996,0.650600016,0.319670624,0.350595585,10.05555912,0.032338049,0.016501375,6.714227763,0.199532347,0.127067638,0.263066166,-0.18668593,-0.204885017,0.534677879,0.491963888,80.31765716,3.032669521,2.631821797,6.234258647,16.4074578,-5.819050964,-0.118151348,0.02691294,-0.493038124,0.00131417,0.005933732,0.069094356,-0.042181415,0.048003648,0.050417006,0.023107237,-5.106827426,-0.094794913,-0.284597509,-0.679601182,2323,1.453613,0,0,1,0,0,0,0,0,1,1.30E-05,5.58E-07
