"DEPT,m","LITHOLOGY_GEOLINK,_",LITH,"GR,gAPI","NPHI,m3/m3","RHOB,g/cm3","DTC,us/ft","RDEP,ohm.m","RMED,ohm.m","Igr,m3/m3",GR_s,GR_std,RHOB_std,NPHI_std,DTC_std,"DPHI,m3/m3","deltaPHI,m3/m3","APHI,m3/m3",log10RMED,log10RDEP,M,N,"DT_m,us/ft","rho_m,g/cm3","Vp,km/s",rho_Vp,rho_Vp2,GR_grad,RHOB_grad,NPHI_grad,DTC_grad,log10RDEP_grad,log10RMED_grad,DPHI_grad,deltaPHI_grad,APHI_grad,M_grad,N_grad,DTm_grad,rhom_grad,rhoVp_grad,rhoVp2_grad,"groupTop,m","DgroupTop,m",Cromer Knoll,Hegre,Rogaland,Rotliegend,Shetland,Vestland,Viking,Zechstein,LITH_g,prob_c,prob_a
2125.140869,5,5,40.62163162,0.578577042,1.966649056,140.7877045,0.543836594,0.562942326,0.177187906,-0.081678077,1.497045442,0.062155688,0.033500463,5.635036189,0.434708154,0.143868888,0.506642598,-0.249536097,-0.264531573,0.498756971,0.435962726,74.59641903,3.293774076,2.164961715,4.257719914,9.217800609,26.57685442,0.179233353,-0.27676855,-11.50589062,0.099334595,0.1283419,-0.104814827,-0.171953724,-0.190791688,0.025821132,0.199837671,43.48142469,-0.982795431,0.745274895,2.396656547,2125,0.140869,0,0,1,0,0,0,0,0,1,0.000436316,7.25E-10
2125.293213,5,5,44.67045593,0.536413014,1.993954182,139.0348511,0.568879843,0.582903862,0.198002379,0.106465675,1.883106348,0.068551171,0.033428397,5.431011642,0.418740244,0.11767277,0.477576629,-0.234403067,-0.244979454,0.502690665,0.466406797,81.22055319,3.144051089,2.192256027,4.371258072,9.582916854,-10.73530891,0.234557718,-0.353828244,-19.71801646,0.238436184,0.06956546,-0.137168256,-0.216659988,-0.24549825,0.076984695,0.237381629,35.58981763,-1.01271041,1.159190261,3.986426427,2125,0.293213,0,0,1,0,0,0,0,0,1,0.000484956,1.35E-09
2125.445557,5,5,43.03499603,0.482509404,2.029687643,136.0309296,0.582932711,0.63375479,0.189594695,0.030467919,1.963956886,0.077555564,0.035260688,5.343363379,0.397843484,0.08466592,0.440176444,-0.198078745,-0.234381574,0.514418822,0.502570463,86.64244837,2.989770734,2.240666819,4.547853754,10.190225,10.88969224,0.255135758,-0.127909672,-32.26597701,0.144843687,0.058042127,-0.149202198,0.021292526,-0.138555935,0.179122082,-0.00029386,-35.70422308,0.001163551,1.712383136,6.488810651,2125,0.445557,0,0,1,0,0,0,0,0,1,0.000742701,2.79E-09
2125.598145,5,5,44.69663239,0.462991923,2.068618298,131.1075287,0.594942451,0.666841567,0.198136949,0.107682063,2.184414964,0.086251134,0.035443741,5.423136665,0.375077019,0.087914904,0.419034471,-0.175977337,-0.225525042,0.541750702,0.502525624,81.19441238,2.989948278,2.32480921,4.809142872,11.18033964,0.166091517,0.212419035,0.105395325,-31.3571257,0.129576305,0.066260757,-0.124221658,0.229616983,-0.009413166,0.180287837,-0.192684294,-82.00245706,0.810344163,1.706208984,6.891731336,2125,0.598145,0,0,1,0,0,0,0,0,1,0.000571669,5.38E-09
2125.750488,5,5,44.72193527,0.479048163,2.100978851,126.3304901,0.608932734,0.697851002,0.198267028,0.108857855,2.163851327,0.09265525,0.034847605,5.578823331,0.356152719,0.122895444,0.417600441,-0.156237294,-0.215430679,0.569216292,0.473171521,68.70191206,3.113398539,2.412719131,5.069071867,12.23024667,4.266494447,0.120404952,-0.005482986,-13.42560915,0.080761814,0.064799603,-0.070412253,0.064929267,-0.037947619,0.058713794,-0.046000361,-24.46594698,0.208547145,0.842858389,3.388189511,2125,0.750488,0,0,1,0,0,0,0,0,1,0.000351169,9.00E-09
2125.902832,5,5,45.3719101,0.478212863,2.119321823,124.2851791,0.622932732,0.717903853,0.201608463,0.139061365,2.095681896,0.096844858,0.0348354,5.683530971,0.345425835,0.132787028,0.411819349,-0.143933716,-0.205558849,0.578160986,0.466163641,64.97467183,3.145169445,2.452424275,5.197476285,12.74641701,-16.10216208,0.03825959,-0.06808832,-0.897184005,0.020070221,0.063359343,-0.022374029,-0.045714291,-0.045231175,-0.01168587,0.044663441,14.18275037,-0.202573279,0.131492652,0.414945336,2125,0.902832,0,0,1,0,0,0,0,0,1,0.000300836,1.27E-08
2126.055176,5,5,42.91884232,0.467840016,2.125150442,124.1484985,0.636932731,0.722975969,0.188997564,0.025070403,2.106724854,0.099544268,0.034710265,5.744308676,0.342017285,0.125822731,0.404928651,-0.140876138,-0.195906433,0.576380714,0.472967849,67.13532875,3.114308621,2.455124258,5.217508402,12.80963144,-14.84778941,0.003601561,-0.021689242,5.829246074,-0.019561775,0.053166637,-0.002106176,-0.019583066,-0.011897709,-0.053627371,0.017754126,15.82237334,-0.078914279,-0.234459854,-1.168715818,2125,1.055176,0,0,1,0,0,0,0,0,1,0.000387633,1.61E-08
2126.207764,5,5,40.65324783,0.464530498,2.125699997,125.0379715,0.648942411,0.718024015,0.17735044,-0.080208912,2.168382346,0.100907566,0.034166873,5.827885514,0.341695908,0.12283459,0.403113203,-0.14386103,-0.187793842,0.568197821,0.475676915,69.54963306,3.102267249,2.437659429,5.181732642,12.63129943,16.355975,0.018985158,0.092450523,14.35533894,-0.080238168,0.056522525,-0.011102432,0.103552955,0.040674045,-0.136755072,-0.089918502,6.352480568,0.409180811,-0.539193574,-2.71702129,2125,1.207764,0,0,1,0,0,0,0,0,1,0.000474682,1.84E-08
2126.360107,5,5,43.14496613,0.478614688,2.128592253,127.2249069,0.661937475,0.698096156,0.190160037,0.035578091,2.273832137,0.100838034,0.034217105,5.97283365,0.34000453,0.138610158,0.409309609,-0.156084753,-0.179183031,0.547364143,0.461978461,70.51738901,3.164603081,2.395757228,5.099590275,12.21738026,1.237027188,0.084037448,0.1280179,12.32404821,-0.057871726,0.042805827,-0.049144707,0.177162607,0.039436597,-0.148274339,-0.146173246,-5.666359301,0.719581479,-0.288398841,-1.847150355,2125,1.360107,0,0,1,0,0,0,0,0,1,0.000351982,2.05E-08
2126.512451,5,5,43.3334198,0.498117447,2.141394854,129.1024017,0.67195189,0.684067309,0.191128852,0.044335295,2.434040806,0.099753864,0.038164818,6.057821079,0.332517629,0.165599818,0.415317538,-0.164901164,-0.17266182,0.524775437,0.439709844,69.65415316,3.274227002,2.360916499,5.055654442,11.93597799,1.983194875,0.186829872,-0.077784481,0.537358872,0.053136306,0.004422587,-0.109257235,0.031472754,-0.093520858,-0.088401653,-0.003732466,19.11619891,0.019329716,0.419780554,0.940789538,2125,1.512451,0,0,1,0,0,0,0,0,1,0.000252032,2.66E-08
2126.664795,5,5,43.63554764,0.486267448,2.169857264,129.1842651,0.67299515,0.696937501,0.192682052,0.058374794,2.792410858,0.098359233,0.045489651,6.023029398,0.315872945,0.170394503,0.401070197,-0.156806166,-0.171988066,0.511307975,0.439141225,72.56639137,3.277171769,2.359420399,5.119605491,12.07930163,-30.90895368,0.271965945,-0.185378335,-8.089129208,0.215770003,2.05E-05,-0.159044413,-0.026333922,-0.172211374,-0.048020773,0.054443523,24.89998322,-0.277084162,0.97152394,3.077964547,2125,1.664795,0,0,1,0,0,0,0,0,1,0.000212762,4.29E-08
2126.817139,5,5,38.926754,0.458026171,2.211289644,127.9519348,0.672999978,0.751735568,0.168474762,-0.1604369,2.906484779,0.088068799,0.045125285,5.121411631,0.291643483,0.166382688,0.374834827,-0.123934901,-0.17198495,0.503992299,0.447435369,76.35975441,3.234959659,2.382144441,5.267611334,12.54821106,7.755294453,0.267568557,-0.153232312,-14.75933953,0.270344473,0.029310277,-0.15647284,0.003240529,-0.154852576,0.010175486,0.026764803,4.423388214,-0.132482151,1.267315551,4.546394729,2125,1.817139,0,0,1,0,0,0,0,0,1,0.000267217,8.90E-08
2126.969727,5,5,40.11011887,0.434644759,2.252117395,125.6998367,0.67996639,0.82664001,0.174558286,-0.105447429,2.961110127,0.078116571,0.045060284,4.147754609,0.267767605,0.166877154,0.351206182,-0.082683578,-0.167512553,0.505544956,0.451519357,77.03471037,3.214744472,2.424824075,5.460988479,13.24193634,-10.43038991,0.166262152,0.073838621,-17.22138858,0.180720278,0.066125534,-0.097229329,0.171067949,-0.011695354,0.069013387,-0.116567878,-45.99973779,0.595184973,1.175876525,4.764944883,2125,1.969727,0,0,1,0,0,0,0,0,1,0.000249898,1.71E-07
2127.12207,5,5,38.52112198,0.445893556,2.27744627,123.0762787,0.69592303,0.880740345,0.166389461,-0.179286108,3.049459537,0.069532111,0.045116029,3.311994066,0.252955398,0.192938158,0.349424477,-0.055152109,-0.157438791,0.516058662,0.433761057,70.02697232,3.305416737,2.476512887,5.640125036,13.96784234,13.2340528,0.047150364,0.068504805,-10.14476514,-0.005607509,0.07275869,-0.027573312,0.096078117,0.020465746,0.06002922,-0.069247053,-33.65089891,0.377218591,0.589062059,2.643335109,2125,2.12207,0,0,1,0,0,0,0,0,1,0.000224732,2.65E-07
2127.274414,5,5,40.53725052,0.456329852,2.284629345,121.5307846,0.713913441,0.879009605,0.176754113,-0.085599161,3.105988922,0.062865412,0.045003821,2.952448201,0.248754769,0.207575083,0.352542311,-0.056006379,-0.146354441,0.525203754,0.423211684,64.90045978,3.362883726,2.508006438,5.729865107,14.37053858,13.03761382,-0.00600491,-0.076035984,-0.859123431,-0.022714212,0.09030066,0.003511643,-0.079547628,-0.036262171,0.009149258,0.061210908,15.4468239,-0.334386021,0.025472548,0.165651689,2125,2.274414,0,0,1,0,0,0,0,0,1,0.000182872,3.12E-07
2127.426758,5,5,42.52345276,0.444746226,2.283714533,121.3999023,0.736889422,0.872033656,0.186964918,0.006697149,3.148592936,0.057663173,0.045123163,2.925365578,0.249289747,0.195456479,0.347017986,-0.059466753,-0.132597678,0.526597588,0.432536798,67.25369072,3.311942022,2.510710342,5.733745697,14.39577462,14.16643982,-0.00971718,-0.000629879,0,0.054582596,0.057500713,0.005682561,-0.00631244,0.002526341,0.003990732,0.003769144,0.138084951,-0.020119611,-0.024397023,-0.061253859,2125,2.426758,0,0,1,0,0,0,0,0,1,0.000205545,3.51E-07
