"DEPT,m","LITHOLOGY_GEOLINK,_",LITH,"GR,gAPI","NPHI,m3/m3","RHOB,g/cm3","DTC,us/ft","RDEP,ohm.m","RMED,ohm.m","Igr,m3/m3",GR_s,GR_std,RHOB_std,NPHI_std,DTC_std,"DPHI,m3/m3","deltaPHI,m3/m3","APHI,m3/m3",log10RMED,log10RDEP,M,N,"DT_m,us/ft","rho_m,g/cm3","Vp,km/s",rho_Vp,rho_Vp2,GR_grad,RHOB_grad,NPHI_grad,DTC_grad,log10RDEP_grad,log10RMED_grad,DPHI_grad,deltaPHI_grad,APHI_grad,M_grad,N_grad,DTm_grad,rhom_grad,rhoVp_grad,rhoVp2_grad,"groupTop,m","DgroupTop,m",Cromer Knoll,Hegre,Rogaland,Rotliegend,Shetland,Vestland,Viking,Zechstein,LITH_g,prob_c,prob_a
2030.120483,5,5,65.75595856,0.588094711,1.880622029,147.9181061,0.455997705,0.457496911,0.248006106,0.582573433,2.824930361,0.130902149,0.070697662,3.968341776,0.485016357,0.103078354,0.536555534,-0.339611834,-0.341037343,0.46650995,0.467743567,89.26373781,3.137923577,2.0605996,3.875209001,7.985254116,22.07222936,0.551796815,-0.629892927,-29.53120175,-0.031971482,-0.036514413,-0.322688196,-0.307204731,-0.476290561,0.039280505,0.385404075,65.55269339,-1.565110872,1.970637358,5.832303977,2030,0.120483,0,0,1,0,0,0,0,0,1,0.000133414,7.47E-11
2030.272827,5,5,69.11853027,0.492134303,1.964684963,143.4192047,0.45019421,0.452394694,0.261730476,0.681097749,2.991117355,0.133873432,0.069177585,4.011057409,0.435856747,0.056277556,0.463995525,-0.344482497,-0.346600095,0.4724941,0.526457565,99.25029733,2.899488327,2.125238324,4.175423778,8.873770633,23.33023677,0.990536579,-0.294135742,-16.11907638,-0.039925715,-0.04397585,-0.579261157,0.285125415,-0.436698449,-0.275010929,-0.203762733,18.59834814,0.781292322,2.619291574,6.6783938,2030,0.272827,0,0,1,0,0,0,0,0,1,9.28E-05,3.12E-10
2030.425293,5,5,72.67559815,0.447288603,2.115708113,140.9615936,0.443297297,0.44609791,0.276248685,0.785320858,3.297397614,0.133252595,0.066898214,3.868974796,0.347539115,0.099749488,0.397413859,-0.350569811,-0.353304917,0.430564283,0.495390677,102.0859131,3.018608842,2.162291036,4.574776687,9.891998622,10.82520257,0.651603995,-0.139106916,19.01689597,-0.038614312,-0.045385778,-0.381054968,0.241948052,-0.260080942,-0.387436739,-0.151189503,54.20292175,0.646104343,0.775836541,0.336162221,2030,0.425293,0,0,1,0,0,0,0,0,1,1.37E-05,3.51E-09
2030.577637,5,5,74.32475281,0.426096499,2.214976072,143.8587036,0.436295599,0.44009611,0.282979726,0.833641563,3.839824785,0.131000534,0.0645652,3.740150447,0.289487677,0.136608822,0.357792088,-0.35645247,-0.360219168,0.371540621,0.472357863,110.343403,3.117038962,2.118745565,4.692970729,9.943210919,-2.761255755,0.125345441,-0.101054747,23.34684979,-0.035814496,-0.040752772,-0.073301427,-0.027753319,-0.087178087,-0.226920325,0.033909151,53.10519715,-0.150330484,-0.484070101,-2.575577133,2030,0.577637,0,0,1,0,0,0,0,0,1,4.15E-06,1.75E-08
2030.730103,6,6,73.90375519,0.410689086,2.23408699,147.4183044,0.430097997,0.434597313,0.28126142,0.821306212,4.736971306,0.12799433,0.062477238,3.616794981,0.278311702,0.132377384,0.344500394,-0.361912963,-0.36643258,0.336942986,0.477527856,118.44014,3.094118674,2.067585782,4.619166497,9.550522976,-10.99324321,-0.196122572,0.299644381,-38.65223345,-0.042962619,-0.041402522,0.114691563,0.184952819,0.207167972,0.375852054,-0.171058658,-109.9857598,0.793449187,0.839136731,4.415447756,2030,0.730103,0,0,1,0,0,0,0,0,1,3.72E-06,2.43E-08
2030.882446,6,6,72.22901154,0.45633781,2.204209089,141.5299072,0.4238967,0.428096801,0.274425937,0.772235743,5.866175397,0.124779128,0.060513612,3.507546164,0.295784158,0.160553652,0.376060984,-0.368458017,-0.372739964,0.394201416,0.451468267,101.6845794,3.214995104,2.153608352,4.747003104,10.22318553,-5.108966024,-0.175964068,0.030662094,-4.105261776,-0.035504294,-0.03585607,0.102902964,-0.07224087,0.066782529,0.093780969,0.041430283,-12.58376361,-0.200462865,-0.242335461,-0.226358949,2030,0.882446,0,0,1,0,0,0,0,0,1,3.32E-06,1.26E-08
2031.03479,6,6,71.45069122,0.461008996,2.177402019,140.9044952,0.418598414,0.422798187,0.271249215,0.749430734,6.855194527,0.121420329,0.058951782,3.458891971,0.311460808,0.149548188,0.386234902,-0.373866884,-0.378202421,0.408488384,0.457779922,99.76751849,3.184455789,2.163167256,4.710084751,10.18870111,7.412971679,0.199959735,-0.396277885,-7.2074574,-0.011447161,-0.010870418,-0.116935518,-0.279342367,-0.256606701,-0.007953259,0.252291653,46.96852899,-1.110578547,0.67876722,2.005090392,2030,1.03479,0,0,1,0,0,0,0,0,1,4.15E-06,7.74E-09
2031.187256,6,6,72.58091736,0.400590092,2.20788908,139.805603,0.417003989,0.421102494,0.275862244,0.782546684,7.425100893,0.118148704,0.057828321,3.368921869,0.293632117,0.106957975,0.347111104,-0.375612186,-0.379859791,0.407275782,0.496245821,106.9286222,3.01513032,2.180170063,4.813573674,10.49440922,11.50884531,0.331558073,-0.218698387,-12.43046789,0.012867004,0.023875457,-0.19389361,-0.024804777,-0.206295998,-0.008527412,0.043042022,8.721624712,-0.172503507,1.166642437,3.524300913,2030,1.187256,0,0,1,0,0,0,0,0,1,5.07E-06,1.38E-08
2031.3396,6,6,74.33422089,0.367272705,2.258399963,137.9118958,0.420511127,0.423007458,0.28301837,0.833918981,7.70536612,0.115067569,0.056408256,3.283783022,0.264093589,0.103179116,0.315683147,-0.373651976,-0.376222508,0.405976682,0.502803015,108.2573094,2.988850446,2.210106594,4.991304649,11.03131532,7.413070278,0.282563513,-0.202175522,-15.37067917,0.02813678,0.042346923,-0.16524182,-0.036933702,-0.183708671,0.029960171,0.046179495,1.436988334,-0.180141673,1.201202435,3.951402233,2030,1.3396,0,0,1,0,0,0,0,0,1,3.87E-06,3.32E-08
2031.492065,6,6,75.46445465,0.336448014,2.301481009,135.5684052,0.426809341,0.427206546,0.28763143,0.867035154,7.967328077,0.112295235,0.054989698,3.224201084,0.238899995,0.097548019,0.287674004,-0.369362101,-0.369766084,0.41054456,0.509843771,108.4763998,2.961385146,2.248311395,5.174445978,11.63376586,3.479411398,0.191127363,-0.050560698,-0.700420102,0.031185173,0.045052748,-0.111770388,0.06120969,-0.081165543,-0.053706748,-0.035235581,5.021804416,0.136994756,0.456807379,1.08800796,2030,1.492065,0,0,1,0,0,0,0,0,1,4.01E-06,7.26E-08
2031.644409,6,6,75.9945221,0.328745395,2.330598116,135.4617004,0.433608145,0.431905538,0.289794906,0.882566283,8.362345367,0.110164906,0.053746543,3.147002325,0.221872447,0.106872948,0.275308921,-0.364611227,-0.362902569,0.402362659,0.504475842,109.2414416,2.982255475,2.250082417,5.244037842,11.79951734,7.590213228,0.075399289,0.316140038,8.053633597,0.021636762,0.031303378,-0.044093151,0.360233189,0.136023443,-0.082612842,-0.263898931,-27.54374439,1.126819846,-0.140843605,-1.009280244,2030,1.644409,0,0,1,0,0,0,0,0,1,3.68E-06,1.24E-07
2031.796875,6,6,77.15177155,0.376946002,2.342093944,136.6896057,0.438399583,0.435198754,0.294518231,0.916474024,8.453272151,0.07991645,0.039346096,2.758124891,0.21514974,0.161796262,0.296047871,-0.361312357,-0.358129868,0.389767009,0.464240228,105.0419571,3.15405719,2.229869555,5.222563981,11.64563642,12.02096381,-0.166667955,0.123339915,36.45236439,0.001288543,0.007127332,0.097466641,0.025873274,0.110403278,-0.227509131,-0.034909879,43.18806142,0.16385767,-1.695516532,-6.617584242,2030,1.796875,0,0,1,0,0,0,0,0,1,1.82E-06,1.32E-07
2031.949219,6,6,78.98309326,0.395736098,2.316703081,142.2429047,0.439497024,0.435395509,0.301992789,0.970132275,8.541082799,0.051243367,0.036007451,2.707570839,0.229998198,0.1657379,0.312867148,-0.361116055,-0.357044061,0.355107358,0.458921917,111.6213991,3.179019923,2.142813316,4.96426221,10.63748717,18.16986449,-0.130468281,0.081266676,-0.207265882,-0.016421583,-0.010410339,0.076297241,0.004969435,0.078781958,0.037324561,-0.016495789,-10.97458763,0.078755721,-0.27239613,-0.56832015,2030,1.949219,0,0,1,0,0,0,0,0,1,1.46E-06,5.51E-08
2032.101685,6,6,81.75337982,0.408126503,2.296811104,142.2113037,0.437893719,0.43289265,0.313299741,1.051302467,8.495287824,0.041554746,0.035473655,2.752242965,0.241630933,0.16649557,0.324878718,-0.363619788,-0.358631284,0.360798085,0.45640687,109.9481476,3.191027492,2.143289474,4.922731062,10.55083767,26.49311921,-0.110987502,-0.008385137,-2.893543517,-0.022467034,-0.018282076,0.064904972,-0.073290109,0.028259917,0.053894332,0.046128964,-3.760734096,-0.218088796,-0.138144776,-0.081661693,2030,2.101685,0,0,1,0,0,0,0,0,1,1.33E-06,3.30E-08
2032.254028,6,6,85.78942108,0.406849086,2.279902935,141.7704926,0.435094476,0.429494411,0.329772884,1.169559634,8.304261311,0.041245093,0.035692725,2.702084262,0.251518751,0.155330335,0.329183919,-0.367042483,-0.361416431,0.369008509,0.463434295,109.3752261,3.157803191,2.149953666,4.901685672,10.53839708,26.80416178,-0.075397728,0.129741142,1.482984403,-0.02332443,-0.022365738,0.044092239,0.085648904,0.08691669,0.010243207,-0.074738805,-15.43092206,0.356764731,-0.21303574,-0.567348595,2030,2.254028,0,0,1,0,0,0,0,0,1,1.25E-06,2.12E-08
2032.406494,7,7,89.87614441,0.426630199,2.268407345,141.9965973,0.431691557,0.425991893,0.346452886,1.2893018,8.026748021,0.041300292,0.035714022,2.25610002,0.258241319,0.16838888,0.342435759,-0.370598666,-0.364826445,0.37057025,0.452039168,107.0225352,3.212197683,2.146530241,4.869204965,10.45189571,13.64025206,-0.106360631,0.109936657,-22.34090873,-0.026881539,-0.027192488,0.0621992,0.047737457,0.086067928,0.209888473,-0.04939889,-56.32773954,0.245842028,0.550992421,2.896589732,2030,2.406494,0,0,1,0,0,0,0,0,1,8.91E-07,9.28E-09
2032.558838,7,7,91.95415497,0.443378389,2.252203941,138.5930939,0.42759335,0.421993822,0.354934307,1.350188106,7.63171969,0.039482567,0.034319043,2.2690707,0.267716994,0.175661395,0.355547691,-0.374693907,-0.368969058,0.4025455,0.444513544,98.44134201,3.24965024,2.199243712,4.953145355,10.89317377,-6.387652591,-0.077368049,0.084388113,9.84746632,-0.027136841,-0.02879861,0.045244473,0.03914364,0.064816293,-0.054280935,-0.040306874,4.055853997,0.206849828,-0.516492181,-1.889417344,2030,2.558838,0,0,1,0,0,0,0,0,1,7.65E-07,7.06E-09
