TopDepth,BotDepth,_CAL,_GR,_SP,_LLD,_LLS,_AC,_DEN,_PEF,Lith_Section
2069.63,2071.28,8.84502,109.265,-27.036,11.3165,14.1952,89.8639,2.45399,0.297246,muddy siltstone
2071.28,2072.41,8.64211,109.198,-15.8268,32.402,40.5858,83.2161,2.60452,-0.514594,siltstone
2072.41,2074.87,9.67858,109.983,-6.34849,8.52826,8.34579,93.2327,2.35592,0.0891968,mudstone
2074.87,2075.51,9.18659,109.307,-10.1421,17.9462,22.9647,84.5794,2.46084,-0.0256145,siltstone
2075.51,2076.08,8.92258,109.427,-16.4874,11.7834,15.2993,86.7998,2.48592,-0.0299307,muddy siltstone
2076.08,2076.59,8.94765,109.153,-20.7898,14.7066,18.7761,89.4523,2.48022,-0.0855462,siltstone
2076.59,2077.35,8.9547,109.26,-21.0738,12.8462,16.4248,89.2208,2.48535,0.183052,muddy siltstone
2077.35,2079.89,8.95862,109.34,-16.7418,18.2029,23.1898,87.0066,2.51272,0.234191,siltstone
2079.89,2080.71,8.88968,109.706,-10.0728,11.4932,15.859,88.3096,2.51614,-0.326994,mudstone
2080.71,2081.6,8.79488,109.621,-6.86212,35.416,38.2193,83.2171,2.58742,-0.332411,siltstone
2081.6,2082.36,8.81055,110.314,-7.54587,12.8211,16.5343,87.6415,2.52299,-0.198079,mudstone
2082.36,2082.87,8.89829,110.403,-7.25189,18.7224,24.7806,86.814,2.53268,-0.203058,siltstone
2082.87,2083.44,8.99387,109.901,-7.94225,13.4193,20.5038,87.2459,2.46654,-0.278362,muddy siltstone
2083.44,2084.45,8.81995,109.097,-13.9044,35.3754,37.6961,83.6875,2.56632,-0.289961,siltstone
2084.45,2085.53,8.94138,109.442,-17.6468,13.1244,15.1625,89.7064,2.53724,-0.36997,muddy siltstone
2085.53,2087.12,9.6018,109.703,-8.67554,7.62791,6.50246,92.4381,2.35763,-0.317692,mudstone
2087.12,2088.01,8.92101,109.29,-5.89761,22.2378,29.8574,83.6752,2.55035,-0.296577,siltstone
2088.01,2089.66,9.12,109.886,-5.85137,11.5947,15.1564,88.2578,2.5572,-0.287517,muddy siltstone
2089.66,2090.42,11.0934,110.356,-4.23283,5.92631,2.80668,97.9241,2.21509,-0.14757,mudstone
2090.42,2091.31,10.4369,110.07,-4.27082,7.18848,4.69868,93.5862,2.27382,-0.0278139,silty mudstone
2091.31,2092.39,11.2015,109.869,-3.89592,5.463,1.55042,96.7463,2.2493,0.0621072,mudstone
2092.39,2093.34,9.26571,109.157,-3.97353,30.9261,33.7874,82.9313,2.49847,-0.0257276,siltstone
2093.34,2095.3,8.92179,109.634,-8.64746,17.4327,24.6224,86.0304,2.55092,0.0172945,siltstone
2095.3,2096,9.43493,110.002,-10.2726,26.0243,28.2969,82.6317,2.63075,-0.0264367,siltstone
2096,2096.89,10.621,110.256,-9.8944,9.54087,7.94123,94.8782,2.32912,-0.138555,mudstone
2096.89,2097.72,9.57046,109.515,-13.0737,11.4311,10.6788,90.293,2.39355,-0.166159,siltstone
2097.72,2098.48,9.13802,109.649,-15.9143,10.4508,10.6119,88.9836,2.4768,-0.251892,mudstone
2098.48,2098.98,9.03539,109.078,-19.4685,21.0998,22.0704,87.0725,2.48478,-0.317665,siltstone
2098.98,2099.62,9.17092,109.299,-23.3646,14.2946,17.0879,88.9702,2.38614,-0.354449,mudstone
2099.62,2106.14,8.95548,-75.7317,-17.2108,22.5256,22.7122,42.3334,2.52584,-1.64414,siltstone
2106.14,2107.85,10.7534,-86.8097,-6.59952,6.84458,3.88348,68.2173,2.29777,-0.326405,mudstone
2107.85,2108.48,9.93867,-86.8097,-5.9901,8.62738,5.88193,67.3178,2.26983,0.361724,muddy siltstone
2108.48,2109.43,9.64881,-86.8097,-8.93814,9.19935,9.307,66.9936,2.41408,-0.166345,mudstone
2109.43,2110.57,9.12235,22.1294,-14.745,21.0652,25.9852,65.7298,2.45856,0.0452839,siltstone
2110.57,2111.39,8.99387,109.513,-16.6427,13.6868,17.31,66.6435,2.48307,-0.236687,mudstone
2111.39,2112.47,8.84189,109.323,-19.2621,21.027,24.0384,66.3605,2.54351,-0.0680946,siltstone
2112.47,2113.99,9.25318,109.963,-13.4882,11.2126,11.3693,67.1521,2.51956,-0.286998,muddy siltstone
2113.99,2115.13,11.7045,110.294,-3.95867,4.53518,-1.53092,69.0625,2.11075,-0.166648,mudstone
2115.13,2116.2,8.97585,109.195,-6.40134,27.6292,28.3912,65.3956,2.50303,-0.376571,siltstone
2116.2,2117.28,9.14664,109.867,-7.63176,10.4269,11.056,66.9892,2.4557,-0.468264,mudstone
2117.28,2118.35,8.87087,109.519,-10.5236,22.8468,27.938,65.377,2.55492,-0.116115,siltstone
2118.35,2119.11,8.8505,110.076,-13.0439,13.4217,16.1328,66.3787,2.5207,-0.151882,mudstone
2119.11,2120.51,8.85207,109.405,-10.266,16.678,21.0483,66.074,2.60338,-0.496541,siltstone
2120.51,2122.03,10.357,110.225,-4.04456,6.27738,3.22645,68.6949,2.31316,-0.260309,silty mudstone
2122.03,2123.48,9.54618,110.12,-3.14115,7.26132,5.69639,67.4574,2.33768,-0.234439,mudstone
2123.48,2124.87,8.91788,109.365,-6.34353,17.828,22.554,65.8162,2.5475,-0.363213,siltstone
2124.87,2126.08,9.32917,109.844,-5.35094,8.30258,7.84693,67.1752,2.49505,-0.390223,mudstone
2126.08,2127.16,9.47097,109.924,-2.19645,11.5243,14.4993,66.2857,2.43119,-0.20489,muddy siltstone
2127.16,2128.17,8.8082,109.179,-2.71835,41.4211,43.6397,64.9361,2.64728,-0.173765,siltstone
2128.17,2128.93,9.01424,110.02,-3.70268,17.1318,21.6019,66.3614,2.45,-0.259387,mudstone
2128.93,2129.7,8.84659,109.39,-4.88355,23.7077,26.6696,65.7537,2.58285,-0.404162,siltstone
2129.7,2131.47,9.95356,110.218,-4.59287,7.48462,5.37395,67.775,2.37246,-0.372055,mudstone
2131.47,2133.19,9.10355,109.269,-14.3107,33.2761,31.8832,65.7172,2.51785,0.21747,siltstone
2133.19,2134.14,9.15917,110.202,-12.451,9.64356,9.02715,67.228,2.4443,-0.101408,mudstone
2134.14,2134.9,9.03461,109.344,-11.4056,14.4904,14.3533,66.4969,2.46654,-0.286945,siltstone
2134.9,2136.42,8.96488,109.464,-10.8061,12.3613,11.6492,66.6168,2.4922,-0.135478,muddy siltstone
2136.42,2137.88,9.08788,109.805,-5.02558,7.8727,5.64467,67.2151,2.51842,-0.167581,mudstone
2137.88,2138.45,9.02129,109.61,-4.71674,12.9727,13.8271,66.7069,2.46768,-0.346792,muddy siltstone
2138.45,2138.96,8.99857,109.675,-6.72504,12.2945,15.0012,66.6445,2.4386,-0.459853,silty mudstone
2138.96,2140.29,8.9735,109.185,-11.7524,26.81,28.8688,65.7916,2.50075,-0.468949,siltstone
2140.29,2141.5,8.90534,109.529,-10.2594,13.4002,15.2324,66.6132,2.51329,-0.469079,muddy siltstone
2141.5,2142.39,9.28608,110.209,-3.77535,7.05832,5.44392,67.7492,2.48022,-0.580807,mudstone
2142.39,2143.08,9.19599,109.696,-3.70929,16.1741,17.2643,66.5289,2.40895,-0.54403,siltstone
2143.08,2143.72,8.88732,109.697,-3.65313,10.0233,9.44996,66.5659,2.50132,-0.202832,mudstone
