TopDepth,BotDepth,_CAL,_GR,_SP,_LLD,_LLS,_AC,_DEN,_PEF,Lith_Section
1446,1447,10.4456,109.729,-16.8322,7.42063,9.66313,112.436,2.14767,0.824501,mudstone
1447,1448.25,10.8467,119.639,-16.6702,5.50612,6.30019,123.303,2.05436,0.815773,mudstone
1448.25,1452,11.5728,107.947,-16.7381,3.68088,3.55019,114.459,2.02467,0.804632,mudstone
1452,1456,10.4329,109.041,-16.8039,4.97871,4.84161,108.562,2.1042,0.79373,mudstone
1456,1458,11.0826,108.398,-16.7764,3.47091,3.67475,98.5873,2.1042,0.782799,mudstone
1458,1459,9.69982,106.051,-16.6239,5.33417,5.14644,113.628,2.25689,0.776622,mudstone
1459,1465.5,10.5176,102.818,-16.6743,4.12231,4.40568,105.886,2.14343,0.770056,mudstone
1465.5,1466.25,10.5784,92.9006,-16.5848,5.16388,5.16447,103.729,2.12222,0.765438,mudstone
1466.25,1471.25,11.0826,112.352,-16.4332,3.87762,4.13363,110.867,2.1763,0.763573,mudstone
1471.25,1471.75,10.5078,115.832,-16.3973,5.20852,5.47749,93.1679,2.28657,0.767144,mudstone
1471.75,1474.75,11.2719,105.049,-16.344,3.84952,4.18771,103.705,2.14767,0.781891,mudstone
1474.75,1476.75,10.9852,102.343,-16.0983,4.4166,4.49909,98.0986,2.0989,0.797321,mudstone
1476.75,1478.25,11.0629,102.098,-16.2328,3.02618,3.32895,110.406,1.96105,0.809155,mudstone
1478.25,1479,10.399,95.8673,-15.9708,7.17429,7.0426,87.5404,2.11692,0.822802,mudstone
1479,1480.5,11.7253,109.553,-16.2474,3.42462,3.81241,111.164,1.9971,0.838521,mudstone
1480.5,1482.75,10.69,105.246,-16.2649,3.95698,4.55153,111.769,2.14873,0.85522,silty mudstone
1482.75,1483.25,10.8552,108.78,-16.4827,3.3155,4.29096,114.158,2.11056,0.872962,mudstone
1483.25,1484,10.1575,93.1963,-16.4619,9.34506,9.90568,87.1602,2.31944,0.891662,siltstone
1484,1484.5,8.93144,74.0489,-16.8409,13.7213,13.9963,78.7413,2.40427,0.898917,silty mudstone
1484.5,1485.25,8.86929,75.8055,-17.4745,33.5856,30.4602,69.0051,2.42336,0.902788,siltstone
1485.25,1491,8.89613,92.008,-18.1226,9.17973,8.28321,81.7541,2.36186,0.677998,mudstone
1491,1491.75,8.75912,66.6729,-21.1383,24.3999,22.3921,71.8177,2.33747,0.450619,siltstone
1491.75,1492.25,8.6433,54.1658,-22.7927,23.3385,22.6806,76.3425,2.34277,0.450511,muddy siltstone
1492.25,1493.75,8.65742,51.512,-22.32,33.8749,32.8497,74.1092,2.35231,0.45078,siltstone
1493.75,1495,10.7775,101.661,-17.8456,7.10154,8.28649,108.884,1.97696,0.451107,mudstone
1495,1495.75,10.1405,103.885,-16.157,6.18396,6.70172,98.3972,2.1763,0.598196,silty mudstone
1495.75,1499.25,11.036,110.604,-15.995,3.90573,4.22704,107.725,2.13707,0.742235,mudstone
1499.25,1501,10.5897,104.472,-16.0524,5.68302,6.01012,108.182,2.10314,0.73296,silty mudstone
1501,1502.25,11.9259,105.577,-15.7488,2.77157,3.53872,118.848,1.99392,0.722057,mudstone
1502.25,1503,10.5388,92.275,-15.7684,8.99787,9.80735,83.8242,2.04588,0.710825,siltstone
1503,1503.75,11.375,114.907,-16.0075,3.14356,4.30571,106.12,1.9091,0.702281,mudstone
1503.75,1504.5,9.39332,105.487,-15.7954,8.25223,8.87156,120.412,2.21447,0.694692,muddy siltstone
1504.5,1505,10.9371,123.449,-15.5497,2.92533,3.81733,121.567,1.87411,0.594961,mudstone
1505,1505.75,9.78033,101.351,-15.6101,7.60084,7.67684,109.97,2.08405,0.501112,silty mudstone
1505.75,1507.25,10.4979,113.178,-16.0083,4.70096,4.72525,100.232,2.39473,0.50552,mudstone
1507.25,1509.5,9.41733,103.982,-16.0629,6.66342,6.16581,83.8588,2.47955,0.506362,silty mudstone
1509.5,1510.5,9.1871,104.635,-15.7263,5.01674,5.26608,102.562,2.41912,0.513054,mudstone
1510.5,1511.5,8.89189,104.062,-15.6826,6.54107,7.28187,115.262,2.32369,0.524854,silty mudstone
1511.5,1512.5,9.88062,107.77,-15.8592,4.5935,5.6004,118.394,2.04694,0.531438,mudstone
1512.5,1513.4,8.85517,71.7296,-16.0462,21.9762,22.1348,67.3969,2.42548,0.539749,siltstone
1513.4,1515,10.5148,106.408,-15.9183,4.6679,5.42505,97.8302,2.11056,0.546749,mudstone
1515,1516.25,8.8933,98.2037,-15.6305,12.1391,12.6065,112.75,2.28763,0.600178,oil shale
