TopDepth,BotDepth,_CAL,_GR,_SP,_LLD,_LLS,_AC,_DEN,_PEF,Lith_Section
1205.01,1209.52,9.20954,70.5714,-2.73128,6.33422,5.5346,96.5559,2.37177,0.34561,mudstone
1209.52,1213.01,9.04982,86.7602,-3.98493,14.0587,15.3826,98.9526,2.2849,0.342784,silty mudstone
1213.01,1217.96,8.81076,130.396,-2.41882,39.7683,52.3288,105.672,2.20369,0.338436,oil shale
1217.96,1219.92,10.1856,105.691,-2.05301,3.60914,4.55261,112.656,1.97517,0.341624,mudstone
1219.92,1220.94,9.61562,118.189,-4.19831,7.06118,6.68929,117.627,2.16025,0.343647,mudstone
1220.94,1230.08,11.0385,107.8,-3.36191,3.68392,3.10874,108.771,2.13003,0.571986,mudstone
1230.08,1230.96,10.7086,105.666,-4.07447,5.06307,4.58072,91.787,2.18764,0.799335,mudstone
1230.96,1237.31,11.0531,104.843,-4.48981,2.9798,2.65088,109.349,2.17253,0.795157,mudstone
1237.31,1237.69,11.0312,98.8051,-3.63626,4.16994,3.84975,94.6443,2.18669,0.790482,mudstone
1237.69,1242.13,11.4529,104.908,-4.03255,3.87708,3.82364,107.082,2.13098,0.784311,mudstone
1242.13,1242.96,10.8704,109.23,-4.45171,5.4224,5.51251,101.08,2.13664,0.779208,mudstone
1242.96,1249.94,11.2368,104.392,-4.98327,3.71507,3.54652,105.124,2.09604,0.774758,mudstone
1249.94,1250.57,11.3548,88.101,-4.18117,6.28229,5.9784,81.123,2.31606,0.769581,mudstone
1250.57,1251.97,11.6043,110.791,-5.17189,2.72225,2.77137,109.988,2.09982,0.76527,mudstone
1251.97,1252.73,10.4445,101.891,-6.01591,5.8025,5.78361,90.3028,2.19897,0.763046,mudstone
1252.73,1255.46,11.0531,99.54,-4.3755,3.41598,3.68307,100.462,2.14042,0.763462,mudstone
1255.46,1256.22,10.6241,103.875,-6.17595,5.25624,5.2635,96.1402,2.30001,0.765432,mudstone
1256.22,1272.21,11.502,101.896,-4.58126,2.71394,2.68903,106.886,2.11681,0.766094,mudstone
1272.21,1272.97,10.4737,107.419,-6.60273,7.52644,7.58292,95.3196,2.25279,0.767584,silty mudstone
1272.97,1278.81,11.6283,104.654,-4.08781,3.04834,3.02038,105.304,2.10548,0.768007,mudstone
1278.81,1280.01,11.0552,101.756,-4.63271,4.58951,4.33773,115.702,2.13759,0.769514,silty mudstone
1280.01,1284.26,10.8381,104.11,-4.18307,3.04419,3.18505,108.827,2.13948,0.766712,mudstone
1284.26,1284.77,9.49244,102.653,-2.65126,13.1199,12.6455,115.796,2.20652,0.763423,mudstone
1284.77,1289.78,10.8683,104.306,-5.3605,5.24585,5.62898,101.195,2.21124,0.621492,mudstone
1289.78,1291.62,9.8171,83.8821,-7.11523,25.8584,23.0759,73.7704,2.36233,0.479845,siltstone
1291.62,1297.78,10.7065,98.6832,-4.80418,4.48358,4.85182,101.344,2.17158,0.478845,mudstone
1297.78,1299.18,9.21476,100.048,-3.1047,11.5268,11.0008,104.888,2.21408,0.477696,silty mudstone
1299.18,1303.81,10.3871,105.955,-4.13544,3.93109,3.88188,102.572,2.21974,0.479588,mudstone
1303.81,1306.22,9.08427,94.3171,-3.92587,23.7128,24.2446,103.381,2.28395,0.479767,siltstone
1306.22,1308.44,10.575,106.281,-5.50531,3.80023,4.57871,109.034,2.19991,0.482529,mudstone
1308.44,1309.39,9.3108,116.379,-3.54482,7.6656,7.62309,109.006,2.17725,0.485236,silty mudstone
1309.39,1312.94,10.3046,103.288,-3.85537,3.25397,3.65897,101.526,2.18952,0.48694,mudstone
1312.94,1313.58,9.07487,121.524,-2.8856,11.2443,11.0631,113.221,2.17819,0.488612,muddy siltstone
1313.58,1318.97,10.1647,91.8432,-3.76392,5.14615,5.05465,92.2753,2.26223,0.493695,silty mudstone
1318.97,1323.6,10.0781,102.486,-2.15018,0.933917,0.578452,107.67,2.24618,0.499037,mudstone
1323.6,1326.78,8.93081,124.699,-3.49528,12.2974,14.7842,111.446,2.24902,0.504138,siltstone
1326.78,1327.6,10.3495,114.15,-4.63271,2.7264,4.80965,124.75,2.12531,0.510296,mudstone
1327.6,1328.3,9.3442,116.161,-5.80443,14.5468,16.945,126.719,2.07432,0.516276,siltstone
1328.3,1329.51,9.90583,118.497,-3.21521,2.93411,4.41203,108.746,2.15647,0.523704,mudstone
1329.51,1330.96,9.21789,133.733,-8.5232,7.37274,7.87812,101.502,2.39066,0.53089,silty mudstone
1330.96,1332.68,9.14795,91.9144,-14.6828,14.9207,12.6335,75.6072,2.42276,0.537785,siltstone
1332.68,1337.82,10.1198,103.779,-11.7888,8.44449,6.51056,81.0022,2.32361,0.482942,silty mudstone
1337.82,1338.39,9.42041,93.6437,-15.4145,14.8252,14.0472,72.1772,2.39632,0.42788,muddy siltstone
1338.39,1339.47,10.3432,117.016,-10.9105,5.14823,5.68923,84.3542,2.27357,0.428221,mudstone
1339.47,1340.29,9.27426,89.1569,-9.33294,11.9962,11.1856,74.4179,2.39349,0.428022,silty mudstone
1340.29,1341.37,9.53315,104.919,-13.2539,8.43203,8.08496,78.7647,2.38216,0.428321,mudstone
1341.37,1342.39,8.60198,89.782,-29.9915,17.5897,15.9309,78.5029,2.33589,0.428081,siltstone
1342.39,1344.8,9.13333,105.632,-20.7415,11.3253,9.25371,79.4347,2.36611,0.424876,mudstone
1344.8,1346.45,8.98718,90.0728,-21.5227,16.5096,14.2239,75.4586,2.39444,0.423087,siltstone
1346.45,1347.59,9.24086,93.7064,-18.5333,13.7368,12.6495,76.7131,2.39349,0.421416,siltstone
1347.59,1349.37,10.1783,126.103,-15.1763,8.08309,8.79987,81.6423,2.35761,0.420345,mudstone
1349.37,1349.94,8.7784,127.12,-15.7193,44.7927,40.332,61.854,2.5408,0.415209,siltstone
1349.94,1350.76,8.8734,110.666,-19.8613,18.3395,18.0515,72.221,2.37838,0.415583,muddy siltstone
1350.76,1351.78,9.65529,105.903,-17.1254,11.4811,11.7338,78.8416,2.24996,0.413982,silty mudstone
1351.78,1353.17,11.0207,138.265,-9.62062,3.72961,3.8618,94.251,2.17253,0.590419,mudstone
1353.17,1355.2,9.58013,105.555,-11.5849,9.69072,9.48264,78.831,2.33683,0.759935,silty mudstone
1355.2,1357.8,8.96944,89.7591,-20.2804,23.2559,23.2707,68.1755,2.43221,0.745301,siltstone
1357.8,1358.19,10.1094,141.934,-11.6611,5.31855,6.34389,85.0883,2.29623,0.513016,mudstone
1358.19,1359.01,9.66886,111.079,-13.8217,9.39162,9.88026,80.7981,2.29245,0.278856,silty mudstone
1359.01,1360.03,8.89949,115.315,-20.4443,7.88785,7.78776,85.4783,2.36327,0.273159,mudstone
1360.03,1361.61,8.40572,74.9664,-38.0716,31.0738,28.1927,75.3069,2.31984,0.267107,siltstone
1361.61,1362.5,8.65522,100.948,-27.0974,14.1709,12.6495,76.9151,2.40577,0.26851,silty mudstone
1362.5,1363.39,8.82538,105.219,-18.1009,10.3242,9.35613,78.5307,2.37838,0.27011,mudstone
1363.39,1364.34,8.69071,84.1186,-21.7951,22.9692,20.148,72.4368,2.40199,0.266284,siltstone
1364.34,1365.8,9.04877,107.879,-16.691,9.64087,8.59303,78.5969,2.43693,0.262621,mudstone
1365.8,1366.56,8.99136,100.753,-23.2507,15.1076,13.1998,77.9195,2.41804,0.261264,siltstone
1366.56,1367.96,9.09158,100.721,-13.8045,8.31572,7.603,79.799,2.45298,0.259461,mudstone
1367.96,1369.48,8.95273,103.155,-12.0784,13.6226,13.2218,73.4979,2.4832,0.259308,silty mudstone
1369.48,1369.99,8.864,124.774,-10.5275,9.33347,9.48465,80.3985,2.51625,0.260128,mudstone
1369.99,1371.19,8.83999,111.762,-9.2853,8.26794,8.91032,79.0799,2.51058,0.260137,mudstone
1371.19,1371.83,8.82433,95.309,-10.7085,25.6424,26.1464,66.4434,2.54269,0.259776,siltstone
1371.83,1373.41,8.79406,111.092,-10.3256,8.0457,9.28183,81.8506,2.50114,0.260332,mudstone
1373.41,1374.62,8.74499,104.928,-11.4935,15.7598,16.5172,74.5515,2.47659,0.261062,muddy siltstone
1374.62,1375.38,8.86504,122.35,-12.4061,7.7383,7.63513,79.8258,2.46526,0.265912,mudstone
1375.38,1376.78,8.75961,100.417,-16.1385,11.02,10.0349,76.7537,2.46054,0.271028,muddy siltstone
1376.78,1377.98,8.75439,102.995,-11.5868,8.57535,7.01461,80.0363,2.45109,0.274352,mudstone
1377.98,1379.25,8.72829,86.2812,-22.2181,14.6777,11.7719,77.3051,2.38688,0.280359,siltstone
1379.25,1379.95,8.9235,89,-19.204,10.0127,8.45647,76.8638,2.43126,0.293616,mudstone
1379.95,1381.6,8.88383,121.12,-22.4257,14.0504,12.1073,75.4533,2.42088,0.308521,siltstone
1381.6,1383.19,8.96213,122.302,-13.0996,8.4528,7.46243,78.7123,2.44826,0.337578,mudstone
1383.19,1386.62,8.65313,87.138,-21.2121,15.4773,13.6777,75.8252,2.38783,0.318395,siltstone
1386.62,1387,8.8212,116.397,-17.032,7.51398,7.15318,79.9123,2.44165,0.338192,mudstone
1387,1389.54,8.83895,97.97,-14.2294,11.1862,9.82604,77.5957,2.45865,0.336266,silty mudstone
