TopDepth,BotDepth,_CAL,_GR,_SP,_LLD,_LLS,_AC,_DEN,_PEF,Lith_Section
1641.65,1642.78,9.19011,78.6822,-19.2815,12.0988,7.60498,98.7288,2.27724,0.928296,mudstone
1642.78,1643.42,9.19011,69.0777,-18.9724,13.0187,13.5205,91.4849,2.24234,0.912831,oil shale
1643.42,1644.18,9.16741,73.2881,-19.2862,12.9812,12.7834,97.9065,2.20452,0.896096,silty mudstone
1644.18,1646.58,9.16741,82.4644,-18.6205,15.5065,26.6186,95.3392,2.14926,0.889257,oil shale
1646.58,1647.66,9.20042,106.023,-17.9354,14.0295,18.9455,113.085,2.07945,0.883297,silty mudstone
1647.66,1648.61,9.2128,103.371,-17.9361,20.6504,50.4173,95.5075,2.12163,0.876539,oil shale
1648.61,1652.91,9.20042,124.954,-17.9421,24.0057,72.0712,110.106,2.02127,0.86977,oil shale
1652.91,1653.61,10.0071,117.011,-18.1615,12.3372,8.6652,113.383,2.06345,0.869769,mudstone
1653.61,1654.05,10.0711,108.762,-18.2539,11.9577,8.236,110.218,2.25979,0.871532,silty mudstone
1654.05,1654.94,10.6632,109.168,-18.1488,11.8219,7.42232,110.174,1.96019,0.876754,mudstone
1654.94,1655.63,9.93283,112.737,-18.0846,12.2694,8.97943,108.455,2.08818,0.89005,silty mudstone
1655.63,1656.39,9.43768,104.841,-18.104,12.9807,10.3015,128.794,2.05909,0.90583,muddy siltstone
1656.39,1657.47,10.6013,110.261,-18.1876,11.9972,6.37232,111.204,2.03873,0.917754,mudstone
1657.47,1658.04,10.6632,115.98,-18.193,12.2402,7.21666,92.2355,2.38341,0.929682,silty mudstone
1658.04,1660.95,11.1521,105.706,-18.2385,11.8909,5.89331,101.44,2.2467,0.941844,mudstone
1660.95,1662.91,10.232,106.58,-18.0886,12.1398,7.36228,100.189,2.17689,0.95531,silty mudstone
1662.91,1663.35,11.2037,106.149,-18.2927,11.9226,5.96867,101.05,2.23652,0.971946,mudstone
1663.35,1664.94,10.3516,101.865,-18.106,12.2251,7.41848,111.244,2.12017,0.980549,silty mudstone
1664.94,1665.57,11.2388,110.198,-18.09,11.9248,6.02743,106.008,2.05763,0.986434,mudstone
1665.57,1666.33,10.6962,103.181,-18.1495,12.3226,7.98308,85.5224,2.30342,0.988864,silty mudstone
1666.33,1669.37,10.5229,106.813,-18.2204,11.8273,5.53181,100.001,2.24816,0.988781,mudstone
1669.37,1670.63,9.96996,102.146,-17.916,12.2514,7.97414,110.586,2.18562,0.946755,silty mudstone
1670.63,1672.15,10.494,107.758,-17.8732,11.7729,5.33893,99.8247,2.18998,0.904279,mudstone
1672.15,1672.47,10.7333,101.728,-17.8003,11.7961,6.00699,89.7534,2.39941,0.886662,silty mudstone
1672.47,1672.91,10.2629,105.241,-17.7334,11.9706,6.44768,86.9884,2.32378,0.868344,mudstone
1672.91,1673.48,9.98647,84.516,-17.6899,12.3221,8.39184,84.1888,2.25397,0.847945,silty mudstone
