TopDepth,BotDepth,_CAL,_GR,_SP,_LLD,_LLS,_AC,_DEN,_PEF,Lith_Section
1579.04,1582.7,9.37525,94.6149,-23.0499,5.03081,5.11638,98.7721,2.36977,0.249854,silty mudstone
1582.7,1586.48,9.28042,96.9037,-21.6715,4.59696,4.73776,102.866,2.21603,0.258592,mudstone
1586.48,1587.49,8.53383,88.2757,-22.9496,5.72919,5.71328,94.0571,2.46854,0.268746,mudstone
1587.49,1588.5,8.53383,88.3211,-22.76,5.22394,5.28512,102.01,2.33777,0.278009,mudstone
1588.5,1590.96,8.53383,78.3068,-23.6687,6.70032,6.58637,94.3262,2.44559,0.287222,mudstone
1590.96,1592.73,8.53383,83.4556,-23.7264,5.87014,5.93155,98.2792,2.46507,0.293762,mudstone
1592.73,1594.18,8.50089,80.922,-23.8163,7.20008,7.42504,97.4087,2.44072,0.298847,mudstone
1594.18,1600,8.6017,107.988,-22.9938,22.1827,27.0436,104.18,2.36211,0.302582,oil shale
1600,1601.2,9.80643,109.645,-21.8603,6.3159,7.24791,108.227,2.25986,0.307043,mudstone
1601.2,1602.46,9.86033,114.429,-21.9622,6.54655,6.95995,117.576,2.1409,0.310759,mudstone
1602.46,1603.28,10.7556,107.561,-21.4738,5.42256,5.44547,123.025,2.03447,0.450561,mudstone
1603.28,1604.29,10.1528,108.689,-21.8423,6.11727,5.95506,97.349,2.12212,0.587042,mudstone
1604.29,1606.76,10.8744,110.049,-21.6281,5.50402,5.35648,104.141,2.18334,0.579686,mudstone
1606.76,1608.71,9.94118,107.632,-21.5906,6.27562,6.16409,104.27,2.22021,0.57164,mudstone
1608.71,1609.6,10.4263,111.528,-21.3989,5.91408,5.8434,108.909,2.13882,0.561534,mudstone
1609.6,1610.04,9.75553,101.489,-21.5517,6.99505,7.13793,79.4902,2.3489,0.551311,mudstone
1610.04,1612.06,10.8944,102.89,-21.3344,5.1077,5.28093,100.611,2.19099,0.542818,mudstone
1612.06,1613.07,10.2516,107.678,-21.2236,6.17311,6.02473,103.55,2.19238,0.53588,mudstone
1613.07,1614.84,10.7267,105.413,-21.2745,5.3832,5.46478,98.2852,2.11725,0.528858,mudstone
1614.84,1615.4,10.1298,85.9938,-20.7141,6.43397,6.6317,86.0079,2.16873,0.525478,mudstone
1615.4,1618.5,10.2057,104.424,-20.7943,5.67427,5.79555,107.017,2.1889,0.524835,mudstone
1618.5,1619,10.1029,115.898,-20.7411,6.30674,6.51669,97.5914,2.2529,0.526048,mudstone
1619,1619.32,9.87031,107.998,-20.6325,5.65139,5.99955,86.8494,2.31064,0.529038,mudstone
1619.32,1621.4,10.3085,103.122,-20.4969,5.82895,5.92735,103.798,2.20908,0.538707,mudstone
1621.4,1624.12,10.8465,105.086,-20.407,5.31455,5.47905,103.621,2.13534,0.550626,mudstone
1624.12,1624.94,10.3694,89.2801,-20.0999,6.58682,6.74504,85.9504,2.14577,0.563298,mudstone
1624.94,1625.7,10.563,107.412,-20.231,5.1919,5.49416,105.26,2.18473,0.576207,mudstone
1625.7,1626.27,10.1518,104.932,-20.231,6.52001,6.63338,95.03,2.29603,0.587437,mudstone
1626.27,1630.98,10.4203,102.219,-19.9186,5.54338,5.78296,96.9657,2.16247,0.596858,mudstone
1630.98,1631.74,9.95016,99.5268,-19.9852,6.69025,6.68963,85.4828,2.25777,0.60481,mudstone
1631.74,1633.97,11.3455,104.172,-19.6699,5.18824,5.38754,109.124,2.11656,0.610264,mudstone
1633.97,1634.67,9.96813,92.6674,-19.8294,9.93134,10.0838,69.5184,2.29812,0.612077,mudstone
1634.67,1638.68,10.5321,103.341,-19.359,5.60287,5.73091,103.959,2.11934,0.611263,mudstone
1638.68,1639.95,9.71261,100.565,-20.1905,8.09616,7.69369,73.0676,2.46368,0.608015,silty mudstone
1639.95,1642.43,10.561,104.891,-19.2204,5.56443,5.56972,105.092,2.1416,0.603383,mudstone
1642.43,1643.45,9.71061,98.4726,-18.8001,7.0518,7.1522,86.9328,2.33359,0.594912,silty mudstone
1643.45,1647.01,10.3055,105.374,-18.8855,5.65596,5.7712,102.643,2.19725,0.583771,mudstone
1647.01,1648.47,10.2556,105.895,-19.0878,6.27105,6.34459,106.162,2.20351,0.570575,mudstone
1648.47,1649.49,11.4932,102.902,-18.5836,4.76537,5.14409,115.594,2.08178,0.559507,mudstone
1649.49,1649.94,10.8584,98.1892,-18.905,5.85458,6.32276,89.8138,2.05186,0.547906,mudstone
1649.94,1650.44,11.2597,103.702,-18.5027,5.08848,5.65619,99.2236,2.06299,0.539642,mudstone
1650.44,1651.13,10.1139,105.138,-18.1536,6.86599,6.95827,103.558,2.25916,0.531192,silty mudstone
1651.13,1651.88,9.94617,111.047,-17.2082,6.39736,6.93561,118.531,2.19029,0.526246,mudstone
1651.88,1653.88,9.83338,113.205,-17.3108,6.18409,6.36726,98.2472,2.32664,0.447624,mudstone
1653.88,1655.39,9.3483,113.534,-18.0712,7.95154,7.6366,79.8477,2.45394,0.374704,silty mudstone
1655.39,1656.45,9.45709,106.156,-19.1687,7.75383,7.53166,81.058,2.43168,0.384845,mudstone
1656.45,1656.95,8.96103,95.1738,-19.4047,13.5944,12.0684,67.5367,2.50889,0.398316,mudstone
1656.95,1657.71,9.12671,90.7788,-18.8563,9.65309,10.3457,74.452,2.49011,0.413585,mudstone
1657.71,1658.4,9.36127,99.7105,-18.3634,7.49755,7.71048,84.6164,2.48315,0.42588,silty mudstone
1658.4,1659.4,10.2306,101.3,-18.012,5.86191,6.27323,103.243,2.20421,0.439254,mudstone
1659.4,1660.4,9.38123,108.283,-17.8173,6.92457,7.13625,108.309,2.37811,0.453032,mudstone
1660.4,1662.97,9.94916,107.306,-17.7903,5.6285,5.91896,103.908,2.28559,0.467174,mudstone
1662.97,1664.22,8.59172,97.3798,-18.215,9.70617,9.50955,103.787,2.40246,0.472645,mudstone
1664.22,1666.54,9.13071,106.807,-18.7304,6.77995,7.4242,104.095,2.34681,0.47579,mudstone
1666.54,1667.48,8.63664,103.997,-18.006,14.3394,14.8237,104.639,2.35029,0.40626,mudstone
1667.48,1671.99,10.047,115.912,-17.3221,5.75207,6.14143,103.42,2.27307,0.332712,mudstone
1671.99,1675,8.95703,87.2215,-20.4123,10.3917,10.3247,76.9085,2.44628,0.327932,siltstone
1675,1676.38,8.9231,138.398,-16.6239,7.54057,7.53502,104.172,2.32107,0.322767,mudstone
1676.38,1677.38,8.53882,76.5893,-18.43,13.7362,13.7592,64.1681,2.4755,0.308912,siltstone
1677.38,1679.32,8.52385,103.687,-16.9333,8.24352,8.31073,80.0426,2.40385,0.28934,silty mudstone
1679.32,1684.21,8.34619,91.8342,-20.4452,10.8677,10.1476,76.3762,2.39272,0.271284,siltstone
1684.21,1685.53,9.19159,99.927,-17.9626,8.30027,8.12604,82.8062,2.36072,0.255786,silty mudstone
1685.53,1686.53,9.50201,103.279,-16.9265,5.97449,5.9475,90.0129,2.32316,0.23915,mudstone
1686.53,1688.53,9.08779,100.553,-17.8008,8.9364,8.55335,77.8105,2.39689,0.225933,muddy siltstone
1688.53,1689.22,8.47494,95.3098,-21.4438,11.578,10.4246,78.9154,2.36559,0.215503,siltstone
1689.22,1690.04,8.46596,100.325,-21.6071,9.7794,9.13093,80.1616,2.43515,0.208306,muddy siltstone
1690.04,1691.23,8.54781,69.7537,-25.0718,17.9146,15.3333,70.1263,2.40107,0.206759,siltstone
1691.23,1694.61,12.1181,103.334,-17.2247,4.74249,5.14493,106.466,2.16108,0.294434,mudstone
1694.61,1696.8,8.68555,120.171,-15.4972,10.9775,12.4487,104.851,2.3809,0.384659,siltstone
1696.8,1697.81,10.8714,114.719,-14.799,5.6523,6.5402,115.785,2.05952,0.387936,mudstone
1697.81,1698.5,9.52696,121.859,-14.584,8.90345,10.7604,117.999,2.14508,0.398396,siltstone
1698.5,1699.44,10.1727,120.538,-14.2432,5.87014,6.40336,101.183,2.1736,0.40401,mudstone
1699.44,1702.51,8.69253,108.391,-15.8178,10.8164,10.1845,73.6405,2.47133,0.417593,muddy siltstone
1702.51,1705.78,9.05186,103.667,-14.3151,8.60873,7.713,77.1215,2.3809,0.438,mudstone
1705.78,1707.22,8.52385,93.0528,-19.1792,10.519,9.64136,76.5676,2.40455,0.46273,siltstone
1707.22,1708.04,8.55879,138.965,-17.4487,7.58725,6.90958,82.3213,2.24525,0.325177,mudstone
1708.04,1710.43,7.99385,86.3463,-28.3643,16.332,15.6615,72.9281,2.40107,0.204015,siltstone
1710.43,1710.99,8.44101,163.605,-20.3935,8.70849,9.12674,81.0342,2.44072,0.254271,mudstone
1710.99,1711.81,8.3382,128.74,-19.0301,12.2059,12.1809,73.1252,2.46159,0.296646,siltstone
1711.81,1712.5,9.28641,120.518,-16.0688,7.66505,7.79611,81.1277,2.43237,0.387657,mudstone
1712.5,1714.01,8.99396,146.314,-15.9669,8.91352,8.8094,78.5356,2.43655,0.425887,silty mudstone
1714.01,1714.57,8.62766,112.349,-17.576,8.40461,8.06475,75.8537,2.36142,0.313798,mudstone
1714.57,1715.39,8.43901,91.3966,-20.3905,13.555,12.9583,72.9528,2.42681,0.218267,siltstone
1715.39,1717.15,8.974,117.208,-15.8823,7.48748,7.63156,82.5777,2.44211,0.247314,mudstone
1717.15,1717.96,8.59572,104.62,-16.0418,27.4347,23.2306,64.2328,2.52072,0.26976,siltstone
1717.96,1719.22,8.59771,108.608,-16.2995,13.9312,13.7256,73.4207,2.46089,0.284227,muddy siltstone
1719.22,1721.36,8.59671,108.216,-14.3316,8.77348,8.4291,76.5234,2.43863,0.339852,mudstone
1721.36,1723.18,8.21943,90.4693,-21.5097,11.74,10.4834,75.3324,2.43237,0.298843,muddy siltstone
1723.18,1723.99,8.52485,138.03,-18.3207,9.05265,8.61044,79.3994,2.41011,0.29632,mudstone
1723.99,1726.01,8.50089,125.192,-17.176,10.3872,9.82857,74.6099,2.46089,0.292217,silty mudstone
1726.01,1726.52,8.50988,126.128,-18.436,13.7866,13.1085,72.1063,2.46646,0.286484,muddy siltstone
1726.52,1728.67,8.48093,117.627,-15.9789,9.36568,9.25182,77.8259,2.4435,0.289981,mudstone
1728.67,1729.3,8.45897,153.585,-15.4837,8.37349,8.41315,75.8,2.44628,0.339837,mudstone
1729.3,1730,8.47295,150.467,-15.3886,11.0993,11.2776,73.5637,2.46507,0.235369,muddy siltstone
1730,1730.63,8.43901,134.263,-14.3001,8.13735,8.35187,75.6175,2.46715,0.317996,mudstone
