TopDepth,BotDepth,_CAL,_GR,_SP,_LLD,_LLS,_AC,_DEN,_PEF,Lith_Section
999.4,1000.6,8.45417,90.9256,-23.2434,11.0555,10.4673,98.6481,2.1047,0.0766305,siltstone
1000.6,1002,8.80133,108.817,-19.9529,8.39451,8.57109,92.7234,2.34552,0.0963875,mudstone
1002,1010.2,8.55694,62.4191,-31.7988,15.3474,14.6783,100.636,2.09713,0.188259,siltstone
1010.2,1017.6,9.70622,114.254,-15.4656,6.7338,6.51246,95.903,2.3846,0.279541,mudstone
1017.6,1020,9.27884,81.7255,-23.4153,10.7121,9.63321,96.9341,2.17026,0.296863,siltstone
1020,1022.8,9.54329,98.6287,-16.4319,8.0967,7.66205,89.0144,2.36317,0.313254,mudstone
1022.8,1024.2,8.83141,86.6813,-22.4989,10.6999,9.44734,92.5765,2.17782,0.32731,siltstone
1024.2,1025.5,9.43801,92.229,-17.2428,7.83043,7.3684,92.1863,2.32156,0.33604,silty mudstone
1025.5,1026.5,9.51321,102.395,-14.8912,6.40972,6.35158,98.0172,2.32282,0.341452,mudstone
1026.5,1029.6,8.95925,93.8389,-18.7502,7.78138,7.39808,91.33,2.28373,0.344526,silty mudstone
1029.6,1035,8.9041,90.7375,-19.0785,9.24938,8.72416,90.0316,2.28878,0.334841,siltstone
1035,1046.5,9.14349,112.012,-14.0158,6.45176,6.16415,95.3545,2.31399,0.320322,mudstone
1046.5,1048.6,9.34402,105.011,-15.025,7.58167,7.07632,90.9994,2.30643,0.311002,silty mudstone
1048.6,1049.2,8.91914,88.0256,-14.8081,10.1165,9.23179,94.6058,2.19926,0.301493,siltstone
1049.2,1051,9.07205,108.91,-14.4134,6.3887,6.37657,99.1535,2.35308,0.292228,mudstone
1051,1055.5,9.27884,104.221,-18.6916,9.43857,8.94752,88.6863,2.31904,0.283276,muddy siltstone
1055.5,1056.5,10.4895,110.74,-14.3958,5.1747,5.85801,99.1586,2.28121,0.374771,mudstone
1056.5,1058,10.7064,104.224,-13.453,8.27363,8.33837,91.8671,2.3266,0.46901,muddy siltstone
1058,1059,11.8168,113.29,-12.8414,4.86814,5.45347,104.001,2.25095,0.462165,mudstone
1059,1060,10.467,109.131,-13.1121,7.29788,7.36059,98.2731,2.28626,0.458983,silty mudstone
1060,1060.8,10.7979,109.357,-16.5559,7.62196,7.25907,96.3375,2.32534,0.457676,mudstone
1060.8,1061.6,9.27634,89.5591,-21.8297,12.4587,10.9031,92.2611,2.25978,0.460927,siltstone
1061.6,1064.5,10.1311,112.061,-13.0691,7.52561,7.25126,93.1022,2.3203,0.466727,mudstone
1064.5,1065.5,10.2401,99.2007,-12.0374,10.2987,9.1287,79.933,2.40225,0.474381,muddy siltstone
1065.5,1073,10.2188,109.346,-12.6148,6.9738,6.74988,91.1742,2.32282,0.479048,mudstone
1073,1074,9.25754,92.1195,-16.0674,10.3285,8.94283,93.3644,2.2333,0.487807,siltstone
1074,1080,9.02192,109.329,-12.692,6.52008,6.34065,94.7211,2.2976,0.366895,mudstone
1080,1081.5,8.76373,97.1471,-20.6534,9.61726,9.05373,90.3571,2.28752,0.240349,muddy siltstone
1081.5,1083,8.88405,102.455,-17.6638,9.15654,8.69292,89.3729,2.30895,0.252962,silty mudstone
1083,1084,8.87528,102.196,-17.996,11.6231,10.7297,87.2472,2.28752,0.264312,muddy siltstone
1084,1085.4,9.3578,101.834,-15.4002,6.72679,6.96699,92.6094,2.2686,0.27134,mudstone
1085.4,1092.8,8.62712,80.6622,-24.6307,12.7792,12.0292,92.2155,2.1463,0.275919,siltstone
1092.8,1093.2,9.10338,93.5977,-18.9925,7.21204,7.16379,93.7292,2.31526,0.276369,silty mudstone
1093.2,1096.6,8.74869,90.9123,-21.3578,9.57872,8.88036,90.6231,2.22321,0.268775,siltstone
1096.6,1100,9.31895,106.931,-14.771,6.32563,6.24849,97.8639,2.29508,0.262488,mudstone
1100,1102.8,8.41155,72.9646,-27.8538,15.3106,13.8114,98.1312,2.10344,0.252194,siltstone
1102.8,1104.5,8.69104,105.873,-20.2978,10.0832,9.71287,92.5955,2.29508,0.23862,silty mudstone
1104.5,1105.5,8.84394,96.5342,-18.8997,10.8523,10.372,86.5581,2.32156,0.227321,muddy siltstone
1105.5,1106.5,9.41044,105.179,-13.8048,8.01787,7.98068,91.1324,2.34173,0.214687,silty mudstone
1106.5,1107.5,9.53076,114.341,-12.7477,4.8769,5.32227,98.8064,2.38586,0.205632,mudstone
1107.5,1109,9.58089,107.153,-12.4301,7.40299,7.45118,93.4632,2.37199,0.200762,silty mudstone
1109,1110,9.63102,108.628,-13.1062,6.01031,6.16103,93.7989,2.38586,0.252852,mudstone
1110,1111,9.71876,104.257,-12.1585,7.5081,7.39496,87.0218,2.44638,0.310914,silty mudstone
1111,1112,9.75761,119.408,-13.8175,6.32388,6.37501,91.7062,2.37956,0.31841,mudstone
1112,1112.5,9.30015,100.369,-17.0122,8.70457,7.75264,88.3088,2.24969,0.333301,silty mudstone
1112.5,1116.5,9.89422,109.096,-12.1458,5.96301,5.84239,90.0493,2.35434,0.350645,mudstone
1116.5,1118,9.64982,111.727,-14.1662,6.59366,6.19383,92.2155,2.36317,0.366883,silty mudstone
1118,1119.2,8.92541,89.7295,-20.4902,10.1498,9.05685,89.0536,2.21943,0.384427,siltstone
1119.2,1125.6,10.1098,107.335,-13.4452,8.1002,7.92289,87.7628,2.40099,0.397689,mudstone
1125.6,1128.6,8.58576,79.1707,-22.8252,18.0592,16.5479,75.2498,2.27491,0.409301,siltstone
1128.6,1130.8,8.86901,106.86,-16.8021,9.48763,9.3833,86.5949,2.3783,0.33124,mudstone
1130.8,1133.8,8.41155,95.8913,-19.2759,11.2569,10.4173,88.3709,2.27743,0.251391,siltstone
1133.8,1134.5,9.15477,111.236,-14.007,5.26054,5.62684,96.9544,2.32534,0.258808,mudstone
1134.5,1135.8,8.55318,103.673,-19.6891,10.8698,10.2752,89.2525,2.34552,0.262649,muddy siltstone
1135.8,1138.2,8.30627,87.9924,-20.7296,14.8078,13.5099,82.3791,2.28878,0.25698,siltstone
1138.2,1139,8.76875,111.075,-12.7701,5.62667,6.54058,105.005,2.26987,0.247624,mudstone
1139,1140.6,8.8264,102.132,-18.3936,8.8745,8.71948,87.3701,2.31526,0.23157,silty mudstone
1140.6,1142.8,8.41907,64.2326,-27.675,23.8296,21.6195,86.3301,2.16648,0.205597,siltstone
1142.8,1143,9.46308,100.868,-18.5343,9.61025,9.97527,88.7141,2.38334,0.181462,silty mudstone
1143,1144,8.73115,94.807,-19.014,12.2537,12.5056,80.6221,2.3493,0.166799,muddy siltstone
1144,1145,8.70859,100.105,-19.1782,10.2216,10.486,84.4426,2.31273,0.147698,silty mudstone
1145,1147.6,8.2599,83.5633,-24.7206,18.4113,17.2929,84.9962,2.22448,0.130014,siltstone
1147.6,1149.5,8.91413,108.785,-14.5453,10.0657,10.2189,87.5069,2.34552,0.119941,silty mudstone
1149.5,1150.5,9.24124,108.63,-13.4198,7.54138,7.94788,89.4907,2.42495,0.10869,mudstone
1150.5,1151.5,8.68227,81.814,-16.1466,18.4235,17.432,76.7724,2.36947,0.105883,siltstone
1151.5,1153,8.94922,101.469,-12.9597,8.47158,8.71948,87.1788,2.30265,0.107342,mudstone
1153,1154.4,8.864,108.092,-16.3068,9.71361,9.28177,83.39,2.34047,0.108308,silty mudstone
1154.4,1156.2,8.24361,77.2433,-23.6703,15.3474,13.4584,88.4469,2.17656,0.10895,siltstone
1156.2,1158.5,9.07455,108.94,-12.7789,7.5151,7.23408,87.6843,2.33921,0.113544,mudstone
1158.5,1159.5,8.79131,96.2808,-14.6919,7.45554,7.74171,89.1322,2.26482,0.123852,silty mudstone
1159.5,1161,9.05074,111.989,-12.8405,6.14169,6.31566,93.0553,2.30517,0.168015,mudstone
1161,1163.5,8.5419,97.7225,-19.0482,12.9124,11.4341,83.9055,2.30895,0.224103,muddy siltstone
1163.5,1164.6,8.74368,99.8568,-20.1092,10.4003,10.0784,84.3185,2.27869,0.238863,silty mudstone
1164.6,1166.2,8.39275,76.7675,-22.2889,14.9672,14.5096,89.1144,2.18287,0.221994,siltstone
1166.2,1167,8.82389,107.906,-14.9439,7.93203,8.17905,85.4104,2.34425,0.198936,mudstone
1167,1169.5,9.0169,99.7617,-15.2888,10.854,10.0284,80.2193,2.36065,0.171564,silty mudstone
1169.5,1175,9.22244,105.225,-13.1707,9.49814,9.05998,81.6266,2.39343,0.122183,mudstone
1175,1176.6,8.48174,96.6393,-19.1596,12.2152,11.8121,81.7242,2.34425,0.064115,silty mudstone
1176.6,1178.6,8.39902,77.1835,-23.8208,15.9745,14.9875,87.4335,2.18035,0.0183132,siltstone
1178.6,1179.5,9.1485,97.6716,-16.7748,9.99565,9.90811,87.099,2.36191,0.00156477,mudstone
1179.5,1180.5,8.83392,97.9825,-19.2837,11.3358,11.0093,84.8708,2.31904,-0.0357984,silty mudstone
1180.5,1182.2,9.29388,96.9059,-15.7148,10.7191,10.322,84.5744,2.3556,0.0190629,mudstone
1182.2,1183.4,8.82264,87.5277,-20.0379,12.019,11.2233,84.1551,2.26987,0.0479651,siltstone
1183.4,1184,9.14098,93.4516,-20.3916,9.65054,9.08653,84.8911,2.28878,-0.00818295,mudstone
1184,1185.8,8.4291,79.9928,-24.2761,14.207,13.1429,88.1492,2.16648,0.134123,siltstone
1185.8,1188.6,9.49316,105.167,-13.541,7.05613,7.44181,89.3729,2.30643,0.222257,mudstone
1188.6,1190.6,8.41281,78.0808,-18.9759,15.6049,14.444,78.5142,2.33291,0.506591,siltstone
1190.6,1193,9.57087,107.319,-12.5024,9.02165,8.94283,86.7735,2.34173,0.328049,silty mudstone
1193,1194,9.83155,119.514,-11.5899,5.17295,5.50501,100.098,2.25347,0.305681,mudstone
1194,1198,9.72377,106.822,-11.9162,6.84066,6.7983,88.253,2.35938,0.34621,silty mudstone
1198,1199,9.2613,116.387,-15.3582,5.1204,6.11417,98.4492,2.31526,0.370591,mudstone
1199,1201.2,8.62461,77.6825,-22.3651,20.5782,19.6952,75.7337,2.36317,0.369486,siltstone
1201.2,1202,9.00437,92.7855,-19.5826,10.0937,10.2486,85.6967,2.31652,0.381092,silty mudstone
1202,1203.2,8.66096,81.2331,-22.3309,12.1714,12.1667,83.9524,2.24717,0.368994,siltstone
1203.2,1204.4,9.15101,98.7792,-19.312,9.39828,9.51919,83.8346,2.34299,0.380563,silty mudstone
1204.4,1212.8,8.3727,67.2775,-31.8643,15.5541,15.0891,91.3452,2.1173,0.210456,siltstone
1212.8,1213.5,8.47046,82.6195,-22.8682,12.0628,12.187,86.3466,2.28626,0.121074,silty mudstone
1213.5,1214,8.6384,83.9572,-19.099,12.3676,11.9339,83.7561,2.28752,0.0878162,muddy siltstone
1214,1214.6,8.74619,92.5753,-24.7382,10.4826,10.8687,83.6877,2.26608,0.0396062,silty mudstone
1214.6,1216.2,8.49678,69.3089,-23.2864,16.7961,16.1605,83.6497,2.24843,-0.00250163,siltstone
1216.2,1217.8,8.82264,105.236,-14.5522,7.88999,8.80226,87.2105,2.34047,0.00675158,mudstone
1217.8,1223.4,8.56822,80.0658,-23.5941,13.9687,12.9836,86.1414,2.23204,0.0190247,siltstone
